"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
10527	16212	"Laguna Negra"	41.99882	-2.84756	0	"AWI"	0	-130	37	-46	1	1	1	0	5	0	21	0	1	1	0	0	2	1	0	0	13	0	1	0	35	0	0	6	0	3	0	1	1	60	1	1	0	0	0	24	0	0	0	0	0	0	465	0	0	0	46	1	46	7	2	0	0	1	10	1	1	0	0	0	0	0	4	1	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	16	"AWI"	16	-62	420	88	1	5	1	0	5	0	18	0	0	0	0	0	3	0	0	0	7	0	9	0	42	0	0	6	0	1	0	0	1	61	0	0	0	0	0	10	0	0	0	0	0	0	324	1	9	0	45	0	38	10	0	0	0	1	7	2	0	0	0	0	0	0	1	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	32	"AWI"	32	18	681	261	2	2	2	0	5	0	42	0	0	1	3	0	7	3	0	0	18	0	3	0	38	0	0	19	0	2	0	0	0	108	1	0	0	0	0	8	0	0	0	0	0	0	257	0	7	0	59	0	43	17	0	0	0	1	13	2	0	0	0	0	1	0	5	0	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	48	"AWI"	48	117	865	428	2	1	1	0	8	0	28	0	1	0	1	0	1	2	0	0	9	0	5	0	32	0	0	18	0	1	0	0	0	57	1	1	0	0	0	10	0	0	0	0	0	0	271	0	2	0	46	0	55	20	0	0	0	0	14	0	0	0	0	0	0	0	1	0	2
10527	16212	"Laguna Negra"	41.99882	-2.84756	65	"AWI"	65	234	1066	613	3	1	2	0	13	0	63	0	1	2	0	0	3	0	0	0	21	0	6	0	47	0	0	20	0	4	0	0	1	105	1	1	0	0	0	15	0	0	0	0	0	0	306	0	7	1	67	0	109	14	2	0	0	1	14	0	0	0	0	0	0	0	9	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	81	"AWI"	81	380	1240	784	1	0	2	0	4	0	43	0	0	1	2	0	5	1	0	0	25	0	2	0	27	0	0	14	1	1	0	0	2	80	1	1	0	0	0	4	0	0	0	0	1	0	267	1	7	0	57	0	88	11	0	0	0	1	17	1	0	0	0	0	0	1	2	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	97	"AWI"	97	530	1380	963	4	1	1	0	21	0	80	0	0	1	1	0	3	1	0	0	17	0	7	0	72	0	0	12	0	1	0	0	0	196	0	0	0	0	0	5	0	0	0	0	0	0	166	0	2	0	47	0	55	18	0	0	0	1	8	2	0	0	0	0	0	0	1	1	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	111	"AWI"	111	680	1488	1117	0	2	1	0	12	0	55	0	2	0	0	0	4	0	0	0	19	0	8	0	43	0	0	24	0	3	0	0	0	71	0	0	0	0	0	1	0	0	0	0	0	0	182	0	6	0	63	0	62	10	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	119	"AWI"	119	772	1572	1203	3	1	2	0	23	0	60	0	0	0	0	0	1	3	0	0	25	0	11	0	50	0	0	35	2	1	1	0	1	151	1	1	0	0	0	1	0	0	0	0	0	0	240	0	0	0	73	0	91	18	0	0	0	2	34	2	0	1	0	0	0	0	6	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	135	"AWI"	135	962	1700	1373	1	1	3	0	8	0	112	0	0	0	0	0	1	1	0	0	16	0	10	0	24	0	0	28	0	9	0	0	0	73	0	0	0	0	0	1	0	0	0	0	0	0	154	1	0	0	44	1	81	7	0	0	0	1	21	0	0	0	0	0	0	0	4	3	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	159	"AWI"	159	1333	1842	1605	2	1	2	0	9	0	105	0	0	1	0	0	3	1	0	0	26	1	10	0	22	0	0	23	1	2	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	244	0	5	0	38	0	67	4	0	0	0	2	17	3	0	0	0	0	0	0	2	0	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	167	"AWI"	167	1423	1903	1687	1	1	4	0	13	0	160	0	0	1	0	0	13	1	0	0	42	0	16	0	18	0	0	22	0	3	0	0	2	325	1	0	0	0	0	2	0	0	0	0	0	0	65	0	0	0	25	0	67	2	0	0	0	3	23	3	0	0	0	0	0	0	3	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	175	"AWI"	175	1466	1966	1739	2	0	1	0	6	0	94	0	1	0	1	0	3	0	0	0	27	0	1	0	22	0	0	22	0	1	0	0	0	69	0	0	1	0	0	1	0	0	0	0	0	1	169	0	4	0	53	0	80	9	0	0	0	0	15	5	0	0	0	0	0	0	1	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	191	"AWI"	191	1546	2115	1834	2	2	4	0	8	0	125	0	0	0	0	0	4	1	0	0	39	0	7	0	22	0	0	20	0	4	0	0	0	105	0	0	0	0	0	2	0	0	0	0	0	0	174	0	0	0	59	0	69	6	0	0	0	3	18	2	0	0	0	0	0	0	1	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	213	"AWI"	213	1671	2305	1968	2	0	6	0	5	0	125	0	0	1	0	0	1	1	0	0	35	0	9	0	17	0	0	20	1	4	0	0	1	89	0	0	0	0	0	1	0	0	0	0	0	0	151	0	0	0	48	0	86	6	0	0	0	1	7	1	0	0	0	0	0	0	5	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	229	"AWI"	229	1747	2418	2070	7	2	1	0	15	0	161	0	0	1	0	0	2	0	0	0	38	0	1	0	21	0	0	19	0	0	0	0	0	95	0	0	0	0	0	3	0	0	0	0	0	0	145	0	0	0	46	0	85	9	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	245	"AWI"	245	1837	2535	2167	1	1	5	0	4	0	112	0	0	1	0	0	1	1	0	0	13	0	1	0	0	0	0	39	1	4	0	0	0	52	0	0	0	0	0	1	0	0	0	0	0	0	225	0	0	0	62	0	67	9	0	0	0	0	7	1	0	0	0	0	0	0	2	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	261	"AWI"	261	1922	2640	2268	1	0	3	0	4	0	81	0	0	0	0	0	3	0	0	0	19	0	2	0	18	0	0	16	1	2	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	37	0	92	5	0	0	0	0	9	4	0	1	1	0	1	1	1	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	277	"AWI"	277	2027	2755	2369	1	1	2	0	12	0	114	0	0	0	0	0	4	2	0	0	27	0	1	0	15	0	0	15	0	3	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	158	0	4	0	47	0	113	10	0	0	0	0	12	3	0	0	1	0	0	0	0	2	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	293	"AWI"	293	2119	2853	2473	3	1	4	0	12	0	101	0	0	1	0	0	1	0	0	0	38	1	1	0	16	0	0	16	0	8	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	155	0	7	0	52	0	91	12	0	0	0	0	11	2	0	1	1	0	0	0	4	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	309	"AWI"	309	2212	2949	2573	4	1	4	0	8	0	88	0	0	0	0	0	1	0	0	0	17	0	2	0	12	0	0	26	0	5	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	185	0	6	0	30	0	107	11	0	0	0	1	12	4	0	0	1	0	0	0	1	0	0
