"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
10527	16212	"Laguna Negra"	41.99882	-2.84756	325	"AWI"	325	2314	3040	2670	2	0	1	0	6	0	60	0	0	0	0	0	1	0	0	0	19	0	1	0	0	0	0	27	1	1	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	243	0	7	0	20	0	113	20	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	341	"AWI"	341	2408	3131	2768	2	1	0	0	8	0	119	0	0	0	0	0	0	0	0	0	32	0	3	0	12	0	0	28	0	3	0	0	1	110	0	0	0	0	0	0	0	0	0	0	0	1	158	0	4	0	31	0	85	14	0	0	0	0	14	0	0	0	0	0	0	0	2	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	357	"AWI"	357	2523	3221	2869	1	1	1	0	10	0	95	0	0	2	0	0	1	0	0	0	24	0	0	0	0	0	0	32	0	6	0	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	170	0	3	0	0	0	109	18	0	0	0	0	5	1	0	0	0	0	0	0	5	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	373	"AWI"	373	2644	3318	2966	1	3	3	0	11	0	79	0	1	0	0	0	0	0	0	0	26	0	1	0	11	0	0	40	0	9	0	0	1	31	0	0	0	0	0	0	0	0	0	0	0	0	157	0	2	0	0	0	107	16	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	381	"AWI"	381	2693	3377	3016	0	3	4	0	8	0	97	0	1	0	0	0	1	0	0	0	18	0	1	0	7	0	0	39	0	3	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	191	0	4	0	28	0	115	12	0	0	0	0	8	1	0	0	0	0	0	0	7	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	397	"AWI"	397	2825	3475	3116	3	0	3	0	8	0	69	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	28	0	3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	274	2	0	0	0	0	83	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	413	"AWI"	413	2975	3575	3229	1	1	3	0	6	0	85	0	0	1	0	0	0	0	0	0	42	0	2	0	7	0	0	12	0	9	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	178	0	5	0	0	0	137	13	0	0	0	1	10	1	0	0	0	0	0	1	2	0	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	429	"AWI"	429	3109	3829	3421	2	2	1	0	6	0	67	0	1	0	0	0	1	0	0	0	36	0	1	0	7	0	0	12	0	11	0	0	1	25	0	0	1	0	0	0	0	0	0	0	0	1	204	1	0	0	0	0	107	12	0	0	0	0	14	2	0	0	0	0	0	1	4	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	445	"AWI"	445	3250	4068	3628	2	1	0	1	4	0	100	0	0	1	0	0	0	0	0	0	47	0	2	0	5	0	0	6	0	23	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	201	1	3	0	0	0	94	13	0	0	0	0	5	1	0	0	0	0	0	0	9	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	461	"AWI"	461	3409	4289	3836	1	0	0	0	7	0	90	0	1	1	0	0	0	0	0	0	20	0	3	0	0	0	0	7	0	20	0	0	1	18	0	0	0	0	0	0	0	0	0	1	0	0	224	0	0	0	37	0	93	4	0	0	0	0	4	2	0	0	0	0	0	0	2	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	477	"AWI"	477	3605	4479	4040	2	1	0	0	3	0	96	0	1	1	0	0	0	0	0	0	36	0	2	0	6	0	0	3	1	10	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	98	8	0	0	0	2	6	1	0	0	0	0	0	0	4	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	493	"AWI"	493	3859	4660	4248	1	1	0	0	2	0	91	0	0	2	0	0	0	0	0	1	23	0	2	0	5	0	0	3	0	17	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	36	0	128	16	0	0	0	0	8	0	0	0	0	0	0	0	11	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	509	"AWI"	509	4142	4819	4475	2	0	1	0	3	0	78	0	0	1	0	0	0	0	0	0	27	0	4	0	4	0	0	1	1	12	0	0	0	48	0	0	0	0	0	1	0	0	0	0	0	0	243	1	0	0	39	0	121	13	0	0	0	0	3	1	0	1	0	0	0	0	3	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	525	"AWI"	525	4344	5260	4779	2	2	2	0	5	0	81	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	11	0	0	3	43	0	1	0	0	0	0	0	0	0	0	0	0	109	0	0	0	36	0	183	13	0	0	0	1	1	2	0	0	0	0	0	0	8	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	533	"AWI"	533	4422	5585	4939	0	1	1	0	4	0	83	0	0	1	0	0	0	0	0	0	23	1	4	0	2	0	0	0	1	16	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	1	238	0	2	0	0	0	88	12	0	0	0	0	5	2	1	0	1	0	0	0	3	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	541	"AWI"	541	4541	5727	5094	1	0	7	0	4	0	45	0	0	0	0	0	0	0	0	0	29	1	2	0	6	0	0	0	1	14	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	232	1	0	0	0	0	122	21	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	557	"AWI"	557	4803	6082	5437	2	0	2	0	6	0	82	0	1	1	0	0	0	0	0	0	38	0	2	0	0	0	0	0	1	18	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	15	0	128	13	0	0	0	1	9	1	0	0	0	0	0	0	8	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	565	"AWI"	565	4905	6299	5614	2	1	4	0	3	0	57	0	0	3	0	0	0	0	0	0	35	0	1	0	0	0	0	0	1	13	0	0	4	50	0	0	0	0	0	1	0	0	0	0	0	4	157	1	0	0	0	0	123	9	0	0	0	0	16	3	0	0	2	0	0	1	7	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	573	"AWI"	573	5119	6399	5774	5	0	1	0	1	0	32	0	0	1	0	0	0	0	0	0	29	0	6	0	0	0	0	0	0	21	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	134	10	0	0	0	0	2	1	0	0	0	0	0	0	23	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	589	"AWI"	589	5447	6622	6105	1	1	13	0	3	0	53	0	0	1	0	0	0	0	0	0	35	0	2	0	0	0	0	0	1	26	0	0	1	40	0	0	1	0	0	0	0	0	0	0	0	1	186	1	0	0	0	0	116	13	0	0	0	0	7	4	0	0	0	0	0	0	17	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	605	"AWI"	605	5938	6845	6422	5	1	3	0	2	0	60	0	0	1	0	0	0	0	0	0	32	0	1	0	0	0	0	0	1	12	0	0	2	25	0	1	0	0	0	1	0	0	0	0	0	1	227	1	0	0	29	0	111	15	0	0	0	0	7	4	0	0	0	1	0	0	11	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	613	"AWI"	613	6177	6958	6590	2	1	2	0	4	0	35	0	0	0	0	0	0	0	0	0	36	1	2	0	0	0	0	1	0	20	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	231	1	0	0	0	0	100	14	0	0	0	0	3	1	0	0	1	0	0	0	20	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	621	"AWI"	621	6468	7118	6754	0	1	4	0	10	0	64	0	1	1	0	0	0	0	0	0	41	0	6	0	0	0	0	0	0	10	0	0	2	40	0	0	0	0	0	0	0	0	0	0	0	1	218	0	0	0	0	0	111	16	0	0	0	0	3	1	0	0	0	0	0	0	8	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	629	"AWI"	629	6583	7401	6921	1	0	3	0	1	0	57	0	0	0	0	0	2	0	0	0	54	0	0	0	0	0	0	0	1	23	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1	235	1	0	0	0	0	101	12	0	1	0	0	4	1	1	0	0	0	0	0	22	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	637	"AWI"	637	6715	7689	7111	3	0	4	0	1	0	48	0	0	0	0	0	0	0	0	2	45	0	1	0	2	0	0	0	0	23	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	261	1	0	0	0	0	101	7	0	0	0	0	2	1	0	0	0	0	0	0	17	0	2
10527	16212	"Laguna Negra"	41.99882	-2.84756	645	"AWI"	645	6795	8000	7305	1	0	3	0	0	0	58	0	0	1	0	0	0	0	0	0	47	1	3	0	2	0	0	0	2	12	0	0	2	18	0	0	0	0	0	2	0	0	0	0	0	3	208	1	0	0	0	0	94	10	0	0	0	0	3	3	0	0	1	0	0	0	28	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	653	"AWI"	653	6941	8264	7509	0	1	3	0	2	0	43	0	0	0	0	0	0	0	0	0	66	0	3	0	0	0	0	0	1	16	0	0	3	12	0	0	0	0	0	1	0	0	0	0	0	0	284	0	0	0	0	0	145	13	0	0	0	1	5	0	0	0	0	1	0	0	27	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	661	"AWI"	661	7060	8491	7727	0	0	4	0	6	0	49	0	1	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	18	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	1	286	0	0	0	0	0	107	9	0	0	0	0	9	2	0	0	1	0	0	0	18	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	669	"AWI"	669	7226	8708	7941	0	1	1	0	3	0	48	0	1	3	0	0	0	0	0	0	60	0	3	0	0	0	0	0	1	9	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1	262	1	0	0	0	0	112	11	0	0	0	0	4	2	0	0	0	0	0	0	72	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	677	"AWI"	677	7408	8858	8156	1	0	4	0	2	0	45	0	2	1	0	0	0	0	0	0	52	2	3	0	6	0	0	0	1	15	0	0	1	24	0	0	0	0	0	1	0	0	0	0	0	0	240	0	0	0	0	0	99	5	0	0	0	1	2	0	0	0	0	0	0	0	32	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	685	"AWI"	685	7595	9032	8363	1	0	5	0	0	0	47	0	2	0	0	0	0	0	0	0	97	0	1	0	0	0	0	0	2	21	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	96	10	0	0	0	0	4	0	0	0	0	0	0	0	20	0	1
10527	16212	"Laguna Negra"	41.99882	-2.84756	693	"AWI"	693	7803	9132	8581	0	1	4	0	1	0	46	0	3	1	0	0	0	0	0	0	37	0	1	0	0	0	0	0	2	7	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	311	1	0	0	0	0	70	10	0	0	0	0	4	1	0	0	0	0	0	0	12	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	709	"AWI"	709	8427	9341	8971	1	1	1	0	1	0	57	0	2	1	0	0	0	0	0	0	72	1	0	0	0	0	0	0	4	9	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	82	9	0	0	0	0	2	1	0	1	0	0	0	0	17	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	717	"AWI"	717	8681	9456	9164	0	2	4	0	2	0	37	0	0	1	0	0	0	0	0	0	90	0	1	0	0	0	0	0	1	3	0	0	0	19	0	1	0	0	0	1	0	0	0	0	0	1	214	0	0	0	0	0	112	10	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	725	"AWI"	725	8991	9540	9332	0	0	2	1	1	0	50	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	279	1	0	0	0	0	89	24	0	0	0	0	6	1	0	1	0	0	0	0	8	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	733	"AWI"	733	9092	9829	9481	0	0	4	0	0	0	64	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	1	2	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	113	11	0	0	0	1	6	7	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	741	"AWI"	741	9191	10016	9611	0	1	1	0	1	0	61	0	1	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	2	3	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	105	26	0	1	0	1	5	4	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	744	"AWI"	744	9219	10110	9656	0	2	7	0	5	0	88	0	1	0	0	0	0	0	0	0	14	3	3	1	0	0	0	0	1	3	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	260	0	0	0	0	0	77	16	0	2	0	1	11	5	0	0	0	0	0	0	1	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	749	"AWI"	749	9268	10271	9730	0	0	4	0	4	0	72	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	314	0	3	0	0	0	57	10	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	757	"AWI"	757	9375	10379	9862	1	0	1	0	1	0	62	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	1	2	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	277	3	0	0	0	0	85	26	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	765	"AWI"	765	9451	10576	9988	0	2	2	0	1	0	89	0	0	1	0	0	0	0	0	0	11	1	2	1	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	240	1	0	0	0	0	102	13	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	773	"AWI"	773	9602	10662	10118	0	1	6	0	1	0	83	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	1	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	334	1	0	0	0	0	55	19	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	781	"AWI"	781	9697	10823	10255	0	1	4	0	5	0	73	0	0	1	0	0	1	0	0	0	7	0	2	0	0	0	0	0	1	0	0	0	0	12	0	0	1	0	0	0	1	0	0	0	0	1	333	1	0	0	0	0	77	11	0	1	0	1	16	8	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	789	"AWI"	789	9872	10901	10384	0	0	2	0	1	0	93	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	43	10	0	1	0	0	18	7	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	797	"AWI"	797	9977	11023	10516	0	3	4	0	8	0	45	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	373	0	0	0	0	0	34	2	0	1	0	0	11	3	1	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	815	"AWI"	815	10396	11331	10842	0	4	2	0	8	0	68	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	1	385	0	0	0	0	0	39	0	0	1	0	1	38	2	0	1	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	821	"AWI"	821	10963	11833	11352	0	1	6	0	7	0	51	0	1	0	0	0	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	44	1	0	0	0	1	24	4	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	829	"AWI"	829	11130	13213	12026	1	3	10	0	19	0	26	0	1	0	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	1	0	0	0	70	0	0	1	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	19	2	0	0	0	3	13	5	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	845	"AWI"	845	13561	14098	13863	0	14	11	0	20	0	35	0	2	0	0	0	3	0	0	0	2	0	2	3	3	0	0	0	0	1	0	0	0	74	0	0	1	0	0	0	1	0	0	0	0	0	248	0	3	0	0	0	14	1	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	853	"AWI"	853	13820	14765	14305	0	8	3	0	35	0	7	0	1	8	0	0	8	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0
10527	16212	"Laguna Negra"	41.99882	-2.84756	861	"AWI"	861	13905	15146	14477	0	25	3	0	32	0	2	0	1	0	0	0	4	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	34	0	2	0	0	0	0	1	0	0	0	0	0	377	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
