"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23840	41323	"Moles Chamber"	51.13944	-3.83278	16	"AWI"	16	-86	133	8	1.14155251141552	0	0.228310502283105	0	0	0	0.228310502283105	0.684931506849315	0	0	0	0.228310502283105	3.88127853881279	0	4.5662100456621	8.67579908675799	0	0	0	0	0	0	0	0.91324200913242	0	0	0	0.684931506849315	0	68.7214611872146	0	0	1.36986301369863	0.684931506849315	5.47945205479452	1.82648401826484	0	0.684931506849315	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	24	"AWI"	24	-74	219	38	3.2967032967033	0	0.21978021978022	0	0	0	0.879120879120879	0.43956043956044	0.21978021978022	0	0	0.43956043956044	8.57142857142857	0	1.0989010989011	29.6703296703297	0	0	0.21978021978022	0	0	0	0	0	0	0.21978021978022	0.659340659340659	0.43956043956044	0	49.6703296703297	0	0	1.97802197802198	0	0	1.31868131868132	0	0.43956043956044	0.21978021978022	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	32	"AWI"	32	-57	288	68	0.232018561484919	0	0.232018561484919	0	0	0	0.464037122969838	0	0	0	0	0.696055684454756	5.33642691415313	0	5.56844547563805	13.6890951276102	0	0	0.696055684454756	0	0	0	0	0.696055684454756	0	0	0.696055684454756	0.928074245939675	0	58.2366589327146	0	0	1.62412993039443	1.85614849187935	5.56844547563805	2.32018561484919	0	0.928074245939675	0.232018561484919	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	40	"AWI"	40	-22	313	106	2.03619909502262	0	0.226244343891403	0	0	0	0.226244343891403	0	0	0	0	0.452488687782805	6.78733031674208	0	0.452488687782805	14.9321266968326	0	0.226244343891403	0	0	0.226244343891403	0	0	0	0	0	0.678733031674208	0.904977375565611	0	67.420814479638	0	0	2.26244343891403	0.452488687782805	0	2.26244343891403	0	0.226244343891403	0	0	0	0	0	0.226244343891403	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	56	"AWI"	56	8	392	178	0.421940928270042	0	0.210970464135021	0	0	0	0	0.210970464135021	0	0	0	0.210970464135021	5.90717299578059	0	1.47679324894515	13.2911392405063	0	0	0.421940928270042	0	0	0	0	0.210970464135021	0	0	0.632911392405063	1.05485232067511	0	66.2447257383966	0	0	2.9535864978903	1.89873417721519	4.0084388185654	0.632911392405063	0	0	0	0	0	0	0	0.210970464135021	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	64	"AWI"	64	38	431	211	1.24223602484472	0	0.62111801242236	0	0	0	1.65631469979296	2.0703933747412	0	0	0	0	4.1407867494824	0	2.27743271221532	9.10973084886128	0	0	0	0	0	0	0	0.41407867494824	0	0	0	0.20703933747412	0	68.944099378882	0	0	1.44927536231884	0.62111801242236	3.1055900621118	2.89855072463768	0	1.24223602484472	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	72	"AWI"	72	69	452	247	2.47747747747748	0	0.45045045045045	0	0	0	1.12612612612613	0.225225225225225	0	0	0	0.675675675675676	3.37837837837838	0	3.6036036036036	9.00900900900901	0	0	0	0	0.225225225225225	0	0	0	0	0	0.225225225225225	0.675675675675676	0	73.1981981981982	0	0	1.57657657657658	2.47747747747748	0	0.675675675675676	0	0	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	80	"AWI"	80	90	481	284	2.21729490022173	0.221729490022173	0.665188470066519	0	0	0	0	0	0	0	0	0.443458980044346	4.65631929046563	0	2.4390243902439	12.4168514412417	0	0	0.665188470066519	0	0	0	0	0.886917960088692	0	0	0	0.221729490022173	0	67.4057649667406	0	0	2.21729490022173	0.886917960088692	0	0.886917960088692	0	2.4390243902439	1.33037694013304	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	88	"AWI"	88	109	519	317	1.39211136890951	0	0	0	0	0	0.696055684454756	0.464037122969838	0	0	0	0.696055684454756	6.03248259860789	0	1.62412993039443	13.9211136890951	0	0	0	0	0.696055684454756	0	0	0	0	0	0	0.928074245939675	0	67.9814385150812	0	0.464037122969838	2.55220417633411	1.62412993039443	0	0.696055684454756	0	0	0	0	0	0	0	0.232018561484919	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	96	"AWI"	96	154	544	350	0.858369098712446	0	1.71673819742489	0	0	0	1.07296137339056	0.214592274678112	0	0.214592274678112	0	0	6.22317596566524	0	2.57510729613734	6.65236051502146	0	0.429184549356223	0	0	0	0	0	1.50214592274678	0	0	0.214592274678112	0.214592274678112	0	71.0300429184549	0	0	3.21888412017167	0.214592274678112	0	0.858369098712446	0	2.78969957081545	0	0	0	0	0	0	0
