"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16123	24906	"Molesme"	47.95722	4.37306	50	"AWI"	50	830	3139	1860	0	0	10	0	1	0	2	0	4	0	0	0	0	0	0	0	2	0	22	159	0	0	0	0	0	23	1	2	0	1	0	0	0	4	0	0	7	0	0	0	0	0	0	37	1	2	0	1	1	7	0	0	1	0	0	0	0	1	0	0
16123	24906	"Molesme"	47.95722	4.37306	55	"AWI"	55	1022	3295	2047	0	0	28	1	1	0	1	0	8	1	0	0	0	0	0	0	0	0	21	118	0	0	0	0	0	25	0	5	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	27	8	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	60	"AWI"	60	1171	3469	2233	1	0	37	2	0	1	2	0	3	0	1	0	1	0	0	0	0	0	40	143	0	0	0	3	0	26	0	3	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	47	0	0	0	0	2	10	0	0	1	0	0	2	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	65	"AWI"	65	1300	3673	2424	0	0	36	2	0	0	2	0	5	0	0	0	0	0	0	0	0	0	26	161	0	0	0	1	0	51	0	6	0	2	0	0	1	1	0	1	3	0	0	0	0	0	0	46	3	0	0	1	0	7	0	0	0	0	0	0	3	0	1	0
16123	24906	"Molesme"	47.95722	4.37306	70	"AWI"	70	1478	3841	2618	2	0	19	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	29	186	0	0	0	1	0	43	1	5	0	2	1	0	2	0	0	0	9	0	0	0	0	0	0	41	1	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	75	"AWI"	75	1598	4013	2821	2	0	28	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	28	173	0	0	0	0	0	23	2	2	0	0	0	0	0	3	0	0	9	0	0	0	0	0	3	41	1	1	0	5	1	5	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	80	"AWI"	80	1782	4178	3016	5	0	21	0	0	1	1	0	9	1	0	0	0	0	1	0	0	0	29	212	0	0	0	0	0	31	0	6	0	4	0	0	1	0	0	0	7	0	0	0	0	0	0	47	2	0	0	2	2	5	0	0	0	0	0	3	2	0	1	0
16123	24906	"Molesme"	47.95722	4.37306	85	"AWI"	85	1983	4314	3213	0	1	51	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	27	177	0	0	0	0	0	31	0	1	0	5	0	0	0	0	0	0	12	0	0	0	1	0	0	54	1	0	0	1	0	6	0	0	0	0	0	1	0	0	2	0
16123	24906	"Molesme"	47.95722	4.37306	90	"AWI"	90	2113	4498	3407	0	1	37	2	1	0	0	0	3	1	0	0	0	0	0	0	0	0	30	376	0	0	0	0	0	30	0	2	1	0	0	0	0	0	0	0	6	0	0	0	0	0	1	43	3	0	0	5	5	5	0	0	0	0	0	1	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	95	"AWI"	95	2393	4596	3614	0	0	34	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	24	156	0	0	0	0	0	46	0	5	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	39	2	0	0	0	0	3	1	0	0	0	0	2	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	100	"AWI"	100	2582	4754	3822	2	0	77	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	61	116	0	0	0	0	0	73	0	9	2	3	0	0	2	0	0	0	7	0	0	0	0	0	0	57	5	0	0	0	1	2	0	0	0	0	0	12	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	105	"AWI"	105	2811	4888	4011	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	36	0	0	0	0	0	116	0	16	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	33	5	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	110	"AWI"	110	3050	4986	4211	1	0	107	1	0	1	3	0	6	0	0	0	0	0	0	0	0	0	40	58	0	0	0	0	0	39	0	1	0	1	0	0	0	2	0	1	11	0	0	0	1	0	3	49	1	3	0	1	0	1	0	0	0	0	0	4	2	0	1	0
16123	24906	"Molesme"	47.95722	4.37306	115	"AWI"	115	3217	5122	4415	1	0	28	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	89	42	0	0	0	0	0	11	0	7	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	67	1	1	0	2	0	0	0	0	0	0	0	10	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	120	"AWI"	120	3536	5193	4593	0	4	23	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	65	69	0	0	0	0	0	6	0	5	0	0	0	0	2	0	0	0	33	0	0	0	0	0	0	85	1	0	0	0	0	0	0	1	0	0	0	22	7	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	125	"AWI"	125	3770	5278	4772	1	0	7	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	43	100	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	130	"AWI"	130	4050	5381	4947	2	0	9	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	53	42	0	0	0	1	0	3	0	5	0	0	0	0	3	0	1	0	54	0	0	0	0	0	0	104	3	0	0	2	0	0	0	0	0	0	0	13	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	135	"AWI"	135	4563	5417	5097	3	1	12	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	53	44	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	69	0	0	0	0	0	1	129	1	0	0	1	0	1	0	0	0	0	0	15	4	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	140	"AWI"	140	4966	5501	5290	4	1	17	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	97	49	0	0	0	0	0	4	0	4	0	0	0	0	2	0	0	2	37	0	0	0	0	0	0	70	0	0	0	0	2	0	0	0	0	0	0	12	6	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	145	"AWI"	145	5105	5726	5439	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	50	30	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	149	0	0	0	0	0	2	54	0	0	0	1	0	1	0	0	0	0	0	20	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	150	"AWI"	150	5160	6117	5557	1	3	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	36	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	101	0	0	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	39	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	155	"AWI"	155	5219	6479	5687	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	74	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	134	0	0	0	0	0	0	31	1	0	0	1	0	0	0	0	0	0	0	21	4	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	160	"AWI"	160	5321	6641	5853	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	38	72	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	136	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	42	9	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	165	"AWI"	165	5388	6912	6008	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	109	9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	297	0	0	0	0	0	0	51	3	0	0	0	0	0	0	0	0	0	1	35	8	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	170	"AWI"	170	5501	7107	6159	0	1	1	0	0	6	0	0	2	1	0	0	0	0	0	0	0	0	67	14	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	359	0	0	0	0	0	0	55	0	0	0	1	0	0	0	0	0	0	0	62	18	0	1	0
16123	24906	"Molesme"	47.95722	4.37306	175	"AWI"	175	5606	7281	6323	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	37	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	296	0	0	0	0	0	0	98	1	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	180	"AWI"	180	5697	7503	6475	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	68	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	198	0	0	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	185	"AWI"	185	5845	7627	6633	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	22	63	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	168	0	0	0	0	0	0	60	4	0	0	0	0	0	1	0	0	0	0	7	11	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	190	"AWI"	190	5932	7804	6795	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	83	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	187	0	0	0	0	0	1	67	2	0	0	1	0	2	1	0	0	0	0	14	7	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	195	"AWI"	195	6070	7983	6955	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	21	27	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	225	0	0	0	0	0	2	72	4	0	0	0	0	1	0	0	0	0	0	14	17	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	200	"AWI"	200	6217	8109	7108	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	31	108	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	148	0	0	0	0	0	0	74	0	0	0	0	1	0	0	0	0	0	0	8	12	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	205	"AWI"	205	6315	8292	7267	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	60	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	76	1	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	210	"AWI"	210	6480	8402	7435	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	26	84	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	53	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	215	"AWI"	215	6622	8527	7599	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	220	"AWI"	220	6751	8672	7766	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	225	"AWI"	225	6946	8766	7927	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	59	43	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	487	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	230	"AWI"	230	7060	8913	8087	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	70	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	318	0	0	0	0	1	0	53	0	0	0	0	0	2	0	0	0	0	0	8	12	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	235	"AWI"	235	7281	9011	8235	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	115	10	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	193	0	0	0	0	0	0	48	1	0	0	0	0	0	1	0	1	0	0	3	16	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	240	"AWI"	240	7429	9106	8406	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	245	"AWI"	245	7599	9240	8565	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	99	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	1	0	0	3	22	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	250	"AWI"	250	7839	9308	8723	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	127	55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	99	1	0	0	1	0	1	0	0	0	0	0	0	21	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	255	"AWI"	255	8019	9417	8893	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	69	2	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	260	"AWI"	260	8293	9501	9037	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	265	"AWI"	265	8531	9567	9178	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	110	14	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	211	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	270	"AWI"	270	8667	9683	9333	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	81	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	223	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	0	0	0	0	14	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	275	"AWI"	275	8726	9767	9397	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	47	32	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	549	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	13	0	2	0
16123	24906	"Molesme"	47.95722	4.37306	280	"AWI"	280	8780	9885	9460	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	21	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	266	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	295	"AWI"	295	9003	10172	9644	0	1	0	0	4	0	1	0	4	0	0	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	300	"AWI"	300	9084	10232	9713	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	59	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	372	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	305	"AWI"	305	9152	10316	9777	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	310	"AWI"	310	9232	10412	9843	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	21	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	315	"AWI"	315	9318	10479	9906	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	42	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	320	"AWI"	320	9387	10548	9975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	325	"AWI"	325	9477	10620	10038	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	16	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	330	"AWI"	330	9546	10693	10099	0	0	0	0	2	0	1	0	6	1	0	0	0	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	335	"AWI"	335	9618	10773	10165	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	340	"AWI"	340	9708	10819	10227	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	9	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	415	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	345	"AWI"	345	9788	10890	10293	0	0	0	0	4	0	0	0	17	0	0	0	0	0	0	0	0	0	1	72	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	242	0	0	0	0	0	0	1	3	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	350	"AWI"	350	9888	10947	10353	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	6	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	355	"AWI"	355	9975	11007	10412	0	1	1	1	0	0	2	0	4	0	0	1	0	0	0	0	0	0	27	30	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	148	0	0	0	0	0	0	27	1	0	0	2	0	2	1	0	0	0	0	3	2	0	4	1
16123	24906	"Molesme"	47.95722	4.37306	360	"AWI"	360	10057	11081	10476	0	0	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	9	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	33	0	0	0	0	0	3	0	0	0	0	0	10	4	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	365	"AWI"	365	10183	11141	10543	0	0	5	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	12	33	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	1	0	17	3	0	0	2	0	3	0	0	0	0	0	2	4	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	370	"AWI"	370	10259	11233	10619	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	375	"AWI"	375	10332	11376	10716	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	1	3	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	380	"AWI"	380	10388	11578	10826	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	21	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	88	2	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	385	"AWI"	385	10429	11815	10934	1	0	3	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0	10	32	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	224	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0
