"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3475	4494	"Trollvatnet"	69.875668	23.457912	50	"AWI"	50	5483	6155	5841	34	0	0	0	0	258	0	0	0	11	0	12	5	0	0	376	0	4	1	0	1	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	55	"AWI"	55	5897	6395	6145	29	0	0	1	1	263	1	0	0	13	0	11	9	0	0	256	0	6	0	0	1	0	0	2	0	1	0	1
3475	4494	"Trollvatnet"	69.875668	23.457912	60	"AWI"	60	6121	6757	6433	25	1	0	1	0	245	0	0	1	19	0	15	6	0	1	300	0	7	0	0	0	0	0	2	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	65	"AWI"	65	6386	7079	6723	44	0	0	0	0	207	0	0	0	11	0	10	6	0	0	345	0	5	1	0	1	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	70	"AWI"	70	6658	7384	7018	53	0	0	0	0	325	0	0	0	11	0	8	3	0	0	349	0	2	0	0	3	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	75	"AWI"	75	6966	7662	7310	59	0	1	0	2	336	0	0	0	8	0	4	7	0	0	412	0	3	0	0	4	0	1	0	0	0	0	1
3475	4494	"Trollvatnet"	69.875668	23.457912	80	"AWI"	80	7287	7935	7601	72	0	0	0	0	208	0	0	1	10	0	3	2	0	0	400	0	10	0	0	6	0	1	1	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	85	"AWI"	85	7648	8185	7891	54	0	0	1	1	263	0	0	0	8	0	7	1	0	0	428	0	10	0	0	1	0	0	1	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	90	"AWI"	90	7900	8569	8206	29	0	0	0	0	327	1	0	0	5	0	6	7	0	1	450	0	6	0	1	4	0	1	2	0	0	0	2
3475	4494	"Trollvatnet"	69.875668	23.457912	95	"AWI"	95	8174	8939	8530	26	0	0	0	0	365	0	0	1	22	0	7	10	1	0	152	0	5	0	0	1	0	1	4	0	0	0	2
3475	4494	"Trollvatnet"	69.875668	23.457912	100	"AWI"	100	8475	9271	8854	17	0	0	1	0	327	0	0	0	20	0	4	29	0	0	128	0	8	0	1	2	0	1	3	0	0	0	2
3475	4494	"Trollvatnet"	69.875668	23.457912	105	"AWI"	105	8796	9584	9176	8	1	0	0	0	343	0	0	0	11	0	1	30	0	1	75	0	14	0	0	3	0	0	5	0	0	0	2
3475	4494	"Trollvatnet"	69.875668	23.457912	110	"AWI"	110	9131	9887	9496	11	0	0	0	1	496	0	0	0	8	0	2	35	0	0	52	0	14	0	0	2	0	0	2	0	1	1	0
3475	4494	"Trollvatnet"	69.875668	23.457912	115	"AWI"	115	9536	10164	9813	9	0	0	1	0	366	0	0	0	9	0	3	16	0	0	87	0	10	0	0	4	0	1	9	0	0	0	2
3475	4494	"Trollvatnet"	69.875668	23.457912	120	"AWI"	120	9788	10529	10134	9	0	0	0	1	593	0	0	1	9	0	3	26	0	0	93	0	17	0	0	2	0	2	13	1	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	125	"AWI"	125	10061	10879	10454	16	0	0	0	0	555	0	0	0	8	0	0	21	0	0	63	0	18	0	0	6	0	0	12	1	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	130	"AWI"	130	10359	11218	10771	8	0	0	1	0	550	0	1	1	7	0	3	6	0	0	32	0	18	0	0	8	0	1	15	2	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	135	"AWI"	135	10654	11531	11087	2	0	0	1	0	623	0	1	0	9	0	2	4	0	0	27	0	33	0	0	3	0	1	13	2	0	0	1
3475	4494	"Trollvatnet"	69.875668	23.457912	140	"AWI"	140	10942	11831	11391	2	0	0	0	0	496	0	0	0	13	0	6	0	0	0	9	0	8	0	0	4	0	1	7	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	145	"AWI"	145	11222	12233	11710	0	1	0	1	0	437	0	0	0	8	1	6	1	0	0	3	0	13	0	0	6	1	7	1	0	1	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	150	"AWI"	150	11485	12613	12022	1	1	0	2	0	413	0	1	0	8	0	21	1	0	0	5	0	13	0	0	2	0	12	3	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	155	"AWI"	155	11741	12988	12335	0	0	0	0	1	200	0	0	0	12	0	26	0	0	0	3	0	12	0	0	2	0	2	3	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	160	"AWI"	160	12002	13365	12647	2	0	0	1	0	147	0	0	0	16	0	47	1	0	0	6	0	4	0	0	3	0	8	3	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	165	"AWI"	165	12265	13727	12948	0	0	0	4	0	108	0	0	0	18	0	27	0	0	0	7	0	8	0	0	4	0	14	9	0	1	0	0
