"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16514	25835	"MD95-2043"	36.14333	-2.62111	7	"AWI"	7	504	798	668	0	0	0	1.86335403726708	0	0	0	0	0	0	0	0	0	0	0	0	5.59006211180124	0	0	0	0	0	2.48447204968944	0	0	2.48447204968944	0	0	0	0	0	3.72670807453416	0	0	0	0	0	0.62111801242236	0	0	0	0	68.3229813664596	1.24223602484472	0	0	0	0	0	0	5.59006211180124	6.83229813664596	0	0	0	0	1.24223602484472	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	9	"AWI"	9	670	1035	877	0	0	0	5.625	0	0	2.5	0	0	0	0	0	0	0	0	0	3.125	0	0	0	0	0	2.5	0	1.25	7.5	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	52.5	2.5	0	0	0	0	0	0	11.25	10.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	15	"AWI"	15	1089	1601	1390	0	0	0.87719298245614	11.4035087719298	0	0	7.89473684210526	0	0	0	0	0.87719298245614	0	0	0	0	5.26315789473684	0	0	0	0	0.87719298245614	5.26315789473684	0	0	0	0	0	0	0	0	3.50877192982456	0	0	0	0	0	2.63157894736842	0	0	0.87719298245614	0	50.8771929824561	3.50877192982456	0	0	0	0	0	0	6.14035087719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	19	"AWI"	19	1218	1847	1556	0	0	0.632911392405063	6.32911392405063	0	0	3.79746835443038	0	0	0	0	0	0	0	0	0	5.06329113924051	0	0	0.632911392405063	0	0	1.89873417721519	0	0	8.86075949367089	0	0	0	0	0	2.53164556962025	0	0	0	0	0.632911392405063	0	0	0	0	0	52.5316455696203	5.06329113924051	0	0	0	0	0	0	8.86075949367089	2.53164556962025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632911392405063
16514	25835	"MD95-2043"	36.14333	-2.62111	23	"AWI"	23	1296	2175	1715	0	0	0	3.36134453781513	0	0	2.52100840336134	0.840336134453782	0	0	0	0.840336134453782	0	0	0	0	5.88235294117647	0	0	0	0	0	0.840336134453782	0	0	0	0	0	0	0	0	2.10084033613445	0	0	0	0	0	0.420168067226891	0	0	0	0	69.7478991596639	1.68067226890756	0	0	0	0	0	0	6.30252100840336	5.46218487394958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	25	"AWI"	25	1326	2342	1796	0	0	0	3.84615384615385	0	0	0.641025641025641	0	0	0.641025641025641	0	0.641025641025641	0	0	0	0	5.76923076923077	0	0	0	0	0	3.2051282051282	0	0	0	0	0	0	0	0	1.92307692307692	0	0	0	0	0	1.28205128205128	0	0	0.641025641025641	0	55.1282051282051	2.56410256410256	0	0	0	0	0	0	11.5384615384615	12.1794871794872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	27	"AWI"	27	1375	2456	1873	0	0	0	0.396825396825397	0	0	1.58730158730159	0	0	0	0	0	0	0	0	0	10.7142857142857	0	0	0	0	0	0.396825396825397	0	0	3.96825396825397	0	0	0	0	0	1.98412698412698	0	0	0	0	0	0.793650793650794	0	0.396825396825397	0	0	67.0634920634921	1.58730158730159	0	0	0	0	0	0	7.14285714285714	3.96825396825397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	33	"AWI"	33	1581	2575	2118	0	0	0	1.30293159609121	0	0	1.30293159609121	0	0	0.325732899022801	0	0	0	0	0	0	4.23452768729642	0	0	0	0	0	0.977198697068404	0	0	0	0	0	0	0	0	1.30293159609121	0	0	0	0	0	0.325732899022801	0	0	0.325732899022801	0	71.3355048859935	0.977198697068404	0	0	0	0	0	0	10.7491856677524	6.84039087947883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	37	"AWI"	37	1671	2696	2278	0	0	1.03626943005181	3.62694300518135	0	0	2.07253886010363	0	0	0	0	1.55440414507772	0	0	0	0	5.69948186528497	0	0	0.518134715025907	0	0	0	0	0	0	0	0	0	0	0	4.14507772020725	0	0	0	0	0	0.518134715025907	0	0	0	0	73.0569948186529	1.03626943005181	0	0	0	0	0	0	3.62694300518135	3.10880829015544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	43	"AWI"	43	1996	2851	2484	0	0	0	1.79640718562874	0	0.29940119760479	0.598802395209581	0	0	0	0	0.598802395209581	0	0	0	0	3.59281437125748	0	0	0.29940119760479	0	0	0	0	0.898203592814371	0	0	0	0	0	0	0.29940119760479	0	0	0	0	0.29940119760479	0	0	0	0.598802395209581	0	78.1437125748503	0.598802395209581	0	0	0	0	0	0	7.48502994011976	4.49101796407186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
