"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	326	"AWI"	326	1278	2106	1590	9	0	0	0	0	2	0	57	0	0	0	0	0	0	0	3	0	27	18	0	0	0	0	1	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	1	0	1	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	328	"AWI"	328	1355	2310	1708	12	0	0	0	1	1	0	155	0	0	0	0	0	0	0	8	0	28	0	0	1	0	0	1	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	330	"AWI"	330	1416	2451	1844	24	0	0	0	0	0	0	83	0	0	0	0	0	0	0	8	0	34	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	332	"AWI"	332	1474	2659	1973	22	0	0	0	0	2	0	91	0	0	0	0	0	0	0	2	0	27	19	0	1	0	0	0	6	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	334	"AWI"	334	1590	2755	2107	37	0	0	0	0	1	0	106	0	0	0	0	1	0	0	7	0	33	0	0	1	1	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	2	4	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	336	"AWI"	336	1662	2868	2243	13	0	0	0	0	1	0	171	0	0	0	0	0	0	0	13	0	29	0	0	0	1	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	2	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	338	"AWI"	338	1774	2989	2374	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	30	10	0	0	1	0	1	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	1	1	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	340	"AWI"	340	1880	3092	2512	38	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	27	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	2	0	0	0	1	1	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	342	"AWI"	342	1949	3269	2647	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	44	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	2	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	344	"AWI"	344	2144	3327	2775	26	0	0	0	0	3	0	119	0	0	1	0	0	0	0	9	0	44	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	1	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	346	"AWI"	346	2257	3421	2911	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	31	0	0	1	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	348	"AWI"	348	2390	3522	3036	35	0	0	0	0	1	0	123	0	0	0	0	0	0	0	10	0	26	19	0	1	0	0	1	7	0	0	0	0	0	0	3	122	0	0	0	0	0	0	0	8	0	0	0	0	2	0	1	1	0	3	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	350	"AWI"	350	2533	3586	3159	30	0	0	0	0	0	0	138	0	0	0	0	0	0	0	2	1	50	0	0	1	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	4	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	352	"AWI"	352	2632	3694	3286	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	41	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	1	3	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	354	"AWI"	354	2940	3736	3394	33	0	0	0	0	2	0	99	0	0	0	1	1	0	0	2	1	56	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	1	5	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	356	"AWI"	356	3146	3795	3512	33	0	0	0	0	1	0	106	0	0	0	0	0	0	0	8	0	61	0	0	0	0	0	1	11	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	3	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	358	"AWI"	358	3336	3880	3624	32	2	0	0	0	3	0	116	0	0	0	0	0	0	1	6	1	36	0	0	0	0	0	1	6	0	0	0	0	0	0	0	148	0	1	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1	3	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	360	"AWI"	360	3506	3958	3731	32	0	0	0	0	2	0	90	0	0	0	0	0	0	0	21	3	31	0	0	0	0	0	2	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	9	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	362	"AWI"	362	3581	4141	3833	41	0	0	0	0	1	0	179	0	0	0	0	0	0	0	11	0	35	15	0	1	2	0	1	11	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	8	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	364	"AWI"	364	3664	4232	3932	41	1	0	0	0	0	0	160	0	0	1	0	1	0	0	2	0	30	16	0	0	1	0	0	10	0	0	0	0	0	0	0	141	0	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	1	2	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	366	"AWI"	366	3716	4369	4025	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	1	22	15	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	1	1	1	5	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	368	"AWI"	368	3789	4489	4115	35	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	36	0	0	0	0	0	1	12	0	0	0	0	0	0	1	117	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	370	"AWI"	370	3863	4575	4211	32	0	0	0	0	0	0	105	0	0	0	0	0	0	0	13	1	33	14	0	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	2	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	372	"AWI"	372	3916	4690	4301	40	0	0	0	0	0	0	131	0	0	0	0	1	0	0	18	0	29	0	0	1	1	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	1	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	374	"AWI"	374	4034	4741	4391	27	1	0	0	0	1	0	113	0	0	0	0	0	0	0	19	0	23	0	0	0	1	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	3	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	376	"AWI"	376	4107	4814	4486	42	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	26	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	1	1	6	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	378	"AWI"	378	4240	4882	4572	40	0	0	0	0	0	0	78	0	0	0	1	0	0	0	21	0	29	21	0	0	0	0	1	4	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	5	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	380	"AWI"	380	4393	4937	4657	46	0	0	0	0	1	0	132	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	382	"AWI"	382	4482	5030	4745	57	0	0	0	0	2	0	221	0	0	0	0	0	0	1	23	0	34	0	0	1	1	0	1	13	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	16	0	0	0	0	2	0	1	0	2	9	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	384	"AWI"	384	4571	5109	4834	49	1	0	0	0	1	0	103	0	0	0	0	0	0	0	16	2	21	12	0	0	0	0	0	6	0	0	0	1	0	0	0	104	0	0	0	0	0	0	0	10	0	0	0	0	1	0	1	1	2	2	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	386	"AWI"	386	4617	5262	4909	61	0	0	0	0	0	0	134	0	0	0	0	0	0	0	13	0	15	12	0	1	0	0	0	9	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	7	0	0	0	0	2	0	1	1	1	3	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	388	"AWI"	388	4678	5383	4991	48	0	0	0	0	0	0	110	0	0	0	1	2	0	0	5	0	28	10	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	5	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	390	"AWI"	390	4741	5465	5076	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	27	0	0	0	0	0	0	6	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	5	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	392	"AWI"	392	4782	5587	5158	52	0	0	0	0	1	0	121	0	0	0	0	0	0	0	18	0	32	0	0	0	0	0	1	4	0	0	0	0	0	1	0	111	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	2	6	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	394	"AWI"	394	4871	5666	5249	34	0	0	0	0	0	0	95	0	0	1	0	0	0	0	18	0	14	0	0	0	2	0	0	4	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	2	5	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	396	"AWI"	396	4919	5760	5341	47	0	0	0	0	1	0	103	0	0	0	0	0	0	0	9	0	15	0	0	0	0	0	0	6	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	2	3	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	398	"AWI"	398	5011	5851	5424	35	0	0	0	0	1	0	137	0	0	0	0	0	0	0	16	1	17	0	0	0	0	0	1	5	1	0	0	0	0	0	0	139	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	1	9	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	402	"AWI"	402	5159	6018	5604	44	0	0	0	0	0	0	101	0	0	0	0	0	0	0	11	0	21	0	0	0	0	0	1	5	0	0	0	1	0	0	0	132	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	2	4	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	404	"AWI"	404	5268	6067	5694	44	0	0	0	0	0	0	142	0	0	0	0	0	0	0	18	0	20	0	0	0	0	0	0	5	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	1	7	2	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	406	"AWI"	406	5344	6127	5781	37	0	0	0	0	1	0	95	0	0	0	0	0	0	0	5	0	18	22	0	0	0	0	0	3	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	10	0	0	0	0	2	0	1	1	3	3	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	408	"AWI"	408	5478	6203	5864	46	0	0	0	0	1	0	113	0	0	0	0	0	0	0	19	1	25	0	0	0	0	0	0	12	0	0	0	0	0	0	0	135	0	0	0	0	0	1	0	5	0	0	0	0	4	0	0	1	3	8	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	410	"AWI"	410	5624	6238	5943	41	0	0	0	1	3	0	141	0	0	0	0	0	0	0	16	0	31	0	0	0	2	0	0	6	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	8	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	412	"AWI"	412	5709	6305	6026	39	0	0	0	0	1	0	103	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	4	6	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	414	"AWI"	414	5805	6476	6138	33	0	0	0	0	0	0	120	0	0	0	0	0	0	0	6	0	19	0	0	0	0	0	0	4	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	416	"AWI"	416	5863	6750	6239	39	2	0	0	0	0	0	101	0	0	0	0	0	0	0	21	0	21	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	418	"AWI"	418	5950	6947	6345	66	0	0	0	0	0	0	98	0	0	0	0	0	0	0	18	0	29	11	0	1	0	0	0	4	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	11	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	420	"AWI"	420	6030	7081	6476	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	28	0	0	0	0	0	0	10	1	0	0	0	0	0	0	197	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	1	13	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	422	"AWI"	422	6084	7271	6590	44	0	0	0	0	0	0	95	0	0	0	0	0	0	0	4	0	13	10	0	0	0	0	0	8	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	1	5	7	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	424	"AWI"	424	6191	7370	6715	55	0	0	0	0	0	0	108	0	0	0	0	0	0	0	21	0	19	0	0	0	1	0	0	3	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	17	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	426	"AWI"	426	6258	7497	6842	44	0	0	0	0	3	0	0	0	0	0	1	0	0	0	13	0	15	12	0	0	0	0	0	2	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	3	6	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	428	"AWI"	428	6371	7639	6958	47	0	0	0	0	0	0	96	0	0	0	0	0	0	0	20	0	27	0	0	0	1	0	0	9	2	0	0	0	0	0	0	188	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	8	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	430	"AWI"	430	6482	7719	7082	60	0	0	0	0	0	0	129	0	0	0	0	0	0	0	9	0	15	0	0	0	1	0	0	7	1	0	0	0	0	0	0	200	0	0	0	0	0	0	0	9	0	0	0	0	1	0	2	1	2	11	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	432	"AWI"	432	6567	7866	7210	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	11	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	434	"AWI"	434	6693	7932	7339	61	0	0	0	0	0	0	96	0	0	0	0	0	0	0	20	0	26	0	0	0	0	0	0	10	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	9	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	436	"AWI"	436	6800	8050	7479	50	0	0	0	0	0	0	109	0	0	0	0	0	0	0	24	0	14	0	0	0	1	0	0	1	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	438	"AWI"	438	6936	8161	7597	61	0	0	0	0	1	0	190	0	0	0	0	1	0	0	4	0	16	0	0	0	0	0	0	5	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	11	1	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	440	"AWI"	440	7071	8215	7727	61	0	0	0	0	0	0	96	0	0	0	0	0	0	0	17	1	28	0	0	0	0	0	0	7	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	1	13	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	442	"AWI"	442	7165	8329	7861	72	0	0	0	0	0	0	122	0	0	0	1	0	0	0	25	0	25	0	0	1	0	0	0	5	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	13	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	444	"AWI"	444	7376	8376	7974	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	18	0	0	0	2	0	0	3	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	2	11	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	446	"AWI"	446	7498	8445	8100	43	0	0	0	0	0	0	138	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	7	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	447	"AWI"	447	7547	8495	8161	38	0	0	0	0	0	0	103	0	0	0	1	0	0	0	21	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	11	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	448	"AWI"	448	7711	8511	8211	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	20	0	0	0	0	0	1	3	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	7	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	449	"AWI"	449	7858	8532	8264	52	0	0	0	0	0	0	194	0	0	0	0	0	0	0	34	0	16	0	0	0	1	0	0	6	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	8	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	450	"AWI"	450	7991	8560	8316	36	0	0	0	0	0	0	120	0	0	0	0	0	0	0	20	0	19	0	0	0	0	0	0	3	0	53	0	0	0	0	0	258	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	17	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	451	"AWI"	451	8088	8594	8370	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	21	0	0	0	0	0	0	3	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	5	0	0	0	0	1	0	3	0	0	10	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	452	"AWI"	452	8152	8657	8430	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	19	0	0	0	0	0	0	3	0	0	0	0	0	0	0	296	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	12	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	453	"AWI"	453	8226	8678	8469	37	0	0	0	0	0	0	94	0	0	0	0	0	0	0	20	0	13	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	1	16	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	454	"AWI"	454	8274	8705	8511	29	0	0	0	0	1	0	113	0	0	0	0	1	0	0	5	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	10	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	455	"AWI"	455	8315	8752	8550	33	0	0	0	0	1	0	127	0	0	0	0	0	0	0	22	1	18	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	12	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	456	"AWI"	456	8348	8811	8586	36	1	0	0	0	1	0	115	0	0	0	0	0	0	0	18	0	12	0	0	0	0	0	1	7	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	8	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	457	"AWI"	457	8374	8888	8622	29	0	0	0	0	1	0	108	0	0	0	0	0	0	0	30	1	13	0	0	0	0	0	1	13	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	6	0	0
