"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Ulmus"
3065	3995	"Coolteen"	52.35	-6.6	100	"AWI"	100	12451	13097	12784	8.27338129496403	0	0	0	0	0	0.359712230215827	0	0	0	0	44.9640287769784	6.83453237410072	0	0	0	0	0	0.359712230215827	0	0.359712230215827	3.59712230215827	1.07913669064748	0	0	0.359712230215827	0	0	5.39568345323741	0	0	0	15.8273381294964	0	0	0	0.719424460431655	8.27338129496403	0	0	0	0	3.59712230215827
3065	3995	"Coolteen"	52.35	-6.6	102	"AWI"	102	12465	13101	12791	0	0	0	0	1.06761565836299	0	0	0	0	0.711743772241993	0	0	20.6405693950178	0	0	0	0	0	0	0	0	0.355871886120996	38.7900355871886	0	0	0	0	0	24.9110320284698	0	0	0	0	1.42348754448399	0	0.711743772241993	1.77935943060498	9.6085409252669	0	0	0	0	0
3065	3995	"Coolteen"	52.35	-6.6	108	"AWI"	108	12496	13123	12815	0	0	0.212314225053079	0	0	0	0	0	0	0	0	0.212314225053079	9.76645435244161	0	0	0	0	0	0	0	0	0.424628450106157	45.859872611465	0	0	0.636942675159236	0	0	24.416135881104	0	0	0	0	3.39702760084926	0	0	3.82165605095541	9.97876857749469	0.212314225053079	0.212314225053079	0	0.849256900212314	0
3065	3995	"Coolteen"	52.35	-6.6	116	"AWI"	116	12541	13150	12847	0	0	0	0.251256281407035	0	0	0	0	0	0	0	0	13.3165829145729	0	0	0	0	0	0	0	0	0.753768844221105	42.964824120603	0	0	0	0	0	27.6381909547739	0	0	0	0	3.76884422110553	0	0.251256281407035	3.51758793969849	6.78391959798995	0	0	0	0.753768844221105	0
3065	3995	"Coolteen"	52.35	-6.6	125	"AWI"	125	12591	13182	12881	0	0.273972602739726	0	0.821917808219178	1.36986301369863	0	0	0	0	0.547945205479452	0	0.273972602739726	28.2191780821918	0	0	0	0	0	0	0	0	1.91780821917808	1.91780821917808	0	0	1.36986301369863	0	0	47.3972602739726	0	0	0	0.273972602739726	6.57534246575342	0	0	6.84931506849315	1.64383561643836	0	0	0	0.547945205479452	0
3065	3995	"Coolteen"	52.35	-6.6	135	"AWI"	135	12635	13217	12922	0	0	0	4	0.571428571428571	0	0	0	0	4	0.285714285714286	1.14285714285714	37.7142857142857	0	0	0	0	0	0	0	0	4.28571428571429	0	0	0	3.71428571428571	0	0	26.5714285714286	0	0	0	0	3.14285714285714	0	0.285714285714286	4.28571428571429	7.71428571428571	0	0	0	2.28571428571429	0
3065	3995	"Coolteen"	52.35	-6.6	145	"AWI"	145	12670	13258	12965	0	0	0	1.45772594752187	0	0	0.583090379008746	0	0	9.03790087463557	0.291545189504373	0.291545189504373	48.6880466472303	0	0	0	0	0	0	0	0	1.45772594752187	0	0	0	0.291545189504373	0	0	23.6151603498542	0	0	0	0	0.291545189504373	0	0.291545189504373	2.62390670553936	9.62099125364431	0	0	0	1.45772594752187	0
3065	3995	"Coolteen"	52.35	-6.6	160	"AWI"	160	12735	13320	13029	0	0.526315789473684	0	2.10526315789474	0.526315789473684	0	1.05263157894737	0	0	5.78947368421053	0	0.263157894736842	40.2631578947368	0	0	0	0	0	0	0	0	2.10526315789474	0	0	0	1.57894736842105	0	0	33.9473684210526	0	0	0	0	0	0	0	3.94736842105263	6.57894736842105	0	0	0	1.31578947368421	0
3065	3995	"Coolteen"	52.35	-6.6	170	"AWI"	170	12785	13364	13072	1.49700598802395	0	0.29940119760479	3.59281437125748	0.598802395209581	2.09580838323353	0.29940119760479	0	0	2.69461077844311	0	0.29940119760479	29.940119760479	0	0	0	0	0	0	0	0	4.79041916167665	0	0	0	4.79041916167665	0	0	32.6347305389222	0	0	0	0.29940119760479	2.9940119760479	0	0	7.18562874251497	4.49101796407186	0	0	0	1.49700598802395	0
3065	3995	"Coolteen"	52.35	-6.6	180	"AWI"	180	12821	13412	13115	0.626959247648903	0	0	10.9717868338558	0	1.56739811912226	0	0	0	2.82131661442006	0	0.313479623824451	37.3040752351097	0	0	0	0	0	0	0	0	3.13479623824451	0.313479623824451	0	0	3.13479623824451	0	0	31.0344827586207	0.626959247648903	0	0	0	0.313479623824451	0	0	3.44827586206897	3.13479623824451	0.313479623824451	0	0	0.940438871473354	0
3065	3995	"Coolteen"	52.35	-6.6	200	"AWI"	200	12905	13487	13198	0	0	0	1.05820105820106	0	0	0.264550264550265	0	0	2.64550264550265	0	0	42.3280423280423	0.264550264550265	0	0	0	0	0	0	0	3.7037037037037	0.264550264550265	0	0	1.85185185185185	0	0	39.4179894179894	0	0	0	0	0	0	0	6.08465608465608	2.11640211640212	0	0	0	0	0
3065	3995	"Coolteen"	52.35	-6.6	215	"AWI"	215	12975	13544	13261	0	0	0.260416666666667	0.78125	0.78125	0	1.30208333333333	0	0	5.98958333333333	0	0.520833333333333	40.1041666666667	0	0	0	0	0	0	0	0	2.08333333333333	0	0	0	1.5625	0	0.260416666666667	27.0833333333333	0	0	0	0	0.520833333333333	0	0	14.0625	3.90625	0	0	0	0.78125	0
3065	3995	"Coolteen"	52.35	-6.6	230	"AWI"	230	13039	13599	13323	0.289017341040462	0	0	3.17919075144509	1.15606936416185	0	2.02312138728324	0	0	2.89017341040462	0	0.289017341040462	36.9942196531792	0	0	0	0	0	0	0	0	4.33526011560694	0	0	0	1.73410404624277	0	0	30.635838150289	0	0	0	0	0	0	0.867052023121387	12.7167630057803	1.44508670520231	0	0	0	1.15606936416185	0.289017341040462
3065	3995	"Coolteen"	52.35	-6.6	245	"AWI"	245	13104	13664	13387	0	0	0.890207715133531	0.29673590504451	1.48367952522255	0	0.890207715133531	0	0	1.48367952522255	0	0.29673590504451	27.299703264095	0	0	0	0	0	0	0	0	1.48367952522255	1.78041543026706	0	0	3.26409495548961	0	0	54.0059347181009	0	0.29673590504451	0	0	0.593471810089021	0	0.593471810089021	4.15430267062314	0.29673590504451	0	0	0	0.890207715133531	0
3065	3995	"Coolteen"	52.35	-6.6	262	"AWI"	262	13179	13726	13458	0	0	0.48661800486618	0.24330900243309	0.48661800486618	2.18978102189781	0.24330900243309	0	0	0.48661800486618	0	0	19.2214111922141	0	0	0	0	0	0	0	0	1.45985401459854	0.97323600973236	0	0	1.70316301703163	0	0	62.287104622871	0	0	0	0	3.89294403892944	0	1.70316301703163	3.89294403892944	0.24330900243309	0	0	0	0.48661800486618	0
3065	3995	"Coolteen"	52.35	-6.6	276	"AWI"	276	13222	13780	13507	0	0.255754475703325	0	0	0	0	0.255754475703325	0	0	0.767263427109974	0	0	12.0204603580563	0	0	0	0	0	0	0	0	5.62659846547315	2.0460358056266	0.51150895140665	0	0.51150895140665	0	0	69.0537084398977	0	0	0	0	4.60358056265985	0	0.767263427109974	3.32480818414322	0.255754475703325	0	0	0	0	0
3065	3995	"Coolteen"	52.35	-6.6	286	"AWI"	286	13260	13814	13540	0	0	0.33003300330033	0.33003300330033	0	0	0	0	0	0	0	0.33003300330033	20.4620462046205	0	0	0	0	0	0	0	0	0.66006600660066	1.32013201320132	0	0	1.32013201320132	0	0	67.3267326732673	0	0	0	0	3.3003300330033	0	0.66006600660066	3.3003300330033	0.33003300330033	0	0	0	0.33003300330033	0
