"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3201	24089	"Komoranské jezero"	50.53839	13.527398	55	"AWI"	55	1560	2414	1947	53	0	171	5	2	0	4	0	55	0	0	0	0	0	0	0	56	2	0	0	0	184	0	0	0	0	0	0	0	5	63	78	0	0	0	0	48	0	0	0	0	4	0	0	0	1	6	9	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	60	"AWI"	60	1624	2560	2070	51	0	140	0	0	0	3	0	55	0	0	0	0	0	0	0	26	0	0	0	0	122	0	1	0	0	0	0	0	3	28	70	0	0	0	0	46	0	0	0	0	4	0	0	0	0	2	8	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	65	"AWI"	65	1767	2630	2185	235	0	270	2	2	0	16	0	64	0	0	0	0	0	0	0	22	9	0	0	0	173	1	2	0	0	0	0	1	12	64	173	0	0	0	0	73	0	0	0	0	3	0	0	0	0	0	8	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	70	"AWI"	70	1839	2771	2313	177	0	334	3	2	0	16	0	110	0	0	0	0	0	0	0	34	10	0	0	0	173	0	1	0	0	0	0	0	17	84	148	12	0	0	0	71	0	0	1	5	14	1	0	0	0	0	8	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	75	"AWI"	75	2009	2868	2424	153	0	186	1	0	0	6	0	47	0	0	0	0	0	0	0	35	3	0	0	1	138	0	1	0	0	0	0	0	10	49	77	0	0	0	0	47	0	0	2	0	4	0	0	0	0	0	11	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	80	"AWI"	80	2100	3017	2548	86	0	234	2	3	0	11	0	57	0	0	0	0	0	0	0	20	14	0	0	0	121	0	3	0	0	0	0	0	8	66	131	2	0	0	0	48	0	0	0	2	2	0	0	0	2	0	6	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	85	"AWI"	85	2348	3092	2649	145	0	370	2	3	0	9	0	75	0	0	0	1	0	0	0	18	2	0	0	0	197	0	0	0	0	0	0	0	6	46	161	0	0	0	0	84	0	0	0	1	5	0	0	0	0	2	8	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	90	"AWI"	90	2491	3193	2749	139	0	224	3	0	0	6	0	97	0	2	0	0	0	0	0	20	10	0	0	0	190	0	0	0	1	0	0	0	20	34	153	3	0	0	1	53	0	0	1	3	11	0	0	0	0	2	7	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	95	"AWI"	95	2815	4606	3647	100	1	150	0	1	0	14	0	32	0	0	0	0	0	0	0	8	6	0	0	0	114	0	0	0	0	0	0	0	8	28	72	0	0	0	0	36	0	0	1	3	2	0	0	0	1	3	1	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	100	"AWI"	100	2965	6425	4502	43	1	247	0	3	0	14	0	63	0	0	0	0	0	0	0	35	1	0	0	0	226	0	0	0	0	0	0	0	2	112	91	5	0	0	0	93	0	0	2	4	4	0	0	0	0	6	9	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	105	"AWI"	105	3971	6731	5336	11	0	166	1	0	0	2	0	30	0	0	0	0	0	0	0	31	8	0	0	0	126	0	2	0	0	0	0	1	0	82	39	0	0	0	0	53	0	0	0	0	5	0	0	0	0	8	10	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	110	"AWI"	110	4457	7336	6222	11	0	201	1	2	0	12	0	34	0	0	0	0	0	0	0	22	3	0	0	0	120	0	1	0	0	0	0	1	1	91	44	0	0	0	0	37	0	0	0	0	1	0	0	0	0	2	7	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	115	"AWI"	115	6398	7472	7043	1	0	187	1	2	0	5	0	56	0	0	0	0	0	0	0	90	2	0	0	0	5	0	5	0	0	0	0	0	0	48	118	0	0	0	0	99	0	0	0	5	9	0	0	0	0	27	37	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	120	"AWI"	120	7455	8430	7872	0	0	239	0	1	0	8	0	73	0	0	0	0	0	0	1	116	2	0	0	0	4	0	10	0	0	0	0	0	0	65	204	0	0	0	0	87	0	0	0	1	5	0	0	0	2	38	61	4
3201	24089	"Komoranské jezero"	50.53839	13.527398	125	"AWI"	125	8039	8599	8276	0	0	94	0	0	0	1	0	29	0	0	0	0	0	0	0	45	2	0	0	0	1	0	0	0	0	0	0	0	0	24	102	0	0	0	0	42	0	0	0	0	1	0	0	0	0	10	20	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	130	"AWI"	130	8414	9072	8660	0	0	87	0	0	0	3	0	74	0	0	0	0	0	0	0	98	5	0	0	0	0	0	1	0	0	0	0	0	0	9	185	0	0	0	0	41	0	0	0	0	0	0	0	0	0	16	12	1
3201	24089	"Komoranské jezero"	50.53839	13.527398	131	"AWI"	131	8470	9152	8728	0	0	137	0	2	1	2	0	126	0	0	0	0	0	0	0	332	1	1	0	0	0	0	1	0	0	0	0	0	0	13	276	0	0	0	0	94	0	0	0	0	2	0	1	0	2	29	60	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	132	"AWI"	132	8503	9286	8793	0	0	53	0	2	0	3	0	88	0	0	0	0	0	0	0	190	2	0	0	1	0	0	0	0	0	0	0	0	0	6	266	0	0	0	0	49	0	0	0	0	3	0	0	0	0	16	24	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	133	"AWI"	133	8534	9435	8856	0	0	29	0	0	0	2	0	71	0	0	0	0	0	0	0	177	4	0	0	0	0	0	0	0	0	0	0	0	0	3	301	0	0	0	0	46	0	0	1	1	1	0	0	0	1	6	21	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	134	"AWI"	134	8553	9627	8917	0	0	5	0	0	0	8	0	151	0	0	0	0	0	0	0	360	9	0	0	0	0	0	5	0	0	0	0	0	0	5	526	0	0	0	0	65	0	0	0	2	3	0	0	0	2	20	20	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	135	"AWI"	135	8571	9855	8973	0	0	4	0	0	0	5	0	118	0	0	0	0	0	0	0	257	5	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	59	0	0	0	0	1	0	0	0	1	23	36	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	136	"AWI"	136	8588	10066	9028	0	0	3	0	1	0	1	0	34	0	0	1	0	0	0	0	117	1	0	0	0	0	0	0	0	0	0	0	0	0	1	328	0	0	0	0	14	0	0	0	1	0	0	0	0	0	4	16	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	137	"AWI"	137	8603	10277	9085	0	0	1	0	0	0	6	0	151	0	0	0	0	0	0	0	22	3	0	0	0	0	0	0	0	1	0	0	0	0	1	470	0	0	0	0	3	0	0	0	1	5	0	0	0	0	0	10	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	138	"AWI"	138	8621	10492	9140	0	0	2	0	0	0	9	0	136	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	0	5	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	139	"AWI"	139	8629	10708	9196	0	0	2	2	1	0	2	0	61	0	0	0	0	0	0	0	1	36	0	0	4	0	0	0	0	1	0	0	0	0	2	183	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0
3201	24089	"Komoranské jezero"	50.53839	13.527398	140	"AWI"	140	8642	10943	9253	0	0	6	1	0	0	5	0	201	0	0	0	0	0	0	0	5	40	0	0	0	0	0	0	0	3	0	0	0	0	8	161	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0
