"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3171	24256	"Borkovická blata"	49.232262	14.621568	0	"AWI"	0	-99	67	-22	190	0	36	4	0	1	2	0	76	0	0	0	0	0	0	0	24	9	0	0	0	0	1	53	0	1	0	1	0	0	0	0	0	4	0	132	323	11	0	0	0	0	0	1	17	0	0	0	1	59	0	0	0	0	0	0	1	1	2	0
3171	24256	"Borkovická blata"	49.232262	14.621568	5	"AWI"	5	-40	409	99	43	1	40	3	0	0	6	0	96	1	0	0	0	0	0	0	5	17	0	0	0	0	6	28	0	0	0	2	0	1	0	0	0	4	0	25	456	5	0	0	0	0	0	0	20	0	17	0	1	178	0	0	0	0	0	0	0	1	1	3
3171	24256	"Borkovická blata"	49.232262	14.621568	10	"AWI"	10	-15	819	215	58	0	28	1	0	0	10	0	120	1	0	0	0	0	0	0	3	14	0	0	0	0	0	23	0	2	0	2	0	0	0	0	0	7	0	34	633	0	0	0	0	0	0	0	2	0	28	0	0	111	1	0	0	0	0	0	1	3	0	2
3171	24256	"Borkovická blata"	49.232262	14.621568	15	"AWI"	15	5	1238	332	69	0	24	1	0	0	2	0	85	4	0	3	0	0	0	0	8	5	0	0	0	0	1	40	0	1	0	0	0	0	0	0	0	4	0	41	614	8	0	0	0	0	1	0	5	0	19	0	1	69	0	0	0	0	0	0	0	5	2	1
3171	24256	"Borkovická blata"	49.232262	14.621568	20	"AWI"	20	20	1649	449	90	0	59	0	0	0	1	0	68	0	0	2	0	0	0	0	10	16	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	17	0	59	227	0	0	0	0	0	2	0	34	0	1	0	0	0	0	1	2	0	0	0	0	4	4	0
3171	24256	"Borkovická blata"	49.232262	14.621568	25	"AWI"	25	34	2066	566	84	0	29	0	0	0	2	0	33	0	0	0	0	0	0	0	2	7	0	0	0	0	0	64	0	1	0	0	0	1	0	0	0	1	0	38	195	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3171	24256	"Borkovická blata"	49.232262	14.621568	30	"AWI"	30	46	2481	681	75	1	26	1	0	0	1	0	46	0	0	0	0	0	0	0	4	30	0	0	0	0	0	63	0	0	0	1	0	0	0	0	0	3	0	27	282	0	0	0	0	0	1	0	14	0	0	0	1	1	0	0	0	0	0	0	0	2	1	3
3171	24256	"Borkovická blata"	49.232262	14.621568	35	"AWI"	35	154	2576	836	98	0	28	0	0	0	0	0	78	0	0	0	0	0	0	0	4	20	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	1	0	30	310	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
3171	24256	"Borkovická blata"	49.232262	14.621568	40	"AWI"	40	211	2703	998	60	0	26	2	0	0	0	0	57	1	0	0	0	0	0	0	5	25	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	3	0	50	404	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0
3171	24256	"Borkovická blata"	49.232262	14.621568	45	"AWI"	45	264	2852	1158	44	0	32	1	0	0	5	0	72	0	0	0	0	0	0	0	9	14	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	0	16	415	2	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3171	24256	"Borkovická blata"	49.232262	14.621568	50	"AWI"	50	310	3085	1299	78	0	21	1	0	0	6	0	37	0	0	0	0	0	0	0	2	11	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	34	130	0	0	0	2	0	0	0	5	0	0	0	0	16	3	0	0	0	1	0	0	0	3	0
3171	24256	"Borkovická blata"	49.232262	14.621568	60	"AWI"	60	388	3550	1580	141	0	41	0	0	0	1	0	50	0	0	0	0	0	0	0	2	28	0	0	0	0	0	55	0	1	0	0	0	0	0	0	0	3	0	72	322	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3171	24256	"Borkovická blata"	49.232262	14.621568	70	"AWI"	70	638	3775	1882	237	0	23	0	0	0	3	0	40	0	0	0	0	0	0	0	2	284	0	0	0	0	0	59	0	1	0	0	0	0	0	0	0	3	0	78	165	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0
3171	24256	"Borkovická blata"	49.232262	14.621568	80	"AWI"	80	790	4014	2177	235	0	33	0	0	0	1	0	39	1	0	0	0	0	0	0	6	26	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	1	0	62	160	0	0	0	0	0	1	0	2	0	0	0	0	3	2	0	0	0	0	0	0	1	1	0
3171	24256	"Borkovická blata"	49.232262	14.621568	90	"AWI"	90	907	4379	2469	241	0	45	1	0	0	19	0	60	0	0	0	0	0	0	0	9	15	0	0	0	0	0	69	0	1	0	0	0	0	0	0	0	1	0	40	150	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	4	2	0
3171	24256	"Borkovická blata"	49.232262	14.621568	100	"AWI"	100	1205	4562	2748	171	0	28	1	0	0	0	0	55	3	0	0	0	0	0	0	11	8	0	0	0	0	1	81	0	1	0	0	0	0	0	0	0	3	0	20	96	0	0	0	0	0	1	0	19	0	1	0	1	11	8	0	0	0	0	0	0	0	2	15
3171	24256	"Borkovická blata"	49.232262	14.621568	110	"AWI"	110	1372	4832	3033	210	1	28	2	0	0	1	0	39	0	0	0	0	0	0	0	4	30	0	0	0	0	0	128	0	4	0	0	0	0	0	0	0	9	0	52	198	3	0	0	0	0	0	0	11	0	0	0	2	2	0	0	0	0	0	0	0	1	4	5
3171	24256	"Borkovická blata"	49.232262	14.621568	120	"AWI"	120	1513	5164	3312	180	1	23	1	0	0	1	0	18	1	0	0	0	0	0	0	3	41	0	0	0	1	0	41	0	3	0	0	0	0	0	0	0	6	0	35	35	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0
3171	24256	"Borkovická blata"	49.232262	14.621568	130	"AWI"	130	1889	5319	3608	188	2	10	0	0	0	1	0	21	0	0	0	0	0	0	0	2	19	0	0	0	0	0	61	0	1	0	0	0	0	0	1	0	7	0	58	60	0	0	0	0	0	1	0	9	0	0	0	0	8	1	0	0	0	0	0	0	2	3	0
3171	24256	"Borkovická blata"	49.232262	14.621568	140	"AWI"	140	2099	5498	3915	205	1	22	0	0	0	1	0	31	0	0	0	0	0	0	0	8	42	0	0	0	0	0	50	0	2	0	0	0	0	0	0	0	13	0	108	108	0	0	0	0	0	1	0	20	0	0	0	0	9	0	0	0	0	0	0	0	3	5	1
