"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26211	45701	"Kinnshaugen"	61.108412	10.358996	594	"AWI"	594	1665	2140	1881	0	92	1	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	7	3	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	610	"AWI"	610	1798	2322	2051	0	112	1	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	5	0	15	0	1	0	3	0	0	0	0	0	0	0	0	2	6	3	0	0	0	0	0	0	2	1	0	8	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	626	"AWI"	626	1927	2485	2218	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	10	4	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	642	"AWI"	642	2124	2597	2384	0	116	0	0	0	0	0	0	218	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	1	7	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	11	2	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	658	"AWI"	658	2328	2708	2571	0	99	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	4	0	0	0	0	1	0	0	8	0	5	0	0	1	0	0	0	0	0	0	0	2	0	1	8	0	0	1	0	0	0	0	4	0	2	10	3	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	674	"AWI"	674	2499	3110	2794	0	96	1	0	0	1	0	0	241	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	7	0	6	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	8	0	0	7	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	690	"AWI"	690	2690	3444	3043	0	105	0	0	0	0	0	0	190	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	1	0	1	8	3	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	706	"AWI"	706	2901	3710	3306	0	87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	12	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	4	0	2	17	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	722	"AWI"	722	3176	3932	3575	0	107	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	7	0	4	9	3	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	738	"AWI"	738	3481	4127	3835	0	92	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	6	0	2	15	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	754	"AWI"	754	3791	4330	4066	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	4	0	5	0	0	5	0	0	0	0	0	0	0	8	0	1	3	0	0	0	0	0	0	0	5	0	7	6	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	770	"AWI"	770	3969	4615	4269	0	79	0	0	0	1	0	0	311	0	0	0	0	0	0	0	13	12	0	0	0	0	3	0	0	8	0	8	0	0	1	1	0	0	0	0	0	0	4	0	0	4	0	0	1	0	0	0	0	4	0	2	9	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	786	"AWI"	786	4136	4849	4475	0	121	0	0	0	0	0	0	255	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	7	0	6	0	0	3	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0	0	2	0	4	8	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	802	"AWI"	802	4345	5065	4686	0	119	0	0	0	0	0	0	247	0	2	0	0	0	0	0	20	14	0	0	0	0	1	0	0	8	0	2	0	0	5	0	0	0	0	0	0	0	3	0	1	7	0	0	0	0	0	0	0	6	0	3	11	2	1
26211	45701	"Kinnshaugen"	61.108412	10.358996	818	"AWI"	818	4541	5249	4896	0	146	1	0	0	0	0	0	347	0	0	0	0	0	0	0	20	0	0	0	0	0	3	0	0	16	0	6	0	0	1	0	0	0	0	0	0	0	5	0	1	4	0	0	0	0	0	0	0	6	0	6	10	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	834	"AWI"	834	4789	5416	5101	0	107	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	5	0	0	0	0	1	0	0	8	0	6	0	0	1	0	0	0	0	0	0	0	2	0	2	7	0	0	1	0	0	0	0	7	0	5	10	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	850	"AWI"	850	5032	5673	5333	0	109	0	0	0	0	0	0	262	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	3	0	7	0	0	2	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	5	0	4	8	2	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	866	"AWI"	866	5251	6101	5651	0	114	0	0	0	0	0	0	313	0	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	6	0	8	0	0	1	0	0	0	0	0	0	0	11	0	1	2	0	0	0	0	0	0	0	3	0	6	11	2	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	874	"AWI"	874	5375	6280	5807	0	113	0	0	0	0	0	0	315	0	0	0	0	0	0	0	35	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	4	0	5	16	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	882	"AWI"	882	5498	6456	5967	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	6	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	4	0	0	18	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	890	"AWI"	890	5622	6605	6131	0	133	0	0	0	0	0	0	300	0	0	3	0	0	0	0	41	3	0	0	0	0	1	0	0	7	0	5	0	0	2	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	0	0	7	0	1	19	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	898	"AWI"	898	5801	6733	6300	0	146	0	0	0	0	0	0	277	0	0	0	0	0	0	2	37	5	0	0	0	0	0	0	0	7	0	3	0	0	1	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	7	0	3	18	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	906	"AWI"	906	5980	6856	6459	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	3	0	0	0	0	1	0	0	6	0	5	0	0	1	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	11	0	5	32	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	914	"AWI"	914	6171	6978	6617	0	123	0	0	0	0	0	0	223	0	0	0	0	0	0	0	40	0	0	0	0	0	2	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	6	0	1	7	0	0	0	0	0	0	0	10	0	2	30	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	922	"AWI"	922	6379	7087	6773	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	2	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	0	1	32	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	930	"AWI"	930	6648	7178	6916	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	12	0	3	23	2	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	938	"AWI"	938	6839	7421	7111	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	9	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	13	0	2	3	0	0	0	0	0	0	0	15	0	0	39	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	946	"AWI"	946	6966	7743	7309	0	165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1	0	0	6	1	1	1	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	10	0	0	41	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	954	"AWI"	954	7083	8075	7516	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	9	0	1	4	0	0	1	0	0	0	0	4	0	0	31	0	1
26211	45701	"Kinnshaugen"	61.108412	10.358996	962	"AWI"	962	7201	8345	7728	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	7	0	0	0	0	0	0	0	3	0	9	0	0	1	0	0	0	0	0	0	0	5	0	2	4	0	0	0	0	0	0	0	14	0	2	46	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	970	"AWI"	970	7374	8573	7939	0	212	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	5	0	5	0	0	2	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	9	0	0	43	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	978	"AWI"	978	7556	8778	8151	0	182	0	0	0	0	0	0	145	0	0	0	0	0	0	0	58	4	0	0	0	0	0	0	0	7	0	3	0	0	2	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	18	0	0	44	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	986	"AWI"	986	7760	8972	8366	0	224	0	0	0	0	0	0	148	0	0	0	0	0	0	0	50	5	1	0	0	0	1	0	0	7	0	9	0	0	2	0	0	0	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	27	0	1	32	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	994	"AWI"	994	7959	9153	8581	0	139	0	0	0	0	0	0	0	0	0	2	0	0	0	0	24	2	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	17	0	0	33	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1002	"AWI"	1002	8138	9337	8793	0	192	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	16	0	0	29	3	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1010	"AWI"	1010	8467	9489	9003	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	19	0	2	1	0	0	0	0	0	0	0	18	0	0	6	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1014	"AWI"	1014	8621	9608	9103	0	241	2	0	0	0	0	0	127	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	17	0	0	2	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1018	"AWI"	1018	8853	9701	9192	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	7	0	0	0	0	0	0	0	7	0	5	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	23	0	0	2	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1022	"AWI"	1022	8987	9818	9290	0	236	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	208	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	8	0	0	1	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1026	"AWI"	1026	9291	10124	9615	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1030	"AWI"	1030	9395	10877	9975	0	6	0	0	0	0	0	0	190	0	0	0	0	0	0	0	15	8	1	0	0	0	0	0	0	5	0	11	0	0	1	0	0	316	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	4	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1034	"AWI"	1034	9648	11543	10365	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	0	0	0	0	0	0	10	0	6	0	0	2	0	0	327	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1038	"AWI"	1038	10098	11741	10870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	1
26211	45701	"Kinnshaugen"	61.108412	10.358996	1042	"AWI"	1042	10368	12126	11380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	8	1	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1044	"AWI"	1044	10638	12303	11587	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	16	11	8	0	0	0	1	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1046	"AWI"	1046	11034	12407	11781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	20	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1048	"AWI"	1048	11279	12579	11983	0	0	1	0	0	0	0	0	289	0	0	2	0	0	0	0	16	9	25	0	0	0	0	0	0	6	0	23	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1050	"AWI"	1050	11419	12911	12171	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	0	96	0	0	0	0	0	0	4	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1052	"AWI"	1052	11513	13404	12350	0	0	2	0	0	2	0	0	150	0	0	0	0	0	0	0	23	10	141	0	0	0	0	0	0	12	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1054	"AWI"	1054	11614	13772	12512	0	0	0	0	0	1	0	0	135	0	0	0	0	0	0	0	23	7	61	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1058	"AWI"	1058	11806	14280	12823	0	1	0	0	0	3	0	0	161	0	0	0	0	0	0	0	40	7	21	0	0	0	0	0	0	18	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1060	"AWI"	1060	11877	14643	12960	0	0	1	0	0	3	0	0	142	0	0	0	0	0	0	0	12	4	22	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1062	"AWI"	1062	11934	15056	13094	0	0	0	0	0	3	0	0	169	0	0	0	0	0	0	0	9	8	20	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1066	"AWI"	1066	12111	15598	13398	0	0	4	0	0	4	0	0	186	0	0	0	0	0	0	0	16	5	11	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1070	"AWI"	1070	12258	16088	13714	0	0	0	0	0	2	0	0	208	0	0	0	0	0	0	0	3	5	9	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	1	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	1073.5	"AWI"	1073.5	12375	16639.5	13972.5	0	0	2	0	0	3	0	0	107	0	0	0	0	0	0	0	53	4	12	0	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
