"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15689	24053	"Rinderplatz"	46.644508	11.491498	1	"AWI"	1	-96	74	-6	0.348432055749129	0	2.57839721254355	0	0	0.278745644599303	0	0	0.0696864111498258	0	6.55052264808362	0	0.418118466898955	0	0.0696864111498258	0	0	0.348432055749129	0	0	0.627177700348432	0	0	15.8188153310105	0	0	0	0	0	0	0.48780487804878	0	0	0	0.0696864111498258	0	0	2.4390243902439	0	0	0	0	0	0	10.383275261324	50.3135888501742	0	0	0	6.06271777003484	0	0	0	0.0696864111498258	1.53310104529617	0	0.0696864111498258	0	0.0696864111498258	0.766550522648084	0	0	0	0	0.0696864111498258	0	0.139372822299652	0	0.0696864111498258	0.278745644599303	0	0.0696864111498258
15689	24053	"Rinderplatz"	46.644508	11.491498	5	"AWI"	5	-67	178	40	0.257510729613734	0	2.91845493562232	0	0	0.171673819742489	0	0	0.257510729613734	0	4.54935622317597	0	0.515021459227468	0	0	0	0	0.686695278969957	0	0	0.772532188841202	0	0	16.480686695279	0	0	0	0	0	0	0.257510729613734	0	0	0	0.343347639484979	0.171673819742489	0	1.80257510729614	0	0	0	0	0	0	12.1030042918455	47.5536480686695	0	0	0	7.46781115879828	0	0	0	0	1.5450643776824	0	0.171673819742489	0	0.171673819742489	0.686695278969957	0	0	0	0	0	0	0.0858369098712446	0.0858369098712446	0.257510729613734	0.600858369098712	0.0858369098712446	0
15689	24053	"Rinderplatz"	46.644508	11.491498	10	"AWI"	10	-47	356	93	0.189035916824197	0	3.49716446124764	0.283553875236295	0	0.0945179584120983	0	0	0.56710775047259	0	5.19848771266541	0	0.472589792060492	0	0.189035916824197	0	0	0.756143667296786	0	0	0.756143667296786	0	0	9.73534971644612	0	0	0	0	0	0	0.850661625708885	0.661625708884688	0	0	0.0945179584120983	0	0	3.78071833648393	0	0	0	0	0	0	16.2570888468809	45.6521739130435	0	0	0	7.84499054820416	0	0	0	0	0.756143667296786	0	0	0	0	1.41776937618147	0	0	0	0	0.189035916824197	0	0.0945179584120983	0	0.0945179584120983	0.56710775047259	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	15	"AWI"	15	-31	535	147	0.303951367781155	0	3.3434650455927	0	0	0.151975683890578	0	0	0.911854103343465	0	5.77507598784195	0	0.0759878419452888	0	0.455927051671732	0	0	0.911854103343465	0	0	0.455927051671732	0	0	16.1094224924012	0	0	0	0	0	0	0.531914893617021	0	0	0	0.455927051671732	0.987841945288754	0	2.65957446808511	0	0	0	0	0	0	7.75075987841945	49.5440729483283	0	0	0	6.83890577507599	0	0	0	0	0.987841945288754	0	0	0	0.151975683890578	0.531914893617021	0	0	0	0.0759878419452888	0.0759878419452888	0	0.227963525835866	0	0	0.683890577507599	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	20	"AWI"	20	-3	675	207	0.24174053182917	0	3.78726833199033	0.08058017727639	0	0.08058017727639	0	0	0.8058017727639	0	3.78726833199033	0	0.64464141821112	0	0.24174053182917	0	0	0.96696212731668	0	0	0.32232070910556	0	0	15.2296535052377	0	0	0	0	0	0	0.16116035455278	0	0	0	0.24174053182917	0.8058017727639	0	1.36986301369863	0	0	0	0	0	0	6.60757453666398	51.8936341659952	0	0	0	10.0725221595488	0	0	0.08058017727639	0	0.48348106365834	0	0.16116035455278	0	0.32232070910556	0.88638195004029	0	0	0	0	0	0.08058017727639	0	0	0	0.64464141821112	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	25	"AWI"	25	39	746	276	0.417412045319022	0	7.15563506261181	0.298151460942159	0	0.477042337507454	0	0	0.775193798449612	0	4.53190220632081	0	1.3118664281455	0	0.417412045319022	0	0	1.61001788908766	0	0	0.119260584376863	0	0	26.1776982707215	0	0	0	0	0	0	0.715563506261181	0	0	0	0.417412045319022	2.26595110316041	0	2.20632081097197	0	0	0	0	0	0	3.22003577817531	26.7740011926058	0	0	0	16.8753726893262	0	0	0	0	1.72927847346452	0	0.178890876565295	0	0.298151460942159	0.894454382826476	0	0	0	0	0	0.0596302921884317	0.178890876565295	0	0	0.834824090638044	0.0596302921884317	0
15689	24053	"Rinderplatz"	46.644508	11.491498	27.5	"AWI"	27.5	55.5	777.5	310.5	0.133333333333333	0	0.533333333333333	0	0	0	0	0	0.4	0	2.13333333333333	0	0.133333333333333	0	0.266666666666667	0	0	0	0	0	0	0	0	4.93333333333333	0	0	0	0	0	0	0.8	0	0	0	0.266666666666667	0.266666666666667	0	0.533333333333333	0	0	0	0	0	0	3.46666666666667	85.3333333333333	0	0	0	0	0	0	0	0	0.133333333333333	0	0.133333333333333	0	0	0.133333333333333	0	0	0	0	0	0	0	0	0	0.4	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	30	"AWI"	30	69	815	345	0.141043723554302	0	3.66713681241185	0	0	0.141043723554302	0	0	0.705218617771509	0	2.82087447108604	0	0.141043723554302	0	0	0	0	0.282087447108604	0	0	0.423131170662906	0	0	6.77009873060649	0	0	0	0	0	0	1.41043723554302	0	0	0	0.282087447108604	1.55148095909732	0	0.564174894217207	0.141043723554302	0	0	0	0	0	2.96191819464034	64.4569816643159	0.141043723554302	0	0	9.59097320169253	0	0	0	0	1.41043723554302	0	0	0	0	0.846262341325811	0.141043723554302	0	0	0	0	0	0	0	0	1.26939351198872	0	0.141043723554302
15689	24053	"Rinderplatz"	46.644508	11.491498	32.5	"AWI"	32.5	80	874	378.5	0	0.0910746812386157	3.82513661202186	0	0	0.182149362477231	0	0	1.82149362477231	0	6.3752276867031	0	0.63752276867031	0	0.0910746812386157	0	0	0.546448087431694	0	0	0.273224043715847	0	0	9.2896174863388	0	0	0	0	0	0	1.09289617486339	0	0	0	0.455373406193078	1.36612021857923	0	1.7304189435337	0	0	0	0	0	0	5.46448087431694	52.5500910746812	0	0	0	10.9289617486339	0	0	0	0	1.09289617486339	0	0	0	0.0910746812386157	0.63752276867031	0	0	0	0	0	0.0910746812386157	0	0	0.0910746812386157	1.27504553734062	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	35	"AWI"	35	88	929	410	0	0	3.94574599260173	0	0	0.123304562268804	0	0	1.66461159062885	0	8.01479654747226	0	0.30826140567201	0	0.369913686806412	0	0	0.739827373612824	0	0	0.123304562268804	0	0	18.4956843403206	0	0	0	0	0	0	1.35635018495684	0	0	0	1.10974106041924	3.1442663378545	0	0.92478421701603	0	0	0	0	0	0	5.42540073982737	35.8816276202219	0	0	0	12.8236744759556	0	0	0	0	2.52774352651048	0	0.061652281134402	0	0.123304562268804	0.678175092478422	0	0	0	0	0	0	0.246609124537608	0	0.061652281134402	1.66461159062885	0.184956843403206	0
