"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
23898	41453	"Felchowsee"	53.053902	14.127872	60	"AWI"	60	1115	1449	1300	4	0	93	0	0	0	5	0	78	0	0	0	0	0	0	21	2	0	0	0	0	91	0	2	0	0	1	0	0	0	0	0	0	0	75	1	74	0	0	0	0	0	127	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	64	"AWI"	64	1287	1487	1360	0	0	146	1	0	0	6	0	152	0	0	0	0	0	0	20	2	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	65	0	18	0	0	0	0	0	93	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	68	"AWI"	68	1344	1574	1431	0	0	139	0	0	0	3	0	122	0	0	0	0	0	0	17	1	0	0	0	0	78	0	0	0	0	1	0	1	0	0	0	0	0	72	1	28	0	0	0	0	0	93	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	72	"AWI"	72	1384	1679	1497	1	0	112	1	0	1	0	0	98	0	0	0	0	0	0	32	2	0	0	0	0	100	0	1	0	0	0	0	0	0	0	0	0	0	93	0	110	0	0	0	0	0	120	0	0	0	4	1	0	0	0	0	0	0	0	11	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	76	"AWI"	76	1412	1744	1564	0	0	134	0	0	0	2	0	191	0	0	2	0	0	0	32	6	0	0	0	0	42	0	4	0	0	1	0	0	0	0	0	0	0	57	0	49	0	0	0	0	0	109	0	0	1	4	1	0	0	0	0	0	0	0	5	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	80	"AWI"	80	1430	1845	1622	2	1	44	0	0	0	1	0	55	0	0	0	0	0	0	44	1	0	0	0	0	104	0	1	0	0	0	0	0	0	0	0	0	0	80	1	185	0	0	0	0	0	160	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	84	"AWI"	84	1505	1873	1686	2	0	109	1	0	0	9	0	131	0	0	0	0	0	0	42	1	0	0	0	0	51	0	0	0	0	5	0	0	0	0	0	0	0	31	0	60	0	0	0	0	0	123	0	0	1	1	1	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	88	"AWI"	88	1541	1921	1758	0	1	126	4	1	0	11	0	146	1	0	0	0	0	0	42	3	0	0	0	0	35	0	3	0	0	0	0	0	0	0	0	0	0	22	0	94	0	0	0	0	0	117	0	0	1	4	2	0	0	0	0	0	0	0	5	1	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	92	"AWI"	92	1620	1971	1817	4	0	105	1	0	0	2	0	101	0	0	1	0	0	0	32	3	0	0	0	0	61	0	3	0	0	2	0	0	0	0	0	0	0	33	0	69	0	0	0	0	0	151	0	0	0	2	2	0	0	0	0	0	0	0	7	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	96	"AWI"	96	1738	1998	1871	3	0	74	1	0	0	4	0	72	0	0	1	0	0	0	46	11	0	0	0	0	102	0	2	0	0	1	0	0	0	0	0	0	0	50	1	125	0	0	0	0	0	156	0	0	0	2	1	0	0	1	0	0	0	0	7	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	100	"AWI"	100	1800	2052	1932	1	0	125	1	0	0	7	0	104	0	0	0	0	0	0	37	5	0	0	0	0	45	0	2	0	0	4	0	0	0	0	0	0	0	36	0	80	0	0	0	0	0	143	0	0	0	6	1	0	0	1	0	0	0	0	3	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	104	"AWI"	104	1862	2089	1976	0	1	109	0	2	0	7	0	161	0	0	0	0	0	0	35	3	0	0	0	0	22	0	4	0	0	1	0	0	0	0	0	0	0	37	1	47	0	0	0	0	0	120	0	0	0	6	1	1	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	108	"AWI"	108	1892	2161	2018	4	0	87	1	0	0	2	0	92	0	0	0	0	0	0	42	8	0	0	0	0	51	0	0	0	0	2	0	0	0	0	0	0	0	49	2	124	0	0	0	0	0	170	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	112	"AWI"	112	1926	2222	2058	2	0	46	1	0	0	1	0	51	0	0	1	0	0	0	43	6	0	0	0	0	67	0	1	0	0	2	0	0	0	0	0	0	0	79	1	222	0	0	0	0	0	203	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	116	"AWI"	116	1963	2252	2102	0	0	125	0	0	0	3	0	175	0	0	1	0	0	0	27	11	0	0	0	0	26	0	3	0	0	1	0	0	0	0	0	0	0	31	0	71	0	0	0	0	0	103	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	120	"AWI"	120	1985	2301	2141	0	0	132	0	0	0	3	0	181	0	0	0	0	0	0	40	4	0	0	0	0	17	0	4	0	0	3	0	0	0	0	0	0	0	22	0	84	0	0	0	0	0	102	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	124	"AWI"	124	2041	2325	2195	0	0	83	1	0	0	0	0	67	0	0	0	0	0	0	76	6	0	0	0	0	38	0	1	0	0	2	0	0	0	0	0	0	0	61	0	156	0	0	0	0	0	168	0	0	0	1	0	0	0	0	0	0	0	3	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	128	"AWI"	128	2068	2388	2245	1	0	123	1	1	0	2	0	260	0	0	0	0	0	0	54	2	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	32	2	90	0	0	0	0	0	175	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	132	"AWI"	132	2107	2472	2295	4	0	75	1	0	0	3	0	61	0	0	0	0	0	0	52	1	0	0	0	0	33	0	2	0	0	2	0	0	0	0	0	0	0	54	0	104	0	0	0	0	0	206	0	0	0	1	2	0	1	0	0	0	0	0	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	136	"AWI"	136	2138	2571	2348	0	0	82	1	0	0	6	0	199	1	0	1	0	0	0	31	6	0	0	0	0	16	0	2	0	0	1	0	0	0	0	0	0	0	19	0	65	0	0	0	0	0	144	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	140	"AWI"	140	2161	2707	2396	1	0	106	1	0	0	3	0	175	0	0	0	0	0	0	40	1	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	26	0	48	0	0	0	0	0	134	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	144	"AWI"	144	2211	2750	2454	2	0	75	3	0	0	1	0	53	0	0	0	0	0	0	41	10	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	35	0	477	0	0	0	0	0	157	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	148	"AWI"	148	2249	2817	2511	0	1	154	1	0	0	11	0	115	0	0	0	0	0	0	47	2	0	0	0	0	37	0	2	0	0	5	0	0	0	0	0	0	0	22	1	183	0	0	0	0	0	105	0	0	1	3	1	0	0	0	0	0	0	0	12	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	152	"AWI"	152	2292	2878	2567	2	0	254	5	1	0	15	0	238	0	0	1	0	0	0	77	7	0	0	0	0	34	0	8	0	0	1	0	0	0	0	0	0	0	16	0	562	0	0	0	0	0	153	0	0	1	6	2	0	0	0	0	0	0	0	7	1	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	156	"AWI"	156	2339	2926	2625	1	0	131	1	0	0	8	0	154	0	0	0	0	0	0	55	2	0	0	0	0	23	0	1	0	0	1	0	0	0	0	0	0	0	12	2	144	0	0	0	0	0	108	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	160	"AWI"	160	2373	2994	2682	3	0	90	1	0	0	8	0	129	0	0	0	0	0	0	41	8	0	0	0	0	22	0	1	0	0	6	0	0	0	0	0	0	0	13	0	425	0	0	0	0	0	96	0	0	0	3	1	0	0	0	0	0	1	0	2	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	164	"AWI"	164	2447	3030	2740	0	0	144	4	0	0	7	0	130	0	0	1	0	0	0	34	4	0	0	0	0	24	0	1	0	0	3	0	0	0	0	0	0	0	16	1	275	0	0	0	0	0	99	0	0	0	11	1	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	168	"AWI"	168	2492	3081	2802	4	1	90	1	0	0	1	0	91	0	0	0	0	0	0	47	4	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	24	0	527	0	0	0	0	0	108	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	172	"AWI"	172	2557	3124	2859	1	0	101	2	0	0	6	0	96	0	0	1	0	0	0	41	7	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	21	1	450	0	0	0	0	0	108	0	0	0	2	1	0	0	0	0	0	0	0	9	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	176	"AWI"	176	2621	3159	2915	4	0	83	3	0	0	8	0	72	1	0	0	0	0	0	53	5	0	0	0	0	19	0	4	0	0	3	0	0	0	1	0	0	0	26	3	458	0	0	0	0	0	122	0	0	0	1	1	0	0	1	0	0	0	0	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	180	"AWI"	180	2660	3213	2972	0	0	116	6	0	0	11	0	78	0	0	0	0	0	0	81	2	0	0	0	0	14	0	4	0	0	9	0	0	0	0	0	0	0	16	1	184	0	0	0	0	0	124	0	0	0	5	2	0	0	0	0	0	0	0	4	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	184	"AWI"	184	2760	3239	3025	3	0	88	3	0	0	5	0	59	0	0	0	0	0	0	62	10	0	0	0	0	28	0	2	0	0	1	0	1	0	0	0	0	0	14	3	307	0	0	0	0	0	129	0	0	0	1	2	0	0	0	0	0	0	0	7	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	188	"AWI"	188	2821	3270	3079	3	0	86	2	1	0	16	0	64	0	0	0	0	0	0	59	8	0	0	0	0	24	0	2	0	0	8	0	0	0	0	0	0	0	16	5	299	0	0	0	0	0	117	0	0	0	4	0	0	0	0	0	0	1	0	7	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	192	"AWI"	192	2913	3308	3132	3	0	89	2	0	0	13	0	92	0	0	0	0	0	0	49	3	0	0	0	0	14	0	2	0	0	2	0	1	0	0	0	0	0	13	2	348	0	0	0	0	0	124	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	196	"AWI"	196	3016	3331	3184	1	0	119	1	0	0	10	0	102	0	0	0	0	0	0	46	6	0	0	0	0	21	0	6	0	0	4	0	0	0	0	0	0	0	13	2	188	0	0	0	0	0	81	0	0	2	3	0	0	0	0	0	0	1	0	8	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	200	"AWI"	200	3072	3393	3240	1	0	94	3	0	0	6	0	74	0	0	0	0	0	0	82	12	0	0	0	0	18	0	2	0	0	2	0	0	0	0	0	0	0	18	1	268	0	0	0	0	0	93	0	0	0	2	2	0	0	0	0	0	0	0	9	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	204	"AWI"	204	3124	3476	3308	1	0	78	4	0	0	3	0	70	0	0	0	0	0	0	84	7	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	10	4	247	0	0	0	0	0	118	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	212	"AWI"	212	3207	3715	3429	0	0	93	3	0	0	3	0	91	0	0	0	0	0	0	92	5	0	0	0	0	12	1	3	0	0	4	0	0	0	0	0	0	0	10	2	227	0	0	0	0	0	83	0	0	0	3	0	0	0	0	0	0	1	0	9	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	216	"AWI"	216	3254	3770	3497	11	1	17	5	0	1	1	0	10	0	0	0	0	0	0	50	15	0	0	0	0	57	0	0	0	0	1	0	0	0	0	0	0	0	35	5	1009	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	220	"AWI"	220	3281	3870	3563	3	0	90	1	0	0	3	0	65	0	0	0	0	0	0	83	5	0	0	0	0	11	0	2	0	0	4	0	0	0	0	0	0	0	14	0	179	0	0	0	0	0	119	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	224	"AWI"	224	3354	3906	3629	0	0	77	1	0	0	1	0	95	0	0	0	0	0	0	55	6	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	21	0	265	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	228	"AWI"	228	3401	3961	3700	0	0	105	0	0	0	2	0	88	0	0	0	0	0	0	76	1	0	0	0	0	9	0	1	0	0	1	0	0	0	0	0	0	0	13	1	98	0	0	0	0	0	93	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	232	"AWI"	232	3471	4019	3763	0	0	101	1	0	0	6	0	102	0	0	0	0	0	0	71	7	0	0	0	0	6	0	2	0	0	1	0	0	0	0	0	0	0	13	0	192	0	0	0	0	0	94	0	0	1	3	1	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	236	"AWI"	236	3549	4057	3829	0	0	75	1	0	0	4	0	99	0	0	0	0	0	0	80	12	0	0	0	0	13	0	2	0	0	4	0	0	0	0	0	0	0	10	2	353	0	0	0	0	0	102	0	0	0	2	0	0	0	1	0	0	0	0	11	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	244	"AWI"	244	3739	4141	3957	2	1	100	2	0	0	15	0	99	0	0	1	0	0	0	82	2	0	0	0	0	8	0	2	0	0	7	0	0	0	0	0	0	0	6	1	200	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	248	"AWI"	248	3841	4177	4023	1	0	60	1	0	1	2	0	39	0	0	0	0	0	0	96	17	0	0	0	0	16	0	2	0	0	1	0	0	0	0	0	0	0	17	3	722	0	0	0	0	0	143	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	252	"AWI"	252	3919	4220	4083	2	0	120	3	0	0	7	0	88	0	0	0	0	0	0	82	9	0	0	0	0	4	0	6	0	0	6	0	0	0	0	0	0	0	8	2	194	0	0	0	0	0	90	0	0	0	4	4	0	0	0	0	0	0	0	7	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	256	"AWI"	256	3972	4264	4127	0	0	84	3	0	0	6	0	72	0	0	0	0	0	0	81	14	0	0	0	0	7	0	3	0	0	2	0	0	0	0	0	0	0	6	3	450	0	0	0	0	0	128	0	0	0	2	1	0	0	0	0	0	0	0	9	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	260	"AWI"	260	4003	4356	4166	0	0	110	0	0	1	13	0	71	0	0	0	0	0	0	68	19	0	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0	8	3	191	0	0	0	0	0	117	0	0	0	1	4	0	0	0	0	0	0	0	6	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	264	"AWI"	264	4033	4399	4203	0	0	80	1	0	1	2	0	51	0	0	0	0	0	0	105	19	0	0	0	0	11	0	5	0	0	4	0	0	0	0	0	0	0	15	3	292	0	0	0	0	0	117	0	0	0	1	0	0	0	0	0	0	0	4	8	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	268	"AWI"	268	4051	4460	4241	0	0	120	1	0	0	10	0	57	0	0	0	0	0	0	84	15	0	0	0	0	13	0	9	0	0	1	0	1	0	0	0	0	0	7	3	170	0	0	0	1	0	105	0	0	0	2	2	1	0	0	0	0	0	11	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	272	"AWI"	272	4081	4515	4279	4	0	88	2	0	0	7	0	77	0	0	0	0	0	0	81	14	0	0	0	0	4	0	6	0	0	3	0	0	0	0	0	0	1	6	3	290	0	0	0	0	0	115	0	0	0	4	1	0	0	0	0	0	0	0	10	1	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	276	"AWI"	276	4111	4555	4318	0	0	125	2	0	1	9	0	82	0	0	1	0	0	0	116	2	0	0	0	0	4	0	3	0	0	3	0	0	0	0	0	0	0	4	5	119	0	0	0	0	0	111	0	0	1	4	2	0	0	0	0	0	0	0	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	280	"AWI"	280	4132	4613	4357	0	0	125	3	0	0	9	0	85	0	0	0	0	0	0	95	6	0	0	0	0	7	0	6	0	0	3	0	0	0	0	0	0	0	5	0	160	0	0	0	0	0	101	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	284	"AWI"	284	4176	4641	4398	0	0	106	2	0	0	5	0	69	0	0	0	0	0	0	124	10	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	3	6	136	0	0	0	0	0	114	0	0	0	5	1	0	0	0	0	0	0	0	13	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	288	"AWI"	288	4202	4689	4436	0	0	81	0	0	0	4	0	71	0	0	0	0	0	0	81	8	0	0	0	0	10	0	7	0	0	5	0	0	0	0	0	0	0	3	2	151	0	0	0	0	0	119	0	0	0	6	2	0	0	0	0	0	0	7	17	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	292	"AWI"	292	4238	4726	4475	1	1	157	5	0	1	11	0	66	0	0	0	0	0	0	95	11	0	0	0	0	4	0	7	0	0	4	0	0	0	0	0	0	0	3	9	200	0	0	0	0	0	141	0	0	0	4	0	1	0	0	0	0	0	0	13	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	298	"AWI"	298	4285	4785	4535	1	0	45	2	0	0	1	0	27	0	0	0	0	0	0	116	17	0	0	0	0	9	0	2	0	0	1	0	0	0	0	0	0	0	5	6	567	0	0	0	0	0	163	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	300	"AWI"	300	4297	4814	4554	0	1	110	1	0	0	2	0	64	0	0	0	0	0	0	91	13	0	0	0	0	3	0	8	0	0	1	0	0	0	0	0	0	0	2	3	201	0	0	0	0	0	128	0	0	1	3	0	0	1	0	0	0	0	0	13	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	304	"AWI"	304	4350	4844	4592	0	0	73	2	0	0	2	0	59	0	0	0	0	0	0	100	19	0	0	0	0	1	0	6	0	0	4	0	0	0	0	0	0	0	1	5	293	0	0	0	0	0	136	0	0	0	4	1	0	0	0	0	0	0	0	13	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	308	"AWI"	308	4379	4881	4631	0	0	118	2	1	0	9	0	58	0	0	0	0	0	0	139	12	0	0	0	0	5	0	3	1	0	2	0	1	0	0	0	0	0	2	10	312	0	0	0	0	0	131	0	0	1	1	1	0	1	0	0	0	0	0	21	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	312	"AWI"	312	4417	4922	4669	1	0	85	0	0	0	2	0	82	0	0	0	0	0	0	96	9	0	0	0	0	4	1	1	0	0	2	0	0	0	0	0	0	0	6	3	194	0	0	0	0	0	105	0	0	0	1	1	0	0	0	0	0	0	0	9	1	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	316	"AWI"	316	4455	4956	4707	1	0	122	2	0	0	7	0	65	0	0	0	0	0	0	115	10	0	0	0	0	4	0	3	0	0	2	0	0	0	0	0	0	0	0	12	160	0	0	0	0	0	108	0	0	1	1	0	0	0	0	0	0	0	0	13	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	320	"AWI"	320	4485	4999	4745	1	0	94	2	0	1	7	0	65	0	0	0	0	0	0	88	11	0	0	0	0	6	0	4	0	0	1	0	1	0	0	0	0	0	1	5	279	0	0	0	0	0	118	0	0	1	2	2	0	1	0	0	0	0	0	5	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	324	"AWI"	324	4542	5027	4782	0	0	111	1	0	1	12	0	99	1	0	0	0	0	0	82	27	0	0	0	0	2	0	5	0	0	4	0	0	0	1	0	0	0	1	8	183	0	0	0	0	1	105	0	0	0	3	1	0	0	0	0	0	0	0	8	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	328	"AWI"	328	4579	5068	4821	1	1	64	1	0	0	2	0	44	0	0	0	0	0	0	109	18	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	8	378	0	0	0	0	1	135	0	0	0	2	0	0	1	1	0	0	0	0	14	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	332	"AWI"	332	4619	5105	4857	0	0	90	4	0	0	6	0	59	0	0	0	0	0	0	98	10	0	0	0	0	9	0	2	0	0	1	0	0	0	0	0	0	0	1	3	233	0	0	0	0	0	119	0	0	0	1	1	0	0	1	0	0	0	0	10	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	336	"AWI"	336	4672	5132	4895	0	0	94	2	0	0	3	0	67	0	0	0	0	0	0	111	10	0	0	0	0	6	0	4	0	0	1	0	0	0	0	0	1	0	2	6	274	0	0	0	0	0	120	0	0	1	1	1	0	0	0	0	0	0	0	14	0	0	0
23898	41453	"Felchowsee"	53.053902	14.127872	340	"AWI"	340	4704	5168	4933	0	0	78	3	0	0	4	0	77	1	0	0	0	0	0	104	7	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	271	0	0	0	0	0	117	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0
