"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Sorbus"	"Tilia"	"Ulmus"
3402	4409	"Serni"	43.66667	40.48056	5	"AWI"	5	-50	972	241	16	13	4	14	1	0	2	41	4	3	0	4	1	3	28	0	1	4	5	3	0	1	1	0	1	0	0	11	47	1	0	29	10	0	0	16	2	6	0	0	0	1	1	0
3402	4409	"Serni"	43.66667	40.48056	25	"AWI"	25	991	2573	1831	58	25	3	57	2	0	1	41	0	6	0	8	1	5	21	0	0	8	2	3	1	1	5	1	0	1	0	3	84	2	3	32	6	1	0	9	16	0	0	1	4	0	1	0
3402	4409	"Serni"	43.66667	40.48056	35	"AWI"	35	1845	3075	2595	12	31	7	68	7	13	0	25	2	1	0	4	7	3	25	0	0	3	4	2	0	0	2	0	0	0	0	4	49	0	0	0	31	0	1	7	0	0	1	0	0	0	0	0
3402	4409	"Serni"	43.66667	40.48056	45	"AWI"	45	2892	3596	3218	15	18	12	55	9	15	2	25	0	4	0	6	5	4	17	0	0	2	6	0	0	0	3	0	0	0	0	1	62	4	0	7	22	0	1	17	0	0	0	0	0	0	1	0
3402	4409	"Serni"	43.66667	40.48056	55	"AWI"	55	3185	4212	3657	19	19	5	18	4	0	0	4	0	3	0	5	11	5	75	0	0	0	2	0	0	0	1	0	0	0	0	2	79	1	0	0	15	0	1	8	0	0	0	0	0	0	0	0
3402	4409	"Serni"	43.66667	40.48056	65	"AWI"	65	3586	4667	4127	12	11	5	16	5	17	1	1	0	1	0	2	12	1	101	0	0	4	1	1	0	0	5	0	0	0	0	2	20	2	0	0	5	0	1	13	0	0	0	1	4	0	1	0
3402	4409	"Serni"	43.66667	40.48056	75	"AWI"	75	4025	5025	4580	15	21	9	5	7	0	3	4	0	2	0	2	10	2	160	0	0	2	5	0	0	0	2	0	0	0	0	2	19	0	0	0	1	0	2	6	0	0	0	1	0	0	0	0
3402	4409	"Serni"	43.66667	40.48056	85	"AWI"	85	4666	5358	5023	7	12	2	7	2	0	1	7	0	0	0	4	13	4	130	0	0	1	2	2	0	0	1	0	0	0	0	0	34	0	0	0	8	0	1	18	0	0	0	1	3	0	0	1
3402	4409	"Serni"	43.66667	40.48056	95	"AWI"	95	5042	6028	5441	69	9	6	14	9	22	1	11	0	3	0	9	10	3	138	0	0	5	2	3	0	0	5	0	0	3	0	2	32	1	3	0	9	0	0	17	0	0	0	4	3	0	3	1
3402	4409	"Serni"	43.66667	40.48056	105	"AWI"	105	5319	6736	5878	18	14	8	12	3	41	1	9	0	1	0	10	10	6	22	0	0	2	0	2	0	0	2	0	0	0	0	0	10	0	2	0	3	0	1	12	0	0	0	3	4	0	2	0
3402	4409	"Serni"	43.66667	40.48056	115	"AWI"	115	5613	7358	6320	7	18	4	19	4	62	1	12	0	1	0	13	6	3	38	0	0	1	3	5	0	0	1	0	0	3	0	0	14	0	4	0	10	0	2	6	0	0	0	2	7	0	3	0
3402	4409	"Serni"	43.66667	40.48056	125	"AWI"	125	5920	7951	6761	13	23	3	7	2	45	2	13	0	2	0	30	2	4	0	0	0	8	1	7	0	0	6	0	0	4	0	0	6	0	3	0	2	0	0	15	0	0	0	0	3	0	11	0
3402	4409	"Serni"	43.66667	40.48056	135	"AWI"	135	6249	8510	7205	1	16	3	7	3	60	4	14	0	1	0	93	0	8	1	1	0	4	1	0	0	0	3	0	0	0	0	0	4	0	0	0	11	0	0	18	0	0	0	0	7	0	13	1
