"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	50	"AWI"	50	4405	6189	5567	0	103	1	0	1	0	551	0	0	0	0	0	0	0	12	2	0	0	0	0	1	4	0	58	242	0	1	4	0	0	0	0	2	0	0	14	14	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	55	"AWI"	55	5509	6448	6060	0	106	1	0	2	0	557	0	0	0	0	0	0	0	24	5	0	0	0	0	1	2	0	40	237	0	3	6	0	0	0	0	5	0	0	12	15	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	60	"AWI"	60	5765	6756	6293	0	130	0	0	0	0	556	0	0	0	0	0	0	0	28	3	0	0	0	0	2	2	0	8	222	0	3	3	0	0	1	0	3	0	0	16	32	2
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	65	"AWI"	65	5999	6996	6539	0	145	0	0	1	0	547	0	0	0	0	0	0	0	23	3	0	0	0	0	1	0	0	3	240	0	4	1	0	0	0	0	2	0	0	9	27	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	70	"AWI"	70	6273	7181	6774	0	119	0	0	0	0	568	0	0	0	0	0	0	1	20	2	0	0	0	0	1	4	0	10	229	0	2	2	0	0	0	0	1	0	0	16	32	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	75	"AWI"	75	6586	7362	7006	0	141	0	0	0	0	598	0	0	0	0	0	1	0	22	6	0	0	0	0	1	0	0	1	191	0	6	5	0	0	0	0	2	0	0	3	32	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	80	"AWI"	80	6742	7566	7161	0	146	1	0	0	0	597	0	0	0	0	0	0	1	22	5	0	0	0	0	2	1	0	7	193	0	5	2	0	0	0	0	0	0	0	2	24	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	85	"AWI"	85	6891	7734	7324	0	139	0	1	2	0	605	0	0	0	0	0	0	0	15	4	0	0	0	0	2	3	0	2	214	0	1	0	0	0	0	0	2	0	0	2	20	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	90	"AWI"	90	7064	7898	7485	0	158	0	1	2	0	565	0	0	0	0	0	1	0	27	6	0	0	0	0	1	1	0	0	204	0	7	1	0	0	0	0	3	0	0	2	34	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	95	"AWI"	95	7232	8068	7639	0	103	2	1	0	0	635	0	0	0	0	0	0	1	11	6	0	0	0	0	0	2	0	2	222	0	8	2	0	0	0	0	2	0	0	0	17	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	100	"AWI"	100	7462	8235	7789	0	136	1	0	0	0	590	0	0	0	0	0	0	0	17	5	0	0	0	0	1	1	0	8	217	0	5	1	0	0	0	0	4	0	0	5	20	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	105	"AWI"	105	7653	8433	7977	0	138	0	1	1	0	628	0	0	0	0	0	0	1	18	10	0	0	0	0	0	1	0	2	191	0	3	1	0	0	0	0	2	0	0	1	18	2
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	110	"AWI"	110	7807	8755	8216	1	176	0	0	1	0	583	0	0	0	0	0	0	0	17	8	0	0	0	0	0	1	0	2	201	0	4	0	0	0	0	0	6	0	0	0	16	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	115	"AWI"	115	7982	9029	8455	0	165	0	1	0	0	542	0	0	0	0	0	0	1	25	10	0	0	0	0	0	1	0	0	242	0	9	0	0	0	0	0	5	0	0	1	16	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	120	"AWI"	120	8188	9271	8717	0	167	0	0	2	0	613	0	0	0	0	0	0	0	17	6	0	0	0	0	0	0	0	0	190	0	2	1	0	0	0	0	6	0	0	0	11	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	125	"AWI"	125	8410	9480	8968	0	165	0	0	1	0	546	0	0	0	0	0	0	0	27	2	0	0	0	0	1	4	0	1	240	0	1	3	0	0	0	0	3	0	0	0	16	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	130	"AWI"	130	8660	9691	9218	0	145	0	1	0	0	553	0	0	0	0	0	0	0	20	10	0	0	0	0	0	1	0	3	269	0	1	1	0	0	0	0	2	0	0	2	6	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	135	"AWI"	135	8929	9858	9460	0	138	0	0	2	0	557	0	0	0	0	0	0	1	24	6	0	0	0	0	2	0	0	0	271	0	1	0	0	0	0	0	6	0	0	0	8	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	140	"AWI"	140	9330	10028	9675	0	51	0	1	1	0	483	0	0	0	0	0	0	0	15	10	0	0	0	0	0	1	0	0	435	0	1	1	0	0	0	0	3	0	0	0	14	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	145	"AWI"	145	9504	10226	9820	0	8	0	0	1	0	512	0	0	0	0	0	0	2	23	15	0	0	0	0	0	0	0	0	450	0	0	1	0	0	0	1	8	0	1	0	7	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	150	"AWI"	150	9630	10399	9960	0	5	1	1	2	0	564	0	0	0	0	0	1	1	31	5	0	0	0	0	1	0	0	0	380	0	1	1	0	0	0	0	5	0	0	0	17	2
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	155	"AWI"	155	9768	10598	10103	0	8	1	0	8	0	611	0	1	0	0	0	0	4	17	7	0	0	0	0	0	0	0	0	353	0	0	0	0	0	1	0	9	0	0	0	11	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	160	"AWI"	160	9925	11190	10370	0	6	3	1	6	0	582	0	0	0	0	0	0	1	11	7	1	0	0	0	0	0	0	1	379	0	0	1	0	0	0	0	8	0	0	0	20	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	165	"AWI"	165	10109	11698	10659	0	3	3	2	8	0	796	0	0	0	0	0	0	4	4	17	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	7	0	0	0	7	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	170	"AWI"	170	10286	12097	10948	0	0	4	1	14	0	424	2	0	0	0	0	0	10	1	16	0	0	0	0	0	1	0	2	71	0	0	0	0	0	1	3	10	0	0	0	2	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	172.5	"AWI"	172.5	10394	12301	11105.5	0	0	4	0	22	0	393	0	0	0	4	0	0	10	0	46	1	0	0	0	0	0	0	1	105	0	0	0	0	0	0	2	9	0	2	0	1	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	175	"AWI"	175	10470	12564	11255	0	2	4	1	19	0	419	0	0	0	0	0	1	6	1	92	0	0	0	0	0	0	0	2	64	0	1	0	2	0	2	8	30	0	0	0	1	1
