"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	0	"AWI"	0	-101	71	-20	0	144	0	1	0	0	395	0	0	1	0	0	0	18	7	5	0	0	1	1	0	1	0	76	369	22	1	2	2	0	0	2	5	0	0	3	2	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	5	"AWI"	5	60	1142	565	0	117	0	1	3	0	418	0	0	0	0	0	0	12	6	14	0	0	0	0	1	0	1	53	396	0	1	3	0	0	0	1	7	0	0	4	0	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	10	"AWI"	10	788	1470	1147	0	63	0	1	3	0	438	0	0	0	0	0	0	1	2	2	0	0	0	0	6	0	2	86	396	0	0	3	0	0	0	1	2	0	0	1	3	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	15	"AWI"	15	1047	2671	1627	0	78	0	5	2	0	471	0	0	0	0	0	0	0	6	8	0	0	0	0	4	0	0	66	361	0	2	4	0	0	0	0	6	0	0	2	6	1
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	20	"AWI"	20	1328	3482	2161	0	91	1	1	1	0	474	0	0	0	0	1	0	0	7	2	0	0	0	0	6	1	0	99	308	0	1	4	0	0	0	0	0	0	0	0	10	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	25	"AWI"	25	1655	4078	2727	0	85	1	1	1	0	469	0	0	0	0	0	0	0	5	6	0	0	0	0	3	0	0	118	297	0	1	5	0	0	0	0	1	0	0	2	5	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	30	"AWI"	30	2100	4620	3296	1	98	0	1	0	0	528	0	0	0	0	0	0	0	17	3	0	0	0	0	3	1	0	96	232	0	1	4	0	0	0	0	3	0	0	5	15	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	35	"AWI"	35	2555	5099	3860	0	113	0	2	1	0	535	0	0	0	0	0	0	0	15	2	0	0	0	0	1	1	1	72	236	0	1	5	0	0	0	0	2	0	0	6	16	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	40	"AWI"	40	3064	5532	4426	0	96	1	0	1	0	519	0	0	0	0	0	0	0	14	3	0	0	0	0	5	5	0	69	266	0	1	4	0	0	0	0	1	0	0	8	18	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	45	"AWI"	45	3637	5886	4991	0	126	0	1	1	0	578	0	0	0	0	0	0	0	14	3	0	0	0	0	1	0	0	41	199	0	0	4	0	0	0	0	1	1	0	15	22	0
