"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	102	"AWI"	102	4184	4961	4533	10.1694915254237	0.847457627118644	2.54237288135593	0	0	0	0	0	23.728813559322	0	13.5593220338983	21.1864406779661	16.1016949152542	0	0	0	11.864406779661	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	106	"AWI"	106	4836	5468	5163	10.4575163398693	0.65359477124183	0.65359477124183	0	0	0	0	3.26797385620915	45.7516339869281	0	2.61437908496732	15.6862745098039	13.7254901960784	0	0	0	7.18954248366013	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	114	"AWI"	114	5674	6907	6453	8.33333333333333	1.85185185185185	0	0	0	0	0	8.33333333333333	52.7777777777778	0	5.55555555555556	10.1851851851852	7.40740740740741	0	0	0	5.55555555555556	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	122	"AWI"	122	6036	7496	6920	3.09278350515464	0	2.06185567010309	0	0	0	0	0	45.360824742268	0	3.09278350515464	1.03092783505155	42.2680412371134	0	0	0	3.09278350515464	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	131	"AWI"	131	6260	7965	7139	0	2.94117647058824	2.94117647058824	0	0	0	0	14.7058823529412	32.3529411764706	0	1.47058823529412	7.35294117647059	36.7647058823529	0	0	0	1.47058823529412	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	138	"AWI"	138	6478	8154	7324	1.72413793103448	1.72413793103448	2.8735632183908	0	0	0	0.574712643678161	3.44827586206897	31.6091954022989	0	4.02298850574713	4.02298850574713	47.7011494252874	0	0	0	2.29885057471264	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	144	"AWI"	144	6614	8391	7479	5.94059405940594	0	3.96039603960396	0	0	0	0	13.8613861386139	55.4455445544555	0	2.97029702970297	6.93069306930693	8.91089108910891	0	0	0	1.98019801980198	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	152	"AWI"	152	6866	8646	7681	1.80722891566265	1.20481927710843	0.602409638554217	0	0	0	0	0.602409638554217	16.8674698795181	0	9.03614457831325	10.2409638554217	59.6385542168675	0	0	0	0	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	159	"AWI"	159	7049	8902	7864	3.40136054421769	0.680272108843537	0	0	0	0	0	0.680272108843537	45.578231292517	0	8.16326530612245	19.047619047619	21.7687074829932	0	0	0	0.680272108843537	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	164	"AWI"	164	7174	9071	8011	1.70940170940171	0	0	0	0	0	0	5.12820512820513	31.6239316239316	0	13.6752136752137	11.965811965812	35.042735042735	0	0	0.854700854700855	0	0
