"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	26	"AWI"	26	2525	3333	3045	1.71428571428571	0	1.14285714285714	0	0	1.14285714285714	0	0	26.2857142857143	0	21.7142857142857	39.4285714285714	7.42857142857143	0.571428571428571	0.571428571428571	0	0	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	42	"AWI"	42	3111	3439	3338	2.66666666666667	0	0.333333333333333	0	0	0	0	0	6	0	40.6666666666667	48.6666666666667	1.33333333333333	0	0	0	0.333333333333333	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	48	"AWI"	48	3219	3473	3393	2.23880597014925	0	0.746268656716418	0	0	0	0	0	3.35820895522388	0	37.3134328358209	48.8805970149254	2.98507462686567	1.86567164179104	0	0	1.86567164179104	0.746268656716418
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	52	"AWI"	52	3266	3526	3427	2.75229357798165	0	0	0.917431192660551	0	0	0	0	2.75229357798165	0	27.5229357798165	61.9266055045872	2.29357798165138	0.917431192660551	0	0	0.917431192660551	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	59	"AWI"	59	3342	3609	3480	1.19047619047619	0	0	0	0	0	0	0.396825396825397	1.19047619047619	0.793650793650794	35.7142857142857	59.5238095238095	0	0.793650793650794	0	0.396825396825397	0	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	65	"AWI"	65	3422	3641	3521	5.61797752808989	0.561797752808989	0	0	0	0	0	1.68539325842697	5.0561797752809	1.68539325842697	16.8539325842697	57.8651685393258	5.0561797752809	0	2.24719101123596	0.561797752808989	2.80898876404494	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	73	"AWI"	73	3497	3699	3585	6.82926829268293	0	0.975609756097561	0	0	0	0	1.95121951219512	11.219512195122	0.48780487804878	18.5365853658537	54.1463414634146	2.92682926829268	0.48780487804878	0	0.975609756097561	1.46341463414634	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	81	"AWI"	81	3550	3840	3678	8.08080808080808	0.336700336700337	0.673400673400673	0	0	0	0	2.35690235690236	31.6498316498317	0	18.1818181818182	33.6700336700337	1.34680134680135	0	0	0.336700336700337	3.36700336700337	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	89	"AWI"	89	3731	4047	3861	6.22568093385214	0.389105058365759	1.94552529182879	0	0	0	0	0	14.7859922178988	0	24.9027237354086	44.3579766536965	2.33463035019455	0.778210116731518	0	0	4.28015564202335	0
1121	4117	"Ivanovskoye Peat Bog"	56.81667	38.76667	96	"AWI"	96	3920	4471	4167	11.2107623318386	0	2.24215246636771	0	0	0	0	0.896860986547085	15.2466367713004	0	31.8385650224215	24.6636771300448	5.38116591928251	0	0	0	8.52017937219731	0
