"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23446	40490	"Dos le Cras"	47.28833	7.13194	50	"AWI"	50	768	1234	1019	59	2	2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	22	7	1	2	0	16	1	0	2	0	0	1	0	94	14	0	12	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	55	"AWI"	55	833	1254	1059	87	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	6	0	1	0	14	1	0	1	0	0	1	0	104	13	0	13	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	60	"AWI"	60	877	1292	1101	131	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	4	0	0	0	10	0	0	1	0	0	2	0	129	10	0	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	65	"AWI"	65	939	1330	1146	173	1	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	19	10	0	1	0	24	1	0	1	0	0	5	0	119	5	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	70	"AWI"	70	976	1392	1191	209	0	7	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	20	13	0	1	0	37	1	0	0	0	0	8	0	68	6	0	20	1	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	75	"AWI"	75	1028	1419	1233	213	1	5	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	14	12	0	2	0	29	1	0	0	0	0	8	0	93	9	0	14	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
23446	40490	"Dos le Cras"	47.28833	7.13194	80	"AWI"	80	1062	1463	1280	191	2	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	8	13	0	0	0	17	1	1	0	0	0	8	0	104	12	2	9	0	0	0	12	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	85	"AWI"	85	1130	1491	1318	100	2	14	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	18	13	0	0	0	27	1	0	0	0	0	7	0	77	6	0	18	0	0	0	5	1	0	0	2	0	0	0	0	1	0	0	1	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	90	"AWI"	90	1168	1530	1361	57	2	17	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	18	12	0	0	0	31	1	0	0	0	0	7	0	59	4	0	21	0	0	0	8	1	0	0	1	0	0	0	0	1	0	0	1	4	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	95	"AWI"	95	1211	1569	1402	81	2	13	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	30	2	0	0	0	0	7	0	71	5	0	17	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	100	"AWI"	100	1241	1633	1443	102	0	11	0	2	2	0	3	0	1	0	0	0	0	0	0	0	0	22	5	0	1	0	29	2	0	0	0	0	4	0	83	5	0	15	0	0	0	8	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	105	"AWI"	105	1288	1671	1484	89	1	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	12	0	1	1	32	1	0	0	0	0	6	0	73	9	0	17	0	0	0	5	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	110	"AWI"	110	1318	1730	1523	78	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	15	0	0	1	34	0	0	1	0	0	7	0	64	15	0	22	0	0	0	8	1	0	1	3	1	0	0	1	1	0	0	0	2	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	115	"AWI"	115	1360	1762	1562	95	1	14	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	14	19	0	0	0	31	1	0	1	0	0	7	0	81	11	0	13	0	0	0	14	1	0	1	1	1	0	0	0	0	0	0	0	5	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	120	"AWI"	120	1390	1812	1601	117	1	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	24	0	0	0	33	8	0	1	0	0	10	0	100	5	0	8	0	0	0	18	3	0	1	0	1	0	0	0	0	0	0	0	10	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	125	"AWI"	125	1440	1842	1641	73	1	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	24	3	0	0	0	0	3	0	63	8	3	6	0	0	0	10	2	0	1	0	1	0	0	0	0	0	0	0	3	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	130	"AWI"	130	1473	1892	1680	69	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	23	1	0	0	0	0	2	0	67	11	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	135	"AWI"	135	1521	1920	1719	85	1	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	25	0	0	0	42	5	0	0	0	0	10	0	88	6	0	9	0	0	0	17	2	0	1	1	1	0	0	0	0	0	0	1	4	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	140	"AWI"	140	1550	1966	1758	60	2	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	19	0	0	0	56	3	1	0	0	0	7	0	46	5	0	7	0	0	1	12	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	145	"AWI"	145	1603	1996	1796	44	2	26	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	27	22	0	0	0	65	5	0	0	0	0	6	0	44	7	0	7	0	0	0	12	3	0	1	2	1	0	0	0	0	0	0	0	0	1	0
23446	40490	"Dos le Cras"	47.28833	7.13194	150	"AWI"	150	1637	2039	1836	41	0	37	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	38	29	0	0	0	86	11	0	0	0	0	6	0	42	13	0	11	0	0	0	25	5	0	0	1	2	0	0	1	0	0	0	0	2	1	0
23446	40490	"Dos le Cras"	47.28833	7.13194	155	"AWI"	155	1699	2064	1874	70	0	29	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	32	24	0	0	0	56	3	0	0	0	0	4	0	54	11	0	15	0	0	0	23	2	0	2	2	2	0	0	0	0	0	0	1	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	160	"AWI"	160	1738	2107	1914	83	0	26	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	29	24	0	1	1	47	1	0	0	0	0	3	0	65	9	0	17	0	0	0	23	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	165	"AWI"	165	1780	2140	1954	68	1	15	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	22	21	0	1	1	53	1	0	0	0	0	2	0	36	7	3	32	0	0	0	36	5	0	2	1	1	0	0	0	0	0	0	1	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	170	"AWI"	170	1806	2199	1995	44	2	7	0	1	1	0	2	0	1	0	0	0	0	3	0	0	0	14	19	0	0	1	61	2	0	0	0	0	1	0	20	4	2	40	0	0	0	37	6	0	6	1	1	0	0	3	0	0	0	0	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	175	"AWI"	175	1849	2236	2036	67	3	17	0	1	0	0	4	0	1	0	1	0	0	0	0	0	0	19	17	0	1	1	81	3	0	0	0	0	1	0	62	3	4	27	0	0	0	46	12	0	2	2	1	0	0	1	0	0	0	0	2	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	180	"AWI"	180	1874	2292	2076	77	5	29	0	2	1	0	7	0	0	0	1	0	0	0	0	0	0	19	7	0	1	0	79	4	0	0	1	0	1	0	81	2	5	25	0	0	0	53	15	0	0	3	2	0	0	3	1	0	2	2	2	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	185	"AWI"	185	1928	2322	2118	81	2	27	0	2	2	0	7	0	1	0	0	0	0	1	0	0	0	23	10	0	2	0	102	2	0	0	0	0	0	0	70	10	4	24	0	0	0	47	13	0	0	2	1	0	0	0	1	0	0	2	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	190	"AWI"	190	1960	2369	2158	77	0	24	1	2	3	0	8	0	1	1	0	1	0	0	0	0	0	24	13	0	3	0	118	1	0	0	0	0	0	0	63	13	0	21	0	0	0	35	10	0	0	1	1	0	0	0	0	0	0	0	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	195	"AWI"	195	2016	2396	2198	46	1	23	0	2	2	0	9	0	1	0	0	0	0	0	0	0	0	18	12	0	1	0	79	1	0	0	0	0	3	0	31	6	0	15	0	0	0	23	4	0	1	1	1	0	0	0	0	0	0	0	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	200	"AWI"	200	2050	2440	2240	40	1	25	0	3	1	0	11	0	0	0	0	0	0	1	0	1	0	19	12	0	0	0	75	1	0	0	0	0	5	0	24	4	0	16	0	0	0	19	4	0	1	0	2	0	0	0	0	0	0	0	2	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	205	"AWI"	205	2115	2468	2286	75	1	23	1	2	1	0	12	0	0	0	0	0	0	1	0	0	0	20	9	0	0	0	88	1	0	0	0	0	1	0	47	6	0	17	0	0	0	17	6	0	1	0	1	0	0	0	0	0	0	0	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	210	"AWI"	210	2150	2513	2329	180	1	18	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	18	2	0	1	0	73	2	0	0	0	0	0	0	62	5	0	10	0	0	0	8	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	215	"AWI"	215	2191	2550	2366	153	2	15	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	15	2	0	1	0	73	2	0	0	0	0	0	0	78	5	0	9	0	0	0	11	7	0	0	0	1	0	0	0	0	0	0	2	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	220	"AWI"	220	2216	2607	2404	151	0	19	0	0	2	0	6	0	1	0	0	0	0	0	0	0	0	15	2	0	1	0	96	2	0	0	1	0	0	0	95	7	0	7	0	0	0	12	10	0	0	0	0	1	0	0	0	0	0	4	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	225	"AWI"	225	2270	2635	2447	122	1	14	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	12	4	0	1	0	69	1	0	0	0	0	0	0	78	4	0	8	0	0	0	7	8	0	0	0	1	0	0	0	0	0	0	3	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	230	"AWI"	230	2301	2676	2489	134	2	14	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	13	6	0	2	0	67	0	0	0	0	0	0	0	83	3	0	8	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	235	"AWI"	235	2354	2698	2527	92	1	9	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	14	4	0	2	0	69	0	0	0	0	0	0	0	50	2	0	4	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	240	"AWI"	240	2386	2732	2566	84	1	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	72	1	0	0	0	0	0	0	48	1	0	2	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	2	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	245	"AWI"	245	2425	2783	2607	95	2	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	62	0	0	0	0	0	0	0	54	3	0	0	0	0	0	12	4	0	0	1	0	0	0	0	0	0	0	2	1	0	0
23446	40490	"Dos le Cras"	47.28833	7.13194	250	"AWI"	250	2455	2876	2650	92	2	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	2	0	0	0	36	0	0	0	0	0	0	0	43	4	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
