"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15748	24190	"Hopschensee"	46.2525	8.02306	240	"AWI"	240	3968	5463	4817	26	2	0	0	0	0	0	0	1	0	0	56	0	3	0	0	0	0	19	0	27	0	0	0	0	4	0	0	2	0	0	0	0	26	0	1	0	0	0	12	382	0	0	0	1	25	0	4	0	2	10	3	0	0	3	8	0	1	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	250	"AWI"	250	4413	5592	5070	22	0	0	0	0	0	0	0	3	0	0	34	0	4	0	0	0	1	14	0	15	0	0	0	0	4	0	0	2	1	0	2	0	33	0	2	0	0	0	6	288	0	0	0	1	16	0	2	0	0	14	1	0	0	0	3	0	3	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	260	"AWI"	260	4634	5916	5346	19	2	0	1	2	0	0	0	4	0	0	59	0	6	0	0	0	1	8	0	14	0	0	0	0	5	0	0	1	0	0	0	0	37	0	3	0	0	0	3	259	0	0	0	0	8	0	1	0	0	7	2	0	0	0	2	0	1	2	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	270	"AWI"	270	5050	6021	5573	34	0	0	0	0	0	0	0	3	0	0	70	0	2	0	0	0	0	9	0	32	0	0	0	0	2	0	0	4	0	0	0	1	27	0	3	0	0	0	7	368	0	0	0	0	18	0	2	0	0	8	3	0	0	0	7	0	3	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	280	"AWI"	280	5308	6254	5817	21	1	0	0	1	0	0	0	0	0	0	77	0	1	0	0	0	1	10	0	33	0	0	0	0	4	1	0	1	0	0	0	0	49	0	2	1	0	0	5	347	0	0	0	0	9	0	1	0	0	4	3	0	0	0	2	0	4	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	290	"AWI"	290	5471	6453	6021	19	0	0	0	0	0	0	0	1	0	0	70	0	4	0	0	0	1	24	0	23	0	0	0	0	4	0	0	0	0	0	1	0	53	0	0	0	0	0	5	404	0	0	0	0	11	0	4	0	0	6	2	0	0	0	7	0	8	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	300	"AWI"	300	5559	6849	6210	8	0	0	0	0	0	0	0	4	0	0	35	0	1	0	0	0	0	19	0	10	0	0	0	0	7	0	0	1	1	0	1	0	46	0	0	0	0	0	0	192	0	0	0	0	7	0	1	0	0	5	1	0	0	0	4	0	6	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	310	"AWI"	310	5760	6969	6442	8	1	0	1	0	0	0	0	2	0	0	45	0	4	0	0	0	0	13	0	22	0	0	0	0	3	0	0	0	0	0	2	0	40	0	0	0	0	0	2	203	0	0	0	0	12	0	4	0	0	7	0	0	0	0	2	0	5	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	320	"AWI"	320	5883	7196	6671	8	0	0	2	0	0	0	0	0	0	0	28	0	2	0	0	0	0	14	0	14	0	0	0	0	4	0	0	2	0	0	0	0	20	0	2	0	0	0	22	132	0	0	0	0	13	0	1	0	0	7	0	0	0	0	3	0	1	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	330	"AWI"	330	6512	7265	6946	16	1	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	15	0	10	0	0	0	0	1	2	0	1	0	0	0	0	36	0	3	0	0	0	2	202	0	0	0	1	9	0	2	0	0	2	0	0	0	0	5	0	4	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	340	"AWI"	340	6946	7449	7245	22	0	0	0	0	0	0	0	2	0	0	29	0	2	0	0	0	0	11	0	9	0	0	0	0	2	0	0	1	0	0	1	0	49	0	0	0	0	0	2	312	0	0	0	0	7	0	1	0	0	3	1	0	0	0	0	0	12	2	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	350	"AWI"	350	7317	7805	7509	16	2	0	0	1	0	0	0	1	0	0	44	0	3	0	0	0	0	20	0	7	0	0	0	0	0	2	0	2	0	0	5	0	62	0	0	0	0	0	0	358	0	0	0	0	10	0	1	0	0	11	2	0	0	0	2	0	12	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	360	"AWI"	360	7382	8566	7762	15	0	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	13	0	8	0	0	0	0	1	1	0	0	0	0	2	0	35	0	2	0	0	0	0	200	0	0	0	0	8	0	0	0	0	5	0	0	0	0	2	0	5	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	370	"AWI"	370	7544	8825	8025	33	1	0	0	1	0	0	0	4	0	0	74	0	3	0	0	0	0	60	0	17	0	0	0	0	0	0	0	0	0	0	2	0	58	0	0	1	0	0	0	385	0	0	0	0	5	0	0	0	0	16	2	0	0	0	5	0	24	0	1	0
15748	24190	"Hopschensee"	46.2525	8.02306	380	"AWI"	380	7619	9255	8261	6	0	0	0	1	0	0	0	3	0	0	29	0	4	0	0	0	0	30	0	8	0	0	0	0	0	1	0	0	0	0	3	0	32	0	0	0	0	0	0	187	0	0	0	0	4	0	0	0	0	9	2	0	0	0	5	0	10	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	390	"AWI"	390	8563	9593	8987	10	0	0	0	0	0	0	0	5	0	0	19	0	2	0	0	0	1	42	0	15	0	0	0	0	0	2	0	1	0	0	4	0	21	0	0	0	0	0	0	193	0	0	0	0	7	0	0	0	0	10	2	0	0	0	1	0	20	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	395	"AWI"	395	8861	9892	9395	12	0	0	0	1	0	1	0	6	0	0	40	0	2	0	0	0	0	37	0	21	0	0	0	0	0	0	0	1	0	0	4	0	71	0	0	0	0	0	0	353	0	0	0	0	8	0	0	0	0	5	0	0	0	0	2	0	15	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	400	"AWI"	400	9080	10331	9780	5	0	0	0	0	0	0	0	4	0	0	23	0	5	0	0	0	1	39	0	19	0	0	0	0	0	0	0	0	0	0	7	0	34	0	0	0	0	0	0	319	0	0	0	0	4	0	0	0	0	12	1	0	0	0	2	0	7	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	405	"AWI"	405	9656	10578	10190	7	0	0	0	0	0	0	0	12	0	0	92	0	1	0	0	0	0	25	0	20	1	0	0	0	0	0	0	0	0	0	45	0	5	0	0	0	0	0	1	630	0	0	0	0	6	0	0	0	1	61	4	0	0	0	3	0	22	2	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	407	"AWI"	407	9873	10706	10348	1	0	0	1	1	0	0	0	7	0	0	31	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	297	0	0	0	0	6	0	0	0	0	13	1	0	0	0	2	0	2	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	410	"AWI"	410	10124	10942	10582	1	1	0	0	0	0	0	0	9	0	0	18	0	5	0	0	0	0	6	0	23	0	0	0	0	0	0	0	0	0	0	23	0	10	0	0	0	0	0	0	408	0	0	0	0	3	0	0	0	1	13	2	0	0	0	4	0	5	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	412.5	"AWI"	412.5	10273.5	11177.5	10785.5	2	0	0	0	0	0	0	0	11	0	0	34	0	2	0	0	0	0	3	0	22	0	0	0	0	0	0	0	0	0	0	37	0	6	0	0	1	0	1	0	340	0	0	0	0	4	0	0	0	5	24	2	0	0	0	6	0	4	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	415	"AWI"	415	10402	11439	10992	4	0	0	6	0	0	0	0	29	0	0	33	0	0	0	0	0	0	1	0	17	0	0	0	0	1	0	0	0	0	0	22	0	3	0	0	0	0	0	1	216	0	0	0	0	2	0	0	0	1	4	5	1	0	0	1	0	1	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	420	"AWI"	420	10614	12013	11403	0	1	0	10	0	0	0	0	24	0	0	16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	238	0	0	0	0	1	0	0	0	1	18	1	1	0	0	2	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	425	"AWI"	425	10730	12103	11505	2	0	0	10	0	0	0	0	38	0	0	12	0	2	0	0	0	0	2	0	10	1	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	329	0	0	1	0	4	0	0	0	0	1	1	0	0	0	4	0	1	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	430	"AWI"	430	10822	12231	11602	1	0	0	12	0	0	0	0	40	0	0	15	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	236	0	0	0	0	0	0	0	0	3	7	4	1	1	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	435	"AWI"	435	10894	12390	11696	0	0	0	11	0	0	0	0	38	0	0	8	0	3	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	427	0	0	1	0	4	0	0	0	1	6	1	2	0	0	4	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	440	"AWI"	440	10956	12579	11787	0	0	0	12	0	0	0	0	41	0	0	7	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	2	5	2	0	0	2	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	445	"AWI"	445	11094	12650	11884	0	0	0	6	0	0	0	0	54	0	0	11	0	3	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	398	0	0	0	0	1	0	0	0	5	10	2	0	0	0	0	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	450	"AWI"	450	11201	12730	11981	3	0	0	3	0	0	0	0	45	0	0	11	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	307	0	0	0	0	2	0	0	0	0	2	7	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	455	"AWI"	455	11290	12853	12076	4	0	0	12	0	0	0	0	36	0	0	16	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	297	0	0	0	0	2	0	0	0	1	4	2	1	0	0	0	0	1	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	460	"AWI"	460	11357	13026	12168	1	0	0	2	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	308	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	465	"AWI"	465	11549	13088	12266	0	0	0	1	0	0	0	0	7	0	0	12	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	470	"AWI"	470	11715	13200	12369	1	0	0	3	0	0	0	0	12	0	0	1	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	300	0	0	0	0	0	0	0	0	1	2	9	2	0	0	0	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	475	"AWI"	475	11829	13337	12475	0	0	0	1	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	480	"AWI"	480	11916	13482	12577	3	0	0	0	0	0	0	0	11	0	0	3	0	1	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	483	"AWI"	483	12190	13579	12747	1	0	0	2	0	0	0	0	17	0	0	6	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	194	0	0	0	0	1	0	0	0	2	4	2	1	0	0	0	0	0	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	485	"AWI"	485	12360	13658	12863	0	0	0	0	1	0	0	0	14	0	0	18	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	2	0	0	0	1	17	1	0	0	0	1	0	1	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	487	"AWI"	487	12487	13734	12983	1	0	0	1	0	0	0	0	35	0	0	30	0	2	0	0	0	1	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	5	0	0	0	2	23	2	1	0	0	4	0	2	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	490	"AWI"	490	12625	13874	13167	2	0	0	4	0	0	0	0	14	0	0	11	0	1	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	1	12	10	0	0	0	1	0	1	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	492	"AWI"	492	12702	13987	13304	0	0	0	1	0	0	0	0	21	0	0	19	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	436	0	0	1	0	1	0	0	0	1	17	2	1	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	495	"AWI"	495	12781	14179	13502	0	1	0	0	0	0	0	0	20	0	0	19	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	562	0	0	0	0	2	0	0	0	2	13	2	0	0	0	3	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	497	"AWI"	497	12824	14329	13630	0	0	0	0	0	0	0	0	28	0	0	16	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	707	0	0	0	0	0	0	0	0	1	19	3	2	0	0	0	0	1	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	500	"AWI"	500	12884	14595	13815	1	0	0	0	0	0	0	0	12	0	0	15	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	284	0	0	0	0	2	0	0	0	1	10	1	0	0	0	0	0	1	1	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	502	"AWI"	502	13005	14615	13875	0	0	0	2	0	0	0	0	10	0	0	17	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	152	0	0	0	0	0	0	0	0	1	8	6	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	505	"AWI"	505	13161	14653	13967	2	0	0	5	1	0	0	0	34	0	0	38	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	421	0	0	0	0	7	0	0	0	5	24	41	1	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	510	"AWI"	510	13323	14741	14131	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	20	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	520	"AWI"	520	13569	15152	14458	1	0	0	1	0	0	0	0	9	0	0	4	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	1	0	0	5	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	530	"AWI"	530	13704	15371	14625	1	0	0	2	0	0	0	0	20	0	0	8	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	0	0	0	5	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	540	"AWI"	540	13844	15688	14781	2	0	0	0	0	0	0	0	38	0	0	11	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	5	0	0	0	2	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	550	"AWI"	550	14016	15894	14941	0	0	0	2	0	0	0	0	23	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	560	"AWI"	560	14171	16169	15093	1	0	0	1	0	0	0	0	75	0	0	15	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	4	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	570	"AWI"	570	14349	16358	15240	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	580	"AWI"	580	14457	16626	15402	0	0	0	1	0	0	0	0	44	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	2	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	590	"AWI"	590	14665	16829	15568	0	0	0	1	0	0	0	0	22	0	0	3	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	600	"AWI"	600	14811	17134	15744	0	0	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
