"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
24181	42542	"Bruchbergmoor"	51.777428	10.490014	50	"AWI"	50	1780	2578	2242	3	0	64	1	0	0	7	0	81	0	0	0	1	0	0	0	0	0	0	34	102	0	0	0	0	202	0	4	0	0	0	0	0	0	0	27	55	30	2	0	0	0	0	46	0	0	0	0	0	0	0	1	0	0	2	7	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	55	"AWI"	55	1868	2727	2378	0	3	61	2	2	0	10	0	96	0	0	0	1	0	0	0	0	0	0	56	63	0	0	0	0	192	0	14	0	0	0	0	0	0	0	5	30	49	0	0	0	0	0	53	0	0	1	4	1	0	0	0	0	0	0	15	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	60	"AWI"	60	2025	2859	2504	2	0	79	0	0	0	16	0	96	0	0	0	0	0	0	0	0	0	0	52	59	0	0	0	0	190	0	13	0	0	0	0	0	0	0	14	56	51	0	0	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	4	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	65	"AWI"	65	2268	2908	2632	1	1	125	1	2	1	19	0	108	0	0	0	0	0	0	0	0	0	0	54	68	0	0	0	0	167	0	9	0	0	0	0	0	0	0	4	29	21	0	0	0	0	0	42	0	0	1	0	2	0	0	0	0	0	8	7	2	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	70	"AWI"	70	2410	2985	2760	7	1	104	1	0	0	4	0	53	0	0	0	1	0	0	0	0	0	0	77	13	0	0	0	0	166	0	6	0	0	0	0	0	0	0	8	48	58	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	8	12	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	75	"AWI"	75	2515	3060	2844	4	1	84	1	1	0	6	0	49	0	0	0	0	0	0	0	0	0	0	65	12	0	0	0	0	173	0	5	0	0	0	0	0	0	0	4	88	58	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	9	11	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	80	"AWI"	80	2607	3113	2889	4	1	148	0	0	0	2	0	71	0	0	0	0	0	0	0	0	0	0	95	12	0	0	0	0	141	0	19	0	0	0	0	0	0	0	3	42	23	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	6	20	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	85	"AWI"	85	2679	3183	2930	1	2	152	1	0	0	10	0	74	0	1	0	1	0	0	0	0	0	0	168	8	0	0	0	0	87	0	13	0	0	0	0	0	0	0	11	32	43	0	0	0	0	0	57	0	0	0	0	2	0	0	0	0	0	11	26	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	90	"AWI"	90	2763	3252	2986	0	1	130	0	0	0	7	0	62	0	0	0	0	0	0	0	0	0	0	105	2	0	0	0	0	141	0	8	0	0	0	0	0	0	0	2	69	24	0	0	0	0	0	61	0	0	1	0	0	0	0	0	0	0	10	11	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	95	"AWI"	95	2820	3326	3050	2	4	147	0	0	0	7	0	51	0	0	1	1	0	0	0	0	0	0	211	2	0	0	0	0	64	0	6	0	0	0	0	0	0	0	4	49	52	0	0	0	0	0	95	0	0	1	0	0	0	0	0	0	0	13	18	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	100	"AWI"	100	2850	3439	3112	2	3	213	0	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	252	151	0	84	0	0	57	0	15	0	0	0	0	0	0	0	3	31	26	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	1	7	16	2	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	105	"AWI"	105	2913	3518	3182	0	0	206	3	0	0	5	0	78	0	0	0	0	0	0	0	0	0	0	425	7	0	0	0	0	38	0	15	0	0	0	0	0	0	0	3	50	25	7	0	0	0	0	67	0	0	0	3	0	0	0	0	0	1	12	22	3	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	110	"AWI"	110	2964	3590	3258	0	1	155	1	2	0	11	0	86	0	0	0	0	0	0	0	0	0	0	189	10	0	0	0	0	27	0	15	0	0	0	0	0	0	0	6	53	53	4	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	38	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	115	"AWI"	115	3003	3682	3331	1	2	111	1	0	0	3	0	95	0	0	0	2	0	0	0	0	0	0	84	6	0	103	0	0	51	0	16	0	0	0	0	0	0	0	3	46	67	0	0	0	0	0	73	0	0	0	0	2	0	0	0	0	0	13	36	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	120	"AWI"	120	3091	3739	3399	2	4	179	1	0	0	9	0	46	0	0	0	0	0	0	0	0	0	0	288	9	0	0	0	0	64	0	10	0	0	0	0	0	0	0	8	30	48	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	1	22	34	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	125	"AWI"	125	3169	3801	3475	3	3	140	0	1	0	7	0	58	0	0	0	0	0	0	0	0	0	0	316	7	0	0	0	0	52	0	13	0	0	0	0	0	0	0	4	67	32	0	0	0	0	0	107	0	0	0	0	2	0	0	0	0	1	24	34	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	130	"AWI"	130	3206	3889	3549	3	5	154	1	1	0	9	0	59	0	0	0	1	0	0	0	0	0	0	413	1	0	0	0	0	49	0	11	0	0	0	0	0	0	0	9	46	27	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	2	25	18	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	135	"AWI"	135	3340	3943	3613	2	4	125	0	0	2	0	0	52	0	0	0	0	0	0	0	0	0	0	256	4	0	0	0	0	35	0	12	0	0	0	0	0	0	0	7	110	48	0	0	0	0	0	96	0	0	0	0	2	0	0	0	0	0	11	16	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	140	"AWI"	140	3430	4008	3680	3	1	143	1	0	1	5	0	39	0	0	0	0	0	0	0	0	0	0	218	9	0	0	0	0	27	0	14	0	0	0	0	0	0	0	1	66	60	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	18	26	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	145	"AWI"	145	3481	4091	3753	4	0	127	1	0	0	1	0	38	0	0	0	0	0	0	0	0	0	0	258	25	0	0	1	0	24	0	17	0	0	0	0	0	0	0	3	75	58	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	21	29	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	150	"AWI"	150	3556	4206	3844	2	2	168	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	0	306	8	0	231	0	0	27	0	28	0	0	0	0	0	0	0	1	33	22	7	0	0	0	0	112	0	0	1	0	0	0	0	0	0	0	12	32	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	155	"AWI"	155	3605	4367	3927	1	4	129	1	1	0	3	0	35	0	0	0	0	0	0	0	0	0	0	319	7	0	0	0	0	12	0	39	0	0	0	0	0	0	0	0	34	55	0	0	0	0	0	179	0	0	1	0	1	0	0	0	0	0	16	8	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	160	"AWI"	160	3647	4568	4007	0	1	98	0	0	0	3	0	33	0	0	0	0	0	0	0	0	0	0	143	15	0	0	0	0	17	0	24	0	0	0	0	0	0	0	0	148	51	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	12	14	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	165	"AWI"	165	3720	4643	4103	0	1	166	0	0	0	2	0	52	0	0	0	0	0	0	0	0	0	0	175	10	0	0	0	0	32	0	30	0	0	0	0	0	0	0	2	38	52	0	0	0	2	0	120	0	0	3	0	2	0	0	0	0	0	9	16	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	170	"AWI"	170	3769	4763	4200	0	0	164	1	1	0	9	0	59	0	0	0	0	0	0	0	0	0	0	451	13	0	0	0	0	14	0	23	0	0	0	0	0	0	0	3	37	69	0	0	0	0	0	109	0	0	2	0	2	0	0	1	0	2	17	14	6	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	175	"AWI"	175	3821	4905	4284	0	5	129	0	1	0	5	0	37	0	0	0	0	0	0	0	0	0	0	402	1	0	0	1	0	13	0	34	0	0	0	0	0	0	0	1	72	47	3	0	0	0	0	133	0	0	0	0	2	0	0	0	0	0	15	17	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	180	"AWI"	180	3894	4961	4377	1	1	102	0	0	0	4	0	45	0	0	0	0	0	0	0	0	0	0	274	15	0	0	0	0	13	0	26	0	0	0	0	0	0	0	0	100	77	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	24	27	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	185	"AWI"	185	3955	5052	4465	0	0	128	1	1	0	11	0	43	0	0	0	0	0	0	0	0	0	0	239	10	0	0	0	0	16	0	28	0	0	0	0	0	0	0	0	79	65	0	0	0	0	0	106	0	0	0	0	1	0	0	0	0	0	21	21	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	190	"AWI"	190	4026	5160	4550	0	4	173	4	2	0	8	0	48	0	0	0	1	0	0	0	0	0	0	372	2	0	0	0	0	19	0	24	0	0	0	0	0	0	0	0	54	31	8	0	0	0	0	126	0	0	0	0	1	0	0	0	0	0	19	22	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	195	"AWI"	195	4123	5211	4639	0	1	121	1	0	0	5	0	35	0	0	0	0	0	0	0	0	1	0	235	9	0	0	0	0	32	0	29	0	0	0	0	0	0	0	0	85	40	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	28	17	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	200	"AWI"	200	4190	5291	4730	0	4	120	0	0	1	2	0	45	0	0	0	0	0	0	0	0	0	0	318	8	0	0	0	0	5	0	25	0	0	0	0	0	0	0	0	62	121	3	0	0	0	0	100	0	0	0	0	3	0	0	0	0	2	14	16	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	205	"AWI"	205	4278	5379	4820	0	0	97	0	1	1	0	0	32	0	0	0	0	0	0	0	0	0	0	258	11	1	0	0	0	15	0	10	0	0	0	0	0	0	0	0	140	92	0	0	0	0	0	96	0	0	0	0	2	0	0	0	0	0	26	10	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	210	"AWI"	210	4382	5449	4908	1	0	88	0	0	0	2	0	78	0	0	0	0	0	0	0	0	0	0	562	3	0	56	0	0	5	0	19	0	0	0	0	0	0	0	0	87	94	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	31	5	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	215	"AWI"	215	4460	5536	4999	0	1	100	0	0	0	4	0	59	0	0	0	0	0	0	0	0	0	0	247	17	0	73	0	0	12	0	27	0	0	0	0	0	0	0	0	62	48	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	1	26	49	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	220	"AWI"	220	4563	5622	5084	0	1	122	0	0	1	2	0	36	0	0	0	0	0	0	0	0	0	0	333	16	0	0	1	0	9	0	39	0	0	0	0	0	0	0	2	69	64	0	0	0	0	0	112	0	0	1	0	1	0	0	0	0	0	34	34	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	225	"AWI"	225	4676	5692	5175	0	2	98	1	0	3	4	0	41	0	0	0	0	0	0	0	0	0	0	401	18	0	0	0	0	19	0	48	0	0	0	0	0	0	0	0	77	56	0	0	0	0	0	102	0	0	1	0	0	1	0	0	0	1	25	32	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	230	"AWI"	230	4753	5772	5267	0	2	115	0	3	2	8	0	59	0	0	0	0	0	0	0	0	0	0	224	42	0	0	0	0	6	0	43	0	0	0	0	0	0	0	0	92	49	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	24	24	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	235	"AWI"	235	4887	5845	5357	0	2	98	0	0	1	6	0	36	0	0	0	0	0	0	0	0	0	0	291	11	0	0	1	0	16	0	37	0	0	0	0	0	0	0	0	123	77	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	1	20	18	0	1
24181	42542	"Bruchbergmoor"	51.777428	10.490014	240	"AWI"	240	5034	5889	5444	0	1	136	0	1	3	6	0	43	0	1	0	0	0	0	0	0	0	1	259	10	0	0	1	0	6	0	55	0	1	0	0	0	0	0	0	80	55	0	0	0	0	0	95	0	0	0	0	4	0	0	0	0	0	29	18	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	245	"AWI"	245	5117	5979	5540	0	2	91	0	1	0	4	0	47	0	0	0	0	0	0	0	0	0	0	312	4	0	0	0	0	4	0	19	0	0	0	0	0	2	0	0	103	89	2	0	0	0	0	107	0	0	0	0	1	0	0	0	0	0	36	20	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	250	"AWI"	250	5321	6065	5670	0	1	119	1	1	1	3	0	88	0	0	0	0	0	0	0	0	0	0	216	16	0	43	0	0	4	0	49	0	0	0	0	0	0	0	0	57	38	0	0	0	0	0	109	0	0	1	0	1	0	0	0	0	0	38	22	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	255	"AWI"	255	5502	6155	5831	0	0	105	0	0	0	15	0	79	0	1	0	0	0	0	0	0	0	0	456	4	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	91	70	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	1	27	36	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	260	"AWI"	260	5611	6320	5987	0	0	134	0	0	0	8	0	49	0	0	0	0	0	0	0	0	0	0	352	10	0	0	1	0	0	0	26	0	0	0	0	0	0	0	0	76	68	0	0	0	0	0	96	0	0	1	0	1	0	0	0	0	1	29	33	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	265	"AWI"	265	5744	6433	6107	0	0	105	0	2	0	4	0	73	0	0	0	0	0	0	0	0	0	0	169	53	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	23	44	0	0	0	0	0	88	0	0	0	0	2	0	0	0	0	0	0	97	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	270	"AWI"	270	5845	6570	6219	0	1	114	1	2	1	2	0	60	0	0	0	0	0	0	0	0	0	0	265	18	0	0	1	0	0	0	41	0	0	0	0	0	0	0	0	54	84	0	0	0	0	0	85	0	0	1	0	3	0	0	0	0	2	0	64	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	275	"AWI"	275	5915	6778	6330	0	0	81	1	1	1	2	0	60	0	0	0	0	0	0	0	0	0	0	220	7	0	0	3	0	0	0	66	0	0	0	0	0	0	0	0	69	58	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	33	96	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	280	"AWI"	280	6126	6886	6464	0	0	82	0	3	2	7	0	45	0	0	0	0	0	0	0	0	0	0	185	14	0	0	1	0	0	0	48	0	0	0	0	0	0	0	0	33	109	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	31	58	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	285	"AWI"	285	6243	7036	6616	0	1	123	1	1	2	2	0	45	0	0	0	0	0	0	0	0	0	1	347	23	0	0	1	0	1	0	32	0	0	0	0	0	0	0	0	30	44	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	43	126	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	290	"AWI"	290	6317	7295	6752	0	0	90	1	1	2	2	0	57	0	0	0	0	0	0	0	0	0	0	281	24	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	7	63	0	0	0	0	0	92	0	0	0	0	1	0	0	0	0	0	35	134	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	295	"AWI"	295	6460	7415	6909	0	1	92	1	1	0	4	0	47	0	0	0	0	0	0	0	0	0	0	262	24	0	0	0	0	1	0	33	0	0	0	0	0	0	0	0	2	28	0	0	0	0	0	93	0	0	1	0	0	0	0	0	0	0	30	191	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	300	"AWI"	300	6554	7589	7067	0	0	97	1	1	1	10	0	69	0	0	0	0	0	0	0	0	0	0	236	45	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	97	0	0	2	0	1	0	0	0	1	1	31	132	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	305	"AWI"	305	6643	7816	7218	0	2	125	0	2	2	3	0	61	0	0	0	0	0	0	0	0	0	0	329	18	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	3	65	0	0	0	0	0	118	0	0	0	0	0	2	0	0	0	0	32	150	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	310	"AWI"	310	6891	7888	7369	0	0	97	0	0	4	2	0	66	0	0	0	0	0	0	0	0	0	0	363	28	0	0	0	0	3	1	17	0	0	0	0	0	0	0	0	1	80	0	0	0	0	0	85	0	0	0	0	1	0	0	0	0	2	33	121	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	315	"AWI"	315	7055	8009	7535	0	0	78	0	3	0	5	0	45	0	0	0	0	0	0	0	0	0	0	306	20	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	70	0	0	1	0	1	0	0	0	0	0	48	132	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	320	"AWI"	320	7198	8171	7689	0	0	87	0	0	1	6	0	58	0	0	0	0	0	0	0	0	0	0	357	19	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	114	0	0	0	0	0	71	0	0	0	0	4	0	0	0	0	1	0	140	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	325	"AWI"	325	7426	8258	7832	0	0	45	0	1	0	3	0	106	0	0	0	0	0	0	0	0	0	0	215	44	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	61	0	0	0	0	1	0	0	0	0	0	26	100	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	330	"AWI"	330	7536	8406	7979	0	1	67	1	3	2	4	0	100	0	0	0	0	0	0	0	0	0	0	386	49	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	53	0	45	0	0	0	0	0	0	0	0	0	121	1	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	335	"AWI"	335	7658	8602	8116	0	0	82	0	6	0	2	0	76	0	0	0	0	0	0	0	1	0	0	502	75	0	9	0	0	0	1	4	0	0	0	0	0	0	0	0	1	100	0	0	0	0	0	91	0	0	0	0	0	0	0	0	1	1	33	120	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	340	"AWI"	340	7815	8682	8242	0	0	81	0	9	2	5	0	85	0	0	0	0	0	0	0	1	0	0	711	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	1	69	0	32	2	0	5	0	0	0	0	4	29	167	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	345	"AWI"	345	7899	8807	8372	0	0	67	1	3	1	1	0	88	0	0	0	0	0	0	0	3	0	0	950	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	1	92	0	0	0	0	1	2	0	0	0	0	24	142	0	1
24181	42542	"Bruchbergmoor"	51.777428	10.490014	350	"AWI"	350	8044	8937	8493	0	0	64	0	44	4	5	0	139	0	0	0	1	0	0	0	0	0	0	1056	43	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	66	0	0	0	0	1	80	0	118	0	0	30	0	0	0	0	0	26	113	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	355	"AWI"	355	8275	9009	8616	0	0	40	0	6	9	5	0	68	0	0	0	3	0	0	0	0	0	0	903	107	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	150	0	0	0	0	0	93	0	49	0	0	1	1	0	3	0	1	29	136	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	360	"AWI"	360	8420	9111	8744	0	0	6	0	13	4	2	0	82	0	0	0	0	0	0	0	2	0	0	1047	211	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	62	0	0	0	0	4	0	0	0	0	1	25	107	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	365	"AWI"	365	8551	9254	8883	0	1	9	0	0	1	9	0	87	0	0	0	0	0	0	0	0	0	0	1820	72	0	155	0	0	1	0	3	0	0	0	1	0	0	0	0	0	207	0	0	0	0	0	78	0	0	2	0	8	0	0	0	0	0	21	107	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	370	"AWI"	370	8672	9391	9028	0	0	8	1	0	3	1	0	124	0	0	0	0	0	0	0	0	0	0	776	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	76	0	0	1	0	7	0	0	0	0	0	13	84	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	375	"AWI"	375	8732	9604	9165	0	0	2	0	1	4	5	0	97	0	0	0	0	0	0	0	1	0	0	1036	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	65	0	0	0	0	11	0	0	0	1	0	14	91	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	380	"AWI"	380	8838	9745	9292	0	0	0	0	3	2	6	0	191	0	0	0	0	0	0	0	0	0	0	1126	101	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	55	0	0	0	0	10	0	0	0	3	0	0	88	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	385	"AWI"	385	8955	9849	9420	0	0	2	1	10	4	10	0	167	0	0	0	0	0	0	0	0	0	0	2947	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	91	0	8	1	0	7	0	0	0	0	0	0	133	0	0
