"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16320	25320	"Le Grand Montarnu"	47.01194	4.05	0	"AWI"	0	-135	20	-54	0.715563506261181	0.178890876565295	11.4490161001789	0.35778175313059	0	0.178890876565295	0	0	0	17.8890876565295	0	0.178890876565295	0	0.178890876565295	0	0	1.43112701252236	0	3.5778175313059	6.61896243291592	0	0	5.90339892665474	0	1.78890876565295	0	0	0	0	0.178890876565295	0	0	0	0	0	1.07334525939177	0	4.83005366726297	2.14669051878354	0	25.7602862254025	0	0.35778175313059	0	0	13.4168157423971	0.178890876565295	0	0	0.35778175313059	0.715563506261181	0	0	0.178890876565295	0.178890876565295	0	0	0.178890876565295	0	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	4	"AWI"	4	-38	384	133	1.14285714285714	0	8.57142857142857	0	0	0	0	0.571428571428571	0	16.5714285714286	0	0.285714285714286	0	0	0	0	0.571428571428571	0	8.85714285714286	3.42857142857143	0	0	18	0	0.857142857142857	0	0	0	0	0.571428571428571	0	0	0	0	0	1.14285714285714	0	12.2857142857143	9.71428571428571	0	0	0	0	0	0	9.14285714285714	0.571428571428571	0	4.28571428571429	1.14285714285714	1.14285714285714	0	0	0.571428571428571	0	0	0	0	0.285714285714286	0.285714285714286	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	8	"AWI"	8	113	569	335	0	0	8.07453416149068	0.31055900621118	0	0.31055900621118	0	0	0	9.00621118012422	0	0.31055900621118	0	2.79503105590062	0	0	7.7639751552795	0	4.03726708074534	14.9068322981366	0	0	18.3229813664596	0.93167701863354	0	0	0	0	0	0.31055900621118	0	0	0	0	0	1.86335403726708	0	0	1.86335403726708	0	0	0	0.31055900621118	0	0	17.3913043478261	0	0	7.14285714285714	2.48447204968944	0.31055900621118	0	0	0.62111801242236	0	0.31055900621118	0	0	0.31055900621118	0.31055900621118	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	11	"AWI"	11	280	659	490	0	0	15.4246100519931	0.173310225303293	0	0.173310225303293	0	0.693240901213172	0	19.5840554592721	0.173310225303293	0.693240901213172	0	0	0	0	0.866551126516464	0	9.18544194107452	5.71923743500867	0	0	34.315424610052	0	0	0	0	0	0	0.346620450606586	0.173310225303293	0	0	0	0.173310225303293	1.38648180242634	0	0	0.866551126516464	0	0	0	0	0	0	7.79896013864818	0.346620450606586	0	0	1.21317157712305	0.346620450606586	0	0	0.173310225303293	0	0	0	0	0	0.173310225303293	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	12	"AWI"	12	389	678	543	0	0	10.5014191106906	0.0946073793755913	0	0.0946073793755913	0	0.283822138126774	0	44.3708609271523	0	0.189214758751183	0	0.567644276253548	0	0	0.189214758751183	0	4.54115421002838	2.83822138126774	0	0	25.922421948912	0	0.189214758751183	0	0	0	0	0.283822138126774	0.0946073793755913	0	0	0	0	0.851466414380322	0	0	0.283822138126774	0	0	0	0.189214758751183	0	0	5.58183538315989	0.189214758751183	0	0.189214758751183	1.79754020813623	0.283822138126774	0	0	0.0946073793755913	0.189214758751183	0	0	0	0.0946073793755913	0.0946073793755913	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	13	"AWI"	13	487	703	596	0	0	15.663430420712	0	0	0	0	0	0	41.5533980582524	0	0	0	0.0647249190938511	0	0	0.129449838187702	0	15.0809061488673	1.48867313915858	0	0	18.3171521035599	0.0647249190938511	0.0647249190938511	0	0	0	0	0.0647249190938511	0	0	0	0	0	0.711974110032363	0	0	0.517799352750809	0	0	0	0	0	0.0647249190938511	4.91909385113269	0.129449838187702	0	0.129449838187702	0.453074433656958	0.194174757281553	0	0	0	0.0647249190938511	0	0	0	0.129449838187702	0.0647249190938511	0	0.129449838187702
16320	25320	"Le Grand Montarnu"	47.01194	4.05	16	"AWI"	16	763	923	848	0	0	39.8746081504702	0.0626959247648903	0	0.125391849529781	0	0.0626959247648903	0	35.7366771159875	0	0.0626959247648903	0	0.250783699059561	0	0	0	0	2.25705329153605	1.3166144200627	0	0	13.4169278996865	0.125391849529781	0.188087774294671	0	0	0	0	0.0626959247648903	0	0	0	0	0	0.752351097178683	0	0	0.313479623824451	0	0	0	0	0	0	3.51097178683386	0.0626959247648903	0	0	0.877742946708464	0.815047021943574	0	0	0.0626959247648903	0	0	0.0626959247648903	0	0	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	20	"AWI"	20	1289	1511	1433	0.146305779078274	0.0731528895391368	74.1770299926847	0	0	0	0.0731528895391368	0	0	2.1945866861741	0	0	0	0	0	0	0.0731528895391368	0	2.1945866861741	0.658376005852231	0	0	13.7527432333577	0	0.365764447695684	0	0	0	0	0	0	0	0	0	0	0.877834674469641	0	0	0.438917337234821	0	0	0	0.0731528895391368	0	0	4.09656181419166	0.146305779078274	0	0	0.0731528895391368	0.146305779078274	0	0	0.0731528895391368	0	0	0	0	0.292611558156547	0.0731528895391368	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	21	"AWI"	21	1402	1589	1522	0	0	54.3245175125089	0.0714796283059328	0.643316654753395	0	0	0.0714796283059328	0	2.14438884917798	0	0.0714796283059328	0	0	0	0.0714796283059328	0	0	7.21944245889921	0.0714796283059328	0	0	24.1601143674053	0	0.357398141529664	0	0	0	0	0	0	0	0	0	0	0.929235167977126	0	0	0.428877769835597	0	0	0	0	0	0	8.36311651179414	0.142959256611866	0	0	0	0.214438884917798	0	0.0714796283059328	0	0	0	0	0.0714796283059328	0.571837026447462	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	23	"AWI"	23	1594	1797	1702	0.153609831029186	0	37.4807987711214	0.460829493087558	0	0.153609831029186	0.153609831029186	0.153609831029186	0	3.68663594470046	0	0	0	0	0	0.153609831029186	0	0	8.14132104454685	1.0752688172043	0	0	32.4116743471582	0.153609831029186	0.460829493087558	0	0	0	0	0	0.153609831029186	0	0	0	0.153609831029186	0.307219662058372	0	0	0.307219662058372	0	0	0	0.153609831029186	0	0.307219662058372	11.0599078341014	0.614439324116744	0	0.153609831029186	1.0752688172043	0.614439324116744	0	0	0	0.153609831029186	0	0	0	0.153609831029186	0.153609831029186	0	0
