"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Montiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
23846	41333	"Lobbs Bog"	50.97056	-3.62361	12	"AWI"	12	-63	243	58	11.3924050632911	1.26582278481013	0	12.6582278481013	0	0	0	0	1.89873417721519	0.632911392405063	4.43037974683544	0	0	0	0	0	0	0	0	5.69620253164557	0	0	0	0	9.49367088607595	0	0	0	0	0.632911392405063	0	6.32911392405063	0	0	0	0	1.26582278481013	13.9240506329114	0	0	0	0	0.632911392405063	0	0	29.746835443038	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	16	"AWI"	16	-39	292	103	10.7438016528926	0	0	4.95867768595041	0	0	2.47933884297521	0	2.47933884297521	0.826446280991736	0	0	0	0	0	0.826446280991736	0	0	0	3.30578512396694	0	0	0	0	7.43801652892562	0	0	0	0.826446280991736	0	0	24.7933884297521	0	0	0	0	0	26.4462809917355	0	0	0	3.30578512396694	0	0	0	11.5702479338843	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	20	"AWI"	20	-22	357	142	7.52688172043011	0	1.0752688172043	6.45161290322581	0	0	0	0	0	1.0752688172043	0	0	0	0	0	0	0	0	0	9.67741935483871	0	0	0	0	9.67741935483871	0	0	0	0	2.1505376344086	0	4.3010752688172	0	0	0	0	3.2258064516129	23.6559139784946	0	0	0	0	0	0	0	31.1827956989247	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	24	"AWI"	24	15	388	185	5	1.25	0	8.75	0	0	0	0	0	2.5	0	0	0	0	1.25	0	0	0	0	3.75	1.25	0	0	0	16.25	0	0	0	0	0	0	13.75	0	0	0	0	1.25	18.75	1.25	0	0	6.25	0	0	0	18.75	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	28	"AWI"	28	41	434	227	3.84615384615385	1.28205128205128	0	8.97435897435897	0	0	0	0	2.56410256410256	0	0	0	0	0	2.56410256410256	0	0	0	0	6.41025641025641	0	0	0	0	19.2307692307692	0	0	0	0	0	0	2.56410256410256	0	0	0	0	8.97435897435897	15.3846153846154	0	0	0	0	0	0	0	28.2051282051282	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	32	"AWI"	32	76	479	268	8.33333333333333	0	0	7.14285714285714	0	0	0	0	1.19047619047619	0	4.76190476190476	0	0	0	1.19047619047619	1.19047619047619	0	2.38095238095238	0	4.76190476190476	0	0	0	1.19047619047619	10.7142857142857	0	0	0	0	0	0	1.19047619047619	1.19047619047619	0	0	0	21.4285714285714	15.4761904761905	0	0	0	0	0	0	0	17.8571428571429	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	36	"AWI"	36	112	507	311	11.5789473684211	0	0	7.36842105263158	3.15789473684211	0	0	2.10526315789474	0	1.05263157894737	14.7368421052632	0	0	0	0	7.36842105263158	2.10526315789474	0	0	1.05263157894737	1.05263157894737	0	0	0	3.15789473684211	0	0	1.05263157894737	0	0	0	0	1.05263157894737	0	0	0	8.42105263157895	9.47368421052632	2.10526315789474	0	0	0	0	0	0	23.1578947368421	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	40	"AWI"	40	137	558	355	3.33333333333333	1.66666666666667	1.66666666666667	1.66666666666667	0	0	0	0	0	1.66666666666667	0	0	0	0	3.33333333333333	0	0	1.66666666666667	0	3.33333333333333	0	3.33333333333333	0	0	13.3333333333333	0	0	0	0	0	0	3.33333333333333	0	0	0	0	1.66666666666667	18.3333333333333	1.66666666666667	0	0	15	0	0	0	25	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	44	"AWI"	44	193	581	395	7.92079207920792	1.98019801980198	0	11.8811881188119	11.8811881188119	0	0	5.94059405940594	0	0	18.8118811881188	0	0	0	0	8.91089108910891	0	0.99009900990099	0	1.98019801980198	0	2.97029702970297	0	0	2.97029702970297	0	0	0	0	0	0	0.99009900990099	0	0	0	0	7.92079207920792	0	0	0	0	0	0	1.98019801980198	0	12.8712871287129	0
23846	41333	"Lobbs Bog"	50.97056	-3.62361	48	"AWI"	48	230	611	437	3.03030303030303	4.04040404040404	1.01010101010101	5.05050505050505	18.1818181818182	0	0	1.01010101010101	4.04040404040404	3.03030303030303	7.07070707070707	0	0	0	0	8.08080808080808	0	0	0	0	1.01010101010101	0	0	0	9.09090909090909	0	1.01010101010101	0	0	0	0	0	0	0	0	0	4.04040404040404	5.05050505050505	0	0	0	0	0	0	0	22.2222222222222	3.03030303030303
