"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Tilia"	"Ulmus"
3301	4285	"Lac Mouton"	44.05778	7.44472	50	"AWI"	50	1797	3524	2799	26.9372693726937	0	2.5830258302583	0	1.8450184501845	1.8450184501845	2.2140221402214	1.4760147601476	0	0	0	0	0	0	0	1.4760147601476	0	0	2.5830258302583	0	0	0	0	0	0.738007380073801	0	0.738007380073801	0	0	2.5830258302583	0	0	0	0	0	2.5830258302583	33.9483394833948	0	0	0.3690036900369	2.9520295202952	0	8.11808118081181	0	0	0	0.3690036900369	0	6.27306273062731	0	0	0	0.3690036900369
3301	4285	"Lac Mouton"	44.05778	7.44472	60	"AWI"	60	2871	4087	3377	36.6459627329193	0	4.96894409937888	0	4.34782608695652	1.86335403726708	6.83229813664596	1.86335403726708	0	0.62111801242236	0	0	0	0	0	5.59006211180124	0	0	4.34782608695652	0	0	0	0	0	1.86335403726708	0	1.24223602484472	0	0	4.96894409937888	0	0	0	0.62111801242236	0	0.62111801242236	0	0	0	0	3.1055900621118	1.24223602484472	4.96894409937888	0.62111801242236	3.1055900621118	0	1.24223602484472	0	6.2111801242236	0.62111801242236	0.62111801242236	0	1.86335403726708
3301	4285	"Lac Mouton"	44.05778	7.44472	65	"AWI"	65	3159	4865	3841	61.9354838709677	1.29032258064516	2.58064516129032	0	0	0	2.58064516129032	3.2258064516129	1.29032258064516	0.645161290322581	0	0	0	0	0	4.51612903225806	0	0	6.45161290322581	0	0	0	0	0	0	0	0	0	0	3.2258064516129	1.29032258064516	0	0	0	0	1.29032258064516	0	0	0	0	7.09677419354839	0	1.93548387096774	0	0	0	0	0	0	0	0	0.645161290322581	0
3301	4285	"Lac Mouton"	44.05778	7.44472	70	"AWI"	70	3291	6089	4268	59.1836734693878	0	0.680272108843537	0	2.72108843537415	0.680272108843537	0	1.36054421768707	0	0.680272108843537	0	0	0	0	0	1.36054421768707	0	0	4.08163265306122	0	0	0	0	0	0.680272108843537	0	1.36054421768707	0	0	5.4421768707483	0	0	0	0	0	7.48299319727891	0	0	0	0	3.40136054421769	0	3.40136054421769	0.680272108843537	0	0	0	0	5.4421768707483	0	0	0	1.36054421768707
3301	4285	"Lac Mouton"	44.05778	7.44472	80	"AWI"	80	3850	7135	5278	33.0434782608696	0	0.869565217391304	0	0.869565217391304	0	2.60869565217391	0.434782608695652	0	0.434782608695652	0	0	0	0	0	2.17391304347826	0	0	3.47826086956522	0	0	0	0	0	0	0	0	0.434782608695652	0	8.69565217391304	0.434782608695652	0	0	0	0	0	34.7826086956522	0	0.434782608695652	0	2.60869565217391	0	5.65217391304348	0	0	0	0	0	2.60869565217391	0	0	0.434782608695652	0
3301	4285	"Lac Mouton"	44.05778	7.44472	90	"AWI"	90	4616	7849	6327	42.0168067226891	0	1.26050420168067	0.420168067226891	1.26050420168067	1.68067226890756	0	2.10084033613445	0	0.420168067226891	0	0	0	0	0	1.68067226890756	0	0.420168067226891	2.10084033613445	0	0	0	0	0	0	0	0	0.420168067226891	0	2.94117647058824	0	0	0	0	0	0	28.1512605042017	0	0	0	4.20168067226891	0	4.20168067226891	0	0	0	1.26050420168067	0	5.04201680672269	0	0	0.420168067226891	0
3301	4285	"Lac Mouton"	44.05778	7.44472	100	"AWI"	100	5686	8384	7298	51.7241379310345	0	3.44827586206897	0	1.72413793103448	1.14942528735632	4.02298850574713	4.59770114942529	0	0.574712643678161	0	0	0	0	0	5.17241379310345	0	0.574712643678161	2.8735632183908	0	0	0	0	0	0	0	0	0	0	3.44827586206897	0	0	0	0	0	0	0	0	0	0	6.89655172413793	0	4.59770114942529	0.574712643678161	0	0.574712643678161	0	0	6.32183908045977	0	0	0	1.72413793103448
3301	4285	"Lac Mouton"	44.05778	7.44472	110	"AWI"	110	7069	8781	8194	56.078431372549	0	1.96078431372549	0	0	0.392156862745098	0	2.35294117647059	0	0.392156862745098	0	0	0	0	0	1.56862745098039	0	0	0.784313725490196	0	0	0	0	0	0	0	0	0	0	1.56862745098039	0	0	0	0	0	0	29.0196078431373	0	0	0	0.784313725490196	0	1.96078431372549	0	1.17647058823529	0	0	0	1.17647058823529	0	0	0.392156862745098	0.392156862745098
3301	4285	"Lac Mouton"	44.05778	7.44472	115	"AWI"	115	7705	8876	8414	55.6451612903226	0	4.03225806451613	0	0	1.61290322580645	0	8.87096774193548	0	0	0	0	0	0	0	6.45161290322581	0	0	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2258064516129	0	8.87096774193548	0	0	0	0	0	4.03225806451613	0	0	0.806451612903226	4.83870967741935
3301	4285	"Lac Mouton"	44.05778	7.44472	120	"AWI"	120	8103	9090	8653	62.6984126984127	0	2.38095238095238	0	2.38095238095238	0	0	2.38095238095238	0	0	0	0	0	0	0	3.17460317460317	0	0	1.58730158730159	0	0	0	0.793650793650794	0	0	0	0	0	0	1.58730158730159	0	0	0.793650793650794	0	0	0	0	0	0	0	4.76190476190476	0	6.34920634920635	0	0	0	0.793650793650794	0.793650793650794	2.38095238095238	0	0	2.38095238095238	4.76190476190476
