"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ligustrum"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16144	24952	"Le Miroir"	46.53944	5.32667	305	"AWI"	305	8738	10028	9400	0	0	1	0	1	0	4	0	5	0	0	0	0	0	0	146	0	2	0	0	0	0	1	0	0	0	0	38	0	0	3	0	0	0	1	1	0	0	0	0	31	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	310	"AWI"	310	8929	10192	9582	0	0	1	0	3	0	4	0	6	0	0	0	0	0	0	119	0	3	0	0	0	0	1	0	0	0	0	56	0	0	3	0	0	0	0	1	0	0	0	0	31	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	315	"AWI"	315	9125	10356	9760	0	0	0	0	2	0	3	0	6	0	0	0	0	0	0	75	0	3	0	0	0	0	0	0	0	0	0	58	0	0	1	0	0	1	0	1	0	0	0	0	28	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	320	"AWI"	320	9322	10516	9944	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	52	0	3	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	325	"AWI"	325	9519	10668	10126	0	0	0	1	0	0	5	0	21	0	0	0	0	0	0	40	0	5	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	2	1	0	0	1	0	26	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	330	"AWI"	330	9729	10845	10310	0	0	0	1	0	0	5	0	32	0	0	0	1	0	0	18	0	7	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	1	4	0	0	1	0	17	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	335	"AWI"	335	9932	11001	10491	0	0	0	0	0	0	5	0	36	0	0	0	1	0	0	15	0	7	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	2	5	0	0	2	0	6	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	340	"AWI"	340	10132	11157	10674	0	0	0	1	0	0	4	0	49	0	0	0	2	1	0	10	0	7	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	2	1	6	1	0	0	0	1	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	345	"AWI"	345	10353	11314	10847	0	0	0	0	0	0	5	0	44	0	0	0	0	1	0	5	0	15	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	1	4	0	0	2	0	0	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	350	"AWI"	350	10557	11474	11028	0	0	0	0	0	0	5	0	43	0	0	0	1	1	0	2	0	21	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	1	4	0	0	0	0	0	2	0
16144	24952	"Le Miroir"	46.53944	5.32667	354	"AWI"	354	10728	11586	11161	0	0	0	0	0	0	5	0	46	0	0	0	0	2	0	0	0	32	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	360	"AWI"	360	10935	11821	11365	0	0	1	0	0	0	6	0	49	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	365	"AWI"	365	11095	12050	11550	0	0	1	0	0	0	7	0	45	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	75	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	370	"AWI"	370	11262	12290	11733	0	0	1	0	0	0	6	0	41	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1	0	0	70	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	375	"AWI"	375	11417	12509	11911	0	0	0	0	0	0	6	0	32	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	1	0	0	73	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	380	"AWI"	380	11569	12729	12089	0	0	0	0	0	0	6	0	30	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	1	0	0	70	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	385	"AWI"	385	11716	12954	12269	0	0	0	1	0	0	6	0	27	0	0	0	0	1	0	0	0	53	0	0	0	0	0	0	1	0	0	68	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	390	"AWI"	390	11870	13187	12456	0	0	0	1	0	0	6	0	22	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	1	0	0	60	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	400	"AWI"	400	12184	13594	12826	0	0	0	1	0	0	5	0	6	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	64	0	0	0	5	0	0	0	4	0	0	2	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	410	"AWI"	410	12482	14007	13182	0	0	0	1	3	0	7	0	15	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	45	0	0	0	1	0	2	1	6	0	0	2	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	415	"AWI"	415	12633	14223	13369	0	0	0	1	2	0	8	0	16	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	40	0	0	0	1	0	0	1	8	0	0	2	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	420	"AWI"	420	12792	14431	13547	0	0	0	2	4	0	8	0	18	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1	1	10	0	0	2	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	425	"AWI"	425	12958	14637	13728	0	0	0	0	4	0	8	0	24	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	26	0	0	0	1	0	2	1	8	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	435	"AWI"	435	13265	15048	14093	0	0	0	0	2	0	10	0	18	0	0	0	1	0	0	0	0	56	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	5	1	3	0	0	2	0	0	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	445	"AWI"	445	13579	15457	14462	0	0	0	2	0	0	4	0	2	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	1	0	0	14	0	0	0	1	0	0	2	2	0	0	2	0	0	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	450	"AWI"	450	13744	15670	14646	0	0	0	2	0	0	3	0	2	0	0	0	1	0	0	1	1	136	0	0	0	0	0	0	1	0	0	12	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0
16144	24952	"Le Miroir"	46.53944	5.32667	455	"AWI"	455	13915	15872	14826	0	0	1	3	0	0	7	0	2	0	0	0	1	1	0	0	0	130	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	460	"AWI"	460	14073	16069	15001	0	0	1	3	2	0	9	0	3	0	0	0	0	1	0	0	0	134	0	0	0	0	0	0	2	0	0	24	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0
16144	24952	"Le Miroir"	46.53944	5.32667	465	"AWI"	465	14226	16265	15176	0	0	1	3	2	0	8	0	3	0	0	2	0	0	0	0	0	131	0	0	0	0	0	0	3	0	0	28	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	470	"AWI"	470	14386	16483	15365	0	0	1	4	1	0	9	6	1	2	0	1	3	1	0	0	0	125	0	0	0	0	0	0	2	0	0	28	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	475	"AWI"	475	14554	16649	15546	0	0	2	2	3	0	8	0	27	0	0	2	2	0	0	0	0	91	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
