"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ligustrum"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16144	24952	"Le Miroir"	46.53944	5.32667	25	"AWI"	25	293	866	548	0	0	61	0	0	0	2	0	3	0	0	0	1	0	0	17	0	31	0	0	0	2	1	1	0	0	2	6	0	29	18	0	0	0	0	2	0	0	0	1	0	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	35	"AWI"	35	501	1149	796	0	0	71	1	0	0	1	0	4	0	0	0	0	0	0	20	0	41	0	0	0	2	1	2	0	0	3	8	0	38	22	0	0	0	0	4	0	0	0	1	1	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	40	"AWI"	40	609	1284	920	0	0	76	1	0	0	1	0	4	0	0	0	0	0	0	22	0	43	0	0	0	2	2	0	0	0	3	7	0	34	21	0	0	0	0	7	0	0	0	1	1	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	45	"AWI"	45	714	1420	1043	0	0	73	1	0	0	0	0	5	0	0	0	0	0	0	23	0	40	0	0	0	2	2	0	0	0	3	6	0	29	20	0	0	0	0	7	0	0	0	2	1	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	50	"AWI"	50	822	1551	1167	0	0	91	1	0	0	0	0	6	0	0	0	1	0	0	28	0	45	0	0	0	3	4	0	0	0	2	7	0	33	24	0	0	0	0	7	1	0	0	2	1	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	55	"AWI"	55	933	1673	1288	0	1	85	0	0	0	1	0	5	0	0	0	0	0	0	24	0	39	0	0	0	2	3	0	0	0	1	7	0	34	23	0	0	0	0	6	0	0	0	1	1	0	1
16144	24952	"Le Miroir"	46.53944	5.32667	60	"AWI"	60	1058	1799	1415	0	0	81	2	0	0	0	0	4	0	0	0	1	0	0	23	0	39	0	0	0	2	2	0	0	0	0	6	0	30	21	0	0	0	0	6	0	0	0	2	1	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	65	"AWI"	65	1175	1923	1538	0	0	75	1	1	0	0	0	4	0	0	0	0	0	0	16	0	29	0	0	0	1	1	0	0	0	2	6	0	22	14	0	0	0	0	4	0	0	0	2	1	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	70	"AWI"	70	1298	2044	1665	1	0	98	2	0	0	0	0	7	0	0	0	0	0	0	17	0	34	0	0	0	2	2	0	0	0	2	5	0	23	16	0	0	0	1	3	0	0	0	3	2	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	75	"AWI"	75	1422	2162	1786	1	0	105	1	0	0	0	0	8	0	0	0	0	0	0	12	0	30	0	0	0	1	2	0	0	0	2	4	0	19	14	0	0	0	1	2	0	0	0	1	2	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	80	"AWI"	80	1542	2288	1911	1	0	114	1	0	0	0	0	10	0	0	0	0	0	1	8	0	20	0	1	0	1	2	0	0	0	3	4	0	17	12	0	0	0	2	1	0	0	0	1	2	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	85	"AWI"	85	1672	2399	2035	0	0	102	1	0	0	0	0	8	0	0	0	0	0	0	20	0	16	0	0	0	4	3	0	0	0	0	6	0	14	12	0	0	0	0	2	0	0	0	1	3	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	130	"AWI"	130	2909	3362	3145	1	0	87	1	0	0	1	0	5	0	0	0	0	0	0	35	0	7	0	0	0	9	5	0	0	0	0	8	0	19	17	0	0	0	0	3	0	0	0	5	3	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	135	"AWI"	135	3076	3454	3265	1	0	76	2	1	0	1	0	5	0	0	0	1	0	0	34	0	6	0	0	0	12	5	0	0	0	0	8	0	15	16	0	0	0	0	2	0	0	0	6	3	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	140	"AWI"	140	3234	3664	3402	1	0	82	1	0	0	2	0	6	0	0	0	0	0	0	33	0	4	0	0	0	12	6	0	0	0	0	8	0	0	16	0	0	0	0	1	0	0	0	4	4	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	145	"AWI"	145	3351	3940	3581	1	0	84	0	0	0	1	0	7	0	0	0	0	0	0	31	0	4	0	0	0	12	5	0	0	1	0	7	0	15	17	0	0	0	0	1	0	0	0	5	4	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	150	"AWI"	150	3478	4170	3764	1	0	88	1	0	0	0	0	8	0	0	0	0	0	0	32	0	3	0	0	0	10	2	0	0	0	0	8	0	17	16	0	0	0	0	1	0	0	0	4	4	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	155	"AWI"	155	3614	4414	3945	1	0	87	0	0	0	0	0	11	0	0	0	0	0	0	27	0	2	0	0	0	12	2	0	0	0	0	6	0	0	18	0	0	0	1	1	0	0	0	4	3	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	160	"AWI"	160	3757	4630	4128	1	0	75	1	0	0	0	0	9	0	0	0	0	0	0	21	0	1	0	0	0	9	0	0	0	0	0	6	0	0	15	0	0	0	0	1	0	0	0	2	6	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	165	"AWI"	165	3903	4837	4304	1	1	76	0	0	0	0	0	8	0	0	0	0	0	0	32	0	10	0	0	0	10	2	0	0	0	0	6	0	0	17	0	0	0	0	1	0	0	0	8	7	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	170	"AWI"	170	4046	5036	4489	1	0	65	0	0	0	0	0	6	0	0	0	0	0	0	35	0	16	0	0	0	8	2	0	0	0	0	8	0	0	15	0	0	0	0	2	0	0	0	8	6	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	175	"AWI"	175	4197	5244	4669	1	0	60	0	0	0	1	0	4	0	0	0	0	0	0	45	0	21	0	0	0	4	3	0	0	0	0	10	0	32	14	0	0	0	1	1	0	0	0	12	5	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	180	"AWI"	180	4356	5447	4852	0	0	72	0	0	0	3	0	1	0	0	0	0	0	0	71	0	36	0	0	0	3	7	0	0	0	0	15	0	48	6	0	0	0	0	3	0	0	0	18	9	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	185	"AWI"	185	4509	5651	5031	0	0	50	0	1	0	3	0	3	0	0	0	0	0	0	80	0	20	0	0	0	4	5	0	0	0	0	13	0	36	12	0	0	0	0	1	0	0	0	6	14	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	190	"AWI"	190	4669	5855	5209	0	1	25	0	2	0	1	0	2	0	0	0	0	0	0	90	0	13	0	0	0	1	6	0	0	0	0	12	0	30	18	0	0	0	0	1	0	0	0	5	26	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	195	"AWI"	195	4826	6037	5396	0	0	11	0	2	0	0	0	1	0	0	0	0	0	1	96	0	5	0	0	0	0	7	0	0	0	0	12	0	30	21	0	0	0	0	1	0	0	0	1	29	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	200	"AWI"	200	4981	6235	5576	0	1	9	0	2	0	1	0	1	0	0	0	0	0	0	95	0	5	0	0	0	1	8	0	0	0	0	12	0	24	23	0	0	0	0	1	0	0	0	1	33	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	205	"AWI"	205	5156	6424	5754	0	0	9	0	1	0	1	0	1	0	0	0	0	0	0	95	0	5	0	0	0	1	8	0	0	0	0	13	0	27	25	0	0	0	2	3	0	0	0	2	32	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	210	"AWI"	210	5324	6621	5933	0	0	10	0	1	0	1	0	1	0	0	0	0	0	0	100	0	5	0	0	0	0	9	0	0	0	0	12	0	30	24	0	0	0	1	5	0	0	0	2	32	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	215	"AWI"	215	5486	6822	6117	0	0	10	0	2	0	2	0	1	0	0	0	0	0	0	100	0	3	0	0	0	0	9	0	0	0	0	13	0	31	23	0	0	0	0	5	0	0	0	1	28	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	220	"AWI"	220	5661	7000	6296	0	1	8	0	1	0	1	0	1	0	0	0	0	0	0	89	0	2	0	0	0	0	10	0	0	0	0	12	0	0	21	0	0	0	0	6	0	0	0	1	25	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	225	"AWI"	225	5826	7194	6479	0	0	9	0	0	0	1	0	1	0	0	0	0	0	0	95	0	2	0	0	0	0	12	0	0	0	0	13	0	0	21	0	0	0	0	7	0	0	0	0	23	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	230	"AWI"	230	6001	7379	6663	0	0	6	0	0	0	1	0	2	0	0	0	1	0	0	102	0	5	0	0	0	0	13	0	0	0	0	16	0	0	23	0	0	0	0	11	0	0	0	0	25	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	235	"AWI"	235	6168	7560	6847	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	115	0	5	0	0	0	0	15	0	0	0	0	18	0	0	21	0	0	0	0	13	0	0	0	0	26	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	240	"AWI"	240	6344	7748	7027	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	119	0	5	0	0	0	0	15	0	0	0	0	22	0	0	14	0	0	0	0	17	1	0	0	0	24	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	245	"AWI"	245	6518	7935	7210	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	109	0	5	0	0	0	0	13	0	0	0	0	20	0	0	21	0	0	0	0	18	0	0	0	0	23	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	250	"AWI"	250	6699	8108	7397	0	0	1	0	2	1	1	0	2	0	0	0	0	0	0	105	0	5	0	0	0	0	11	0	0	0	0	20	0	0	25	0	0	1	0	18	0	0	0	0	23	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	255	"AWI"	255	6862	8282	7579	0	0	1	0	2	1	1	0	3	0	0	0	0	0	0	104	0	5	0	0	0	0	7	0	0	0	0	19	0	0	26	0	0	1	0	19	0	0	0	0	24	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	260	"AWI"	260	7048	8469	7763	0	0	2	0	1	0	4	0	3	0	1	0	0	0	0	101	0	8	0	0	1	0	3	0	0	0	0	19	0	22	32	1	0	1	0	23	0	0	0	0	25	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	265	"AWI"	265	7220	8646	7946	0	0	2	0	2	0	2	0	3	0	0	0	0	0	0	123	0	9	0	0	0	0	3	0	0	0	0	20	0	0	36	1	0	1	0	21	0	0	0	0	35	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	270	"AWI"	270	7404	8833	8126	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	135	0	10	0	0	0	0	3	0	0	0	0	18	0	0	35	0	0	2	1	16	0	0	0	0	40	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	275	"AWI"	275	7585	9004	8309	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	167	0	5	0	0	0	0	3	0	0	0	0	14	0	0	34	0	0	1	1	9	0	0	0	0	43	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	280	"AWI"	280	7775	9177	8490	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	158	0	3	0	0	0	0	3	0	0	0	0	9	0	0	25	0	0	1	0	2	0	1	2	0	41	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	285	"AWI"	285	7958	9339	8676	0	0	1	0	1	0	4	0	2	0	0	0	0	0	0	266	0	3	0	0	0	0	4	0	0	0	0	22	0	0	31	0	0	2	1	2	0	0	2	0	65	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	290	"AWI"	290	8159	9520	8858	0	0	1	0	1	0	5	0	6	0	0	0	0	0	0	270	0	2	0	0	0	0	2	0	0	0	0	30	0	0	20	0	0	0	1	2	0	0	1	0	60	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	295	"AWI"	295	8354	9691	9035	0	0	2	0	3	0	4	0	7	0	0	0	0	0	0	306	0	2	0	0	0	0	1	0	0	0	0	33	0	0	14	0	0	0	1	4	0	0	2	0	64	0	0
16144	24952	"Le Miroir"	46.53944	5.32667	300	"AWI"	300	8545	9869	9217	0	0	3	0	2	0	6	0	8	0	0	0	0	0	0	327	0	1	0	0	0	0	1	0	0	0	0	37	0	0	8	0	0	0	1	5	0	0	0	0	53	0	0
