"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3351	4348	"Peyrelevade"	45.7075	2.04667	0	"AWI"	0	2781	3713	3367	0	0	10	0	0	0	0	0	36	1	0	1	0	0	2	10	17	54	0	0	26	0	1	2	0	0	0	1	2	1	30	0	122	0	0	44	0	0	0	0	0	11	0	0	0	0	0	0	1	1	0
3351	4348	"Peyrelevade"	45.7075	2.04667	5	"AWI"	5	2987	3748	3453	2	0	11	3	0	0	2	0	32	0	0	2	0	0	6	30	14	40	0	0	73	0	0	0	0	1	2	0	0	0	8	0	52	0	0	65	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	10	"AWI"	10	3123	3806	3545	2	0	32	1	0	0	1	0	16	0	0	0	0	0	0	38	4	57	0	0	128	1	0	0	0	0	0	1	0	0	2	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	15	"AWI"	15	3353	3837	3622	2	0	22	0	0	0	1	0	13	0	0	0	0	1	0	43	15	63	0	0	110	1	0	0	0	0	1	0	0	0	4	0	0	0	0	57	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	20	"AWI"	20	3499	3899	3711	0	0	24	0	0	0	0	0	15	0	0	0	0	0	0	95	5	13	0	0	102	0	0	0	0	0	0	0	0	0	4	0	0	0	0	92	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	25	"AWI"	25	3567	3992	3786	2	0	25	0	0	0	0	0	21	0	0	0	0	0	0	68	2	8	0	0	21	3	0	0	0	0	0	0	0	0	5	0	3	0	0	119	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	30	"AWI"	30	3605	4145	3851	0	0	33	1	0	1	1	0	27	0	0	0	0	0	0	64	1	12	0	0	24	1	0	0	0	0	1	0	0	0	7	0	0	0	1	154	0	0	1	0	0	0	0	0	0	0	0	7	2	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	35	"AWI"	35	3676	4210	3928	2	0	35	0	1	0	0	0	23	0	0	0	0	0	0	77	5	0	0	0	21	2	0	0	0	0	0	0	0	0	4	0	0	0	1	115	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	40	"AWI"	40	3717	4327	4000	3	0	34	2	0	0	0	0	11	0	0	0	0	0	0	70	2	56	0	0	10	3	0	0	0	0	0	0	0	0	3	0	0	0	1	125	0	0	0	0	0	0	1	1	0	0	0	6	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	45	"AWI"	45	3788	4386	4077	2	1	23	0	0	0	0	0	12	0	0	0	0	0	0	65	0	61	0	0	15	4	0	0	0	0	0	0	0	0	7	0	0	0	0	116	0	1	1	0	0	1	0	1	0	0	0	9	1	0	0
