"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3351	4348	"Peyrelevade"	45.7075	2.04667	50	"AWI"	50	3827	4486	4153	2	0	36	1	0	0	0	0	13	1	0	1	0	0	0	85	0	61	0	0	24	0	0	0	0	0	0	0	0	0	4	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	55	"AWI"	55	3926	4534	4229	1	1	31	0	0	0	0	0	6	0	0	0	0	0	0	45	4	64	0	0	16	2	0	0	0	0	0	0	0	0	3	0	0	0	0	100	1	0	0	0	0	0	1	0	0	0	0	7	2	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	60	"AWI"	60	3981	4610	4307	2	1	29	0	0	0	0	0	14	0	0	0	0	0	0	56	5	40	0	0	15	3	0	0	0	0	0	0	0	0	5	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	65	"AWI"	65	4091	4656	4378	0	0	30	0	0	0	1	0	20	0	0	0	0	0	0	82	2	23	0	0	27	2	0	0	0	0	0	1	0	0	2	0	0	0	0	130	1	1	1	0	0	0	2	0	0	0	1	14	2	0	1
3351	4348	"Peyrelevade"	45.7075	2.04667	70	"AWI"	70	4154	4726	4452	0	0	33	0	0	0	0	0	11	0	0	0	0	0	0	62	30	22	0	0	12	2	0	0	0	0	0	1	0	0	2	0	0	0	1	127	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	75	"AWI"	75	4294	4757	4517	1	0	28	0	0	0	2	0	10	0	0	0	0	0	0	50	3	26	0	0	17	0	0	0	0	0	0	0	0	0	4	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	80	"AWI"	80	4386	4805	4585	1	0	18	0	0	0	0	0	10	0	0	0	0	0	0	53	1	52	0	0	17	3	0	0	0	0	1	0	0	0	9	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	85	"AWI"	85	4451	4891	4658	2	0	39	1	1	1	1	0	14	0	0	0	0	0	0	58	1	46	0	0	3	3	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	1	0	1
3351	4348	"Peyrelevade"	45.7075	2.04667	90	"AWI"	90	4482	5035	4730	1	0	58	0	0	0	0	0	23	0	0	0	0	0	0	82	0	0	0	0	11	3	0	0	0	0	0	0	0	0	5	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	16	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	95	"AWI"	95	4548	5096	4804	1	0	34	0	1	0	1	0	21	0	0	0	0	0	0	77	2	58	0	0	2	1	0	0	0	0	0	4	0	0	1	0	0	0	0	119	0	0	0	0	0	0	1	0	0	0	0	16	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	100	"AWI"	100	4589	5198	4876	2	0	3	0	0	0	1	0	18	0	0	1	0	0	0	5	0	32	0	0	2	0	0	0	0	0	0	1	0	0	6	0	0	0	0	104	0	0	1	0	0	1	1	0	0	0	0	17	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	105	"AWI"	105	4663	5250	4948	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	52	0	0	3	4	0	0	0	0	0	0	0	0	7	0	0	0	0	143	0	0	0	0	0	0	1	0	0	0	0	11	2	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	110	"AWI"	110	4711	5334	5021	1	1	0	0	0	0	0	0	16	0	0	0	0	0	0	72	0	0	0	0	4	6	0	0	0	0	0	0	0	0	7	0	0	0	0	129	0	0	0	0	0	0	3	0	0	0	0	10	5	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	115	"AWI"	115	4791	5388	5093	0	0	30	0	0	0	0	0	15	1	0	0	0	0	0	68	1	38	0	0	6	4	0	0	0	0	1	0	0	0	9	0	0	0	1	112	2	1	0	0	0	0	0	2	0	0	0	1	2	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	120	"AWI"	120	4844	5469	5163	0	2	56	0	0	0	0	0	14	0	0	0	0	0	0	91	0	0	0	0	6	1	0	0	0	0	0	1	0	0	5	0	4	0	1	119	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	125	"AWI"	125	4943	5514	5236	0	1	48	1	1	0	0	2	15	0	0	0	0	0	0	66	1	14	0	0	1	2	0	0	0	0	0	0	0	0	12	0	0	0	1	162	0	0	0	0	0	0	0	0	0	0	1	29	1	0	1
3351	4348	"Peyrelevade"	45.7075	2.04667	130	"AWI"	130	5001	5592	5312	1	0	29	0	0	1	0	0	15	0	1	0	0	0	0	61	2	21	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	176	0	1	0	0	1	0	0	0	0	0	0	22	1	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	135	"AWI"	135	5128	5640	5380	0	0	38	0	0	0	0	0	10	0	0	0	0	0	0	65	1	52	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	1	157	0	0	0	0	0	0	2	0	0	0	0	18	0	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	140	"AWI"	140	5203	5711	5452	0	0	15	0	0	0	1	0	8	0	0	0	0	0	0	47	1	91	0	0	1	3	0	0	0	0	0	1	0	0	4	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	145	"AWI"	145	5337	5824	5536	1	1	27	0	0	0	1	0	10	0	0	0	0	0	0	43	1	0	0	0	4	5	0	0	1	0	0	0	0	0	11	0	0	0	3	124	0	0	0	0	0	0	1	0	0	0	0	14	1	1	0
3351	4348	"Peyrelevade"	45.7075	2.04667	150	"AWI"	150	5388	5945	5618	0	1	19	0	0	0	1	0	19	0	0	0	0	0	0	37	0	42	0	0	0	1	0	0	0	0	0	0	0	0	7	0	3	0	0	88	0	1	0	0	0	1	0	0	0	0	0	13	7	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	155	"AWI"	155	5469	6080	5733	0	0	30	1	1	0	1	0	37	0	0	0	0	0	0	77	1	8	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	1	125	1	0	0	0	0	0	1	0	0	0	0	18	5	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	160	"AWI"	160	5518	6341	5836	1	1	23	0	0	0	0	0	29	0	0	0	0	0	0	76	1	36	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	2	137	0	0	0	0	0	1	0	0	0	0	0	10	7	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	165	"AWI"	165	5612	6447	5959	0	1	19	1	0	0	1	0	40	2	0	0	0	0	0	65	2	0	0	0	2	4	0	0	0	0	0	0	0	0	3	0	0	0	0	145	0	0	0	0	1	0	2	0	0	0	0	17	10	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	170	"AWI"	170	5671	6627	6074	0	0	15	2	0	0	2	0	30	0	0	0	0	0	0	70	1	16	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	1	147	0	1	0	0	0	0	1	0	0	0	0	13	6	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	175	"AWI"	175	5770	6731	6196	0	0	13	0	0	0	0	0	15	0	0	0	0	0	0	76	1	19	0	0	2	5	0	0	0	0	0	0	0	0	11	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	29	10	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	180	"AWI"	180	5825	6906	6315	0	2	14	1	1	0	1	0	21	0	1	0	0	0	0	74	0	19	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	31	0	2	0	0	0	0	0	0	0	0	0	26	3	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	185	"AWI"	185	5938	6993	6437	0	0	13	0	0	0	0	0	19	0	0	0	0	0	0	116	0	0	0	0	0	11	0	0	0	0	0	0	1	0	4	0	0	0	1	131	0	0	0	0	1	0	0	0	1	0	0	18	12	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	190	"AWI"	190	6007	7144	6557	0	0	7	0	1	1	0	0	36	0	0	1	0	0	0	87	10	46	0	0	0	6	0	0	0	0	0	1	0	0	16	0	0	0	0	115	0	1	0	0	0	0	0	0	0	0	1	13	7	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	195	"AWI"	195	6139	7225	6680	0	1	11	0	1	0	0	0	21	0	0	0	0	0	0	63	8	22	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	144	0	0	1	0	0	0	0	0	1	0	0	23	9	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	200	"AWI"	200	6225	7354	6799	0	0	13	0	0	0	0	0	14	0	0	0	0	0	0	86	10	35	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	30	8	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	205	"AWI"	205	6361	7427	6923	0	1	10	0	0	0	0	0	30	0	0	0	0	0	0	61	45	37	0	0	1	3	0	0	0	0	0	1	0	0	6	0	0	0	0	115	0	1	0	0	0	0	0	0	0	0	0	23	8	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	210	"AWI"	210	6449	7548	7044	0	0	3	0	0	0	0	0	15	0	0	0	0	0	0	70	24	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	94	0	0	0	0	0	0	0	0	1	0	0	22	9	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	215	"AWI"	215	6609	7612	7159	0	1	5	0	1	0	0	0	13	0	0	0	0	0	0	47	9	2	0	0	0	3	0	0	0	0	0	1	0	0	6	0	0	0	0	100	0	3	0	0	0	0	0	0	0	0	0	23	4	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	220	"AWI"	220	6712	7720	7281	0	0	6	0	1	1	0	0	9	0	0	0	0	0	0	46	12	21	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	88	0	0	0	0	0	0	0	1	0	0	0	23	5	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	225	"AWI"	225	6902	7775	7399	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	36	43	26	0	0	0	7	0	0	0	1	0	2	0	0	5	0	0	0	0	71	0	1	0	0	0	0	0	0	0	0	0	21	5	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	230	"AWI"	230	7031	7876	7519	0	2	4	0	1	0	0	0	26	0	0	0	0	0	0	56	8	19	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	69	1	0	0	0	0	0	0	0	0	0	0	14	10	0	1
3351	4348	"Peyrelevade"	45.7075	2.04667	235	"AWI"	235	7296	7917	7620	0	0	4	0	1	0	1	0	42	0	0	0	0	0	0	123	4	24	0	0	0	4	0	0	0	0	0	4	0	0	7	0	0	0	0	59	0	0	0	0	0	0	1	0	0	0	0	22	6	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	240	"AWI"	240	7471	8001	7738	0	0	3	0	0	0	0	0	114	0	0	0	0	0	0	86	9	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	121	0	3	0	0	0	0	0	0	0	0	0	28	12	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	245	"AWI"	245	7608	8110	7869	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	79	6	0	0	0	0	1	0	0	0	0	0	7	0	0	7	0	0	0	0	80	0	2	2	0	0	0	0	0	0	0	0	23	7	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	250	"AWI"	250	7680	8296	7993	0	0	2	0	2	0	0	0	55	0	0	1	0	0	0	77	5	0	0	3	0	0	0	0	0	0	0	27	1	0	3	0	0	0	0	67	0	2	1	0	0	0	2	0	0	0	0	20	4	0	1
3351	4348	"Peyrelevade"	45.7075	2.04667	255	"AWI"	255	7765	8423	8102	0	0	3	0	1	0	0	4	44	0	0	0	0	0	0	111	3	0	0	1	0	0	0	0	0	0	0	20	0	0	3	0	0	0	0	40	0	4	4	0	0	0	1	0	0	0	0	2	5	0	0
3351	4348	"Peyrelevade"	45.7075	2.04667	259	"AWI"	259	7810	8617	8182	0	0	0	0	3	0	0	0	53	0	0	1	0	0	0	178	2	0	0	1	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	48	0	3	1	0	0	1	2	0	1	1	0	0	1	0	0
