"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15893	25455	"Tourbière du Peschio"	44.45	3.6	4	"AWI"	4	-68	243	67	0	2	9	1	8	0	4	0	4	0	0	0	0	5	0	1	3	80	0	11	0	4	0	0	1	1	3	0	0	1	103	0	0	120	0	0	15	0	2	0	5	2	1	0	0	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	8	"AWI"	8	-39	519	185	0	0	5	2	3	0	8	7	7	5	0	0	0	4	0	1	1	85	0	0	0	6	0	0	1	0	3	0	0	0	40	0	0	132	0	0	69	2	19	0	0	4	1	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	12	"AWI"	12	44	693	306	0	1	4	1	4	0	1	0	10	6	0	0	0	7	1	0	2	64	0	0	0	10	0	0	3	0	4	0	0	0	35	0	0	198	0	0	41	4	2	0	0	1	0	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	16	"AWI"	16	128	763	451	2	0	16	1	9	1	7	0	41	4	0	0	0	14	1	0	10	335	0	28	0	39	0	0	1	0	4	0	0	1	82	1	8	93	0	1	68	10	3	0	1	12	5	0	0	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	20	"AWI"	20	187	897	583	0	0	7	1	3	0	4	0	31	0	0	0	0	4	0	1	15	164	0	0	3	123	0	0	2	0	1	0	0	2	30	1	0	63	0	0	53	2	4	0	0	13	2	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	24	"AWI"	24	456	933	705	0	0	3	0	15	0	5	0	33	0	0	14	0	2	0	0	11	45	0	0	0	135	0	0	1	0	0	0	0	2	13	0	4	0	4	0	39	0	3	0	1	6	8	0	0	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	28	"AWI"	28	688	1004	828	1	0	16	0	4	0	5	0	35	0	0	0	0	2	0	0	6	23	0	0	0	111	0	0	0	0	0	1	0	1	16	0	0	124	1	0	25	0	3	0	8	2	29	0	0	0	1	0	1
15893	25455	"Tourbière du Peschio"	44.45	3.6	32	"AWI"	32	842	1153	987	3	0	6	0	6	0	1	0	4	1	0	0	0	0	1	0	12	54	0	0	0	183	0	0	1	1	0	0	0	1	14	0	0	41	0	0	38	2	2	0	1	5	0	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	36	"AWI"	36	910	1415	1176	14	0	20	1	3	0	3	0	28	0	0	0	2	2	1	0	15	32	1	0	0	180	0	0	0	0	1	0	0	2	41	0	10	53	0	0	58	2	4	0	1	3	3	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	40	"AWI"	40	962	1731	1359	6	0	11	0	2	0	2	0	61	1	0	0	0	0	0	0	5	5	0	10	0	97	0	0	0	0	0	0	0	0	24	0	0	0	0	0	65	3	2	0	0	0	23	0	0	0	2	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	44	"AWI"	44	1266	1776	1519	6	0	10	0	7	0	6	0	27	0	0	0	0	0	0	0	7	28	0	0	0	182	0	0	0	0	4	0	0	1	32	0	0	0	0	0	48	4	4	0	0	0	2	0	0	1	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	48	"AWI"	48	1513	1850	1683	1	2	5	0	3	0	2	0	2	0	0	0	0	0	0	0	6	25	0	0	0	185	0	0	0	0	0	0	0	0	12	0	0	0	0	0	92	1	3	0	0	11	3	0	0	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	52	"AWI"	52	1656	1998	1829	25	0	8	0	1	0	2	0	65	0	0	0	0	0	0	0	10	31	0	0	0	73	0	0	0	0	0	0	0	0	16	0	0	0	1	0	78	0	5	0	2	0	40	0	0	0	0	0	1
15893	25455	"Tourbière du Peschio"	44.45	3.6	56	"AWI"	56	1718	2264	1952	3	0	8	0	2	0	0	0	178	0	0	0	0	0	0	0	8	49	0	0	0	78	0	0	0	0	0	0	0	0	15	0	0	0	0	0	51	1	0	0	0	2	12	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	60	"AWI"	60	1756	2568	2073	4	1	14	0	6	0	0	0	46	0	0	0	2	0	0	0	0	40	0	0	0	97	0	0	0	0	0	0	0	0	16	0	4	0	0	0	57	0	9	0	1	4	14	0	0	0	0	0	1
15893	25455	"Tourbière du Peschio"	44.45	3.6	64	"AWI"	64	1862	2658	2209	5	0	11	2	3	0	1	0	129	0	0	4	0	0	0	0	10	40	0	0	0	95	0	0	0	0	0	0	0	0	17	0	0	0	0	0	45	2	9	0	0	1	0	0	20	0	1	0	1
15893	25455	"Tourbière du Peschio"	44.45	3.6	68	"AWI"	68	1923	2803	2347	4	0	3	0	4	0	0	0	118	0	0	0	0	0	0	0	12	60	0	0	0	105	0	0	0	0	0	0	0	0	13	0	0	0	2	0	40	0	6	0	1	0	3	0	2	0	0	1	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	72	"AWI"	72	2038	2945	2469	10	2	10	1	5	0	0	0	99	0	0	15	0	0	1	0	12	44	0	0	0	90	0	0	0	0	0	0	0	0	28	0	2	0	2	0	61	1	6	0	0	4	4	0	0	0	3	0	2
15893	25455	"Tourbière du Peschio"	44.45	3.6	76	"AWI"	76	2160	3015	2598	3	0	10	0	2	0	0	0	34	0	0	0	0	0	0	0	1	80	0	0	0	74	0	1	0	0	0	0	0	0	22	0	0	0	1	0	59	2	9	0	0	0	0	0	4	1	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	80	"AWI"	80	2256	3149	2731	12	0	12	1	9	0	2	0	30	3	0	2	0	0	2	0	9	154	0	0	0	39	0	1	0	0	0	0	0	1	80	0	0	0	0	0	92	1	8	0	0	0	2	0	0	2	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	84	"AWI"	84	2515	3195	2854	8	0	27	2	5	0	1	0	79	0	0	0	0	0	1	0	22	50	0	0	0	51	0	0	0	0	0	0	0	0	38	0	0	0	0	0	62	1	9	0	1	0	6	0	0	1	4	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	88	"AWI"	88	2712	3252	2995	16	0	18	1	7	0	1	0	83	2	0	2	2	0	1	0	25	36	0	0	0	49	0	0	0	0	1	0	0	1	71	0	0	0	1	0	85	1	3	0	1	1	7	0	0	0	1	1	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	90	"AWI"	90	2778	3302	3065	12	0	25	2	10	0	1	0	67	1	0	2	0	0	0	0	19	25	0	0	0	58	0	0	0	1	0	0	0	0	48	0	0	0	0	0	80	0	0	0	2	2	7	0	0	0	0	1	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	92	"AWI"	92	3056	3407	3256	11	0	18	0	6	0	1	0	51	2	0	3	0	0	0	0	19	36	1	0	0	90	0	0	0	0	0	0	0	0	46	1	2	0	1	0	68	1	5	20	2	1	6	1	1	0	1	1	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	94	"AWI"	94	3170	3692	3442	7	1	11	0	8	0	1	0	53	1	0	0	0	0	0	0	15	42	0	0	0	83	0	0	0	0	0	0	0	0	33	0	0	0	0	0	87	0	3	0	3	0	6	0	0	1	1	2	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	96	"AWI"	96	3238	4043	3622	8	0	11	0	3	0	0	0	44	0	0	0	0	0	0	0	17	55	1	0	0	97	0	0	0	0	0	0	0	0	32	0	0	0	0	0	50	0	0	0	0	1	28	1	0	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	98	"AWI"	98	3286	4425	3812	2	0	4	1	5	0	2	0	57	1	1	2	4	0	0	0	17	36	0	0	0	140	0	0	0	0	0	0	0	0	12	0	2	0	1	0	41	0	2	0	1	1	11	0	1	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	102	"AWI"	102	3738	4860	4244	8	1	16	0	6	0	0	0	46	1	0	0	3	0	0	0	19	50	0	0	0	70	0	1	0	0	0	0	0	0	24	0	0	0	0	0	57	0	10	0	0	0	5	2	0	0	1	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	106	"AWI"	106	4506	5059	4739	1	1	28	2	21	0	1	0	75	2	0	2	4	0	0	0	27	54	1	0	0	67	0	0	0	0	0	0	0	0	57	0	0	0	1	0	93	0	5	0	0	0	7	3	0	1	4	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	110	"AWI"	110	4931	5616	5229	1	1	10	1	10	0	1	0	71	1	0	4	2	0	0	0	22	34	0	0	0	17	0	0	0	0	0	0	0	0	29	0	0	0	1	0	70	0	7	0	2	1	2	0	0	12	5	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	114	"AWI"	114	5045	6010	5425	1	1	4	0	2	0	1	0	46	1	1	0	4	0	0	0	57	35	0	0	0	6	2	1	0	0	0	0	0	0	51	0	0	0	0	0	97	0	3	0	0	0	4	0	1	14	12	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	118	"AWI"	118	5110	6614	5603	0	0	4	1	7	0	0	0	87	0	0	3	0	0	0	0	54	40	0	0	0	3	0	0	0	0	1	0	1	1	42	0	0	0	1	0	98	0	11	0	1	0	0	0	0	19	7	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	122	"AWI"	122	5215	7074	5789	0	0	0	0	8	0	1	0	100	0	0	0	0	0	0	0	56	27	0	0	0	1	2	0	0	0	0	0	0	0	37	0	0	0	0	0	72	0	2	0	0	0	2	0	0	24	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	126	"AWI"	126	5321	7362	5996	1	2	0	1	20	1	4	0	95	1	0	0	2	0	0	0	66	50	0	0	0	2	1	0	0	0	0	1	2	0	30	0	0	0	1	0	65	0	9	0	2	0	15	0	4	20	10	0	0
