"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Tamarix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	4	"AWI"	4	-81	149	13	0.33955857385399	0	26.8251273344652	0.33955857385399	0.169779286926995	0	0.169779286926995	0	6.7911714770798	0.848896434634975	0	0	0.169779286926995	0	0	0	1.01867572156197	0	2.20713073005093	17.8268251273345	0	0	0	2.03735144312394	0.33955857385399	1.01867572156197	0	0	0	0.169779286926995	0.169779286926995	0	0	2.03735144312394	0	0.33955857385399	6.45161290322581	0	0	16.4685908319185	0	0	0	0.33955857385399	11.3752122241087	0.67911714770798	0.169779286926995	0	0	1.18845500848896	0.509337860780985	0	0	0	0	0	0	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	8	"AWI"	8	-35	245	86	0.157728706624606	0	25.5520504731861	0.315457413249211	0	0.157728706624606	0	0	5.99369085173502	0.630914826498423	0	0	0	0	0.157728706624606	0	1.26182965299685	0	2.6813880126183	20.0315457413249	0	0	0	5.20504731861199	0.315457413249211	0.315457413249211	0.157728706624606	0	0.157728706624606	0.315457413249211	0.157728706624606	0	0	2.20820189274448	0.157728706624606	0.315457413249211	6.30914826498423	0	0	14.6687697160883	0	0	0	0.315457413249211	9.62145110410095	0.630914826498423	0	0	0.315457413249211	0.788643533123028	0.315457413249211	0	0.157728706624606	0	0	0	0.157728706624606	0.473186119873817	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	12	"AWI"	12	14	325	156	0.20703933747412	0	14.9068322981366	0.62111801242236	0.20703933747412	0	0.41407867494824	0	6.62525879917184	0.62111801242236	0.20703933747412	0	0	0	0.20703933747412	0	1.86335403726708	0	4.1407867494824	29.8136645962733	0	0	0	8.48861283643892	0	0.20703933747412	0	0	0	0	0	0	0	4.76190476190476	0.20703933747412	0.41407867494824	2.27743271221532	0	0	9.52380952380952	0	0	0	0	10.7660455486542	1.0351966873706	0	0	0.41407867494824	1.86335403726708	0	0	0	0	0	0	0	0.20703933747412	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	16	"AWI"	16	67	391	229	0	0	8.08314087759815	0.23094688221709	0	0	0.23094688221709	0	6.69745958429561	0.69284064665127	0.23094688221709	0	0.46189376443418	0	0	0	1.61662817551963	0	6.00461893764434	23.3256351039261	0.69284064665127	0	0	10.8545034642032	0	0.23094688221709	0	0	0	0	0	0.23094688221709	0	3.00230946882217	0	0.69284064665127	3.46420323325635	0	0	17.0900692840647	0	0	0	0	13.3949191685912	1.15473441108545	0	0	0.23094688221709	1.15473441108545	0	0	0	0	0	0	0	0.23094688221709	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	20	"AWI"	20	125	450	300	0	0	12.4401913875598	0.478468899521531	0.239234449760766	0	0.239234449760766	0	7.6555023923445	0.239234449760766	0	0	0.478468899521531	0	0	0	0.956937799043062	0	5.02392344497608	21.7703349282297	0.478468899521531	0	0	14.1148325358852	0	0	0	0	0.717703349282297	0	0	0	0	5.50239234449761	0	0.239234449760766	1.67464114832536	0	0	14.3540669856459	0	0	0	0.239234449760766	10.7655502392345	0	0	0	0	1.91387559808612	0	0	0.239234449760766	0	0	0	0.239234449760766	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	24	"AWI"	24	211	493	375	0	0	18.7747035573123	0.197628458498024	0.197628458498024	0	0	0	6.52173913043478	1.38339920948617	0	0	0.988142292490119	0	0.395256916996047	0	1.77865612648221	0	4.1501976284585	20.1581027667984	0	0	0	12.0553359683794	0	0	0	0.197628458498024	0.395256916996047	0	0	0	0	4.94071146245059	0.197628458498024	0	0.988142292490119	0	0	15.4150197628458	0	0	0	0	9.48616600790514	0.197628458498024	0	0	0	0.790513833992095	0.790513833992095	0	0	0	0	0	0	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	28	"AWI"	28	312	546	441	0.152671755725191	0	11.4503816793893	0.152671755725191	0.152671755725191	0	0.152671755725191	0	3.96946564885496	0.305343511450382	0	0	1.22137404580153	0	0	0.458015267175573	1.83206106870229	0	5.34351145038168	8.70229007633588	0.305343511450382	0.152671755725191	0	21.3740458015267	0	0	0.152671755725191	0	0.152671755725191	0.152671755725191	0	0	0	8.24427480916031	0	0.152671755725191	1.37404580152672	1.98473282442748	0	9.61832061068702	0	0	0	0.305343511450382	18.0152671755725	1.37404580152672	0	0	0.152671755725191	1.22137404580153	0.916030534351145	0	0	0	0	0	0	0.305343511450382	0	0	0.152671755725191
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	32	"AWI"	32	436	610	510	0	0.170357751277683	8.68824531516184	0	0.170357751277683	0	0.511073253833049	0	6.47359454855196	0.681431005110733	0	0	1.87393526405451	0	0.170357751277683	0.170357751277683	0.851788756388416	0	6.47359454855196	3.40715502555366	0.340715502555366	0	0	19.7614991482112	0.170357751277683	0	0	0	0.511073253833049	0.340715502555366	0	0	0	6.98466780238501	0	0	1.53321976149915	1.36286201022147	0	10.3918228279387	0	0	0	0	26.7461669505963	1.36286201022147	0	0	0.170357751277683	0	0.340715502555366	0	0	0	0	0	0	0	0.170357751277683	0.170357751277683	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	36	"AWI"	36	500	715	587	0	0	10.9271523178808	0.165562913907285	0	0	0.33112582781457	0	17.7152317880795	0.165562913907285	0	0	0.496688741721854	0	0	0.165562913907285	0.827814569536424	0	6.78807947019868	4.3046357615894	0	0	0	10.2649006622517	0.33112582781457	0	0.165562913907285	0	0.33112582781457	0.496688741721854	0	0	0	4.63576158940397	0	0.165562913907285	1.15894039735099	0	0	16.0596026490066	0	0	0	0.165562913907285	20.5298013245033	0.827814569536424	0	0	0.165562913907285	0.662251655629139	1.98675496688742	0	0	0	0	0	0	0	0	0.165562913907285	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	38	"AWI"	38	523	780	629	0.485436893203883	0	13.1067961165049	0	0.728155339805825	0	0.485436893203883	0	29.8543689320388	0	0	0.242718446601942	0.485436893203883	0	0	0	1.21359223300971	0	5.58252427184466	2.9126213592233	0	0.242718446601942	0	9.95145631067961	0	0	0	0	0	0	0	0	0	2.9126213592233	0	0	0.728155339805825	0	0	11.1650485436893	0	0	0	0	16.504854368932	0	0	0	0.242718446601942	0.728155339805825	1.69902912621359	0	0	0	0	0	0	0.485436893203883	0.242718446601942	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	40	"AWI"	40	540	874	668	0.185185185185185	0	14.4444444444444	0	0	0	0.37037037037037	0	24.2592592592593	0	0.185185185185185	0.185185185185185	2.03703703703704	0	0	0	2.96296296296296	0	2.77777777777778	4.44444444444444	0	0	0	6.48148148148148	0.185185185185185	0	0	0	0.185185185185185	0	0	0	0	4.62962962962963	0	0	0.185185185185185	0	0	15	0	0	0	0	13.8888888888889	0.185185185185185	0	0	0.185185185185185	1.11111111111111	5.55555555555556	0	0	0	0	0	0	0.37037037037037	0	0	0.185185185185185
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	44	"AWI"	44	592	984	759	0	0	9.39226519337017	0	0.184162062615101	0	0.184162062615101	0	33.8858195211786	0.184162062615101	0	0	1.28913443830571	0	0	0	1.10497237569061	0	4.41988950276243	0.736648250460405	0.552486187845304	0	0	11.6022099447514	0.552486187845304	0	0	0	0	0	0	0	0	7.36648250460405	0	0	0.184162062615101	0	0	11.9705340699816	0	0	0	0	10.3130755064457	0.736648250460405	0	0	0.184162062615101	0.368324125230203	4.78821362799263	0	0	0	0	0	0	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	46	"AWI"	46	621	1040	803	0	0	9.18580375782881	0.208768267223382	0	0.208768267223382	0	0	24.0083507306889	0.208768267223382	0	0	0.208768267223382	0	0	0	1.25260960334029	0	3.34029227557411	1.25260960334029	0	0	0	12.3173277661795	0	0.208768267223382	0	0	0	0	0.208768267223382	0	0	12.5260960334029	0	0	0.208768267223382	0	0	15.2400835073069	0	0	0	0	15.866388308977	0.417536534446764	0	0	0	0.626304801670146	2.08768267223382	0	0.208768267223382	0	0	0	0	0.208768267223382	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	48	"AWI"	48	653	1075	849	0	0	12.739965095986	0	0	0	0	0	15.5322862129145	0	0	0	0.698080279232112	0	0	0	2.44328097731239	0	4.3630017452007	0.349040139616056	0	0	0	11.1692844677138	0	0.87260034904014	0	0	0	0.174520069808028	0	0	0	11.5183246073298	0	0	0	0	0	19.7207678883072	0	0	0	0.174520069808028	12.739965095986	0.174520069808028	0	0	0	0.87260034904014	5.41012216404887	0	0.174520069808028	0	0	0	0.174520069808028	0.698080279232112	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	50	"AWI"	50	681	1135	896	0	0	13.109756097561	0	0.304878048780488	0	0.304878048780488	0	14.3292682926829	0.304878048780488	0	0	0	0	0	0	2.74390243902439	0	4.8780487804878	1.21951219512195	0	0	0	18.5975609756098	0	0.304878048780488	0	0	0	0.304878048780488	0.304878048780488	0	0	23.4756097560976	0	0.304878048780488	0.304878048780488	0	0	0	0	0	0	0	17.6829268292683	0	0	0	0	0	0.914634146341463	0	0.304878048780488	0	0	0	0	0.304878048780488	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	52	"AWI"	52	724	1163	940	0.168350168350168	0	27.1043771043771	0.336700336700337	0	0	0	0	18.8552188552189	0.168350168350168	0	0	0.336700336700337	0	0	0	2.02020202020202	0	2.86195286195286	2.69360269360269	0	0	0	15.4882154882155	0	0.336700336700337	0	0.168350168350168	0	0	0.168350168350168	0	0	12.4579124579125	0	0	1.17845117845118	0	0	0	0	0	0	0.168350168350168	11.952861952862	1.17845117845118	0	0	0.168350168350168	0.168350168350168	1.68350168350168	0	0	0	0	0	0.168350168350168	0	0.168350168350168	0	0
