"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14649	22988	"Bachalpsee"	46.66929	8.020694	280	"AWI"	280	1218	1692	1451	37	0	51	1	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	3	0	23	0	0	0	0	0	63	0	0	0	0	0	0	6	0	1	0	0	0	0	1	196	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	300	"AWI"	300	1404	1796	1569	35	0	79	1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	16	0	10	0	0	0	0	0	32	1	0	0	0	0	0	4	0	0	0	0	0	0	2	139	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	6	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	320	"AWI"	320	1523	1985	1742	27	0	56	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	16	0	16	0	0	0	0	0	53	0	0	0	0	0	1	5	0	0	0	0	0	0	0	109	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	340	"AWI"	340	1582	2301	1920	16	1	63	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	1	14	0	0	0	0	0	15	2	0	0	1	0	0	1	0	0	0	0	0	0	0	97	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	4	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	360	"AWI"	360	1879	2388	2102	40	0	61	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	2	154	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	380	"AWI"	380	2046	2585	2279	26	1	73	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	11	0	42	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	399	"AWI"	399	2153	2753	2427	63	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	420	"AWI"	420	2271	2949	2574	10	0	49	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	9	0	0	0	0	1	0	2	0	0	0	0	0	0	0	52	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	440	"AWI"	440	2356	3098	2714	55	1	36	1	0	0	0	4	0	0	8	0	0	2	0	0	0	0	0	0	22	0	31	0	0	0	0	0	43	0	0	0	1	0	0	4	0	0	0	0	0	0	0	169	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	460	"AWI"	460	2491	3189	2857	33	1	83	2	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	18	0	10	0	0	0	0	0	25	1	0	0	0	0	0	0	0	1	0	0	0	0	0	119	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	482	"AWI"	482	2658	3330	3011	41	0	62	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	500	"AWI"	500	2885	3417	3135	24	1	54	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	0	29	0	19	0	0	0	0	0	16	2	0	0	1	0	0	3	0	0	0	0	0	0	0	71	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	6	3	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	521	"AWI"	521	3095	4052	3450	42	1	23	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	540	"AWI"	540	3200	5311	3841	47	1	52	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	29	0	9	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	550	"AWI"	550	3372	5693	4082	31	0	75	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	39	0	8	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	560	"AWI"	560	3509	5868	4373	60	3	26	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	570	"AWI"	570	3589	6134	4638	20	0	40	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0	0	0	7	8	0	0	0	0	0	1	0	0	0	0	0	0	0	81	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	580	"AWI"	580	3741	6534	4908	43	0	35	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	21	0	6	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	590	"AWI"	590	3989	6704	5191	35	0	39	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	600	"AWI"	600	4135	6918	5489	136	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	98	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	610	"AWI"	610	4245	7238	5756	41	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	14	0	0	0	0	0	6	6	0	0	1	0	0	1	0	0	0	0	0	0	0	73	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	620.4	"AWI"	620.4	4575.6	7412.2	6019	84	2	27	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	34	0	11	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	11	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	622.4	"AWI"	622.4	4623.8	7435.2	6075.8	98	2	27	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0	12	1	0	0	0	0	0	1	0	0	0	0	0	0	0	159	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	624.4	"AWI"	624.4	4676.8	7466.8	6134.6	98	2	25	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	19	0	10	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	626.4	"AWI"	626.4	4727.8	7494.8	6193	95	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	92	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	18	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	628.4	"AWI"	628.4	4771.4	7518.2	6252.6	85	1	26	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	37	0	7	0	0	0	0	0	6	3	0	0	1	0	0	1	0	0	0	0	0	0	0	83	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	28	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	630.4	"AWI"	630.4	4815.4	7551	6315.2	79	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	632.4	"AWI"	632.4	4854.2	7591.4	6378.4	87	1	29	0	1	0	1	0	0	0	8	1	0	0	0	0	0	0	0	0	37	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	2	0	1	38	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	634.4	"AWI"	634.4	4889.6	7633.6	6437.8	102	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	0	6	3	0	0	0	0	0	1	0	0	0	0	0	0	0	88	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	636.4	"AWI"	636.4	4919.4	7669.6	6494.4	87	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	41	0	4	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	30	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	637.6	"AWI"	637.6	4939.2	7690	6531.6	108	1	45	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	0	9	2	0	0	1	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	640.6	"AWI"	640.6	4991.8	7765.6	6620	141	2	27	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	23	0	11	0	0	0	0	0	10	3	0	0	0	0	0	0	0	1	0	1	0	0	0	41	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	4	43	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	642.6	"AWI"	642.6	5023	7820.4	6670.6	109	1	37	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	50	1	9	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	1	0	0	4	53	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	644.6	"AWI"	644.6	5047.8	7878	6719	101	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	27	0	8	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	5	26	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	646.4	"AWI"	646.4	5098	7928	6764.2	137	0	19	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	32	0	6	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	5	42	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	648.4	"AWI"	648.4	5207	7942.2	6813.8	83	2	25	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	54	0	13	0	0	0	0	0	10	3	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	8	40	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	650.6	"AWI"	650.6	5323	7959.4	6872.8	69	1	15	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	43	0	4	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	42	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	652.6	"AWI"	652.6	5413.6	7971.6	6926.4	131	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	44	0	15	0	0	0	0	0	8	4	0	0	0	0	0	2	0	2	0	0	0	0	0	17	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	6	46	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	654.6	"AWI"	654.6	5496.6	7982	6981.6	140	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	36	0	19	0	0	0	0	0	12	4	0	0	0	0	0	1	0	0	0	1	0	0	0	12	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	8	47	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	656.6	"AWI"	656.6	5589.6	7995.2	7034.6	123	3	19	0	2	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0	59	0	8	0	0	0	0	0	3	4	0	0	1	0	0	2	0	0	1	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	2	5	49	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	660.6	"AWI"	660.6	5763.6	8031.8	7144	251	5	60	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	77	0	11	0	0	0	0	0	19	6	0	0	1	0	0	5	0	1	0	0	0	0	0	10	136	0	0	0	0	0	14	0	0	0	2	0	1	0	0	0	0	0	0	3	12	111	1	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	662.6	"AWI"	662.6	5834.6	8044.4	7198.8	128	1	0	0	1	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	58	0	7	0	0	0	0	0	1	4	0	0	0	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	56	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	664.6	"AWI"	664.6	5897.8	8065.8	7251.8	137	0	0	0	0	0	1	2	0	0	9	0	0	0	0	0	0	0	0	0	43	0	11	0	0	0	0	0	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	2	6	72	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	666.6	"AWI"	666.6	5957.8	8081.6	7312.4	123	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	41	0	9	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	1	7	64	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	668.6	"AWI"	668.6	6004	8102.8	7374.8	83	2	0	0	1	0	1	0	0	0	5	2	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	4	9	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	1	7	53	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	670.6	"AWI"	670.6	6040.2	8125.4	7432	118	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	44	0	17	0	0	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	1	0	4	0	0	0	0	0	0	1	5	47	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	672.6	"AWI"	672.6	6102.4	8149.4	7492.6	177	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	61	0	16	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	89	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	674.6	"AWI"	674.6	6145.2	8174.8	7554.6	136	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	91	0	9	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	7	78	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	676.6	"AWI"	676.6	6183.6	8206.4	7614.8	109	2	0	0	1	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	64	0	5	0	0	0	0	0	3	10	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	71	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	678.6	"AWI"	678.6	6224.2	8246.4	7672.6	90	4	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	98	0	12	0	0	0	0	0	1	11	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	7	98	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	680.6	"AWI"	680.6	6295.8	8283.4	7724.6	83	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	63	0	14	0	0	0	0	0	0	10	0	0	0	0	0	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	7	58	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	682.6	"AWI"	682.6	6450.2	8292	7769.6	120	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	81	0	11	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	8	84	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	684.6	"AWI"	684.6	6609.6	8303	7813.2	150	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	62	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	3	61	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	686.6	"AWI"	686.6	6767.2	8312.4	7856.8	98	2	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	61	0	14	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	3	92	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	688.6	"AWI"	688.6	6919.6	8323	7902.2	99	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	71	0	13	0	0	0	0	0	2	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	10	110	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	690	"AWI"	690	7022	8329	7935	73	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	47	0	9	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	90	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	700	"AWI"	700	7788	8415	8153	48	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	73	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	11	83	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	710	"AWI"	710	8133	8721	8405	41	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	131	1	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	138	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	720	"AWI"	720	8295	9143	8630	71	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	46	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	44	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	730	"AWI"	730	8380	9499	8845	2	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	313	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	122	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	740	"AWI"	740	8422	9957	9043	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	222	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	2	97	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	750	"AWI"	750	8514	10413	9236	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	2	102	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	760	"AWI"	760	8690	10517	9469	4	1	0	1	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	137	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	76	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	770	"AWI"	770	8793	10691	9692	2	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	220	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	138	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	780	"AWI"	780	8884	10974	9899	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	297	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	790	"AWI"	790	9167	11107	10113	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	176	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	94	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	800	"AWI"	800	9397	11194	10344	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	33	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	810	"AWI"	810	9552	11356	10589	0	0	0	0	0	0	0	7	0	0	36	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	6	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	820	"AWI"	820	9799	11519	10799	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	830	"AWI"	830	10137	11605	10968	0	0	0	0	0	0	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	840	"AWI"	840	10373	11724	11156	0	0	0	1	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
