"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16516	25839	"Krotenweiher"	47.076712	11.409142	620	"AWI"	620	4260	5480	4989	0	9.64102564102564	0	0.102564102564103	0.102564102564103	0	0	4	0	0	0.102564102564103	0	0	0	0	4.41025641025641	4	0	0	0	0	0.205128205128205	0	0	0.41025641025641	0	0	0	0	0	0	42.974358974359	27.5897435897436	0	1.74358974358974	0	0	0.512820512820513	0.205128205128205	0	0	0	0	0	0	0	0	0	0.307692307692308	0.717948717948718	0	2.97435897435897	0
16516	25839	"Krotenweiher"	47.076712	11.409142	622.5	"AWI"	622.5	4627	5544.5	5123	0.0793021411578113	14.6708961141951	0	0	0.237906423473434	0	0	11.9746233148295	0	0	0.0793021411578113	0	0.0793021411578113	0	0.158604282315623	3.80650277557494	1.34813639968279	0	0	0	0	0.158604282315623	0	0	0.396510705789056	0.0793021411578113	0.158604282315623	0	0	0	0	26.883425852498	26.9627279936558	0	1.18953211736717	0	0	0.793021411578113	0.237906423473434	0	0	0	0	0.0793021411578113	0.475812846946868	0	0	0.237906423473434	0.317208564631245	2.29976209357653	0	7.29579698651864	0
16516	25839	"Krotenweiher"	47.076712	11.409142	625	"AWI"	625	4888	5657	5280	0.262008733624454	16.2445414847162	0.0873362445414847	0.524017467248908	0	0	0	20.6986899563319	0	0.0873362445414847	0.0873362445414847	0	0.0873362445414847	0	0.0873362445414847	7.68558951965066	6.89956331877729	0	0	0	0	0	0	0	0	0	0.262008733624454	0	0	0	0.0873362445414847	1.74672489082969	31.8777292576419	0	2.96943231441048	0	0	1.74672489082969	0	0	0	0	0	0	0.524017467248908	0	0	0.0873362445414847	0.262008733624454	1.48471615720524	0	6.20087336244542	0
16516	25839	"Krotenweiher"	47.076712	11.409142	627.5	"AWI"	627.5	4998	5909.5	5431	0.707070707070707	9.39393939393939	0	0.808080808080808	0.101010101010101	0	0	10.4040404040404	0	0	0.101010101010101	0	0	0	0	5.65656565656566	6.76767676767677	0	0	0	0	0.101010101010101	0	0	0.202020202020202	0	0.303030303030303	0	0	0	0.303030303030303	1.91919191919192	47.5757575757576	0	3.33333333333333	0	0	2.22222222222222	0	0	0	0	0	0.101010101010101	0.101010101010101	0	0	0	0.101010101010101	1.01010101010101	0	8.78787878787879	0
16516	25839	"Krotenweiher"	47.076712	11.409142	630	"AWI"	630	5063	6258	5566	0.444839857651246	5.69395017793594	0	0.177935943060498	0	0	0	17.5266903914591	0	0	0	0	0	0	0	3.02491103202847	5.2491103202847	0	0	0	0	0.0889679715302491	0.0889679715302491	0	0.355871886120996	0	0.266903914590747	0	0	0	0.266903914590747	1.24555160142349	51.2455516014235	0	3.20284697508897	0	0.0889679715302491	1.42348754448399	0	0	0	0	0	0.177935943060498	0	0	0	0.0889679715302491	0	1.95729537366548	0	7.38434163701068	0
16516	25839	"Krotenweiher"	47.076712	11.409142	632.5	"AWI"	632.5	5112	6683.5	5695	0.307377049180328	7.58196721311475	0	0.204918032786885	0.512295081967213	0	0	14.4467213114754	0	0	0	0	0.102459016393443	0	0	4.71311475409836	20.2868852459016	0	0	0	0	0.204918032786885	0	0	0.307377049180328	0.102459016393443	0.409836065573771	0	0	0	0.102459016393443	0.102459016393443	35.7581967213115	0	3.68852459016393	0	0	1.94672131147541	0	0	0.102459016393443	0	0	0.102459016393443	0.307377049180328	0	0	0	0.409836065573771	1.02459016393443	0	7.27459016393443	0
16516	25839	"Krotenweiher"	47.076712	11.409142	635	"AWI"	635	5149	7116	5830	0.198609731876862	4.66732869910626	0	0.099304865938431	0.099304865938431	0	0	13.4061569016882	0	0	0.099304865938431	0	0.099304865938431	0	0	3.77358490566038	6.35551142005958	0	0	0	0	0.099304865938431	0	0	0.496524329692155	0	0.99304865938431	0	0	0	0.099304865938431	0.397219463753724	52.3336643495531	0	3.67428003972195	0	0	1.48957298907646	0.198609731876862	0	0	0	0	0.099304865938431	0.099304865938431	0	0	0	0	1.68818272095333	0	9.53326713008937	0
16516	25839	"Krotenweiher"	47.076712	11.409142	637.5	"AWI"	637.5	5236.5	7450	5983	0.713557594291539	3.97553516819572	0	0.101936799184506	0.305810397553517	0	0	22.0183486238532	0	0	0	0	0	0	0.101936799184506	1.93679918450561	3.5677879714577	0.101936799184506	0	0	0	0	0.101936799184506	0	0	0	0.407747196738022	0	0	0	0.101936799184506	1.32517838939857	53.9245667686035	0	1.93679918450561	0	0.101936799184506	0.509683995922528	0.101936799184506	0	0	0	0	0.101936799184506	0.203873598369011	0	0	0	0	2.34454638124363	0	6.01427115188583	0
16516	25839	"Krotenweiher"	47.076712	11.409142	640	"AWI"	640	5392	7592	6202	0.619195046439629	6.5015479876161	0.103199174406605	0.309597523219814	0.206398348813209	0	0	11.3519091847265	0	0	0	0	0	0	0	2.47678018575851	4.02476780185759	0	0	0	0	0.206398348813209	0	0	0.515995872033024	0	0.515995872033024	0.103199174406605	0	0	0.206398348813209	0.103199174406605	58.1011351909185	0	2.68317853457172	0	0	1.03199174406605	0	0	0	0	0	0.103199174406605	0	0	0	0	0.412796697626419	3.19917440660475	0	7.22394220846233	0
16516	25839	"Krotenweiher"	47.076712	11.409142	642.5	"AWI"	642.5	5500.5	7765	6416.5	0.349956255468067	5.7742782152231	0	0.0874890638670166	0.5249343832021	0	0	28.3464566929134	0	0.0874890638670166	0.0874890638670166	0	0	0	0	2.27471566054243	6.91163604549431	0.0874890638670166	0	0	0	0.437445319335083	0.0874890638670166	0	0.26246719160105	0	0.437445319335083	0	0	0	0.174978127734033	0.26246719160105	39.3700787401575	0	3.76202974628172	0	0	1.48731408573928	0.0874890638670166	0	0	0	0	0.26246719160105	0.349956255468067	0	0	0.174978127734033	0	5.51181102362205	0	2.79965004374453	0
