"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	378	"AWI"	378	1515	1868	1659	0	0	125	3	0	0	1	0	0	5	0	0	0	0	2	0	0	0	0	0	0	8	0	0	40	0	0	0	0	9	0	0	0	1	0	0	0	0	0	2	0	1	2	0	1	2	11	28	0	0	0	2	2	27	0	0	1	0	0	0	7	0	0	0	1	0	0	0	3	0	0	0	0	0	1
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	95	"AWI"	95	197	569	392	0	0	8	1	0	0	3	0	0	3	0	0	0	0	0	0	0	22	0	0	0	5	0	0	41	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	4	7	71	0	0	1	1	1	25	0	0	5	0	2	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	1
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	100	"AWI"	100	223	587	415	0	0	4	3	0	0	0	0	0	2	0	0	0	0	2	0	0	47	0	0	0	3	0	0	33	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	7	77	0	0	0	0	0	23	0	1	0	0	3	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	105	"AWI"	105	254	599	440	1	0	10	0	0	0	0	0	0	2	0	0	0	0	4	0	0	50	0	0	0	2	1	0	33	3	0	0	0	1	1	0	0	0	0	0	0	5	2	0	0	4	0	0	0	1	5	54	0	0	1	0	0	18	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	2	1	1	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	110	"AWI"	110	273	619	463	0	0	7	2	0	1	1	0	5	0	0	1	0	0	3	0	0	25	0	0	0	1	0	0	18	0	0	0	0	2	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	5	50	0	0	0	1	0	27	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	3	1	0	1	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	115	"AWI"	115	303	640	485	2	0	13	3	0	2	0	1	0	7	0	1	0	0	0	0	0	23	0	0	0	7	1	0	13	6	0	0	0	3	0	0	0	1	0	3	0	3	2	1	0	0	0	0	1	2	0	75	0	0	0	1	0	30	0	0	0	0	1	0	2	3	0	0	3	0	0	0	0	6	0	0	0	0	1
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	120	"AWI"	120	343	651	508	0	0	13	1	0	0	1	0	0	3	0	0	0	0	1	0	0	10	0	0	0	5	5	0	13	3	0	0	0	3	0	0	0	0	0	1	0	2	1	0	0	7	0	0	0	2	9	61	0	0	0	0	1	35	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	2	0	0	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	125	"AWI"	125	369	667	531	0	0	17	3	0	0	0	0	0	2	0	1	0	0	4	0	0	24	0	0	0	6	0	0	41	0	0	0	0	3	0	0	0	0	0	2	0	2	2	0	0	13	0	0	0	1	4	58	0	0	0	0	1	37	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	3	0	2	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	130	"AWI"	130	396	692	554	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0	18	0	0	0	2	1	0	41	0	0	0	0	2	0	0	0	2	0	1	0	2	2	1	0	3	0	0	0	1	4	79	0	0	0	1	0	33	0	2	1	0	0	0	3	0	0	0	2	1	0	0	0	3	0	0	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	135	"AWI"	135	450	703	573	0	0	18	8	0	0	1	0	0	1	0	0	0	0	1	0	0	12	0	0	0	10	0	0	20	4	0	0	0	4	0	0	0	1	0	1	0	3	0	1	0	5	0	0	0	0	7	58	0	0	0	3	0	55	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	1	0	0	1
