"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
27171	48072	"Dárko"	49.639158	15.87283	50	"AWI"	50	1543	1733	1634	238	0	64	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	21	138	0	4	0	0	0	0	45	0	0	0	1	1	2	0	0	0	0	0	0	0	4	0
27171	48072	"Dárko"	49.639158	15.87283	60	"AWI"	60	1603	2069	1767	411	0	20	2	0	0	9	0	0	0	0	0	0	1	0	0	0	0	7	25	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	13	99	0	0	0	0	0	0	38	0	0	0	0	2	1	0	0	0	0	1	0	0	2	1
27171	48072	"Dárko"	49.639158	15.87283	70	"AWI"	70	1683	2208	1913	283	0	45	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	7	201	0	0	0	0	0	0	31	0	0	0	1	1	1	0	0	0	0	2	1	4	2	1
27171	48072	"Dárko"	49.639158	15.87283	80	"AWI"	80	1777	2328	2080	212	2	42	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	4	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	30	112	0	0	0	0	0	0	53	0	0	0	1	1	0	0	0	0	1	0	1	12	5	0
27171	48072	"Dárko"	49.639158	15.87283	90	"AWI"	90	2012	2429	2262	162	0	55	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	29	8	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	14	232	0	0	0	0	0	0	56	0	0	0	0	2	0	0	0	0	0	0	0	0	7	1
27171	48072	"Dárko"	49.639158	15.87283	100	"AWI"	100	2218	2490	2383	231	1	58	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	46	18	0	0	0	0	233	1	0	0	0	0	1	0	0	0	0	0	0	20	180	0	0	0	0	0	0	27	0	0	0	1	0	2	0	0	0	0	0	0	0	3	1
27171	48072	"Dárko"	49.639158	15.87283	110	"AWI"	110	2338	2667	2476	220	0	63	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	39	109	0	0	0	0	0	0	87	0	0	0	0	1	0	0	0	0	0	0	0	0	10	1
27171	48072	"Dárko"	49.639158	15.87283	120	"AWI"	120	2404	2784	2569	254	3	50	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	14	10	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	27	189	0	0	0	0	1	0	77	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2
27171	48072	"Dárko"	49.639158	15.87283	130	"AWI"	130	2477	2880	2659	330	1	54	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	25	13	0	0	0	0	229	0	0	0	0	0	0	1	0	0	0	0	0	24	230	0	0	0	0	0	0	67	0	0	0	2	1	0	0	0	0	0	0	0	0	8	2
27171	48072	"Dárko"	49.639158	15.87283	140	"AWI"	140	2579	2985	2757	115	0	33	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	27	11	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	33	255	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
27171	48072	"Dárko"	49.639158	15.87283	150	"AWI"	150	2688	3070	2851	151	2	27	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	24	8	0	0	0	0	146	1	0	0	0	0	0	0	0	0	0	0	0	24	393	0	0	0	0	0	0	41	0	0	0	1	0	1	0	0	0	0	0	0	0	14	0
27171	48072	"Dárko"	49.639158	15.87283	160	"AWI"	160	2837	3218	2981	325	1	57	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	36	6	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	15	259	0	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	9	1
27171	48072	"Dárko"	49.639158	15.87283	170	"AWI"	170	2952	3522	3209	202	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	158	0	0	0	0	0	0	1	0	0	0	0	0	16	464	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2
27171	48072	"Dárko"	49.639158	15.87283	180	"AWI"	180	3124	3733	3427	308	0	52	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	31	12	0	0	0	0	170	0	0	0	0	0	0	4	0	0	0	0	0	38	214	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	25	3
27171	48072	"Dárko"	49.639158	15.87283	190	"AWI"	190	3310	3855	3642	196	0	34	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	25	8	0	0	0	0	130	0	0	0	0	0	0	2	0	0	0	0	0	24	384	0	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0
27171	48072	"Dárko"	49.639158	15.87283	200	"AWI"	200	3699	3956	3841	71	0	51	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	51	3	0	0	0	0	243	3	0	0	0	0	0	0	0	0	0	0	0	23	342	0	2	0	0	0	0	61	0	0	0	1	1	0	0	0	0	0	0	1	0	15	0
27171	48072	"Dárko"	49.639158	15.87283	210	"AWI"	210	3764	4218	3949	121	0	32	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	47	30	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	42	175	0	0	0	0	0	0	76	0	0	0	0	1	0	0	0	0	0	0	0	0	40	3
27171	48072	"Dárko"	49.639158	15.87283	220	"AWI"	220	3870	4359	4084	92	0	40	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	35	6	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	32	329	0	0	0	0	0	0	63	0	0	0	1	1	0	0	0	0	0	0	0	8	43	1
27171	48072	"Dárko"	49.639158	15.87283	230	"AWI"	230	3994	4482	4243	142	0	26	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	38	6	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	14	329	0	0	0	0	0	0	39	0	0	0	0	0	2	0	0	0	0	0	1	0	13	1
27171	48072	"Dárko"	49.639158	15.87283	240	"AWI"	240	4129	4589	4386	63	3	51	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	41	8	0	0	0	0	260	0	0	0	0	0	1	0	0	0	0	0	0	25	336	0	0	0	0	0	0	59	0	0	0	2	0	1	0	0	0	0	0	1	0	22	0
27171	48072	"Dárko"	49.639158	15.87283	250	"AWI"	250	4424	4731	4515	41	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	4	679	0	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	1	0	15	0
27171	48072	"Dárko"	49.639158	15.87283	260	"AWI"	260	4471	4895	4618	3	2	23	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	96	6	0	0	0	0	271	0	14	0	0	0	0	0	0	0	0	0	0	26	252	0	0	0	0	0	0	71	0	0	0	1	5	3	0	0	0	0	0	3	0	42	1
27171	48072	"Dárko"	49.639158	15.87283	270	"AWI"	270	4550	5006	4746	16	4	54	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	53	13	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	9	366	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	1	0	35	1
27171	48072	"Dárko"	49.639158	15.87283	280	"AWI"	280	4645	5131	4876	8	2	85	1	0	0	7	0	0	0	0	1	0	2	0	0	0	0	71	11	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	12	279	0	0	0	0	0	0	65	0	0	0	0	0	1	0	0	0	0	0	0	0	43	2
27171	48072	"Dárko"	49.639158	15.87283	290	"AWI"	290	4743	5212	4988	8	1	58	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	60	3	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	11	455	0	0	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	0	45	1
27171	48072	"Dárko"	49.639158	15.87283	300	"AWI"	300	4904	5280	5120	6	0	28	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	42	9	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	3	700	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
27171	48072	"Dárko"	49.639158	15.87283	310	"AWI"	310	5003	5525	5265	8	2	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	13	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	2	1151	0	0	0	0	0	0	32	0	0	0	0	3	0	0	0	0	0	0	0	0	27	0
27171	48072	"Dárko"	49.639158	15.87283	320	"AWI"	320	5122	5668	5413	2	3	48	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	67	12	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	3	483	0	0	0	0	0	0	47	0	0	0	0	0	0	0	1	0	0	0	0	0	34	2
27171	48072	"Dárko"	49.639158	15.87283	330	"AWI"	330	5271	5784	5563	3	1	85	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	196	38	0	0	0	0	177	0	0	1	0	0	0	0	0	0	0	0	0	5	268	0	0	0	0	0	0	48	0	0	0	0	1	2	0	0	0	0	0	0	0	33	0
27171	48072	"Dárko"	49.639158	15.87283	340	"AWI"	340	5437	5902	5709	4	2	72	0	0	0	8	0	0	0	0	0	1	2	0	0	0	0	202	13	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	4	309	0	0	0	0	0	0	58	0	0	0	0	0	0	0	1	0	0	0	0	0	69	1
27171	48072	"Dárko"	49.639158	15.87283	350	"AWI"	350	5715	5987	5828	0	1	44	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	132	9	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	2	457	0	0	0	0	0	0	79	0	0	0	0	1	0	0	0	0	0	0	2	0	72	0
27171	48072	"Dárko"	49.639158	15.87283	360	"AWI"	360	5805	6343	5995	1	7	115	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	212	16	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	4	284	0	0	0	0	0	0	71	0	0	0	0	0	0	0	2	0	0	0	2	0	51	0
27171	48072	"Dárko"	49.639158	15.87283	370	"AWI"	370	5892	6492	6182	2	3	83	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	198	6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	360	0	0	0	0	0	0	52	0	0	0	0	0	1	0	0	0	0	0	0	0	106	1
27171	48072	"Dárko"	49.639158	15.87283	380	"AWI"	380	6046	6655	6379	3	7	55	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	135	16	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	5	405	0	0	0	0	1	0	80	0	0	0	1	0	0	0	0	0	0	0	0	0	81	0
27171	48072	"Dárko"	49.639158	15.87283	390	"AWI"	390	6264	6774	6591	0	2	53	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	197	52	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	371	0	0	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	0	56	1
27171	48072	"Dárko"	49.639158	15.87283	400	"AWI"	400	6578	6864	6745	2	3	59	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	199	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	2	0	109	1
27171	48072	"Dárko"	49.639158	15.87283	410	"AWI"	410	6673	7034	6823	2	1	42	0	0	3	5	0	0	0	0	0	0	2	0	0	0	0	163	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	449	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0	0	0	0	66	0
27171	48072	"Dárko"	49.639158	15.87283	420	"AWI"	420	6732	7130	6916	1	1	34	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	214	31	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	243	0	0	0	0	1	0	64	0	0	0	0	1	0	0	0	0	0	0	1	0	103	1
27171	48072	"Dárko"	49.639158	15.87283	430	"AWI"	430	6808	7226	7017	4	1	36	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	141	31	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	65	0	0	0	0	0	1	0	0	0	0	0	1	0	99	0
27171	48072	"Dárko"	49.639158	15.87283	440	"AWI"	440	6896	7327	7119	0	2	37	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	148	55	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	343	0	0	0	0	1	0	62	0	0	0	0	0	1	0	2	0	0	0	0	0	100	1
27171	48072	"Dárko"	49.639158	15.87283	450	"AWI"	450	7013	7403	7220	0	0	68	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	295	28	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	84	0	0	0	0	0	1	0	1	0	0	0	2	0	76	1
27171	48072	"Dárko"	49.639158	15.87283	460	"AWI"	460	7136	7483	7312	0	0	57	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	205	54	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	65	0	0	0	0	0	3	0	0	0	0	0	0	0	110	0
27171	48072	"Dárko"	49.639158	15.87283	470	"AWI"	470	7293	7555	7393	0	0	55	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	151	77	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	77	0	0	0	0	1	0	0	2	0	0	0	1	0	89	1
27171	48072	"Dárko"	49.639158	15.87283	480	"AWI"	480	7399	8141	7684	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	144	114	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	41	0	1	0	1	0	0	1	0	0	0	0	0	0	86	1
27171	48072	"Dárko"	49.639158	15.87283	490	"AWI"	490	7629	8335	8041	0	2	24	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	215	44	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	54	0	0	0	1	0	2	0	0	0	0	0	2	0	81	0
27171	48072	"Dárko"	49.639158	15.87283	500	"AWI"	500	8193	8435	8348	1	1	69	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	275	47	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	77	0	0	0	2	0	0	0	0	0	0	0	1	0	82	0
27171	48072	"Dárko"	49.639158	15.87283	510	"AWI"	510	8278	9005	8539	1	1	54	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	458	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	56	0	0	0	0	1	3	0	3	0	0	0	6	0	95	0
27171	48072	"Dárko"	49.639158	15.87283	520	"AWI"	520	8433	9218	8794	1	2	56	2	0	1	13	0	0	0	0	0	0	1	0	0	0	0	451	69	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	109	169	0	0	0	0	0	77	0	0	0	1	0	1	0	0	0	0	0	4	0	108	0
27171	48072	"Dárko"	49.639158	15.87283	530	"AWI"	530	8620	9363	9033	0	1	52	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1067	29	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	56	192	0	0	0	0	0	91	0	0	0	1	0	2	1	0	0	0	0	1	0	83	0
27171	48072	"Dárko"	49.639158	15.87283	540	"AWI"	540	8865	9476	9262	0	1	27	0	0	0	5	0	0	183	0	0	0	0	0	0	0	0	1670	37	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30	196	0	0	0	0	0	85	0	0	0	0	0	5	1	0	0	0	0	1	0	81	2
27171	48072	"Dárko"	49.639158	15.87283	550	"AWI"	550	9300	9533	9472	0	0	5	0	0	0	5	0	0	144	0	1	0	0	0	0	0	0	224	110	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	5	277	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	3	0	49	0
27171	48072	"Dárko"	49.639158	15.87283	560	"AWI"	560	9457	10334	9757	0	0	5	0	0	1	8	0	0	179	0	0	0	0	0	0	0	0	163	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	475	0	0	0	0	0	17	0	0	0	1	2	3	1	0	0	0	0	3	0	63	1
27171	48072	"Dárko"	49.639158	15.87283	570	"AWI"	570	9657	10755	10115	0	1	6	0	0	0	8	0	0	114	0	0	0	0	0	0	0	0	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	533	0	0	0	0	0	9	0	0	0	2	1	13	0	0	0	0	0	1	0	45	0
27171	48072	"Dárko"	49.639158	15.87283	580	"AWI"	580	9890	11045	10476	0	0	7	0	0	0	7	0	0	64	0	0	0	0	0	0	0	0	66	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	648	0	0	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	5	0	20	1
27171	48072	"Dárko"	49.639158	15.87283	590	"AWI"	590	10259	11241	10891	0	0	1	8	0	0	8	0	0	102	0	0	0	0	0	0	0	0	7	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1037	0	0	0	0	0	1	0	0	0	3	0	24	0	0	0	0	0	3	0	26	1
27171	48072	"Dárko"	49.639158	15.87283	600	"AWI"	600	10880	11503	11216	0	0	1	0	0	0	4	1	0	99	0	3	0	0	0	0	0	0	4	114	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	504	0	0	0	0	0	0	0	0	0	4	0	256	0	0	0	0	0	6	0	5	1
27171	48072	"Dárko"	49.639158	15.87283	605	"AWI"	605	11056	11699	11379	0	0	1	4	0	0	7	0	0	65	0	1	0	0	0	0	0	0	1	81	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	815	0	0	0	0	0	1	0	0	0	2	1	5	0	0	0	0	0	1	0	2	0
27171	48072	"Dárko"	49.639158	15.87283	610	"AWI"	610	11188	12067	11548	0	0	2	4	0	0	6	0	0	126	0	0	0	0	0	0	0	0	2	261	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	593	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	1	0	1	0
27171	48072	"Dárko"	49.639158	15.87283	615	"AWI"	615	11354	12180	11730	0	0	1	10	0	0	18	0	0	56	0	5	1	0	0	0	2	0	1	79	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	767	0	0	0	0	0	1	0	0	0	6	0	12	1	0	0	0	0	3	0	0	0
27171	48072	"Dárko"	49.639158	15.87283	620	"AWI"	620	11444	12384	11921	0	0	1	12	0	0	24	0	0	38	0	16	0	0	0	0	1	0	1	229	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	627	0	0	0	0	0	0	0	0	0	19	2	9	0	0	0	0	0	5	0	1	0
27171	48072	"Dárko"	49.639158	15.87283	625	"AWI"	625	11780	12456	12098	0	0	1	10	0	0	16	0	0	0	0	5	0	0	0	0	0	0	3	115	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	799	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	1	0	0	0
27171	48072	"Dárko"	49.639158	15.87283	630	"AWI"	630	11961	12584	12297	0	0	1	4	0	0	27	0	0	0	0	0	0	0	0	0	0	0	2	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	976	0	0	0	0	0	1	0	0	0	3	4	18	0	0	0	0	0	3	0	0	0
27171	48072	"Dárko"	49.639158	15.87283	635	"AWI"	635	12175	13066	12637	0	0	3	4	0	0	10	0	0	0	0	2	0	0	0	0	0	0	1	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	2	0	0	0
27171	48072	"Dárko"	49.639158	15.87283	640	"AWI"	640	12251	13722	12969	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27171	48072	"Dárko"	49.639158	15.87283	645	"AWI"	645	12996	13817	13384	0	0	1	8	0	0	9	0	0	61	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	10	0	1	0
27171	48072	"Dárko"	49.639158	15.87283	650	"AWI"	650	13529	14013	13823	0	0	4	4	0	0	12	0	0	56	0	2	0	0	0	0	1	0	1	175	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	731	0	0	0	2	0	1	0	0	0	1	1	13	0	0	0	0	0	6	0	11	0
27171	48072	"Dárko"	49.639158	15.87283	655	"AWI"	655	13613	14190	13916	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
