"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Paliurus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	0	"AWI"	0	-145	18	-59	0.583941605839416	0.145985401459854	0.437956204379562	0.145985401459854	0	0.145985401459854	0.145985401459854	0	1.8978102189781	0	0	0	0.291970802919708	0	0	0	1.45985401459854	14.3065693430657	0	0.145985401459854	1.16788321167883	3.64963503649635	0.291970802919708	0	0.145985401459854	2.62773722627737	0	0	0	0	0.145985401459854	19.5620437956204	28.7591240875912	0	0.437956204379562	12.1167883211679	0	0	5.54744525547445	0.875912408759124	0	1.45985401459854	0.72992700729927	0.875912408759124	1.60583941605839	0	0	0.145985401459854	0	0.145985401459854	0	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	10	"AWI"	10	-84	264	44	0.449438202247191	0	0.337078651685393	0.224719101123596	0	0	0.337078651685393	0	1.01123595505618	0	0	0	0.337078651685393	0	0	0.224719101123596	1.01123595505618	26.5168539325843	0	0	0.561797752808989	1.12359550561798	0.224719101123596	0	0	1.57303370786517	0	0	0	1.12359550561798	0	13.4831460674157	22.3595505617978	0	1.01123595505618	19.5505617977528	0	0	2.24719101123596	0.224719101123596	0	1.12359550561798	2.02247191011236	1.23595505617978	1.12359550561798	0.112359550561798	0	0.337078651685393	0	0	0.112359550561798	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	20	"AWI"	20	-13	406	164	0.778210116731518	0.0972762645914397	0.389105058365759	0.583657587548638	0	0.0972762645914397	0.972762645914397	0	0.389105058365759	0	0	0	0.194552529182879	0.0972762645914397	0	0	0.486381322957198	23.7354085603113	0	0.0972762645914397	0.291828793774319	1.94552529182879	0.291828793774319	0	0.389105058365759	3.50194552529183	0	0	0	1.75097276264591	0.0972762645914397	13.715953307393	13.5214007782101	0.194552529182879	1.55642023346304	26.9455252918288	0	0	3.30739299610895	0.680933852140078	0	0	0.680933852140078	1.16731517509728	1.94552529182879	0	0	0	0	0	0.0972762645914397	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	30	"AWI"	30	70	507	285	0.592718035563082	0.169348010160881	0.169348010160881	0.508044030482642	0	0.254022015241321	1.01608806096528	0	1.52413209144793	0	0	0	0.169348010160881	0.0846740050804403	0	0	0.254022015241321	37.6799322607959	0	0	1.01608806096528	2.03217612193057	0.338696020321761	0	0.254022015241321	1.35478408128704	0	0.0846740050804403	0	1.94750211685013	0	7.11261642675699	15.7493649449619	0	1.52413209144793	15.6646909398815	0.254022015241321	0	5.33446232006774	0.592718035563082	0.0846740050804403	1.18543607112616	0.677392040643522	1.01608806096528	0.931414055884843	0.169348010160881	0	0	0	0	0	0.169348010160881	0.0846740050804403
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	40	"AWI"	40	180	588	402	0.668576886341929	0	0.477554918815664	0	0	0	0.859598853868195	0	0.382043935052531	0	0	0	2.19675262655205	0	0	0	0.955109837631328	21.3944603629417	0.0955109837631328	0.286532951289398	0.477554918815664	4.39350525310411	0.382043935052531	0	0.477554918815664	0.668576886341929	0	0	0	1.24164278892073	0	5.2531041069723	17.8605539637058	0	0.955109837631328	30.3724928366762	0	0.0955109837631328	6.59025787965616	0.668576886341929	0	0.382043935052531	0.859598853868195	0.764087870105062	0.764087870105062	0.477554918815664	0	0	0	0	0	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	50	"AWI"	50	332	652	514	0.639853747714808	0.182815356489945	0.639853747714808	0.548446069469835	0	0	1.0054844606947	0	0.731261425959781	0	0	0	12.1572212065814	0.0914076782449726	0	0	1.46252285191956	18.2815356489945	0	0.0914076782449726	0.36563071297989	8.31809872029251	0.0914076782449726	0	0.457038391224863	1.37111517367459	0	0	0	4.11334552102377	0	3.83912248628885	16.2705667276051	0.0914076782449726	1.55393053016453	19.5612431444241	0	0	5.57586837294333	0.457038391224863	0	0	0.822669104204753	0.457038391224863	0.182815356489945	0.182815356489945	0	0.274223034734918	0	0.0914076782449726	0.0914076782449726	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	60	"AWI"	60	504	953	673	1.46118721461187	0.091324200913242	1.46118721461187	0.730593607305936	0.273972602739726	0	0.091324200913242	0	1.55251141552511	0	0	0	19.4520547945205	0	0	0	1.0958904109589	15.0684931506849	0	0.365296803652968	0	2.10045662100457	0.182648401826484	0.182648401826484	0.091324200913242	0.365296803652968	0	0.821917808219178	0	1.91780821917808	0	7.94520547945206	12.4200913242009	0	1.7351598173516	21.5525114155251	0	0	5.20547945205479	0.182648401826484	0	0	0.273972602739726	1.18721461187215	0.730593607305936	0	0	1.36986301369863	0.091324200913242	0	0	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	70	"AWI"	70	611	1456	897	1.01317122593718	0.303951367781155	0.405268490374873	0.303951367781155	0	0.303951367781155	0.405268490374873	4.55927051671733	0.810536980749747	0	0.101317122593718	0	18.7436676798379	0	0	0	0.709219858156028	10.3343465045593	0	0.303951367781155	0.810536980749747	2.12765957446809	0.101317122593718	0	0.202634245187437	0	0	0.101317122593718	0	1.51975683890578	0	8.20668693009119	17.8318135764944	0	0.911854103343465	22.8976697061803	0	0	4.05268490374873	0.506585612968592	0	0	0.303951367781155	0.911854103343465	0.709219858156028	0	0	0.101317122593718	0.202634245187437	0.202634245187437	0	0	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	80	"AWI"	80	739	1821	1139	0.402010050251256	0.201005025125628	0.402010050251256	0.301507537688442	0	0	0.603015075376884	0	0.50251256281407	0.100502512562814	0	0.50251256281407	0.904522613065327	0	0	0	0.50251256281407	15.2763819095477	0	0.100502512562814	0.402010050251256	9.44723618090452	0.301507537688442	0	0.301507537688442	1.00502512562814	0	0	0	0	0.100502512562814	3.61809045226131	15.7788944723618	0	0.804020100502513	39.0954773869347	0	0.100502512562814	5.12562814070352	0.402010050251256	0	0	0.201005025125628	2.21105527638191	0.603015075376884	0.301507537688442	0	0	0.100502512562814	0	0.201005025125628	0.100502512562814	0
15812	24325	"Elatia-Rhodopes"	41.47972	24.32583	90	"AWI"	90	885	2109	1386	0.430292598967298	0.172117039586919	0.688468158347676	0.344234079173838	0	0	1.03270223752151	0	0.602409638554217	0.0860585197934596	0	0	0.946643717728055	0	0	0	0.774526678141136	14.5438898450947	0	0	0.430292598967298	9.12220309810671	0.172117039586919	0	0.172117039586919	0.946643717728055	0	0	0	1.37693631669535	0	3.52839931153184	14.8881239242685	0	0.344234079173838	41.394148020654	0	0.172117039586919	4.13080895008606	0.258175559380379	0	0.430292598967298	0.258175559380379	1.72117039586919	0.430292598967298	0.430292598967298	0	0	0	0	0	0.172117039586919	0
