"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"
15801	24286	"Murifeld Bern"	46.9365	7.473	405	"AWI"	405	12804	13067	12934	1	0	0	0	0	0	0	4	0	148	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	410	"AWI"	410	12823	13179	12980	0	0	0	0	0	0	0	5	0	215	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	415	"AWI"	415	12838	13297	13024	0	0	0	1	0	0	0	7	0	174	1	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	420	"AWI"	420	13081	13533	13272	0	0	0	0	0	0	0	7	0	181	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	422	"AWI"	422	13188	13647	13393	0	0	0	0	0	0	0	7	0	171	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	425	"AWI"	425	13332	13837	13575	0	0	0	0	0	0	0	18	0	288	1	0	0	0	0	0	0	99	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	48	0	3	0	0	0	1	0	13	0	0	5	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	427	"AWI"	427	13413	13973	13696	0	0	0	0	0	0	0	13	0	179	1	1	0	0	2	0	0	45	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	430	"AWI"	430	13531	14199	13876	0	0	0	0	0	0	0	15	0	206	0	0	0	1	0	0	0	48	1	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	79	0	4	0	0	0	0	0	11	0	0	7	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	432	"AWI"	432	13610	14354	13997	0	0	0	0	0	0	0	17	0	232	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	13	0	0	4	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	435	"AWI"	435	13725	14588	14175	0	0	0	0	0	0	0	25	0	410	0	1	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	75	0	4	0	0	0	1	0	25	0	0	6	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	437	"AWI"	437	13798	14746	14293	0	0	0	0	0	0	0	11	0	200	0	0	0	0	0	0	1	31	8	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	32	0	0	0	0	0	2	0	7	0	0	3	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	439	"AWI"	439	13873	14908	14412	0	0	0	0	0	0	0	10	0	36	0	0	0	0	0	0	0	39	12	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	442	"AWI"	442	13977	15146	14593	0	0	0	3	0	0	0	35	0	73	0	0	0	2	0	0	0	63	2	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0	0	0	65	0	1	0	0	0	2	0	7	0	0	3	0	0	0	1
15801	24286	"Murifeld Bern"	46.9365	7.473	445	"AWI"	445	14088	15390	14771	0	0	0	0	0	0	0	51	0	41	0	0	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	1	0	0	39	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	450	"AWI"	450	14256	15657	14992	0	0	0	0	0	0	0	44	0	63	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	49	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	455	"AWI"	455	14391	15765	15099	0	0	0	3	0	0	0	62	0	48	1	0	0	6	0	0	1	17	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	19	0	49	0	1	0	0	0	1	0	5	0	0	5	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	460	"AWI"	460	14476	15904	15206	1	0	0	5	0	0	0	116	0	113	5	0	0	4	0	0	5	12	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	86	0	0	0	0	0	2	0	13	0	0	5	0	0	1	0
15801	24286	"Murifeld Bern"	46.9365	7.473	465	"AWI"	465	14552	16076	15309	0	0	1	1	0	0	0	86	0	54	1	0	0	1	0	0	1	12	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	57	0	2	0	0	0	0	0	3	0	0	7	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	470	"AWI"	470	14614	16287	15412	0	0	0	7	0	0	0	88	0	81	1	0	0	4	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	64	0	0	0	0	0	4	0	8	0	0	7	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	475	"AWI"	475	14664	16515	15516	1	0	0	4	0	0	0	33	0	36	0	0	0	2	0	0	0	20	1	0	0	0	1	0	0	0	0	1	2	0	4	0	0	0	0	0	48	0	1	0	0	0	2	0	4	0	0	3	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	480	"AWI"	480	14701	16742	15616	0	0	0	4	0	0	0	74	0	59	5	0	0	7	0	0	2	24	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	58	0	0	0	0	0	0	0	3	0	0	7	0	0	1	0
15801	24286	"Murifeld Bern"	46.9365	7.473	485	"AWI"	485	14873	16807	15727	1	0	0	3	1	0	0	97	0	44	4	0	0	14	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	72	0	0	0	0	0	2	0	6	0	0	3	0	0	2	0
15801	24286	"Murifeld Bern"	46.9365	7.473	490	"AWI"	490	15003	16882	15842	0	0	0	1	0	6	0	95	0	34	1	0	0	11	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	495	"AWI"	495	15125	16980	15964	0	0	0	3	1	0	0	99	0	44	1	0	0	19	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	94	0	0	0	0	0	2	0	4	0	0	7	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	500	"AWI"	500	15211	17093	16080	0	0	0	6	0	0	0	80	0	21	1	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	505	"AWI"	505	15270	17228	16201	1	0	0	6	0	0	0	62	0	19	2	1	0	9	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	16	0	75	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	510	"AWI"	510	15335	17375	16320	0	0	2	1	0	0	0	64	0	15	0	0	0	12	0	0	1	6	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	11	0	55	0	0	0	0	0	3	0	3	0	0	4	0	0	1	0
15801	24286	"Murifeld Bern"	46.9365	7.473	515	"AWI"	515	15452	17495	16435	2	0	1	13	0	0	0	117	0	13	6	1	0	29	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	26	0	163	0	0	0	0	0	1	0	12	0	0	5	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	520	"AWI"	520	15558	17593	16550	0	0	0	2	0	0	0	54	0	3	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	525	"AWI"	525	15669	17765	16667	0	0	0	5	0	0	0	55	0	4	1	0	0	13	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	105	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	530	"AWI"	530	15753	17949	16779	1	0	0	6	0	0	0	46	0	8	0	0	0	20	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	84	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	535	"AWI"	535	15821	18169	16891	1	0	1	9	0	0	0	57	0	5	2	0	0	20	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	545	"AWI"	545	15938	18731	17103	1	0	0	8	0	0	0	71	0	7	1	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	1	0	3	0	0	3	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	550	"AWI"	550	16032	18835	17209	2	0	0	9	1	0	0	150	0	3	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	105	0	1	0	0	0	6	0	7	0	0	8	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	560	"AWI"	560	16169	19123	17435	0	0	0	5	0	0	0	38	0	3	1	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	570	"AWI"	570	16292	19540	17646	1	0	0	10	0	0	0	49	0	6	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	3	0	2	0	0	7	0	0	1	0
15801	24286	"Murifeld Bern"	46.9365	7.473	580	"AWI"	580	16428	19878	17853	2	0	0	16	0	0	0	65	0	3	1	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	3	0	1	0	0	7	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	590	"AWI"	590	16599	20159	18065	4	0	1	5	0	0	0	32	0	0	0	0	0	5	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	600	"AWI"	600	16700	20522	18276	2	0	0	5	0	0	0	21	0	1	0	0	0	2	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	42	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	610	"AWI"	610	16836	20906	18487	5	0	1	6	0	0	0	34	0	4	3	0	0	7	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	80	0	0	0	0	0	5	0	1	0	0	6	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	620	"AWI"	620	17017	21183	18712	9	0	2	5	0	0	0	30	0	1	3	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	630	"AWI"	630	17143	21484	18928	7	0	2	11	0	0	0	43	0	1	0	0	0	5	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	83	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0
15801	24286	"Murifeld Bern"	46.9365	7.473	640	"AWI"	640	17245	21905	19135	7	0	2	7	0	0	0	64	0	1	0	0	0	16	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	67	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0
