"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Ulmus"	"Urticaceae"
3070	4002	"Cregganmore"	54.25	-9.6	270	"AWI"	270	3954	5658	4780	6.31970260223048	0	0.371747211895911	0	0	0	0	0	0	0	0	0	34.2007434944238	6.69144981412639	0	0	0	0	2.97397769516729	0.371747211895911	0	0	6.69144981412639	0	0	27.5092936802974	8.17843866171004	0	0	0	0	4.08921933085502	0	0	2.60223048327138	0
3070	4002	"Cregganmore"	54.25	-9.6	280	"AWI"	280	4119	5843	4956	2.33463035019455	0	0.389105058365759	0	0	0	0	0	0	0	0.389105058365759	0	36.5758754863813	5.05836575875486	0	0	0	0	0	0	0	0	21.4007782101167	0	0	12.84046692607	11.6731517509728	0	0	0	0	2.72373540856031	0	0	6.6147859922179	0
3070	4002	"Cregganmore"	54.25	-9.6	290	"AWI"	290	4311	6025	5141	5.8252427184466	0	0	0	0.485436893203883	0	0	0	0	0	0	0	32.0388349514563	14.0776699029126	0	0	0	0	0	0.485436893203883	0	0	9.70873786407767	0	0	23.3009708737864	3.88349514563107	0	0	0	0.970873786407767	2.42718446601942	0	0	5.8252427184466	0.970873786407767
3070	4002	"Cregganmore"	54.25	-9.6	300	"AWI"	300	4483	6199	5313	3.15789473684211	0	0	0	0	0	0	0	0	0	0	0	28.9473684210526	9.47368421052632	0	0	0	0	3.68421052631579	0	0	0	6.31578947368421	0	0	39.4736842105263	4.21052631578947	0	0	0	0	2.10526315789474	0	0	2.63157894736842	0
3070	4002	"Cregganmore"	54.25	-9.6	310	"AWI"	310	4668	6378	5494	1.96850393700787	0	0.393700787401575	0	0	0	0	0	0	0	0	0	37.007874015748	1.96850393700787	0	0	0	0	0	0	0	0	33.0708661417323	0	0	5.51181102362205	10.6299212598425	0	0	0	0.393700787401575	1.18110236220472	0	0	7.8740157480315	0
3070	4002	"Cregganmore"	54.25	-9.6	320	"AWI"	320	4840	6560	5673	3.48432055749129	0	0	0.348432055749129	0	0	0	0	0	0	0	0	33.1010452961672	0	0	0	0	0	0	0	0	0	35.191637630662	0	0	10.4529616724739	11.1498257839721	0	0	0	0	1.04529616724739	0	0	5.22648083623693	0
3070	4002	"Cregganmore"	54.25	-9.6	330	"AWI"	330	5010	6742	5855	3.8135593220339	0	0.423728813559322	0	0	0	0	0	0	0	0	0	38.135593220339	7.20338983050847	0	0	0	0	0	0	0	0	11.0169491525424	0	0	21.1864406779661	10.5932203389831	0	0	0	0	2.54237288135593	0	0	5.08474576271187	0
3070	4002	"Cregganmore"	54.25	-9.6	351	"AWI"	351	5386	7123	6235	2.44897959183673	0	0.408163265306122	0	0	0	0	0	0	0	0	0	28.5714285714286	5.30612244897959	0	0	0	0	0	0	0	0	22.4489795918367	0	0	21.2244897959184	11.4285714285714	0	0	0	0	2.04081632653061	0	0	6.12244897959184	0
3070	4002	"Cregganmore"	54.25	-9.6	360	"AWI"	360	5529	7286	6392	1.47058823529412	0	0.367647058823529	0	0	0	0	0	0	0	0	0	43.3823529411765	1.83823529411765	0	0	0	0	0	0	0	0	24.6323529411765	0	0	9.92647058823529	11.3970588235294	0	0	0	0	1.47058823529412	0	0	5.51470588235294	0
3070	4002	"Cregganmore"	54.25	-9.6	370	"AWI"	370	5696	7457	6573	3.2967032967033	0	0	0.366300366300366	0	0	0	0	0	0	0	0	31.8681318681319	2.1978021978022	0	0	0	0	0	0	0	0	38.0952380952381	0	0	9.52380952380952	8.05860805860806	0	0	0	0	2.1978021978022	0	0	4.3956043956044	0
3070	4002	"Cregganmore"	54.25	-9.6	380	"AWI"	380	5869	7634	6753	2.84552845528455	0	0	0	0	0	0	0	0	0	0	0	31.3008130081301	2.84552845528455	0	0	0	0	0	0	0	0	36.9918699186992	0	0	8.94308943089431	9.34959349593496	0	0	0	0	0.813008130081301	0	0	6.50406504065041	0.40650406504065
3070	4002	"Cregganmore"	54.25	-9.6	390	"AWI"	390	6069	7806	6935	1.65016501650165	0	0	0.33003300330033	0	0	0	0	0	0	0	0	36.963696369637	15.5115511551155	0	0	0	0	0	0	0	0	28.7128712871287	0	0	5.28052805280528	7.59075907590759	0	0	0	0	0.33003300330033	0	0	3.63036303630363	0
3070	4002	"Cregganmore"	54.25	-9.6	400	"AWI"	400	6240	7979	7110	3.17460317460317	0	0	0	0	0	0	0	0	0	0	0	40.8730158730159	3.17460317460317	0	0	0	0	2.38095238095238	0	0	0	21.8253968253968	0	0	10.7142857142857	11.9047619047619	0	0	0	0	1.19047619047619	0	0	4.76190476190476	0
3070	4002	"Cregganmore"	54.25	-9.6	410	"AWI"	410	6422	8166	7289	1.13636363636364	0	0	0	0	0	0	0	0	0	0	0	47.3484848484849	4.16666666666667	0	0	0	0	1.13636363636364	0	0	0	19.6969696969697	0	0	10.2272727272727	10.9848484848485	0	0	0	0	2.65151515151515	0	0	2.65151515151515	0
3070	4002	"Cregganmore"	54.25	-9.6	420	"AWI"	420	6617	8337	7474	1.53256704980843	0	0	0.766283524904214	0	0	0	0	0	0	0	0	46.360153256705	5.74712643678161	0	0	0	0	0	0	0	0	20.6896551724138	0	0	7.27969348659004	10.3448275862069	0	0	0	0	1.53256704980843	0	0	5.3639846743295	0.383141762452107
3070	4002	"Cregganmore"	54.25	-9.6	430	"AWI"	430	6791	8517	7659	0	0	0	0.398406374501992	0	0	0	0	0	0	0	0	55.7768924302789	4.38247011952191	0	0	0	0	0	0	0	0	10.7569721115538	0	0	8.76494023904383	9.9601593625498	0	0	0	0	2.78884462151394	0	0	7.17131474103586	0
3070	4002	"Cregganmore"	54.25	-9.6	440	"AWI"	440	6966	8672	7833	0.442477876106195	0	0.884955752212389	0	0	0	0	0	0	0	0	0	55.3097345132743	2.65486725663717	0	0	0	0	0	0	0	0	15.4867256637168	0	0	3.09734513274336	12.8318584070796	0	0	0	0	1.32743362831858	0	0	7.9646017699115	0
3070	4002	"Cregganmore"	54.25	-9.6	451	"AWI"	451	7194	8857	8030	0	0	0	0	0	0	0	0	0	0	0	0	50.3759398496241	5.26315789473684	0	0	0	0	0	0	0	0	16.5413533834586	0	0	13.9097744360902	7.5187969924812	0	0	0	0	1.8796992481203	0	0	4.51127819548872	0
3070	4002	"Cregganmore"	54.25	-9.6	460	"AWI"	460	7354	9013	8194	0	0	0	0.404858299595142	0	0	0	0	0	0	0	0	53.0364372469636	2.83400809716599	0	0	0	0	0	0	0	0	14.5748987854251	0	0	7.28744939271255	10.5263157894737	0	0	0	0.404858299595142	3.23886639676113	0	0.404858299595142	7.28744939271255	0
3070	4002	"Cregganmore"	54.25	-9.6	470	"AWI"	470	7534	9182	8376	0	0	0	0	0	0	0	0	0	0	0	0	56.3265306122449	6.12244897959184	0	0	0	0	0	0	0	0	14.6938775510204	0	0	6.93877551020408	10.2040816326531	0	0	0	0	4.48979591836735	0	0	1.22448979591837	0
3070	4002	"Cregganmore"	54.25	-9.6	480	"AWI"	480	7713	9361	8555	0	0	0	0.416666666666667	0	0	0	0	0	0	0	0	60	5.83333333333333	0	0	0	0	0	0	0	0	11.6666666666667	0	0	4.58333333333333	7.08333333333333	0	0	0	0	3.75	0	0	6.25	0.416666666666667
3070	4002	"Cregganmore"	54.25	-9.6	490	"AWI"	490	7905	9543	8733	0	0	0	0.401606425702811	0	0	0	0	0	0	0	0	67.8714859437751	6.02409638554217	0	0	0	0	0	0.401606425702811	0	0	6.42570281124498	0	0	6.02409638554217	2.00803212851406	0	0	0	1.20481927710843	4.01606425702811	0	0	5.22088353413655	0.401606425702811
3070	4002	"Cregganmore"	54.25	-9.6	500	"AWI"	500	8103	9710	8910	0	0	0.364963503649635	0	0	0	0	0	0	0	0	0	67.5182481751825	6.56934306569343	0	0	0	0	0	0.364963503649635	0	0	6.93430656934307	0	0	6.93430656934307	3.28467153284672	0	0	0	0	2.55474452554745	0	0	5.47445255474453	0
3070	4002	"Cregganmore"	54.25	-9.6	510	"AWI"	510	8281	9874	9096	0	0	0	0	0	0	0	0	0	0	0	0	87.1287128712871	7.26072607260726	0	0	0	0	0	0	0	0	0.99009900990099	0	0	1.98019801980198	0.33003300330033	0	0	0	0.33003300330033	0.99009900990099	0	0	0.99009900990099	0
3070	4002	"Cregganmore"	54.25	-9.6	520	"AWI"	520	8476	10034	9269	0	0	0	0	0	0	0	0	0	0	0	0	83.7638376383764	7.01107011070111	0	0	0	0	0	0	0	0	0	0	0	4.7970479704797	0	0	0	0	0	4.4280442804428	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	530	"AWI"	530	8666	10199	9449	0	0	0	0	0	0	0	0	0	0	0	0	68.3720930232558	8.37209302325581	0	0	0	0	0	0.465116279069767	0	0	3.25581395348837	0	0	7.90697674418605	1.3953488372093	0	0	0	0.930232558139535	7.44186046511628	0	0	1.86046511627907	0
3070	4002	"Cregganmore"	54.25	-9.6	551	"AWI"	551	9069	10547	9819	0	0	0	0	0	0	0	0	0	0	0.632911392405063	0	26.5822784810127	8.22784810126582	0	0	0	0	2.53164556962025	0	0	0	8.22784810126582	0	0	42.4050632911392	0.632911392405063	0	0	0	1.26582278481013	8.22784810126582	0	0	1.26582278481013	0
3070	4002	"Cregganmore"	54.25	-9.6	560	"AWI"	560	9250	10690	9984	0	0	0	0	0	0	0	0	0	0	0	0	43.7185929648241	4.52261306532663	0	0	0	0	0	0	0	0	7.53768844221105	0	0	30.1507537688442	2.01005025125628	0	0	0	0	12.0603015075377	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	570	"AWI"	570	9440	10856	10159	0	0	0	0	0	0	0	0	0.43859649122807	0	0	0	3.94736842105263	8.33333333333333	0	0	0	0	0	2.19298245614035	0	0	2.63157894736842	0	0	68.4210526315789	0	0	0	0	2.19298245614035	11.8421052631579	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	580	"AWI"	580	9649	11014	10337	0	0	0	0	0.483091787439614	0	0	0.483091787439614	0	0	0	0	0	8.21256038647343	0	0	0	0	0	1.44927536231884	0	0	1.93236714975845	0	0	75.3623188405797	0.483091787439614	0.483091787439614	0	0	1.93236714975845	9.17874396135266	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	590	"AWI"	590	9846	11173	10521	0	0	0	0	0	0	0	0	0	0	0	0	1.82926829268293	9.14634146341463	0	0	0	0	0	10.9756097560976	0	0	1.82926829268293	0	0	56.7073170731707	0	0	0	0	2.4390243902439	17.0731707317073	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	600	"AWI"	600	10052	11325	10701	0	0	0	0	0	0	0	0	0	0	0	0	4.3859649122807	4.82456140350877	0	0	0	0	0	4.82456140350877	0	0	1.75438596491228	0	0	66.6666666666667	0.43859649122807	0	6.14035087719298	0	0	10.9649122807018	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	610	"AWI"	610	10262	11472	10877	0	0	0	0	0	0	0	0.390625	0	0	0	0	1.171875	9.765625	0	0	2.34375	0	0.390625	5.46875	0	0	0.78125	0	0	58.59375	0.78125	0	5.859375	0	1.171875	13.28125	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	620	"AWI"	620	10460	11634	11055	0	0	0	0	0	0	0	0	0	0	0	0	0	24.6575342465753	0	0	0	0	0	21.4611872146119	0	0	0.45662100456621	0	0	40.1826484018265	0	0.45662100456621	0	0.45662100456621	7.30593607305936	4.5662100456621	0.45662100456621	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	630	"AWI"	630	10659	11790	11225	0	0	0	0	0	0	0	0	0	0	0.706713780918728	0	0.353356890459364	30.3886925795053	0	0	0	0	0	4.59363957597173	0	0	0	0	0	43.1095406360424	0	6.00706713780919	1.76678445229682	0	10.6007067137809	2.47349823321555	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	640	"AWI"	640	10870	11960	11403	0	0	0.315457413249211	0	0.315457413249211	5.04731861198738	0	0	0	0	0.315457413249211	0	0	39.7476340694006	0	0	0	0	0	0.946372239747634	0	0	0.946372239747634	0	0	35.9621451104101	0	0.946372239747634	0	0	13.8801261829653	1.57728706624606	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	660	"AWI"	660	11216	12359	11786	0	0	0.350877192982456	0	0	0	0	0	0	0	0	0.350877192982456	0.350877192982456	16.4912280701754	0	0	0	0	0	0.350877192982456	0	0	1.05263157894737	0	0	75.4385964912281	0	0.350877192982456	0	0	5.26315789473684	0	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	670	"AWI"	670	11405	12555	11973	0	0.33003300330033	0.33003300330033	0	0	1.32013201320132	0	0	0	0	0	0	0	22.4422442244224	0	0	0	0	0	0	0	0	0.33003300330033	0	0	67.6567656765677	0	1.32013201320132	0	0	6.27062706270627	0	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	680	"AWI"	680	11589	12747	12155	0	0	0.327868852459016	0	0.327868852459016	0	0	0	0	0	0	0.327868852459016	0	22.2950819672131	0	0	0	0	0	0	0.327868852459016	0	0	0	0.327868852459016	68.8524590163934	0	0	0	0	6.55737704918033	0	0	0.655737704918033	0	0
3070	4002	"Cregganmore"	54.25	-9.6	690	"AWI"	690	11753	12928	12344	0	0	0.699300699300699	0	0.34965034965035	1.04895104895105	0	0.34965034965035	0	0	0	0	0	26.5734265734266	0.34965034965035	0	0	0	1.3986013986014	1.74825174825175	0	0	0.34965034965035	0	0	44.4055944055944	0	0.699300699300699	0	0	20.2797202797203	1.74825174825175	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	700	"AWI"	700	11959	13126	12528	0	0	0	0	0.671140939597315	0	6.04026845637584	0	0	0	0.335570469798658	0	0	30.8724832214765	0.335570469798658	0	0	0	0	8.7248322147651	0	0	0.335570469798658	0	0	17.4496644295302	0	2.3489932885906	0	0.335570469798658	31.2080536912752	1.34228187919463	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	710	"AWI"	710	12152	13324	12714	0	0	0.384615384615385	0	0	0	0	0	0	0	0.384615384615385	0	0	38.0769230769231	0	0	0	0	0	9.61538461538462	0	0	0.384615384615385	0	0	23.0769230769231	0	0.769230769230769	0	0	23.0769230769231	3.84615384615385	0	0.384615384615385	0	0
3070	4002	"Cregganmore"	54.25	-9.6	720	"AWI"	720	12349	13521	12896	0	0	1.11940298507463	0	1.11940298507463	0	0	0	0	0.373134328358209	0.746268656716418	0	0	39.9253731343284	0	0	0	0	0	14.5522388059702	0	0	0	0	0	20.8955223880597	0	1.49253731343284	0	0.373134328358209	16.7910447761194	2.61194029850746	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	730	"AWI"	730	12544	13719	13078	0	0	2.02702702702703	0	0	0	0	0	0	0	0.675675675675676	0	0	40.2027027027027	0	0	0	0	0.337837837837838	7.09459459459459	0	0	0.337837837837838	0	0	17.5675675675676	0	4.72972972972973	0	0	26.3513513513513	0.675675675675676	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	740	"AWI"	740	12744	13920	13260	0	0.350877192982456	2.10526315789474	0	1.40350877192982	0	0	0	0	0	1.05263157894737	0	0.350877192982456	41.7543859649123	0.350877192982456	0	0	0	0	17.5438596491228	0	0	0.350877192982456	0	0	15.0877192982456	0	0	0	0	18.2456140350877	1.05263157894737	0	0.350877192982456	0	0
3070	4002	"Cregganmore"	54.25	-9.6	760	"AWI"	760	13156	14306	13628	0.342465753424658	0	0	0	0	0	0	0.342465753424658	0	0.342465753424658	0	0	0	70.5479452054795	0	0	0	0	0	1.02739726027397	0	0	0	0	0	13.6986301369863	0	0.342465753424658	0	1.02739726027397	9.24657534246575	1.71232876712329	0	1.02739726027397	0.342465753424658	0
3070	4002	"Cregganmore"	54.25	-9.6	770	"AWI"	770	13381	14487	13804	0	0	1.33333333333333	0	1	0.666666666666667	0	0	0	0	0.333333333333333	0	0	44.6666666666667	0	0	0	0	0.333333333333333	2	0	0	0	0	0	19	0	2.66666666666667	3.33333333333333	0.333333333333333	21	2.33333333333333	0	1	0	0
3070	4002	"Cregganmore"	54.25	-9.6	780	"AWI"	780	13543	14706	13995	0	0	1.96078431372549	0	0.392156862745098	0	0	0	0	0	0.784313725490196	0	0	30.5882352941176	0.392156862745098	0	0	0	0	8.23529411764706	0	0.392156862745098	0	0	0	15.2941176470588	0	1.96078431372549	0	0	34.5098039215686	1.56862745098039	0	3.52941176470588	0.392156862745098	0
3070	4002	"Cregganmore"	54.25	-9.6	790	"AWI"	790	13694	14919	14186	0	0.4	2	0	0.8	0	0	0.4	0	0	1.6	0	0	19.2	0	0	0	0	2	4.4	0	0	0.8	0	0	15.6	0	1.2	0	0	49.6	2	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	800	"AWI"	800	13851	15159	14374	0	0	3.10077519379845	0	0.387596899224806	0	0	0	0	0	0.387596899224806	0	0	25.1937984496124	0	0	0	0	0	7.36434108527132	0	0.775193798449612	0.775193798449612	0	0	14.3410852713178	0	0.387596899224806	0	0.387596899224806	44.1860465116279	1.16279069767442	0	1.16279069767442	0.387596899224806	0
3070	4002	"Cregganmore"	54.25	-9.6	810	"AWI"	810	14001	15379	14568	0	0	3.96825396825397	0	2.38095238095238	0	0	0	0	0	0	0	0	21.031746031746	0	0	0	0	0.793650793650794	9.92063492063492	0	0	0.396825396825397	0	0.396825396825397	16.2698412698413	0	0.793650793650794	0	0	40.4761904761905	3.57142857142857	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	820	"AWI"	820	14157	15591	14757	0	0	3.43347639484979	0	3.00429184549356	0	0	0	0	0.429184549356223	0.429184549356223	0	0.429184549356223	17.1673819742489	0	0	0	0	0.429184549356223	1.28755364806867	0	0	0.429184549356223	0	0	23.175965665236	0	3.43347639484979	0	0.858369098712446	42.0600858369099	2.57510729613734	0	0.858369098712446	0	0
3070	4002	"Cregganmore"	54.25	-9.6	830	"AWI"	830	14315	15814	14954	0	0	0	0	0.680272108843537	0	1.36054421768707	0.340136054421769	0	0	0.340136054421769	0	8.50340136054422	0	0	0	0	0	2.04081632653061	1.70068027210884	0	0	0.340136054421769	0	0	20.0680272108844	0	2.72108843537415	1.70068027210884	0.680272108843537	57.8231292517007	1.36054421768707	0	0.340136054421769	0	0
3070	4002	"Cregganmore"	54.25	-9.6	840	"AWI"	840	14472	16024	15146	0	0	0	0	0.772200772200772	0	0	0	0	0	0.386100386100386	0	0	8.10810810810811	0	0	0	0	0	0.772200772200772	0	0.386100386100386	0.386100386100386	0	1.15830115830116	26.2548262548263	0	4.24710424710425	0	0.386100386100386	55.5984555984556	1.54440154440154	0	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	860	"AWI"	860	14793	16469	15526	0	0.318471337579618	0	0	0.318471337579618	5.73248407643312	0	0.636942675159236	0	0	0.636942675159236	0	0	7.32484076433121	0	0	0	0	0.318471337579618	0	0	0	0.955414012738854	0	0.318471337579618	55.4140127388535	0	2.22929936305732	0	0	22.2929936305732	3.18471337579618	0.318471337579618	0	0	0
3070	4002	"Cregganmore"	54.25	-9.6	870	"AWI"	870	14953	16689	15715	1.0752688172043	3.2258064516129	0	0	13.9784946236559	0	0	0	0	0	0	0	0	0	0	1.0752688172043	0	0	3.2258064516129	0	0	0	52.6881720430108	0	0	6.45161290322581	0	0	0	0	0	0	18.2795698924731	0	0	0
