"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celtis"	"Ceratonia"	"Cistaceae"	"Convolvulaceae"	"Coriariaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Olea"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	17	"AWI"	17	56	67	61	0	0	0	3	27	10	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	1	3	1	0	0	0	0	0	1	0	8	0	3	43	0	5	0	0	0	0	7	25	0	0	0	0	1	0	2	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	19	"AWI"	19	63	82	72	1	0	0	1	43	7	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	3	1	3	0	0	0	0	0	0	1	0	10	0	4	45	0	7	0	0	0	0	6	19	2	0	0	2	1	0	2	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	22	"AWI"	22	71	117	87	1	0	0	1	34	13	0	5	37	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	4	1	4	0	0	0	0	1	0	5	1	2	51	0	18	0	0	2	0	5	29	0	0	0	1	3	0	4	0	0	0	0	0	1
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	24	"AWI"	24	76	139	98	0	0	0	5	31	6	0	3	63	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	6	0	3	0	0	0	0	0	0	0	0	9	0	7	95	0	15	0	0	1	0	5	17	0	0	0	3	0	0	7	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	26	"AWI"	26	83	152	108	0	0	0	2	75	1	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	1	0	1	2	0	2	41	0	10	0	0	1	0	6	16	0	0	0	0	1	0	2	0	0	1	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	28	"AWI"	28	90	168	119	0	0	0	2	80	3	0	2	47	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	1	2	0	6	0	4	46	0	27	0	0	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	30	"AWI"	30	96	183	130	0	0	0	1	13	5	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	8	1	2	45	0	9	0	0	0	0	3	17	0	0	0	0	1	1	1	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	32	"AWI"	32	102	199	141	0	0	0	4	24	10	0	8	29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	9	0	4	0	0	0	0	0	0	1	2	9	2	2	63	0	5	0	0	0	0	6	41	0	0	0	1	1	2	1	0	0	0	0	0	2
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	34	"AWI"	34	110	213	152	0	0	0	9	40	9	0	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	4	1	14	1	0	0	0	0	0	0	0	10	1	7	58	0	11	0	0	1	0	11	36	0	0	0	1	2	0	1	0	0	0	0	0	3
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	36	"AWI"	36	118	226	162	0	0	0	5	30	15	0	11	43	2	0	0	0	0	5	0	0	0	0	0	0	0	0	3	8	0	6	0	0	0	0	0	0	1	1	13	2	3	60	0	14	0	0	4	0	6	44	2	0	0	1	2	1	1	0	0	0	0	0	5
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	38	"AWI"	38	125	241	173	0	0	0	2	12	12	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	1	1	4	0	2	34	0	43	0	0	5	0	9	52	0	0	0	0	0	0	1	0	0	0	0	0	2
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	40	"AWI"	40	132	255	184	0	0	0	6	12	18	0	9	37	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	1	25	0	0	0	2	3	0	0	0	7	0	13	29	0	9	0	0	3	0	7	39	0	0	0	1	0	0	1	0	0	1	0	0	10
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	42	"AWI"	42	142	266	195	0	0	0	5	4	9	0	12	19	1	0	0	0	0	3	0	0	1	0	0	0	0	5	1	5	1	13	0	0	1	0	0	0	1	0	4	3	3	27	0	7	0	0	1	0	8	45	2	0	0	0	0	0	0	0	0	0	0	0	8
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	44	"AWI"	44	150	280	206	0	0	0	6	5	12	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	4	2	1	8	1	4	34	0	3	0	0	2	0	15	47	4	0	0	1	2	0	0	0	0	0	0	0	6
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	46	"AWI"	46	159	292	217	1	0	0	12	8	24	0	1	22	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	20	0	0	0	1	3	0	0	2	7	1	4	81	0	6	0	0	2	0	10	28	0	0	0	3	0	1	1	0	0	0	0	0	1
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	48	"AWI"	48	167	306	228	0	0	0	2	3	16	0	2	26	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	5	0	7	0	0	0	0	0	1	1	1	10	0	3	77	0	6	0	0	1	0	7	34	0	0	0	2	2	0	1	0	0	1	0	0	2
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	50	"AWI"	50	175	318	238	0	0	0	2	6	22	0	7	21	1	0	0	1	0	2	0	2	0	0	0	6	0	0	0	6	1	17	0	0	0	0	1	2	3	2	6	1	3	66	0	7	0	0	1	0	8	26	0	0	0	1	2	1	2	0	0	1	0	0	4
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	51	"AWI"	51	180	324	244	0	0	0	7	8	19	0	8	30	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	10	0	24	0	0	0	0	2	6	2	0	10	0	3	67	0	3	0	0	4	0	11	46	0	0	0	0	0	1	1	0	0	0	0	0	6
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	52	"AWI"	52	185	330	249	0	0	0	8	3	7	0	5	11	0	0	0	0	0	1	0	0	0	0	0	8	0	5	0	8	0	4	0	0	0	0	0	1	5	0	5	0	0	62	0	6	0	0	4	0	20	47	4	0	0	2	3	0	0	0	0	0	0	0	9
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	58	"AWI"	58	212	368	282	0	0	0	21	2	4	0	2	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	6	0	0	1	0	0	0	0	0	4	0	0	70	0	3	0	0	0	0	7	29	0	0	0	0	0	0	0	0	0	1	0	0	6
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	62	"AWI"	62	232	393	305	0	0	0	4	6	15	0	8	0	1	0	0	0	0	1	0	8	0	0	0	0	0	52	1	6	1	5	0	0	0	0	2	1	5	0	9	0	2	47	0	6	0	0	5	0	14	47	3	0	0	0	2	0	0	0	0	0	0	0	16
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	66	"AWI"	66	251	417	327	0	0	0	3	5	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	6	0	4	1	5	0	8	0	0	0	0	0	1	1	0	8	1	0	142	1	9	0	0	1	0	14	56	0	0	0	2	0	0	0	0	0	0	0	0	6
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	72	"AWI"	72	279	454	360	0	0	0	5	5	7	0	9	0	0	0	0	0	0	0	0	2	0	0	1	0	0	6	0	15	1	11	0	0	0	0	0	2	2	0	26	0	0	64	1	9	0	0	2	0	19	61	3	0	0	3	4	0	2	0	0	0	0	0	15
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	78	"AWI"	78	309	491	393	0	0	0	5	2	12	0	6	0	0	0	0	0	0	4	0	4	0	0	0	0	0	2	1	5	0	29	0	0	0	0	2	1	1	0	14	0	1	121	0	3	0	0	0	0	9	67	1	0	0	1	0	1	1	0	0	0	1	0	6
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	82	"AWI"	82	329	513	415	0	0	0	3	12	10	0	21	0	0	0	0	0	0	2	0	1	0	1	0	3	0	7	2	12	4	20	0	0	0	0	0	2	1	0	8	0	0	55	0	6	0	0	2	0	9	53	2	0	0	2	0	0	0	1	0	0	0	0	8
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	88	"AWI"	88	360	549	448	0	0	0	3	7	7	1	2	0	0	0	0	0	0	1	0	2	0	0	0	14	0	1	0	3	0	18	0	0	0	0	0	1	2	0	13	2	2	108	0	6	0	0	1	0	13	80	1	0	0	5	0	0	2	0	0	0	0	0	12
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	92	"AWI"	92	381	571	470	0	0	1	0	5	18	0	7	0	0	0	0	0	0	3	0	0	0	0	0	7	0	5	1	15	1	22	0	0	0	0	0	1	1	0	22	3	11	74	0	9	0	0	3	0	12	78	0	0	0	2	0	0	0	0	0	0	0	0	10
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	98	"AWI"	98	413	605	503	0	0	0	3	2	11	0	5	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	2	4	0	35	0	0	1	0	0	1	0	0	10	0	2	66	0	49	0	0	2	0	11	44	0	0	0	2	0	0	0	0	0	0	0	0	9
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	102	"AWI"	102	434	628	525	0	0	0	3	2	7	0	7	19	0	0	0	0	0	1	0	0	0	0	0	9	0	5	1	13	1	25	0	0	0	0	0	2	0	0	11	0	0	123	0	7	0	0	1	0	12	65	3	0	0	2	0	0	2	0	0	1	0	0	11
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	108	"AWI"	108	468	662	558	0	0	0	2	3	5	3	5	0	1	0	0	0	0	1	0	1	0	0	0	16	0	1	1	6	1	21	0	0	0	0	0	1	1	0	14	1	1	144	1	5	0	0	1	0	16	86	0	0	0	3	0	0	2	0	0	0	0	0	3
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	112	"AWI"	112	489	685	579	0	0	0	1	6	8	0	11	0	0	0	0	0	0	2	0	1	0	0	0	10	0	6	3	5	0	17	0	0	0	0	1	1	3	0	14	0	3	87	0	6	0	0	1	0	12	67	0	0	0	0	0	0	0	0	0	1	0	0	9
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	118	"AWI"	118	524	720	611	0	0	0	1	4	10	0	8	0	1	0	0	0	0	2	0	0	0	0	0	8	0	10	1	6	2	34	0	0	0	0	0	2	1	0	14	0	0	89	2	3	0	0	1	0	23	156	3	0	0	4	0	0	2	0	0	1	0	0	16
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	122	"AWI"	122	547	741	633	0	0	0	4	3	9	1	3	0	2	0	0	0	0	0	0	0	0	0	0	11	0	8	0	7	1	17	0	0	0	0	0	1	0	0	9	0	0	79	1	8	0	14	2	0	22	92	2	0	0	1	0	0	2	0	0	1	0	0	6
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	128	"AWI"	128	581	777	665	0	0	0	2	1	10	1	5	0	1	0	0	0	0	5	0	0	0	0	0	5	0	6	1	5	0	50	0	0	0	0	1	1	2	0	11	1	0	69	0	6	0	0	0	0	18	95	2	0	0	0	0	0	0	0	0	0	0	0	3
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	132	"AWI"	132	610	801	686	0	0	0	7	1	11	5	8	15	2	0	0	0	0	0	0	1	0	0	0	17	0	0	2	7	0	20	0	0	0	0	0	1	0	0	10	0	0	64	0	9	0	0	0	0	26	96	3	0	0	1	0	0	1	0	0	0	0	0	7
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	136	"AWI"	136	635	825	707	1	0	0	5	5	12	1	1	0	0	0	0	0	0	1	0	0	0	0	0	10	0	1	0	1	0	41	0	0	0	0	1	0	0	0	7	0	0	46	0	1	0	0	2	0	13	95	0	0	0	0	0	0	0	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	140	"AWI"	140	654	848	729	0	0	0	3	0	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	0	6	0	0	0	0	0	1	0	0	2	0	0	55	1	1	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	1	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	142	"AWI"	142	663	861	740	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	1	0	1	0	0	72	0	1	0	0	1	0	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	146	"AWI"	146	679	887	763	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	1	2	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	152	"AWI"	152	705	924	796	0	0	0	1	1	4	1	3	0	1	0	0	0	0	2	0	0	0	0	0	8	0	0	1	3	0	26	0	0	0	0	4	2	0	0	7	0	1	97	0	7	0	0	2	0	23	114	0	0	0	0	0	0	0	0	0	0	0	0	0
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	156	"AWI"	156	725	950	819	0	0	0	4	2	4	0	5	0	0	0	0	0	0	2	0	0	0	0	0	14	0	1	0	7	2	13	0	0	0	0	0	1	2	0	5	0	1	84	1	9	0	0	3	0	14	68	0	0	0	5	0	1	0	0	0	1	0	0	2
3464	4483	"Delta del Rio Besos"	41.40528	2.24833	160	"AWI"	160	743	975	841	0	0	0	2	2	6	1	2	0	0	0	0	1	0	7	0	0	0	0	0	4	0	0	1	5	1	12	0	0	0	0	1	0	0	0	4	0	0	181	0	7	0	19	2	0	11	68	0	0	0	1	2	0	0	0	0	0	0	0	1
