"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Colchicaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	192	"AWI"	192	3026	3306	3170	85	0	109	0	0	0	0	2	0	0	64	0	0	3	0	0	0	0	0	0	80	15	0	24	0	0	127	0	6	1	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	72	0	0	0	3	1	0	0	0	0	0	1	6	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	194	"AWI"	194	3044	3347	3212	53	1	73	1	0	0	0	3	0	0	57	0	0	1	0	0	0	0	0	0	73	4	0	12	0	0	108	0	12	0	0	0	1	0	0	0	0	0	17	4	0	0	0	0	0	2	0	0	74	0	0	1	3	1	1	0	0	1	0	3	9	3	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	196	"AWI"	196	3088	3382	3247	51	2	102	1	0	0	0	1	0	0	69	1	0	1	0	0	0	0	0	0	98	5	0	15	0	0	129	0	14	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	80	0	0	0	0	2	1	0	0	1	0	6	7	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	198	"AWI"	198	3150	3401	3277	84	0	86	0	0	0	0	2	0	0	44	0	0	0	0	0	0	0	0	0	79	8	0	22	0	0	143	0	10	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	200	"AWI"	200	3185	3434	3311	62	1	80	1	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	74	10	0	14	0	0	141	0	14	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	202	"AWI"	202	3216	3470	3346	62	0	58	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	74	17	0	18	1	0	156	0	16	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	68	0	0	1	2	0	0	0	0	0	0	1	9	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	204	"AWI"	204	3237	3533	3378	80	0	75	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	76	42	0	9	0	0	150	0	10	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	57	0	0	1	0	0	1	0	0	0	0	2	2	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	206	"AWI"	206	3264	3579	3405	63	3	70	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	116	27	0	37	0	0	149	0	9	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	61	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	208	"AWI"	208	3295	3610	3434	54	0	72	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	109	24	0	30	0	0	134	0	9	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	45	0	0	0	0	2	0	0	0	0	0	6	8	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	210	"AWI"	210	3314	3646	3463	56	0	87	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	130	15	0	31	0	0	131	0	8	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	52	0	0	0	0	1	0	1	0	0	0	8	9	0	1	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	212	"AWI"	212	3331	3699	3492	58	0	77	1	0	0	0	2	0	0	34	0	0	1	0	0	0	0	0	0	108	5	0	26	0	0	135	0	12	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	214	"AWI"	214	3342	3758	3517	50	0	83	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	114	17	0	31	0	0	121	0	9	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	55	0	0	0	0	1	1	0	0	0	0	4	6	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	216	"AWI"	216	3366	3795	3543	53	2	79	1	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	106	4	0	30	0	0	122	0	10	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	3	11	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	218	"AWI"	218	3389	3811	3573	46	0	76	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	108	29	0	30	0	0	107	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	0	0	0	1	1	0	0	0	0	0	5	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	220	"AWI"	220	3410	3827	3602	63	0	115	0	0	0	1	2	0	0	32	0	0	3	0	0	0	0	0	0	84	21	0	43	0	0	115	0	14	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	33	0	0	0	0	2	1	0	0	0	0	1	3	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	222	"AWI"	222	3427	3848	3629	67	2	98	0	0	0	0	2	0	0	29	0	0	3	0	0	0	0	0	0	108	26	0	32	0	0	98	0	10	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	5	9	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	224	"AWI"	224	3437	3885	3658	68	0	50	0	0	0	0	0	0	0	39	0	0	2	0	0	0	0	0	0	75	23	1	19	0	0	75	0	5	0	1	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	2	8	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	226	"AWI"	226	3467	3917	3682	46	0	44	1	0	0	0	2	0	0	37	0	0	11	0	0	0	0	0	0	64	25	0	31	0	0	69	0	8	0	0	0	2	0	0	0	0	0	15	19	0	0	0	0	0	0	0	0	63	0	0	0	2	1	0	0	0	0	0	2	4	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	228	"AWI"	228	3505	3927	3709	59	1	53	1	0	0	1	4	0	0	37	1	0	12	0	0	0	0	0	0	61	16	0	20	0	0	60	0	10	0	0	0	2	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	60	0	0	0	3	2	1	0	0	0	0	3	3	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	230	"AWI"	230	3540	3939	3738	89	0	78	0	0	0	0	2	0	0	31	0	0	2	0	0	0	0	0	0	78	4	0	30	0	0	117	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	39	0	0	1	0	1	0	0	0	0	0	3	6	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	232	"AWI"	232	3565	3959	3764	58	2	74	1	0	0	0	0	0	0	36	0	1	1	0	0	0	0	0	0	86	13	0	31	0	0	121	0	12	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	56	0	0	0	1	1	0	0	0	0	0	3	6	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	234	"AWI"	234	3584	3988	3792	74	2	69	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	100	18	0	45	0	0	118	0	8	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	39	0	0	1	0	0	0	0	0	1	0	2	4	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	236	"AWI"	236	3619	4008	3820	62	0	102	0	0	0	0	1	0	1	41	0	0	0	0	0	0	0	0	0	116	20	0	33	0	0	110	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	42	0	0	0	0	2	0	0	0	0	0	4	2	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	238	"AWI"	238	3659	4018	3845	68	0	110	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	94	18	0	23	0	0	110	0	12	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	3	4	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	240	"AWI"	240	3691	4033	3872	65	0	93	0	0	0	0	0	0	0	40	0	0	2	0	0	0	0	0	0	72	8	0	22	0	0	128	0	2	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	53	0	0	1	2	2	2	0	0	4	0	5	7	2	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	242	"AWI"	242	3720	4050	3898	85	0	77	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	75	1	0	27	0	0	126	0	13	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	54	0	0	0	1	1	0	0	0	0	0	5	7	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	244	"AWI"	244	3739	4075	3928	78	0	97	0	0	0	0	4	0	0	34	0	0	0	0	0	0	0	0	0	91	3	0	26	0	0	140	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	3	6	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	246	"AWI"	246	3780	4098	3955	53	0	85	0	0	0	0	2	0	0	54	0	0	5	0	0	0	0	0	0	73	5	0	8	0	0	157	0	9	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	1	77	0	0	0	1	0	0	0	0	1	0	6	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	248	"AWI"	248	3836	4114	3979	94	2	75	0	0	0	0	2	0	0	58	0	0	1	0	0	0	0	0	0	72	4	0	13	0	0	104	0	10	0	0	0	1	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	46	0	0	0	1	0	0	1	0	1	0	2	7	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	250	"AWI"	250	3867	4136	4005	84	0	98	0	1	0	0	2	0	0	68	0	0	2	0	0	0	0	0	0	79	10	0	27	0	0	113	0	13	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0	0	71	0	0	0	0	0	0	0	0	1	2	5	6	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	252	"AWI"	252	3892	4169	4034	95	2	65	0	0	0	0	0	0	0	68	0	0	1	0	0	0	0	0	0	141	5	0	32	0	0	90	0	19	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	71	0	0	0	0	2	0	0	0	4	0	6	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	254	"AWI"	254	3910	4222	4058	83	2	53	0	0	0	1	1	0	0	32	0	0	0	0	0	0	0	0	0	139	1	0	13	0	0	83	0	26	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	67	0	0	1	1	1	0	0	0	0	0	7	11	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	256	"AWI"	256	3929	4264	4081	80	4	75	0	0	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	74	7	0	6	0	0	81	0	27	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	82	0	0	0	0	2	1	0	0	0	0	8	9	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	258	"AWI"	258	3952	4280	4104	69	3	65	0	0	0	1	2	0	0	20	0	0	0	0	0	0	0	0	0	112	4	0	4	0	0	100	0	45	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	69	0	0	0	0	1	0	0	0	1	0	7	10	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	260	"AWI"	260	3968	4303	4125	105	3	37	0	0	0	0	0	0	0	26	0	0	1	0	0	0	1	0	0	83	1	0	0	0	0	85	0	25	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	2	0	0	72	0	0	0	0	1	0	0	0	0	0	6	7	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	262	"AWI"	262	3983	4335	4148	126	1	53	1	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	128	8	0	2	0	0	103	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	50	0	0	0	0	0	0	0	0	0	0	4	5	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	264	"AWI"	264	3997	4377	4169	72	0	90	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	128	6	0	0	0	0	82	0	17	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	57	0	0	0	0	1	0	0	0	2	0	5	4	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	266	"AWI"	266	4016	4403	4189	161	3	63	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	100	8	0	4	0	0	65	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	268	"AWI"	268	4038	4418	4211	171	1	51	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	69	2	0	3	0	0	67	0	24	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	3	0	5	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	270	"AWI"	270	4054	4435	4234	94	0	56	0	1	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	85	12	0	0	0	0	94	0	27	0	1	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	70	0	0	0	2	1	0	0	0	0	0	11	8	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	272	"AWI"	272	4065	4456	4257	124	1	67	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	86	10	0	5	0	0	84	0	27	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	65	0	0	0	2	1	0	0	0	1	0	8	8	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	274	"AWI"	274	4079	4481	4278	63	1	81	2	0	0	0	0	0	0	36	0	0	2	0	0	0	0	0	0	68	8	0	14	0	0	96	0	15	0	1	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	62	0	0	0	2	0	1	0	0	0	0	6	5	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	276	"AWI"	276	4102	4504	4298	89	0	61	0	0	0	1	2	0	0	36	0	0	0	0	0	0	0	0	0	74	8	0	18	0	0	108	1	20	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	1	69	0	0	0	2	2	0	0	0	0	0	10	12	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	278	"AWI"	278	4133	4520	4321	68	1	66	0	0	0	0	1	0	0	39	0	0	1	0	0	0	0	0	1	83	4	0	9	0	0	92	0	22	0	0	1	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	56	0	0	0	1	2	0	0	0	0	0	12	9	0	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	282	"AWI"	282	4174	4554	4372	104	2	54	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	90	4	0	9	0	0	108	0	17	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	73	0	0	1	1	4	0	0	0	0	0	10	10	0	0	1
