"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Colchicaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	145	"AWI"	145	2063	2851	2555	75	1	43	0	0	0	0	2	0	0	44	0	0	15	0	0	0	0	0	0	88	17	0	20	1	0	112	0	8	0	0	0	0	1	0	0	0	0	12	20	0	0	0	0	0	1	0	0	68	0	0	0	2	0	0	0	0	1	0	3	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	146	"AWI"	146	2080	2854	2572	59	1	67	0	0	0	0	0	0	0	59	0	0	5	0	0	0	0	0	0	64	9	0	18	0	0	73	0	9	0	0	0	1	0	0	0	0	0	15	4	0	0	0	0	0	3	0	0	75	0	0	0	2	1	0	0	0	0	0	5	3	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	148	"AWI"	148	2112	2865	2605	64	3	67	0	0	0	0	1	0	0	51	0	0	7	0	0	0	0	0	0	65	13	0	14	0	0	97	0	15	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	75	0	0	1	5	0	0	0	0	2	0	2	5	2	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	150	"AWI"	150	2146	2877	2640	86	2	65	2	0	0	0	0	0	0	52	1	0	15	0	0	0	0	0	0	68	13	0	11	0	0	78	0	9	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	58	0	0	1	6	0	0	0	0	0	0	0	5	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	152	"AWI"	152	2179	2896	2678	63	0	53	1	0	0	0	2	0	0	55	0	0	7	0	0	0	0	0	0	58	7	0	28	0	0	112	0	10	0	0	0	0	1	0	0	0	0	13	15	0	0	0	0	0	0	0	0	91	0	0	0	2	0	0	0	0	0	0	1	7	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	154	"AWI"	154	2210	2925	2715	107	1	43	0	0	0	0	0	0	0	46	0	0	4	0	0	1	0	0	0	75	8	0	6	0	0	91	0	10	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	80	0	0	0	0	2	0	0	0	1	0	11	5	3	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	156	"AWI"	156	2288	2948	2747	64	1	67	1	0	0	0	2	0	0	43	0	0	10	0	0	0	0	0	0	71	3	0	10	0	0	81	0	11	1	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	62	0	0	0	1	5	0	0	0	2	0	3	5	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	158	"AWI"	158	2408	2960	2775	67	0	60	0	0	0	1	3	0	0	62	1	0	9	0	0	0	0	0	0	70	13	0	22	0	0	97	0	10	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	90	0	0	0	2	0	0	0	0	0	0	7	4	2	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	160	"AWI"	160	2546	2977	2802	63	0	59	1	0	0	0	1	0	0	58	1	0	14	0	0	0	0	0	0	73	12	0	13	0	0	74	0	10	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	67	0	0	1	5	2	0	0	0	1	0	4	6	2	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	162	"AWI"	162	2644	2999	2830	62	0	65	0	0	0	0	2	0	0	43	0	0	14	0	0	0	0	0	0	63	5	1	21	0	0	99	0	6	0	0	0	0	0	0	0	0	0	16	10	0	0	0	0	0	0	0	0	77	0	0	0	6	0	0	0	0	0	0	3	4	2	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	164	"AWI"	164	2701	3028	2861	68	0	56	1	0	0	1	1	0	0	57	0	0	18	0	0	0	0	0	0	63	15	0	15	1	0	98	0	2	0	0	0	1	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	97	0	0	0	3	0	0	0	0	1	0	3	9	1	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	166	"AWI"	166	2731	3051	2883	60	2	68	0	0	0	0	1	0	0	51	0	0	9	0	0	2	0	0	0	95	9	0	23	0	0	145	0	13	0	1	0	0	1	0	0	0	0	12	10	0	0	0	0	0	0	0	0	96	0	0	0	5	1	1	0	0	0	0	4	10	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	168	"AWI"	168	2760	3062	2892	51	0	66	0	0	0	0	0	0	0	53	0	0	5	0	0	0	0	0	0	62	11	0	26	0	0	100	0	7	0	0	0	1	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	86	0	0	0	1	2	1	0	0	1	0	4	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	170	"AWI"	170	2784	3073	2903	75	0	68	1	1	0	0	1	0	0	40	0	0	12	0	0	1	0	0	0	54	4	0	11	0	0	100	0	12	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	1	0	1	64	0	0	1	1	0	0	0	0	0	0	8	7	2	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	172	"AWI"	172	2805	3089	2917	35	0	69	0	0	0	0	1	0	0	27	0	0	1	0	0	0	0	0	0	149	17	0	17	0	0	119	0	8	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	48	0	0	0	0	1	0	0	0	0	0	2	11	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	174	"AWI"	174	2822	3109	2932	82	0	70	0	0	0	0	1	0	0	35	0	0	1	0	0	0	0	0	0	86	44	0	41	0	0	123	0	8	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	0	0	39	0	0	0	0	2	0	0	0	0	0	3	11	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	176	"AWI"	176	2839	3124	2946	70	3	81	2	0	0	0	0	0	0	68	0	0	3	0	0	1	0	0	0	51	14	0	13	1	0	97	0	14	0	0	0	0	0	0	0	0	0	20	5	0	0	0	0	0	0	0	0	89	0	0	1	2	2	0	0	0	0	0	3	7	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	178	"AWI"	178	2858	3134	2962	67	0	75	0	0	0	1	0	0	0	64	0	0	0	0	0	0	0	0	0	49	10	0	24	0	0	97	0	9	0	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	63	0	0	1	1	4	1	0	0	0	0	4	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	180	"AWI"	180	2878	3151	2980	104	1	83	0	1	0	0	2	0	0	66	0	0	3	0	0	0	0	0	0	47	11	0	21	0	0	139	0	9	0	0	0	1	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	75	0	0	0	1	0	0	0	0	0	0	1	4	0	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	182	"AWI"	182	2890	3177	2993	70	1	97	0	0	0	0	1	0	0	69	0	0	1	0	0	0	0	0	0	57	8	0	12	0	0	112	0	14	0	0	0	0	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	73	0	0	0	0	2	1	0	0	1	0	1	8	0	0	1
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	184	"AWI"	184	2901	3209	3008	62	1	60	0	0	0	0	2	0	0	56	0	1	5	0	0	0	0	0	0	57	5	0	14	0	0	109	0	6	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	61	0	0	1	2	3	0	0	0	0	0	2	4	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	186	"AWI"	186	2932	3234	3038	61	1	73	0	0	0	0	0	0	0	60	0	0	4	0	0	0	0	0	0	56	1	0	26	0	0	155	0	9	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	78	0	0	0	1	0	0	0	0	0	0	4	5	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	188	"AWI"	188	2976	3251	3081	73	0	66	1	0	0	0	2	0	0	45	0	0	1	0	0	0	0	0	0	50	6	0	8	0	0	110	0	8	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0	0	0	61	0	0	0	1	1	0	0	0	0	0	2	7	1	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	190	"AWI"	190	3004	3277	3127	82	0	94	0	0	0	0	1	0	0	49	0	0	1	0	0	0	0	0	0	57	7	0	18	0	0	117	0	4	0	0	0	0	3	0	0	0	0	20	1	0	0	0	0	0	1	0	0	67	0	0	0	2	1	0	0	0	0	0	2	5	1	0	0
