"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	128	"AWI"	128	5716	6199	5946	17	0	0	1	0	8	0	0	0	52	0	8	0	0	2	0	0	0	0	4	0	0	0	0	1	37	0	0	0	0	0	0	0	0	3	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	136	"AWI"	136	5735	6289	5994	34	0	0	3	0	10	0	0	0	69	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	144	"AWI"	144	5801	6324	6042	26	0	0	2	0	9	0	0	0	47	0	9	0	0	0	0	0	0	0	4	0	0	0	0	1	20	0	0	0	0	0	0	0	0	1	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	152	"AWI"	152	5849	6369	6092	21	0	0	4	0	11	1	0	0	33	0	2	0	0	0	1	0	0	0	8	0	0	0	0	0	26	0	0	0	0	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	160	"AWI"	160	5878	6427	6143	25	0	0	0	0	9	0	0	0	49	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	35	0	0	0	0	0	0	0	0	1	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	168	"AWI"	168	5975	6478	6198	30	0	0	4	0	3	0	0	0	97	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	28	0	0	0	0	0	0	0	0	10	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	176	"AWI"	176	6055	6536	6258	20	0	0	3	0	20	0	0	1	77	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	34	0	0	0	0	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	184	"AWI"	184	6097	6613	6322	15	0	0	3	0	23	0	0	0	122	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	27	0	0	0	0	0	0	0	0	11	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	192	"AWI"	192	6196	6704	6413	2	0	0	1	0	2	0	0	0	43	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	200	"AWI"	200	6327	6789	6544	11	0	0	2	0	10	0	0	0	87	0	7	0	0	0	0	0	0	0	18	0	0	0	0	0	25	1	0	0	0	0	0	0	1	14	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	208	"AWI"	208	6403	6935	6674	5	0	0	6	0	16	0	0	1	64	0	3	0	0	0	0	0	0	2	31	0	0	1	0	0	31	1	1	0	0	0	0	0	0	4	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	216	"AWI"	216	6487	7113	6803	15	0	0	3	0	7	0	0	0	85	0	2	0	0	0	0	1	0	0	14	0	17	0	0	0	27	0	0	0	0	0	0	0	0	6	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	224	"AWI"	224	6759	7212	6983	2	0	0	3	0	14	0	0	0	134	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	37	0	0	0	1	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	232	"AWI"	232	6876	7433	7176	6	0	0	1	0	6	0	0	0	108	0	4	0	0	0	0	0	0	0	10	1	0	0	0	0	36	0	0	0	1	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	240	"AWI"	240	6943	7763	7351	8	0	0	2	0	11	0	0	0	72	0	8	0	0	0	0	0	0	0	13	0	0	0	0	0	40	0	0	0	0	0	0	0	0	4	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	248	"AWI"	248	7207	7853	7519	0	0	0	0	0	1	0	0	0	14	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	256	"AWI"	256	7468	7922	7686	1	0	0	0	0	21	0	0	0	133	0	8	60	0	0	0	0	0	0	16	1	0	0	0	0	49	3	0	0	0	0	0	0	0	9	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	264	"AWI"	264	7658	8083	7858	2	0	1	1	0	12	0	0	0	38	0	22	0	0	0	0	0	0	0	19	0	0	0	0	0	24	0	0	0	0	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	272	"AWI"	272	7765	8262	8004	0	0	0	0	0	3	0	0	0	22	0	53	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	280	"AWI"	280	7815	8557	8126	1	0	0	5	0	19	0	10	0	71	0	122	0	0	0	0	0	0	0	16	0	0	0	0	0	38	0	0	0	0	1	0	0	0	7	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	288	"AWI"	288	7852	8916	8242	2	0	0	0	0	31	0	0	0	104	0	48	0	0	0	0	0	0	0	15	0	0	0	0	0	27	0	0	0	0	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	296	"AWI"	296	7920	9187	8366	1	0	2	1	0	25	0	0	0	59	0	101	0	0	0	0	0	0	0	15	0	0	0	0	0	30	1	2	0	0	0	0	0	0	10	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	304	"AWI"	304	8014	9317	8515	1	0	0	2	0	6	0	46	0	53	1	102	0	0	0	0	0	0	0	25	0	0	0	0	0	33	2	0	0	0	0	0	0	0	6	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	312	"AWI"	312	8068	9475	8656	1	0	0	1	0	4	0	0	0	36	0	202	0	0	0	0	0	0	0	6	0	0	0	0	0	24	0	0	0	0	0	0	0	1	1	1
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	320	"AWI"	320	8122	9703	8785	1	0	0	1	0	2	0	0	0	30	0	185	0	0	0	0	0	0	0	14	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	328	"AWI"	328	8240	9807	8940	0	0	0	0	0	0	0	0	0	2	0	278	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	336	"AWI"	336	8319	9949	9096	4	0	0	0	0	4	0	0	0	26	0	180	0	0	0	0	0	0	0	17	0	0	0	0	0	24	1	0	0	0	1	0	0	0	7	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	344	"AWI"	344	8388	10146	9235	0	0	0	0	0	1	0	10	0	31	0	125	0	0	0	0	0	0	0	33	0	0	0	1	1	67	1	0	0	0	0	0	0	0	8	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	352	"AWI"	352	8544	10259	9373	1	0	0	2	0	8	0	0	0	88	0	42	0	0	0	0	0	0	0	61	0	0	0	0	0	67	0	1	0	0	2	0	0	0	12	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	360	"AWI"	360	8682	10361	9522	0	0	0	3	0	17	0	0	1	39	0	87	0	0	0	1	0	0	0	106	0	0	0	0	0	29	0	0	0	0	1	1	0	0	3	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	368	"AWI"	368	8787	10495	9670	0	1	0	0	0	1	0	0	1	38	0	201	0	0	0	0	0	0	0	36	0	0	0	0	0	21	0	0	0	0	1	0	0	0	4	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	376	"AWI"	376	8969	10621	9808	1	1	1	1	0	4	0	0	0	34	0	147	0	0	0	0	0	0	0	17	0	0	0	0	0	46	0	0	0	0	1	0	0	0	3	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	384	"AWI"	384	9166	10703	9951	0	0	2	0	0	86	0	0	0	87	0	94	0	0	0	0	0	0	0	10	0	0	0	0	0	22	0	0	0	0	1	0	0	0	4	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	392	"AWI"	392	9264	10817	10096	0	0	0	1	0	21	0	6	1	69	0	156	0	0	0	0	0	0	0	12	0	0	0	1	0	28	0	1	0	0	0	0	1	0	1	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	400	"AWI"	400	9399	10948	10234	0	0	0	2	0	8	0	0	0	24	0	171	0	0	0	1	0	0	0	33	0	0	0	0	0	49	0	1	0	0	0	0	0	0	2	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	408	"AWI"	408	9648	11004	10362	0	0	0	1	0	1	0	0	1	8	0	239	0	0	0	0	0	0	0	30	0	0	0	0	0	20	0	1	0	0	1	0	0	0	2	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	416	"AWI"	416	9817	11072	10493	0	0	0	0	0	3	0	4	0	43	0	156	0	0	0	0	0	0	0	10	0	0	0	0	0	75	0	0	1	0	1	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	424	"AWI"	424	9934	11172	10631	0	0	0	0	0	14	0	0	0	89	0	164	0	0	0	0	0	0	0	14	1	0	0	0	0	19	0	0	0	0	0	0	1	0	4	0
