"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Zelkova"
23441	40441	"Mont Roux"	46.46832	6.1616	60	"AWI"	60	1855	7666	4676	9	3	15	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	237	16	0	0	1	0	0	2	0	11	0	0	0	0	0	0	0	0	0	3	17	0	0	10	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	50	187	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	65	"AWI"	65	2340	7960	5057	6	1	14	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	206	8	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	21	0	0	3	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	43	128	0	1	0
23441	40441	"Mont Roux"	46.46832	6.1616	70	"AWI"	70	2799	8129	5477	9	3	10	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	277	15	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	5	48	0	0	3	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	52	112	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	75	"AWI"	75	3133	8383	5928	3	0	10	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	323	45	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	2	55	0	0	6	0	0	0	0	21	1	0	0	0	0	0	1	2	0	0	0	0	28	103	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	80	"AWI"	80	3368	8757	6338	2	2	5	0	4	1	4	0	43	1	0	1	0	0	0	0	0	0	522	199	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	375	0	0	27	0	0	0	0	61	2	0	0	2	3	1	1	0	1	0	0	0	23	79	0	1	3
23441	40441	"Mont Roux"	46.46832	6.1616	85	"AWI"	85	3806	9096	6727	0	0	0	0	19	0	6	0	54	0	0	0	0	0	0	0	0	0	244	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	346	0	0	10	0	1	0	0	56	5	0	0	0	3	0	3	0	0	0	0	0	19	38	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	90	"AWI"	90	4421	9252	7129	6	3	1	0	8	0	3	0	95	0	0	2	0	0	0	2	0	0	478	40	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	405	0	0	10	0	0	1	2	78	16	0	0	0	1	3	4	0	0	1	0	0	37	81	0	1	0
23441	40441	"Mont Roux"	46.46832	6.1616	95	"AWI"	95	4854	9440	7546	2	0	0	0	9	1	7	0	66	0	0	0	0	0	0	0	0	0	261	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	338	0	0	18	0	0	1	0	43	15	0	0	1	0	1	0	0	0	0	0	1	9	45	0	1	2
23441	40441	"Mont Roux"	46.46832	6.1616	100	"AWI"	100	5235	9677	7986	1	1	1	0	8	2	9	0	74	0	0	1	0	0	0	1	0	0	256	7	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	440	0	0	12	0	0	1	0	52	13	0	0	0	3	0	2	0	0	0	0	0	18	46	0	0	2
23441	40441	"Mont Roux"	46.46832	6.1616	102	"AWI"	102	5339	9819	8163	3	1	5	0	5	0	5	0	66	0	0	3	0	0	0	1	0	0	328	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	504	0	0	10	0	0	0	0	51	19	0	0	1	0	1	0	0	0	2	0	0	17	68	0	0	2
23441	40441	"Mont Roux"	46.46832	6.1616	104	"AWI"	104	5567	9947	8324	1	1	2	0	6	1	9	0	59	0	0	0	0	0	0	0	0	0	206	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	406	0	0	30	0	0	0	0	47	18	0	0	1	4	2	0	0	0	0	0	1	8	56	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	106	"AWI"	106	5939	9977	8450	1	2	2	0	6	0	12	0	51	2	0	1	0	0	0	1	0	0	290	11	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	530	0	0	19	0	2	0	0	61	22	0	0	1	4	1	1	0	0	3	0	0	10	67	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	108	"AWI"	108	6319	10007	8585	1	2	0	0	6	0	7	0	50	0	0	1	0	0	1	1	0	0	187	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	501	0	0	23	0	0	0	0	37	22	0	0	0	1	5	0	0	2	2	0	0	7	52	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	110	"AWI"	110	6705	10043	8731	0	1	6	0	6	0	10	0	84	0	0	2	0	0	3	1	0	0	310	6	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	1	0	830	0	0	25	0	0	3	3	70	24	0	0	0	3	5	2	0	0	0	0	0	9	76	0	1	0
23441	40441	"Mont Roux"	46.46832	6.1616	112	"AWI"	112	7097	10088	8872	0	1	0	1	8	1	2	0	60	0	0	0	0	0	0	0	0	0	166	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	487	0	0	17	0	2	0	0	42	16	0	0	0	1	1	0	0	0	1	0	0	5	50	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	114	"AWI"	114	7440	10137	9011	0	0	3	0	5	0	6	0	49	0	0	3	0	0	0	1	0	0	234	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	28	0	3	0	0	40	12	0	0	0	0	4	0	0	0	0	0	2	15	64	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	116	"AWI"	116	7800	10195	9151	1	1	1	0	5	0	2	0	49	0	0	2	0	0	1	1	0	0	199	7	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	602	0	0	15	0	1	0	1	45	27	0	0	0	2	3	0	0	0	0	0	0	8	58	1	0	5
23441	40441	"Mont Roux"	46.46832	6.1616	118	"AWI"	118	8095	10249	9291	0	0	2	0	2	0	6	0	45	0	0	2	0	0	2	2	0	0	181	10	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	560	0	0	25	0	2	0	0	35	26	0	0	1	5	5	0	0	0	1	0	0	10	65	1	0	4
23441	40441	"Mont Roux"	46.46832	6.1616	120	"AWI"	120	8368	10322	9451	0	1	2	1	2	1	7	0	68	1	0	3	0	0	0	2	0	0	202	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	538	0	0	17	0	0	1	0	43	16	0	0	0	3	4	0	0	1	0	0	1	7	61	0	3	2
23441	40441	"Mont Roux"	46.46832	6.1616	122	"AWI"	122	8584	10432	9610	0	1	1	0	1	1	3	0	36	0	0	3	0	0	0	0	0	0	131	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	530	0	0	23	0	0	0	0	26	23	0	0	0	0	3	0	0	0	1	0	0	4	34	0	1	2
23441	40441	"Mont Roux"	46.46832	6.1616	124	"AWI"	124	8744	10573	9773	0	0	1	0	11	0	8	0	57	0	0	3	0	0	1	0	0	0	177	7	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	592	0	0	18	0	0	0	0	28	9	0	0	0	6	2	0	0	1	3	2	0	4	40	1	0	4
23441	40441	"Mont Roux"	46.46832	6.1616	126	"AWI"	126	8964	10600	9863	1	0	1	0	4	1	5	0	52	0	0	1	0	0	0	4	0	0	112	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	533	0	0	17	0	0	0	0	20	10	0	0	0	1	1	0	0	0	1	0	0	3	24	0	3	0
23441	40441	"Mont Roux"	46.46832	6.1616	130	"AWI"	130	9347	10678	10048	0	0	5	0	8	0	10	0	90	1	0	1	0	0	2	1	0	0	160	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	640	0	0	35	0	3	1	1	28	14	0	0	1	2	4	0	0	0	1	0	0	0	40	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	132	"AWI"	132	9528	10732	10141	0	0	2	0	1	0	5	0	59	0	0	2	0	0	0	1	0	0	76	8	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	711	0	0	26	0	2	1	0	13	4	0	0	2	2	0	0	0	0	1	0	0	0	22	0	1	0
23441	40441	"Mont Roux"	46.46832	6.1616	134	"AWI"	134	9647	10793	10234	0	0	0	0	6	0	6	0	61	0	0	1	0	0	1	1	0	0	88	7	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	637	0	0	21	0	0	0	0	11	8	0	0	0	1	0	1	0	0	0	0	0	1	24	0	1	3
23441	40441	"Mont Roux"	46.46832	6.1616	136	"AWI"	136	9742	10875	10329	1	1	1	1	1	0	7	0	66	0	0	4	0	0	0	0	0	0	76	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1051	0	0	34	0	4	0	0	18	10	0	0	0	3	0	0	0	1	1	0	1	0	28	0	0	4
23441	40441	"Mont Roux"	46.46832	6.1616	138	"AWI"	138	9811	10973	10426	0	0	0	1	2	1	11	0	93	0	0	1	0	0	0	2	0	0	70	10	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	644	0	0	50	0	0	0	0	7	9	0	0	1	1	4	0	0	0	1	0	0	0	17	0	0	2
23441	40441	"Mont Roux"	46.46832	6.1616	140	"AWI"	140	9863	11092	10523	0	0	2	1	1	2	7	0	67	0	0	1	0	0	1	2	0	0	39	12	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	645	0	0	32	0	2	1	0	11	1	0	0	0	4	1	1	0	0	3	0	1	0	15	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	142	"AWI"	142	9920	11251	10614	1	0	0	0	2	0	8	0	65	0	0	1	0	0	0	0	0	0	48	9	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	876	0	0	28	0	1	0	0	9	9	0	0	0	1	1	0	0	0	0	0	1	0	20	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	144	"AWI"	144	9957	11434	10704	0	0	1	0	4	0	1	0	70	0	0	1	0	0	1	0	0	0	66	20	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1069	0	0	49	0	0	0	2	12	5	0	0	0	5	2	0	0	0	4	0	0	0	13	0	2	0
23441	40441	"Mont Roux"	46.46832	6.1616	146	"AWI"	146	10015	11523	10770	0	1	0	1	1	0	8	0	63	0	0	0	0	0	0	1	0	0	52	7	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	834	0	0	34	0	0	0	1	3	1	0	0	0	3	2	0	0	1	1	0	1	0	6	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	148	"AWI"	148	10075	11571	10826	0	1	0	0	3	1	17	0	129	0	0	0	0	0	1	3	0	0	64	4	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	868	0	0	32	0	0	0	0	5	4	0	0	1	3	0	0	0	0	1	0	2	0	14	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	150	"AWI"	150	10122	11622	10876	4	0	0	0	2	0	16	0	74	0	0	2	0	0	1	0	0	0	24	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	959	0	0	37	0	0	1	0	5	1	0	0	0	2	2	0	0	0	3	0	1	0	6	0	1	1
23441	40441	"Mont Roux"	46.46832	6.1616	152	"AWI"	152	10160	11683	10936	0	0	2	2	6	1	14	0	88	0	0	0	0	0	0	2	0	0	16	8	0	0	0	0	0	0	0	1	0	0	0	0	21	1	0	0	0	0	510	0	0	61	0	0	2	0	10	0	0	0	1	2	6	0	0	0	1	0	3	0	5	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	154	"AWI"	154	10201	11746	10989	1	0	1	2	2	0	30	0	64	0	0	0	0	0	1	2	0	0	4	36	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	740	0	0	85	0	0	0	0	2	0	0	0	1	4	0	0	0	0	1	0	1	0	1	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	156	"AWI"	156	10251	11817	11045	1	0	1	2	1	0	59	0	74	0	0	0	0	0	1	3	0	0	13	57	2	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	589	0	0	94	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	1	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	158	"AWI"	158	10291	11891	11096	0	0	1	3	1	0	64	0	34	1	0	0	0	0	0	5	0	0	5	29	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	382	0	0	77	0	0	0	0	1	4	0	0	4	4	3	0	0	0	1	0	4	0	3	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	160	"AWI"	160	10324	11979	11148	0	0	0	4	0	0	48	0	37	0	0	1	0	0	0	4	0	0	3	35	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	509	0	0	72	0	0	0	0	0	5	0	0	4	1	1	0	0	0	0	0	2	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	162	"AWI"	162	10348	12069	11201	0	0	0	4	0	0	48	0	42	0	1	1	0	0	1	10	0	0	2	30	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	802	0	0	82	0	0	0	0	1	9	0	0	2	2	1	1	0	0	0	0	3	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	164	"AWI"	164	10382	12174	11250	0	0	1	4	2	0	52	0	86	0	0	1	0	0	0	7	0	0	1	53	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	622	0	0	103	0	0	0	0	0	20	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	166	"AWI"	166	10416	12262	11301	0	0	1	7	2	0	29	0	56	0	0	1	0	0	1	4	0	0	1	49	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	730	0	0	86	0	0	0	0	1	6	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	168	"AWI"	168	10477	12286	11356	0	0	0	5	1	0	69	0	51	1	0	1	0	0	0	3	0	0	0	31	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	593	0	0	109	0	0	0	0	0	27	0	0	2	3	1	0	0	0	0	0	1	0	2	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	170	"AWI"	170	10532	12312	11407	0	1	0	4	0	0	81	0	44	1	0	0	0	0	4	9	0	0	1	42	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	610	0	0	94	0	0	0	0	1	6	0	0	2	1	1	0	0	0	0	0	4	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	172	"AWI"	172	10596	12345	11466	0	0	0	6	0	0	57	0	33	1	0	0	0	0	2	8	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	620	0	0	121	0	0	0	0	4	3	0	0	3	0	1	0	0	0	0	0	1	0	2	0	1	0
23441	40441	"Mont Roux"	46.46832	6.1616	174	"AWI"	174	10647	12376	11518	0	0	0	3	1	0	54	0	38	0	0	0	0	0	2	8	0	0	0	23	4	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	0	0	319	0	0	104	0	0	1	0	0	4	0	0	1	2	2	0	0	0	0	0	3	0	1	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	176	"AWI"	176	10684	12416	11577	0	0	1	1	0	0	66	0	105	0	0	0	0	0	0	4	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	360	0	0	127	0	0	0	0	1	0	0	0	4	2	4	0	0	0	0	0	8	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	178	"AWI"	178	10722	12472	11635	2	0	2	1	0	0	70	0	168	1	0	0	0	0	1	8	0	0	3	31	7	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	278	0	0	157	0	0	0	0	3	6	0	0	1	5	3	0	0	0	0	0	6	0	0	1	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	180	"AWI"	180	10756	12515	11691	0	0	0	1	0	0	65	0	209	1	0	0	0	0	1	3	0	0	4	24	11	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	147	0	0	144	0	0	0	0	1	0	0	0	4	4	1	0	0	0	0	0	14	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	182	"AWI"	182	10795	12581	11746	0	1	0	2	1	0	90	0	229	0	0	1	0	0	0	4	0	0	0	27	9	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	121	0	0	174	0	1	0	0	1	3	0	0	3	4	4	0	0	0	0	0	9	0	0	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	184	"AWI"	184	10819	12648	11801	0	0	0	0	1	0	40	0	158	0	0	1	0	0	0	4	0	0	0	41	7	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	136	0	0	143	0	1	0	0	2	2	0	10	5	7	8	0	0	0	0	0	6	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	186	"AWI"	186	10846	12723	11853	0	0	0	3	0	0	57	0	120	0	0	1	0	0	0	6	0	0	0	25	4	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	1	193	0	0	176	0	0	0	0	0	1	0	0	2	4	5	0	0	0	0	0	16	0	1	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	188	"AWI"	188	10938	12743	11904	0	0	0	0	0	0	27	0	68	0	0	2	0	0	0	5	0	0	1	53	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	124	0	0	0	0	1	1	0	0	3	2	2	0	0	0	0	0	1	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	190	"AWI"	190	11021	12765	11953	0	0	0	1	0	0	33	0	81	1	0	0	0	0	1	4	0	0	0	31	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	269	0	0	111	0	0	0	0	0	1	0	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	192	"AWI"	192	11092	12796	12008	0	0	1	2	1	0	41	0	115	0	0	2	0	0	0	2	0	0	0	22	4	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	1	513	0	0	83	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	194	"AWI"	194	11150	12821	12065	0	0	0	0	0	0	43	0	57	1	1	0	0	0	0	7	0	0	0	37	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	744	0	0	122	0	0	0	2	0	2	0	0	3	2	3	0	0	0	0	0	4	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	196	"AWI"	196	11210	12849	12122	0	0	0	3	0	0	31	0	17	0	0	1	0	0	0	2	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	418	0	0	76	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	4	0	0	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	198	"AWI"	198	11260	12881	12179	0	0	0	4	1	0	37	0	34	1	0	1	0	0	4	9	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	950	0	0	70	0	0	0	0	0	7	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	200	"AWI"	200	11297	12915	12241	0	0	0	2	0	0	22	0	12	0	0	0	0	0	1	5	0	0	0	44	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	577	0	0	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	202	"AWI"	202	11337	12960	12296	9	0	0	2	5	0	37	0	55	0	0	1	0	0	2	7	0	0	6	24	0	0	0	0	0	3	0	0	0	0	0	0	11	1	0	1	0	3	587	0	0	55	0	0	0	0	1	4	0	0	6	4	5	0	0	0	0	0	2	0	2	0	0	1
23441	40441	"Mont Roux"	46.46832	6.1616	204	"AWI"	204	11379	13014	12350	0	0	1	1	1	0	29	0	28	0	0	0	0	0	3	7	0	0	1	28	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	526	0	0	40	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	206	"AWI"	206	11412	13084	12409	0	0	0	4	0	0	26	0	24	0	0	0	0	0	1	10	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	625	0	0	80	0	0	0	0	0	6	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	208	"AWI"	208	11503	13122	12459	0	0	0	4	0	0	20	0	29	0	0	0	0	0	5	21	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	746	0	0	78	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23441	40441	"Mont Roux"	46.46832	6.1616	210	"AWI"	210	11617	13148	12502	0	0	0	4	0	0	31	0	36	0	0	0	0	0	6	20	0	0	0	46	1	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	823	0	0	62	0	0	0	0	0	6	1	0	0	0	3	0	0	1	0	0	5	0	0	0	0	1
