"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4363	"Vasikkasuo"	64.67355	27.8601	95	"AWI"	95	3655	4349	4005	22	0	0	0	0	177	0	0	0	0	7	0	17	0	0	1	2	0	121	189	0	0	1	0	0	0	0	0	2	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	97.5	"AWI"	97.5	3758	4551.5	4126	14	0	1	0	0	214	0	0	0	0	2	0	6	0	0	0	0	0	73	197	0	0	3	0	0	1	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	100	"AWI"	100	3810	4854	4234	19	0	0	0	0	168	0	1	0	0	1	2	8	0	0	0	0	0	134	177	0	0	1	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	102.5	"AWI"	102.5	3917	4999.5	4357	14	0	0	0	0	173	0	1	0	0	4	2	18	0	0	0	0	0	141	182	0	0	1	0	0	0	2	1	0	3	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	105	"AWI"	105	3980	5227	4476	17	0	0	1	0	236	0	0	0	0	3	2	9	0	0	0	1	0	94	168	0	0	0	0	0	0	0	1	0	3	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	107.5	"AWI"	107.5	4021	5527.5	4584.5	17	0	4	0	0	214	0	0	0	0	3	0	1	0	0	1	0	0	95	208	0	0	1	0	0	0	0	0	0	2	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	110	"AWI"	110	4057	5841	4687	20	0	4	11	0	235	0	0	1	0	10	1	7	0	0	0	0	0	80	199	0	0	0	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	112.5	"AWI"	112.5	4155.5	5992	4814.5	19	0	1	1	0	197	0	0	0	1	6	1	11	0	0	0	0	0	58	221	0	0	2	0	0	0	0	0	0	2	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	115	"AWI"	115	4211	6184	4943	21	0	1	1	0	179	0	0	0	0	1	0	10	0	0	0	0	0	51	268	0	0	0	0	0	0	0	1	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	117.5	"AWI"	117.5	4264	6435	5059	12	0	0	0	0	231	0	0	0	0	4	3	7	0	0	0	0	0	41	226	0	0	0	0	0	0	1	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	120	"AWI"	120	4315	6714	5167	16	0	0	0	1	252	0	0	0	0	6	2	8	0	0	1	0	0	17	229	0	0	1	0	0	0	0	0	0	2	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	122.5	"AWI"	122.5	4416	6844	5293	22	0	0	1	0	275	0	0	0	0	2	1	7	0	0	0	0	0	20	210	0	0	2	0	0	0	0	0	1	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	125	"AWI"	125	4496	6991	5421	13	0	0	0	0	230	0	0	0	0	4	2	10	0	0	0	0	0	12	244	0	0	1	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	127.5	"AWI"	127.5	4550	7216.5	5541.5	15	0	1	0	0	239	0	0	0	0	1	2	15	0	0	0	2	0	9	239	0	0	2	0	0	0	0	0	1	3	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	130	"AWI"	130	4593	7471	5651	25	0	0	1	0	222	0	0	0	0	8	0	16	0	0	0	0	0	5	267	0	0	0	0	0	0	0	0	1	2	0
