"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4363	"Vasikkasuo"	64.67355	27.8601	0	"AWI"	0	-136	25	-49	11	1	0	0	0	152	1	0	0	0	2	0	9	0	0	0	5	0	55	280	0	99	0	0	0	0	16	1	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	2.5	"AWI"	2.5	-105	64.5	-17	26	1	0	1	0	186	0	0	0	0	2	1	35	0	1	0	1	0	70	216	1	36	0	0	0	0	5	1	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	5	"AWI"	5	-85	123	12	69	2	0	2	0	166	1	2	0	0	0	2	50	0	0	0	2	1	51	220	0	0	0	0	0	0	7	1	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	7.5	"AWI"	7.5	-72.5	193	42	36	2	0	2	0	215	0	0	0	0	0	1	16	0	0	0	4	0	38	211	0	0	0	0	0	0	2	1	0	0	1
3365	4363	"Vasikkasuo"	64.67355	27.8601	10	"AWI"	10	-65	268	71	17	0	0	1	1	168	0	1	0	0	1	0	30	0	0	0	2	0	34	301	0	0	0	0	0	0	8	1	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	12.5	"AWI"	12.5	-15.5	296	113	12	0	0	2	0	163	1	1	0	0	0	0	28	0	0	0	3	0	55	290	0	0	0	0	0	0	5	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	15	"AWI"	15	10	354	161	17	0	0	1	0	140	0	0	0	0	1	0	99	0	0	1	0	0	56	295	0	11	1	0	0	0	1	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	17.5	"AWI"	17.5	29	416	206.5	10	0	0	1	1	103	0	1	0	0	1	0	96	9	0	0	0	0	73	325	0	8	0	0	0	0	1	3	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	20	"AWI"	20	43	490	245	13	0	0	4	0	100	0	0	0	0	0	0	36	0	0	0	0	0	115	283	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	22.5	"AWI"	22.5	115.5	647.5	348	7	1	0	0	0	127	0	0	0	0	0	0	18	0	0	0	0	0	122	259	0	0	0	0	0	1	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	25	"AWI"	25	155	916	441	4	0	0	1	0	93	0	0	0	0	0	0	13	0	0	0	0	0	149	234	0	0	0	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	27.5	"AWI"	27.5	183	1216.5	538	6	0	0	0	0	106	0	0	0	0	2	0	46	0	0	0	0	0	106	292	0	0	0	0	0	1	1	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	30	"AWI"	30	209	1527	632	7	0	0	2	0	119	0	0	0	0	0	0	22	0	0	0	0	0	163	240	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	32.5	"AWI"	32.5	321	1633	770	30	0	0	2	0	98	0	0	0	0	0	0	15	0	0	0	0	1	168	204	0	0	2	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	35	"AWI"	35	385	1789	906	4	0	0	1	0	107	0	0	0	0	0	0	32	0	0	1	0	0	140	250	0	0	2	0	0	0	0	1	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	37.5	"AWI"	37.5	426	1987	1036.5	10	0	0	1	0	95	0	0	0	0	1	0	21	0	0	0	0	1	155	261	0	0	3	0	0	0	0	0	1	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	40	"AWI"	40	465	2251	1150	8	0	0	1	0	163	0	0	0	0	0	1	16	0	0	0	0	0	109	243	0	0	1	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	42.5	"AWI"	42.5	597.5	2330.5	1285	11	2	0	3	0	147	0	0	0	0	1	2	90	0	0	0	0	0	93	250	0	0	0	0	0	0	0	0	1	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	45	"AWI"	45	678	2437	1424	3	0	0	0	0	154	0	0	0	0	1	0	117	0	0	0	1	0	112	235	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	47.5	"AWI"	47.5	740.5	2580.5	1565	8	1	0	3	0	181	0	0	0	0	3	2	84	0	0	0	0	0	116	193	0	0	1	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	50	"AWI"	50	793	2780	1693	10	0	0	1	0	120	0	0	0	0	0	1	12	0	0	0	0	0	161	213	0	0	0	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	52.5	"AWI"	52.5	947.5	2838	1828.5	23	1	0	3	0	160	0	0	0	0	1	1	13	0	0	0	0	0	122	196	0	0	1	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	55	"AWI"	55	1058	2922	1969	7	0	0	1	0	109	0	0	0	0	0	1	82	0	0	0	1	0	136	249	0	0	2	0	0	1	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	57.5	"AWI"	57.5	1140.5	3049.5	2100.5	16	0	0	1	0	150	0	0	0	0	0	0	62	0	0	0	0	0	117	230	0	0	1	0	0	1	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	60	"AWI"	60	1208	3208	2232	13	0	0	0	0	134	0	0	0	0	3	1	19	0	0	0	0	0	162	209	1	0	0	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	62.5	"AWI"	62.5	1375	3278.5	2359.5	13	1	0	2	0	160	0	0	0	0	0	0	30	0	0	0	0	0	140	210	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	65	"AWI"	65	1508	3356	2499	14	0	0	0	0	167	0	0	0	0	0	1	8	0	0	0	0	0	132	188	0	0	1	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	67.5	"AWI"	67.5	1603	3461.5	2641.5	17	0	0	0	0	181	0	0	0	0	0	2	3	0	0	0	0	0	147	166	0	0	0	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	70	"AWI"	70	1688	3606	2776	14	0	0	1	0	133	0	0	0	0	0	1	3	0	0	0	1	0	148	214	0	0	0	0	0	0	0	0	0	2	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	72.5	"AWI"	72.5	1875.5	3652	2897.5	9	0	0	1	0	158	0	0	0	0	0	0	11	0	0	0	1	0	155	186	0	0	1	0	0	0	0	0	1	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	75	"AWI"	75	2051	3718	3030	23	0	0	0	0	158	0	0	0	0	1	0	7	0	0	2	1	0	141	186	0	0	2	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	77.5	"AWI"	77.5	2170	3806	3167	11	0	0	0	0	175	0	0	0	0	1	0	1	0	0	0	0	0	152	162	0	0	1	0	0	0	0	0	0	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	80	"AWI"	80	2271	3931	3297	19	0	0	0	0	169	0	0	0	0	0	2	1	0	0	0	0	0	148	161	0	0	8	0	0	0	0	1	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	82.5	"AWI"	82.5	2559.5	3970.5	3406.5	20	0	0	0	0	131	0	0	0	0	2	0	10	0	0	0	1	0	158	199	0	0	1	0	0	0	0	0	1	0	1
3365	4363	"Vasikkasuo"	64.67355	27.8601	85	"AWI"	85	2831	4022	3519	10	0	1	1	0	238	0	0	0	0	0	2	12	0	0	0	0	0	123	124	0	0	3	0	0	0	0	0	0	1	1
3365	4363	"Vasikkasuo"	64.67355	27.8601	87.5	"AWI"	87.5	3036.5	4083.5	3643	8	0	0	0	0	447	0	0	0	0	2	0	7	0	0	0	0	0	40	67	0	0	0	0	0	0	0	0	0	0	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	90	"AWI"	90	3172	4194	3775	10	0	0	0	0	192	0	0	0	0	1	1	11	0	0	0	0	0	96	201	0	0	1	0	0	0	0	0	1	1	0
3365	4363	"Vasikkasuo"	64.67355	27.8601	92.5	"AWI"	92.5	3459.5	4253	3884.5	21	0	0	0	0	171	0	0	0	0	0	1	27	0	0	0	0	0	119	229	0	0	1	0	0	0	0	0	1	1	0
