"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
2969	3869	"Plan du Laus"	44.24167	6.70222	35	"AWI"	35	204	2046	847	11.2299465240642	0	0	0	0	0	0	1.06951871657754	0	0	1.06951871657754	0	0	0	0.53475935828877	0	3.20855614973262	0	0	0	0	0	0	0	0	0	0	18.1818181818182	0	0	0	0	0	2.13903743315508	58.8235294117647	0	0	0	1.60427807486631	0	0	0	0	0	0	2.13903743315508	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	45	"AWI"	45	386	2311	1137	20.3883495145631	0	0	0.485436893203883	0	0	0	0.485436893203883	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485436893203883	0	0	0	0	0	16.504854368932	0	0	0	0	0	1.94174757281553	58.252427184466	0	0	0	0.970873786407767	0	0	0	0	0	0	0.485436893203883	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	60	"AWI"	60	659	2819	1559	15.6378600823045	0	0	0.411522633744856	0	2.05761316872428	0	0	0	0	2.05761316872428	0	0	0	0.411522633744856	0	4.11522633744856	0	0	0	0	0.411522633744856	0	0	0	0.411522633744856	0	9.05349794238683	0	0	0	0	0	1.64609053497942	58.8477366255144	0	0	0	4.93827160493827	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	70	"AWI"	70	815	3207	1841	9.09090909090909	0	0	0	0	0	0	0	0.649350649350649	0	0	0	0	0	0	0	1.2987012987013	0	0	0	0	0.649350649350649	0	0	0	0	0	14.9350649350649	0	0	0	0	0	0	71.4285714285714	0	0	0	1.94805194805195	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	80	"AWI"	80	1037	3445	2135	27.4336283185841	0	0	0	0	0	0	0.884955752212389	0	0	0	0	0	0	0	0	4.42477876106195	0	0	0	0	0	0	0	0	0	0	20.353982300885	0	0	0	0	0	0	44.2477876106195	0	0	0	0.884955752212389	0	0	0	0	0	0	1.76991150442478	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	90	"AWI"	90	1251	3760	2416	19.3548387096774	0	0	0.645161290322581	0	0	0	0	0	0	0	0	0	0	0	0	6.45161290322581	0	0	0	0	1.29032258064516	0	0	0	0	0	14.8387096774194	0	0	0	0	0	0	51.6129032258064	0	0	0	3.87096774193548	0	0	0	0	0	0.645161290322581	1.29032258064516	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	105	"AWI"	105	1572	4213	2831	7.95847750865052	0	0	0	0	0	0	0.69204152249135	0	0	0	0	0.346020761245675	0	0.346020761245675	0	8.99653979238754	0	0	0	0	1.3840830449827	0	0	0	0.346020761245675	0	7.61245674740484	0	0	0	0	0	0	69.2041522491349	0	0	0	2.7681660899654	0	0	0	0	0	0	0.346020761245675	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	115	"AWI"	115	1829	4448	3124	8.73493975903614	0	0	0	0.301204819277108	0.301204819277108	0	0	0	0	0	0	0	0	0.301204819277108	0	22.5903614457831	0	0	0	0	0	0	0	0	0	0	2.10843373493976	0	0	0	0	0	0	62.9518072289157	0	0	0	2.40963855421687	0.301204819277108	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	125	"AWI"	125	2099	4715	3381	16.1490683229814	0	0	0	0	0	0	0.62111801242236	0	0	0.31055900621118	0	0	0	0.31055900621118	0	3.41614906832298	0	0	0	0	0	0	0	0	0	0	6.2111801242236	0	0	0	0	0	0	71.4285714285714	0	0	0	1.24223602484472	0.31055900621118	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	135	"AWI"	135	2343	4971	3664	17.4672489082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436681222707424	0	2.62008733624454	0	0	0	0	0	0	0	0	0	0	10.9170305676856	0	0	0	0	0	0	65.5021834061135	0	0	0	3.05676855895197	0	0	0	0	0	0	0	0	0	0	0	0
