"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3516	4542	"Zapovednoe"	65.11667	32.63333	25	"AWI"	25	51	830	322	0	0	0	0	0	0	0	0	0	52	0	4	0	40	0	0	12	0	0	1	0	0	0	1	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	50	"AWI"	50	285	1368	727	0	0	0	0	1	0	0	0	0	35	0	3	0	19	0	0	12	0	1	0	0	0	0	0	1	0	1
3516	4542	"Zapovednoe"	65.11667	32.63333	75	"AWI"	75	587	1851	1128	0	4	0	1	1	0	0	0	0	25	0	2	0	31	0	0	10	0	0	0	0	0	0	0	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	100	"AWI"	100	892	2310	1529	2	0	0	0	1	0	24	0	0	45	0	0	0	50	258	0	10	0	0	1	0	0	0	0	0	0	1
3516	4542	"Zapovednoe"	65.11667	32.63333	125	"AWI"	125	1225	2781	1929	0	2	0	0	0	0	0	0	0	15	0	0	0	26	202	0	7	1	0	1	0	0	0	0	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	150	"AWI"	150	1579	3245	2345	1	2	0	0	0	0	51	0	1	20	0	0	1	27	173	0	19	1	1	0	0	0	0	0	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	175	"AWI"	175	1946	3640	2743	0	5	0	0	0	0	44	0	0	10	0	0	0	21	0	0	50	0	0	0	4	0	0	0	0	0	1
3516	4542	"Zapovednoe"	65.11667	32.63333	200	"AWI"	200	2304	4079	3155	1	12	0	0	0	0	0	0	2	22	0	0	2	30	0	0	82	2	1	0	1	0	0	0	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	225	"AWI"	225	2678	4494	3560	0	15	0	0	0	0	0	0	3	15	0	0	2	40	120	2	85	1	1	1	0	0	1	0	0	0	2
3516	4542	"Zapovednoe"	65.11667	32.63333	250	"AWI"	250	3072	4902	3968	0	12	0	0	1	0	77	0	2	12	0	2	0	52	135	1	80	2	2	3	1	0	1	0	1	0	2
3516	4542	"Zapovednoe"	65.11667	32.63333	275	"AWI"	275	3491	5249	4371	2	7	0	1	0	0	0	0	0	17	0	0	2	30	82	0	58	1	0	0	2	0	0	0	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	300	"AWI"	300	3879	5624	4779	0	11	0	0	0	0	0	0	4	21	0	0	2	48	0	0	80	1	0	3	1	0	0	0	0	0	3
3516	4542	"Zapovednoe"	65.11667	32.63333	325	"AWI"	325	4336	6000	5187	1	17	1	1	2	0	0	0	1	13	0	0	1	38	0	0	102	0	0	0	0	0	2	1	0	0	3
3516	4542	"Zapovednoe"	65.11667	32.63333	350	"AWI"	350	4758	6361	5593	0	11	1	0	1	1	96	0	1	16	0	0	0	35	0	0	96	0	2	0	1	0	1	0	0	0	3
3516	4542	"Zapovednoe"	65.11667	32.63333	375	"AWI"	375	5198	6674	5992	1	16	0	1	1	0	0	0	4	10	0	1	0	61	0	0	47	3	2	2	2	0	0	0	1	0	2
3516	4542	"Zapovednoe"	65.11667	32.63333	400	"AWI"	400	5634	7013	6407	0	16	0	0	0	0	145	0	0	22	0	0	1	55	0	0	52	1	0	1	2	0	0	0	0	0	1
3516	4542	"Zapovednoe"	65.11667	32.63333	425	"AWI"	425	6127	7327	6814	0	22	1	1	0	0	0	0	4	21	0	0	1	23	0	0	65	0	1	5	1	0	0	1	0	0	2
3516	4542	"Zapovednoe"	65.11667	32.63333	450	"AWI"	450	6625	7623	7213	0	18	0	1	0	1	0	0	1	41	0	1	0	0	86	0	20	0	0	0	0	0	0	2	0	0	1
3516	4542	"Zapovednoe"	65.11667	32.63333	475	"AWI"	475	7294	7863	7597	0	19	1	0	0	1	0	0	0	40	0	0	1	5	0	0	30	2	0	2	3	0	1	0	0	0	3
3516	4542	"Zapovednoe"	65.11667	32.63333	500	"AWI"	500	7799	8703	8130	0	15	0	1	1	0	148	0	2	25	0	0	1	0	0	0	24	0	0	1	1	1	0	1	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	525	"AWI"	525	8311	9502	8875	0	15	0	1	1	0	0	0	7	23	0	0	2	2	0	0	22	2	0	1	2	0	0	1	0	0	1
3516	4542	"Zapovednoe"	65.11667	32.63333	550	"AWI"	550	9004	10135	9630	0	9	0	1	1	0	0	0	2	25	0	1	2	0	0	0	13	1	0	2	1	1	0	1	0	0	0
3516	4542	"Zapovednoe"	65.11667	32.63333	580	"AWI"	580	9933	11245	10466	0	11	0	1	1	0	0	0	2	18	0	0	1	1	0	0	23	0	1	0	1	0	0	5	0	1	0
3516	4542	"Zapovednoe"	65.11667	32.63333	600	"AWI"	600	10305	12173	11036	0	7	2	0	8	1	176	1	0	5	1	41	0	2	0	0	10	0	1	2	0	0	0	9	0	0	0
