"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Genista"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
23873	41389	"Balladrum"	46.15919	8.74872	146	"AWI"	146	10093	10615	10394	102	2	0	0	0	0	1	1	0	2	0	0	0	0	0	3	0	35	0	7	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	1	1	3	4	0
23873	41389	"Balladrum"	46.15919	8.74872	154	"AWI"	154	10770	11452	11089	23	0	0	0	0	0	2	8	0	18	0	4	1	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48	0	0	0	0	3	0	1	0	0	1	4	8	1
23873	41389	"Balladrum"	46.15919	8.74872	160	"AWI"	160	11234	12002	11616	3	0	0	1	0	0	0	8	0	33	0	5	0	0	0	0	0	7	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	0	0	5	0	0	0	0	5	4	0	0
23873	41389	"Balladrum"	46.15919	8.74872	164	"AWI"	164	11570	12332	11964	1	1	0	1	0	0	0	20	0	87	0	6	0	0	0	0	0	3	0	10	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	12	0	0	0	0	8	1	3	0
23873	41389	"Balladrum"	46.15919	8.74872	168	"AWI"	168	11931	12634	12315	2	0	0	1	0	0	0	17	0	82	0	2	1	0	0	0	0	0	2	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	2	0	8	0	0	0	0	3	8	3	0
23873	41389	"Balladrum"	46.15919	8.74872	172	"AWI"	172	12344	12915	12666	2	0	0	3	1	0	0	21	0	95	0	7	0	1	0	0	0	0	0	33	0	0	0	0	1	1	0	0	0	1	0	1	0	0	357	0	0	0	8	0	0	6	0	13	1	0	0	0	1	4	2	0
23873	41389	"Balladrum"	46.15919	8.74872	176	"AWI"	176	12835	13152	13003	0	0	0	0	0	0	0	21	0	87	0	3	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	3	0	0	0	2	0	0	353	0	0	0	7	0	0	4	0	9	0	0	0	0	2	3	1	0
23873	41389	"Balladrum"	46.15919	8.74872	178	"AWI"	178	12956	13328	13139	0	0	0	2	0	0	0	27	0	95	0	0	0	0	3	0	1	0	1	27	0	1	0	0	0	0	0	0	0	0	0	0	0	1	325	0	0	0	5	0	0	3	0	10	1	0	0	0	1	2	1	0
23873	41389	"Balladrum"	46.15919	8.74872	180	"AWI"	180	13094	13483	13271	0	0	0	4	0	0	0	33	0	94	0	2	0	0	0	1	0	1	0	41	0	1	0	0	0	0	0	0	0	0	2	2	0	0	386	0	38	0	7	0	0	2	0	10	0	0	0	0	5	3	1	0
23873	41389	"Balladrum"	46.15919	8.74872	184	"AWI"	184	13403	13998	13650	1	0	4	2	0	0	0	20	0	80	0	0	0	0	0	0	0	0	0	16	0	1	0	0	1	0	0	0	0	1	0	0	1	0	391	0	0	0	2	0	0	3	0	14	0	0	0	0	4	0	1	0
23873	41389	"Balladrum"	46.15919	8.74872	190	"AWI"	190	13966	14833	14364	0	0	0	4	0	0	0	49	0	112	1	1	0	0	0	0	0	0	0	20	2	0	0	0	0	1	1	0	0	3	0	2	0	0	303	0	0	0	2	0	0	2	0	9	0	0	0	0	2	0	0	0
23873	41389	"Balladrum"	46.15919	8.74872	194	"AWI"	194	14401	15305	14851	0	0	0	8	0	0	0	71	0	131	0	2	0	1	0	0	3	0	0	28	0	1	0	0	0	0	0	0	0	7	0	0	0	0	294	0	0	0	0	0	0	10	25	17	0	0	0	0	4	0	0	0
23873	41389	"Balladrum"	46.15919	8.74872	197	"AWI"	197	14765	15627	15212	0	0	0	9	1	0	0	138	0	173	0	1	0	0	0	0	2	0	0	24	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	6	0	5	0	0	0	0	6	0	0	0
23873	41389	"Balladrum"	46.15919	8.74872	202	"AWI"	202	15323	16194	15768	4	0	0	15	0	0	0	130	0	161	0	0	0	0	0	0	2	0	2	33	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	10	17	18	0	0	0	0	8	1	0	0
23873	41389	"Balladrum"	46.15919	8.74872	206	"AWI"	206	15632	16713	16149	0	0	0	34	0	0	0	180	0	80	0	2	0	0	0	0	7	0	0	47	1	3	0	0	0	3	0	0	0	4	0	1	0	0	0	0	0	0	4	0	0	12	19	13	0	0	0	0	16	1	1	0
