"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16138	24937	"Lac de Clairvaux"	46.565	5.74917	70	"AWI"	70	211	1444	800	11	1	41	1	0	0	2	0	10	0	0	0	0	0	0	0	0	0	150	0	0	0	0	85	0	1	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0	0	107	2	0	0	0	0	3	1	0	0	0	2	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	75	"AWI"	75	259	1521	860	13	1	46	1	1	0	3	0	21	0	0	2	0	0	0	0	0	0	128	1	0	0	0	67	0	1	0	0	0	2	1	0	0	1	2	1	0	0	0	0	0	0	117	0	0	0	0	1	0	0	0	0	0	7	1	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	80	"AWI"	80	345	1545	921	7	0	41	1	0	0	2	0	17	0	0	2	0	0	0	0	0	0	152	1	0	0	0	53	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	124	0	0	0	1	0	5	0	0	0	0	0	0	0	2
16138	24937	"Lac de Clairvaux"	46.565	5.74917	85	"AWI"	85	407	1573	982	18	0	29	0	0	0	5	0	8	0	1	1	0	0	0	0	0	0	70	1	0	0	0	52	0	2	0	0	0	0	0	0	0	1	1	3	0	12	0	0	0	0	164	0	0	0	0	2	0	0	0	0	0	2	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	90	"AWI"	90	452	1604	1049	8	1	33	1	0	0	5	0	13	0	0	0	0	1	0	0	0	0	106	2	2	0	0	45	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	140	2	0	0	0	3	2	0	0	0	0	5	1	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	95	"AWI"	95	491	1646	1112	9	0	48	3	1	0	2	0	6	0	0	1	0	0	0	0	0	0	73	3	0	0	0	93	0	2	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	0	104	2	0	0	2	5	1	0	0	0	0	1	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	100	"AWI"	100	533	1702	1180	11	0	47	2	0	0	3	0	12	0	0	2	0	0	0	0	0	0	88	4	0	0	0	110	0	0	0	0	0	1	0	0	0	0	7	3	0	0	0	0	0	0	135	1	0	0	0	3	0	0	0	0	0	4	0	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	105	"AWI"	105	567	1761	1241	14	0	30	1	1	0	6	0	10	0	0	2	0	0	0	0	0	0	108	2	0	0	0	44	0	2	0	0	0	1	0	0	0	3	4	3	0	0	0	0	1	0	188	1	0	0	0	1	0	0	0	1	0	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	110	"AWI"	110	602	1840	1302	17	1	34	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	98	1	1	0	0	90	0	3	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	138	1	0	0	0	1	2	0	0	0	0	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	115	"AWI"	115	733	1858	1355	13	3	53	0	0	0	7	0	17	0	0	0	0	0	0	0	0	0	132	2	1	0	0	92	0	1	0	0	0	2	0	0	0	1	2	6	0	0	0	0	0	0	129	2	0	0	0	1	1	0	0	0	0	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	120	"AWI"	120	846	1876	1409	3	0	37	1	0	1	2	0	17	0	0	1	0	0	0	0	0	0	85	3	0	0	0	98	0	3	0	0	0	0	0	0	0	6	1	10	0	8	0	0	0	0	136	1	0	0	0	0	1	0	0	0	0	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	125	"AWI"	125	961	1904	1463	10	1	38	1	0	0	3	0	16	0	0	1	0	1	0	0	0	0	111	3	1	0	0	77	0	7	0	0	0	0	1	0	0	1	2	7	1	0	0	0	0	0	125	3	0	0	0	2	4	0	0	0	0	2	1	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	130	"AWI"	130	1059	1932	1524	6	1	50	1	0	0	1	0	16	0	0	3	0	0	0	0	0	0	70	1	1	0	0	89	0	4	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	0	132	2	0	0	0	0	1	0	0	0	1	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	135	"AWI"	135	1134	1964	1584	1	0	37	0	0	0	4	0	10	0	1	0	0	0	0	0	0	0	114	7	0	0	0	44	0	3	0	0	0	0	0	0	0	1	1	4	0	17	0	1	0	0	104	10	0	0	0	2	2	0	1	0	0	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	140	"AWI"	140	1197	2009	1648	1	1	41	0	0	1	2	0	27	0	0	0	0	0	0	0	0	0	127	4	0	0	0	60	0	3	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	93	8	0	0	0	4	0	0	0	0	0	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	145	"AWI"	145	1241	2059	1709	4	0	27	0	2	0	0	0	15	0	1	0	0	0	0	0	0	0	100	3	1	0	0	32	0	7	0	0	0	1	1	0	0	1	0	5	0	9	0	0	0	1	60	1	1	0	1	8	5	0	0	0	0	1	1	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	150	"AWI"	150	1299	2092	1750	0	0	33	1	2	0	11	0	29	0	0	3	0	0	0	0	0	0	112	7	0	0	0	17	0	9	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	108	7	0	0	1	9	2	0	0	1	0	1	1	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	155	"AWI"	155	1353	2112	1785	15	0	20	0	0	0	7	0	12	0	1	0	0	1	0	0	0	0	82	2	1	0	0	66	0	0	0	0	0	0	0	0	0	0	1	1	0	10	0	0	0	0	88	2	0	0	0	1	0	0	0	0	0	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	160	"AWI"	160	1395	2140	1820	11	2	42	1	0	0	2	0	10	0	0	1	0	0	0	0	0	0	121	2	0	0	0	67	0	4	0	0	0	3	0	0	0	1	2	1	0	0	0	0	0	0	118	0	0	0	0	3	1	0	0	1	0	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	165	"AWI"	165	1428	2170	1854	14	0	34	0	0	1	2	0	22	0	1	1	0	0	0	0	0	0	57	0	0	0	0	136	0	0	0	0	0	1	2	0	0	0	5	2	1	0	0	0	0	0	128	0	0	0	1	5	4	0	0	0	1	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	170	"AWI"	170	1459	2212	1892	24	2	68	1	1	0	6	0	18	0	0	3	0	0	0	0	0	0	133	4	2	0	0	130	0	5	0	0	0	0	2	0	0	0	4	4	1	15	0	0	0	0	126	0	0	0	0	2	2	0	0	0	2	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	175	"AWI"	175	1491	2268	1926	18	0	55	1	1	0	2	0	29	0	0	2	0	0	0	0	0	0	122	2	0	0	0	127	0	4	0	0	0	0	0	0	0	2	5	12	0	0	0	0	0	0	145	1	0	0	0	2	1	0	0	1	3	2	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	180	"AWI"	180	1512	2326	1961	6	2	62	1	1	0	3	0	19	0	0	0	0	0	0	0	0	0	152	2	0	0	0	99	0	2	0	0	0	2	0	0	0	1	1	9	0	0	0	0	0	0	133	0	0	0	0	1	1	0	0	1	2	2	0	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	185	"AWI"	185	1536	2374	1992	13	1	69	3	0	0	1	0	21	0	0	2	0	0	0	0	0	0	98	2	1	0	0	145	1	13	0	1	0	2	0	0	0	1	2	13	0	0	0	0	0	0	75	2	0	0	0	1	2	0	0	0	1	9	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	190	"AWI"	190	1565	2396	2017	3	0	67	1	1	0	3	0	27	0	1	0	0	1	0	0	0	0	111	4	1	0	0	203	0	5	1	0	0	0	0	0	0	3	1	4	0	6	0	0	0	0	88	1	0	0	0	2	3	0	0	0	1	5	0	0	2
16138	24937	"Lac de Clairvaux"	46.565	5.74917	195	"AWI"	195	1588	2420	2043	21	0	78	0	0	0	3	0	17	0	3	0	0	1	0	2	0	0	130	1	1	0	0	80	0	9	0	0	0	0	0	0	0	1	0	4	0	8	0	0	0	0	105	2	0	0	0	0	4	0	0	0	0	9	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	200	"AWI"	200	1620	2448	2067	10	1	92	0	0	0	4	0	26	0	0	0	0	1	0	0	0	0	158	2	0	0	0	81	0	11	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	147	2	0	0	0	1	2	0	0	0	1	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	205	"AWI"	205	1640	2478	2093	9	0	78	1	1	0	3	0	29	0	2	2	0	0	0	0	0	0	121	2	0	0	0	97	0	11	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	123	2	1	0	0	1	1	0	0	0	2	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	210	"AWI"	210	1660	2519	2117	7	0	60	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	54	0	0	0	0	148	0	1	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	82	3	0	0	1	0	1	0	0	0	0	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	215	"AWI"	215	1679	2567	2139	11	0	69	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	140	3	1	0	0	85	0	2	0	0	0	0	0	0	0	0	3	1	0	15	0	0	0	0	109	0	0	0	0	0	2	0	0	0	1	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	220	"AWI"	220	1694	2612	2162	6	0	45	1	1	0	5	0	14	0	0	2	0	1	0	0	0	0	170	4	0	0	0	87	0	3	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	72	3	0	0	1	2	6	0	0	0	1	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	225	"AWI"	225	1723	2633	2189	18	0	64	3	1	0	2	0	10	0	1	3	0	2	0	0	0	0	128	4	0	0	0	54	0	2	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	105	3	0	0	1	4	1	0	0	0	1	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	230	"AWI"	230	1749	2651	2214	10	2	57	1	0	0	3	0	4	0	0	0	0	0	0	0	0	0	164	3	0	0	0	76	0	5	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	102	0	0	0	1	0	0	0	0	0	1	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	235	"AWI"	235	1776	2672	2240	7	0	66	4	0	0	3	0	7	0	0	4	0	0	0	0	0	0	160	5	0	0	0	64	0	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	84	0	0	0	0	1	0	0	0	0	0	0	1	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	240	"AWI"	240	1798	2698	2265	11	0	80	0	0	1	0	0	7	0	0	3	0	0	0	0	0	0	194	2	0	0	0	110	0	3	0	0	0	1	2	0	0	1	4	1	0	0	18	0	0	0	68	1	0	0	0	2	1	0	0	0	2	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	245	"AWI"	245	1820	2731	2291	13	1	46	1	0	0	1	0	5	0	0	0	0	0	0	2	0	0	109	0	0	0	0	130	1	4	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	73	1	0	0	0	0	0	0	0	0	1	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	250	"AWI"	250	1837	2767	2316	11	2	74	0	1	0	1	0	15	0	0	1	0	0	0	0	2	0	109	2	0	0	0	241	0	11	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	10	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	255	"AWI"	255	1856	2808	2341	7	1	121	0	0	0	3	0	7	0	0	1	1	0	0	0	0	0	106	3	1	0	0	138	0	5	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	79	0	0	0	0	3	1	0	0	0	4	8	0	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	260	"AWI"	260	1881	2835	2363	16	0	43	1	0	0	1	0	14	0	0	1	0	0	0	0	0	0	91	2	1	0	0	219	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	77	0	0	0	0	1	0	0	0	0	1	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	265	"AWI"	265	1908	2852	2387	4	0	95	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	46	3	1	0	0	187	0	9	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	50	2	0	0	0	0	1	0	0	1	0	3	0	1	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	270	"AWI"	270	1934	2877	2413	2	0	104	0	0	0	1	0	20	0	0	2	0	0	0	0	0	0	48	4	0	0	0	197	0	16	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	63	0	0	0	0	0	2	0	0	0	0	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	275	"AWI"	275	1957	2900	2439	7	0	77	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	46	1	0	0	0	264	0	8	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	56	0	0	0	0	0	2	0	0	0	1	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	280	"AWI"	280	1980	2923	2465	9	0	83	1	2	0	3	0	11	0	0	0	0	0	0	0	0	0	87	3	1	0	0	406	0	7	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	112	0	0	0	0	1	3	0	0	0	3	13	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	285	"AWI"	285	2001	2957	2489	9	3	86	1	0	1	3	0	14	0	1	0	0	0	0	0	0	0	112	1	0	1	0	108	1	20	0	0	0	0	0	0	0	1	1	3	1	3	0	0	0	0	80	2	0	0	1	0	5	0	0	1	4	8	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	290	"AWI"	290	2020	2990	2513	23	1	50	1	1	0	5	0	6	0	0	3	0	1	0	0	0	0	85	4	0	0	0	206	0	21	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	110	0	0	0	0	0	4	0	0	0	0	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	295	"AWI"	295	2039	3020	2540	5	1	107	3	2	1	5	0	9	0	0	1	0	0	0	0	0	0	181	3	2	0	0	116	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	83	1	0	0	0	0	0	0	0	0	2	12	0	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	300	"AWI"	300	2063	3030	2567	6	0	99	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	93	1	0	0	0	168	0	3	0	0	0	0	1	0	0	0	2	7	0	0	0	0	0	0	73	1	0	0	0	0	0	0	0	0	1	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	305	"AWI"	305	2094	3045	2591	5	1	58	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	10	2	0	0	0	353	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	95	1	0	0	1	0	1	0	0	0	2	10	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	310	"AWI"	310	2113	3063	2617	3	3	67	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	101	2	0	0	0	86	0	21	0	0	0	0	1	0	0	0	0	2	0	2	0	0	1	0	125	0	0	0	0	0	0	0	0	0	0	7	0	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	315	"AWI"	315	2138	3082	2641	7	1	64	0	1	1	0	0	18	0	0	2	0	0	3	0	0	0	99	3	0	0	0	155	0	9	0	1	0	0	5	0	0	0	0	2	0	2	0	0	0	0	79	1	0	0	0	0	0	1	0	0	1	9	0	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	320	"AWI"	320	2156	3110	2667	4	1	83	0	3	0	0	0	26	0	1	1	0	0	0	0	0	0	119	3	0	0	0	195	0	3	0	0	0	0	2	0	0	1	0	2	0	3	0	0	0	0	81	1	0	0	0	1	2	0	0	0	1	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	325	"AWI"	325	2170	3137	2691	4	0	44	0	23	0	1	0	8	0	0	3	1	0	5	0	0	0	113	0	0	0	0	117	0	8	0	0	0	0	3	0	0	1	1	1	0	6	0	0	0	1	62	1	0	0	0	0	3	0	1	1	0	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	330	"AWI"	330	2187	3171	2717	3	0	57	1	0	0	0	0	12	0	1	2	1	0	0	1	0	0	112	1	1	0	0	260	0	11	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	335	"AWI"	335	2231	3186	2741	7	0	48	0	0	0	2	0	16	0	0	3	0	0	0	0	0	0	117	0	0	0	0	231	0	6	0	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	67	0	0	0	0	2	1	0	1	0	1	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	340	"AWI"	340	2271	3203	2767	2	0	39	0	0	0	1	0	17	0	0	1	0	0	0	0	0	0	112	1	0	0	0	192	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	1	0	1	0	0	0	1	7	0	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	345	"AWI"	345	2296	3222	2792	8	0	74	1	0	1	0	0	16	0	0	0	0	0	0	0	0	0	104	3	0	0	0	268	0	3	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	1	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	350	"AWI"	350	2315	3242	2819	4	0	44	0	1	0	1	4	8	0	0	0	0	0	4	0	0	0	73	3	0	0	0	228	0	4	0	0	0	0	1	0	0	0	1	1	0	9	0	0	0	0	52	0	0	0	0	0	1	0	0	0	2	8	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	355	"AWI"	355	2331	3266	2846	8	0	45	0	0	0	8	0	7	0	1	1	0	0	0	0	0	0	131	0	1	0	0	164	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	60	1	0	0	0	1	0	0	0	0	2	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	360	"AWI"	360	2351	3289	2870	0	3	81	0	15	0	8	0	15	0	3	1	0	0	10	0	0	0	106	1	0	0	0	83	0	3	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	73	4	0	0	2	1	4	0	0	0	3	2	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	365	"AWI"	365	2372	3323	2895	0	3	73	1	0	0	5	0	19	0	0	4	0	0	0	0	0	0	132	2	1	0	0	121	0	11	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	68	1	0	0	0	1	3	0	0	0	0	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	370	"AWI"	370	2408	3342	2922	1	1	98	0	0	1	4	0	32	0	0	1	0	0	0	0	0	0	102	0	0	0	0	167	0	20	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	88	3	0	0	0	0	0	0	0	0	0	9	0	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	375	"AWI"	375	2441	3355	2945	6	0	69	0	0	0	1	0	12	0	0	1	0	0	0	0	1	0	99	1	0	0	0	134	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	95	2	0	0	0	1	1	0	0	0	2	2	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	380	"AWI"	380	2474	3369	2972	1	1	75	2	1	0	3	0	26	0	0	0	0	0	0	0	0	0	122	0	0	0	0	217	0	16	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	103	4	0	0	1	0	3	0	0	0	0	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	385	"AWI"	385	2501	3389	2996	5	0	86	1	1	0	8	0	11	0	0	1	0	0	0	0	0	0	156	7	0	0	0	126	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	116	2	0	0	0	0	7	0	0	1	1	7	0	0	3
16138	24937	"Lac de Clairvaux"	46.565	5.74917	390	"AWI"	390	2518	3407	3022	8	2	68	0	0	0	5	0	5	0	2	1	0	0	0	0	0	0	194	4	1	0	0	151	0	10	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	116	4	0	0	3	3	1	0	1	0	0	3	1	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	395	"AWI"	395	2537	3426	3050	20	1	39	2	0	0	2	0	2	0	1	0	0	0	0	0	0	0	96	0	0	0	0	110	0	4	0	0	0	0	2	0	0	0	2	7	0	0	0	0	0	0	110	4	0	0	0	3	0	0	0	0	2	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	400	"AWI"	400	2551	3450	3078	1	0	124	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	110	0	1	0	0	81	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	66	1	0	0	0	1	1	0	0	0	2	3	1	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	405	"AWI"	405	2578	3473	3102	3	0	86	1	1	0	4	0	16	0	1	0	0	0	0	0	0	0	106	2	0	0	0	120	1	9	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	95	4	0	0	0	1	0	0	0	0	0	1	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	410	"AWI"	410	2626	3486	3126	6	1	91	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	96	1	0	0	0	160	0	5	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	67	2	0	0	0	2	3	0	0	0	0	0	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	415	"AWI"	415	2662	3497	3153	4	1	86	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	126	3	0	0	0	86	0	9	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	137	6	0	0	0	1	1	0	0	0	0	3	0	0	1
