"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	70	"AWI"	70	49	431	240	3.37078651685393	0.749063670411985	0	0.749063670411985	0.374531835205993	11.6104868913858	1.12359550561798	1.87265917602996	1.49812734082397	4.49438202247191	14.9812734082397	0	0	0.374531835205993	0	0	0	0	0	0.374531835205993	0	0.374531835205993	1.87265917602996	1.49812734082397	45.6928838951311	0	7.49063670411985	0.374531835205993	0.374531835205993	0	0	0.374531835205993	0.374531835205993	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	74	"AWI"	74	60	441	261	4.45344129554656	2.02429149797571	1.21457489878543	0.404858299595142	0.809716599190283	7.69230769230769	1.61943319838057	1.21457489878543	0.809716599190283	0.809716599190283	14.9797570850202	0	0.404858299595142	0.404858299595142	0	0	0	0	0	0	0	1.21457489878543	0	2.42914979757085	49.7975708502024	0	7.69230769230769	0.404858299595142	0.404858299595142	0	0.404858299595142	0.404858299595142	0	0.404858299595142	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	81	"AWI"	81	76	464	296	0.442477876106195	0.884955752212389	1.76991150442478	0.442477876106195	0	7.52212389380531	0.442477876106195	1.76991150442478	0.442477876106195	1.32743362831858	19.4690265486726	0	1.32743362831858	0.442477876106195	0	0	0	0	0.442477876106195	0	0	0.884955752212389	0.442477876106195	3.98230088495575	50.8849557522124	0	4.86725663716814	0	1.32743362831858	0	0.442477876106195	0.442477876106195	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	94	"AWI"	94	101	527	361	1.78571428571429	0.446428571428571	4.46428571428571	0.446428571428571	0.892857142857143	0	1.78571428571429	3.125	3.125	3.125	22.3214285714286	0	0	0.446428571428571	0	0	0	0	0.446428571428571	0	0	4.01785714285714	0	2.67857142857143	43.3035714285714	0	4.91071428571429	0.446428571428571	0.446428571428571	0.446428571428571	0.892857142857143	0.446428571428571	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	99	"AWI"	99	127	571	392	6.45161290322581	0.645161290322581	0.645161290322581	0	0.32258064516129	17.4193548387097	1.61290322580645	1.29032258064516	0.32258064516129	4.19354838709677	19.0322580645161	0	0.32258064516129	0.32258064516129	0.32258064516129	0	0	0	0	0	0	0.32258064516129	0.32258064516129	1.61290322580645	38.0645161290323	0	5.80645161290323	0	0	0	0	0.967741935483871	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	104	"AWI"	104	194	631	445	2.11640211640212	2.11640211640212	2.11640211640212	0	0	0	2.11640211640212	3.17460317460317	1.58730158730159	3.17460317460317	23.8095238095238	0	0	0.529100529100529	0	0	0	0	0	0	0	2.11640211640212	0	3.17460317460317	47.0899470899471	0	3.7037037037037	0	0.529100529100529	0.529100529100529	0	1.58730158730159	0	0.529100529100529	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	110	"AWI"	110	246	717	511	1.95121951219512	0.48780487804878	0.975609756097561	0	0	16.5853658536585	1.46341463414634	0	1.46341463414634	1.95121951219512	45.8536585365854	0	0.48780487804878	0	0	0	0	0	0	0	0	0.48780487804878	0	1.95121951219512	20	0	4.8780487804878	0	0.48780487804878	0	0	0.48780487804878	0	0.48780487804878	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	116	"AWI"	116	287	806	573	0.568181818181818	1.13636363636364	1.13636363636364	0	0	0	0	0.568181818181818	1.13636363636364	4.54545454545455	46.5909090909091	0	0	0	0	0	0	0	0	0	0	1.13636363636364	0	6.25	31.25	0	2.84090909090909	0	1.70454545454545	0	0	0.568181818181818	0.568181818181818	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	122	"AWI"	122	320	908	639	3.86473429951691	0.483091787439614	1.93236714975845	0.483091787439614	0.966183574879227	0	0.483091787439614	1.44927536231884	0	1.93236714975845	44.9275362318841	0	0.483091787439614	0.966183574879227	0	0	0	0	0	0	0	0.483091787439614	0	4.34782608695652	28.9855072463768	0	7.2463768115942	0	0.483091787439614	0	0	0	0	0.483091787439614	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	127	"AWI"	127	341	997	694	10.4072398190045	1.35746606334842	0	0.452488687782805	0	0	1.35746606334842	1.35746606334842	0.904977375565611	4.07239819004525	51.131221719457	0	0	0.452488687782805	0	0	0	0	0	0	0	0	0.452488687782805	2.26244343891403	20.3619909502262	0	4.07239819004525	0	0	0	0	0.452488687782805	0	0.904977375565611	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	132	"AWI"	132	360	1089	746	57.843137254902	0.490196078431373	0.490196078431373	0	0.980392156862745	0	2.45098039215686	0.490196078431373	0	7.35294117647059	18.1372549019608	0	0	0.490196078431373	0	0	0	0	0.490196078431373	0	0	0.490196078431373	0	0.980392156862745	0	0	8.82352941176471	0	0	0	0	0.490196078431373	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	137	"AWI"	137	382	1185	801	49.1525423728814	0.423728813559322	1.27118644067797	1.27118644067797	0	0	6.35593220338983	0.423728813559322	0	11.864406779661	3.38983050847458	0	0	0.423728813559322	0	0	0	0	0	0	0	0	0	0.423728813559322	7.20338983050847	0	16.5254237288136	0	0.847457627118644	0	0	0.423728813559322	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	149	"AWI"	149	503	1380	953	31.0502283105023	0	3.19634703196347	1.36986301369863	1.36986301369863	0	2.28310502283105	1.82648401826484	0.91324200913242	9.58904109589041	18.2648401826484	0	0	1.36986301369863	0	0	0	0	0	0	0	0	0	3.19634703196347	18.2648401826484	0	6.84931506849315	0	0	0	0	0	0	0.45662100456621	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	154	"AWI"	154	661	1405	1036	54.3307086614173	0	3.1496062992126	1.18110236220472	0	0	4.7244094488189	0.393700787401575	0.393700787401575	7.8740157480315	5.51181102362205	0	0.393700787401575	1.18110236220472	0	0	0	0	0	0	0	0	0.393700787401575	0.393700787401575	12.2047244094488	0	7.8740157480315	0	0	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	159	"AWI"	159	823	1437	1123	57.1428571428571	0	5.95238095238095	0.595238095238095	0	0	3.57142857142857	0.595238095238095	0	12.5	5.35714285714286	0	0	0	0	0	0.595238095238095	0	0	0	0	0	0	0	0	0	11.9047619047619	0	0	0	0	1.78571428571429	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	164	"AWI"	164	961	1488	1209	52.6315789473684	0	10	0.526315789473684	0	3.15789473684211	2.10526315789474	0.526315789473684	0.526315789473684	11.0526315789474	7.89473684210526	0	0	1.05263157894737	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	7.89473684210526	0	0.526315789473684	0	0	0.526315789473684	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	179	"AWI"	179	1225	1725	1472	32.9411764705882	0	2.94117647058824	0.588235294117647	0	0	3.52941176470588	0	0	17.6470588235294	20.5882352941176	0	0	0	0	0	0	0	0	0	0.588235294117647	0	0.588235294117647	0	0	0	14.7058823529412	0	0.588235294117647	0	0	4.70588235294118	0	0.588235294117647	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	184	"AWI"	184	1278	1872	1565	22.0689655172414	0	0.689655172413793	0.689655172413793	0.689655172413793	0	6.20689655172414	0	0	4.82758620689655	34.4827586206897	0	0	0	0	0	0	0	0	0	0	0	0	2.06896551724138	8.27586206896552	0	17.2413793103448	0	0	0	0	2.06896551724138	0	0.689655172413793	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	189	"AWI"	189	1321	2020	1651	12.8048780487805	0	0	0	0	0	3.04878048780488	0	0	10.3658536585366	28.0487804878049	0	0	0	0	0	0	0	0	0	0.609756097560976	0	0	0.609756097560976	24.390243902439	0	15.2439024390244	0	1.21951219512195	0.609756097560976	0	3.04878048780488	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	194	"AWI"	194	1347	2187	1739	6.89655172413793	0	0	0	0	0	5.17241379310345	1.14942528735632	0.574712643678161	10.3448275862069	20.6896551724138	0	0	1.72413793103448	0	0	0	0	1.72413793103448	0	0	0	0	0.574712643678161	34.4827586206897	0	14.367816091954	0	0.574712643678161	0	0	1.72413793103448	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	199	"AWI"	199	1456	2258	1826	31.1111111111111	0	1.11111111111111	0	0	0	7.77777777777778	1.11111111111111	0	11.1111111111111	22.2222222222222	0	0	0	0	0	0	0	0	0	0	0	0	2.22222222222222	0	0	21.1111111111111	0	0	0	0	2.22222222222222	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	204	"AWI"	204	1583	2301	1918	8.66666666666667	0	0.666666666666667	0	0	0	3.33333333333333	0	0.666666666666667	10	19.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	41.3333333333333	0	10	0	1.33333333333333	0	0	3.33333333333333	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	209	"AWI"	209	1705	2348	2009	3.18471337579618	0	0	0	0	0	0.636942675159236	0	0.636942675159236	6.36942675159236	22.9299363057325	0	0	0	0	0	0	0	0	0	0.636942675159236	0	0	0	55.4140127388535	0	8.28025477707006	0	1.27388535031847	0	0	0.636942675159236	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	215	"AWI"	215	1847	2412	2119	3.87096774193548	1.93548387096774	0	0	0	0	0.645161290322581	2.58064516129032	0	3.87096774193548	23.8709677419355	0	0	0	0	0	0	0	0.645161290322581	0	0	0	0	2.58064516129032	47.0967741935484	0	9.67741935483871	0	2.58064516129032	0.645161290322581	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	220	"AWI"	220	1964	2475	2209	1.67597765363128	0.558659217877095	3.35195530726257	0	0	0	4.46927374301676	2.79329608938547	0.558659217877095	2.79329608938547	31.2849162011173	0	0	0	0	0	0	0	0	0	0.558659217877095	0	0.558659217877095	1.67597765363128	41.340782122905	0	6.70391061452514	0	1.67597765363128	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	226	"AWI"	226	2096	2553	2317	0.623052959501558	0.934579439252336	4.04984423676012	0	0	0	0.934579439252336	0	0.623052959501558	1.55763239875389	81.619937694704	0	0	0	0	0	0	0	0	0	0	0	0.623052959501558	0.623052959501558	7.16510903426791	0	0.934579439252336	0	0.311526479750779	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	231	"AWI"	231	2194	2622	2408	0.366300366300366	0	10.2564102564103	0	0	0	1.0989010989011	0.732600732600733	0.366300366300366	2.1978021978022	83.8827838827839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0989010989011	0	0	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	244	"AWI"	244	2396	2877	2637	11.214953271028	0.467289719626168	3.73831775700935	0.467289719626168	0	0	0.934579439252336	1.4018691588785	0.934579439252336	5.60747663551402	51.8691588785047	0	0	0	0	0	0	0	0	0	0	0	0	0.934579439252336	18.2242990654206	0	4.20560747663551	0	0	0	0	0	0	0	0
