"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23934	41589	"Iffigsee"	46.38679	7.40589	120	"AWI"	120	437	714	570	0	0	44	0	2	0	0	2	0	1	1	0	0	0	0	5	0	0	9	0	9	0	0	0	0	0	4	0	0	0	0	0	2	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
23934	41589	"Iffigsee"	46.38679	7.40589	128	"AWI"	128	491	777	625	0	1	30	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	19	0	8	0	0	0	0	0	5	0	0	1	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	1	4	6	0
23934	41589	"Iffigsee"	46.38679	7.40589	136	"AWI"	136	579	846	671	0	0	38	0	0	0	0	6	0	4	0	0	0	0	0	2	0	1	19	0	9	0	0	0	0	0	1	1	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	0	2	0	4	11	0
23934	41589	"Iffigsee"	46.38679	7.40589	144	"AWI"	144	658	916	726	0	0	43	1	0	0	0	5	0	3	1	0	0	0	0	2	0	0	20	0	4	0	0	0	0	0	7	1	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	1	0	0	0	0	0	0	4	8	0
23934	41589	"Iffigsee"	46.38679	7.40589	152	"AWI"	152	702	1055	835	0	0	43	0	0	0	0	6	0	3	0	1	0	0	0	2	0	0	7	0	5	0	0	0	0	0	12	0	0	0	0	0	2	4	0	0	0	0	0	1	0	148	60	0	0	0	0	0	0	10	0	0	0	0	1	3	0	0	0	1	0	0	0	1	8	0
23934	41589	"Iffigsee"	46.38679	7.40589	160	"AWI"	160	751	1227	944	0	1	62	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	15	0	1	0	0	0	0	0	9	4	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0
23934	41589	"Iffigsee"	46.38679	7.40589	168	"AWI"	168	798	1359	1067	0	0	54	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	13	0	16	0	0	0	0	0	9	3	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	3	0	0	0	0	0	0	0	1	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	176	"AWI"	176	887	1472	1187	0	0	97	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	20	0	6	0	0	0	0	0	6	2	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	2	6	19	0
23934	41589	"Iffigsee"	46.38679	7.40589	184	"AWI"	184	958	1603	1300	0	0	50	1	0	0	1	4	0	2	0	0	0	0	0	0	0	0	16	0	7	0	0	0	0	0	11	5	0	0	0	0	1	2	0	0	0	0	0	1	0	127	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	5	12	0
23934	41589	"Iffigsee"	46.38679	7.40589	192	"AWI"	192	1080	1667	1412	0	1	98	1	0	0	0	1	0	2	0	0	0	0	0	2	0	0	26	0	3	0	0	0	0	0	12	5	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	6	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	200	"AWI"	200	1247	1745	1527	0	1	51	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	13	0	2	0	0	0	0	0	15	7	0	1	0	0	1	5	0	0	0	0	0	6	0	124	0	0	0	0	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	9	9	0
23934	41589	"Iffigsee"	46.38679	7.40589	208	"AWI"	208	1405	1848	1654	0	0	68	0	0	0	0	3	0	3	1	1	0	0	0	1	0	0	22	0	5	0	0	0	0	0	15	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	9	12	0
23934	41589	"Iffigsee"	46.38679	7.40589	216	"AWI"	216	1682	1960	1794	0	0	48	1	0	0	0	3	0	4	1	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	21	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	2	10	0
23934	41589	"Iffigsee"	46.38679	7.40589	224	"AWI"	224	1790	2188	1954	0	0	91	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	14	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	15	0	0	0	0	0	7	0	0	0	0	1	0	0	6	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	232	"AWI"	232	1872	2390	2148	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	17	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	3	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	240	"AWI"	240	2104	2540	2322	0	0	68	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	26	0	2	0	1	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	248	"AWI"	248	2344	2670	2489	0	0	46	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	17	0	3	0	0	0	0	0	3	0	0	1	0	0	0	5	0	0	0	0	0	0	0	112	63	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	14	3	0
23934	41589	"Iffigsee"	46.38679	7.40589	256	"AWI"	256	2452	3054	2679	0	0	67	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	264	"AWI"	264	2568	3403	2870	0	0	44	2	0	0	0	6	0	4	0	0	0	0	0	0	0	0	21	0	3	0	0	0	0	0	9	7	0	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	1	0	0	0	0	0	0	6	1	0
23934	41589	"Iffigsee"	46.38679	7.40589	272	"AWI"	272	2671	3569	3150	0	0	78	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	32	0	4	0	0	0	0	0	12	3	0	0	0	0	0	2	0	0	0	0	0	0	0	97	0	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	9	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	280	"AWI"	280	2920	3754	3366	0	0	52	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	12	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	8	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	288	"AWI"	288	3124	3911	3601	34	1	61	0	0	0	0	0	0	5	2	0	2	0	0	0	0	0	33	0	2	0	0	0	0	0	13	7	0	0	0	0	0	1	0	0	0	0	0	0	0	97	0	0	0	0	1	0	0	9	0	0	1	0	0	0	1	0	0	0	0	0	0	7	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	296	"AWI"	296	3635	4007	3797	0	0	41	0	0	0	0	4	0	6	1	0	0	0	0	0	0	1	36	0	2	0	0	0	0	0	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	8	0	0	1	0	1	0	1	0	0	0	0	2	1	10	7	0
23934	41589	"Iffigsee"	46.38679	7.40589	304	"AWI"	304	3924	4242	4061	0	1	26	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	120	87	0	0	0	0	0	0	10	0	0	1	0	0	0	1	0	0	0	1	0	1	10	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	312	"AWI"	312	4234	4516	4408	0	0	46	0	1	0	0	2	0	6	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	12	0	0	0	0	0	2	1	0	0	0	1	0	2	6	6	0
23934	41589	"Iffigsee"	46.38679	7.40589	320	"AWI"	320	4409	4676	4544	0	1	20	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	20	0	5	0	0	0	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	1	6	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	328	"AWI"	328	4529	4806	4653	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	1	28	0	4	0	0	0	0	0	8	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0
23934	41589	"Iffigsee"	46.38679	7.40589	336	"AWI"	336	4614	5034	4839	58	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	344	"AWI"	344	4794	5219	5001	0	3	0	0	2	0	0	2	0	10	0	0	0	0	0	0	0	0	39	0	6	0	0	0	0	0	6	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	3	0	1	15	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	352	"AWI"	352	4968	5307	5182	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	19	0	1	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	3	0	0	1	0	17	1	0
23934	41589	"Iffigsee"	46.38679	7.40589	353	"AWI"	353	4987	5332	5203	0	3	29	2	0	0	0	2	0	4	1	0	0	0	0	0	0	1	31	0	4	0	0	0	0	0	9	3	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	17	3	1
23934	41589	"Iffigsee"	46.38679	7.40589	354	"AWI"	354	5021	5345	5226	0	3	0	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0	25	0	4	0	0	0	0	0	4	2	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	21	1	0
23934	41589	"Iffigsee"	46.38679	7.40589	355	"AWI"	355	5055	5362	5247	0	0	31	0	0	0	0	5	0	3	0	0	0	0	0	0	0	2	33	0	3	0	0	0	0	0	5	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	1	19	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	356	"AWI"	356	5090	5379	5269	0	5	21	1	0	0	0	4	0	1	1	0	0	0	0	0	0	2	28	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	3	25	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	357	"AWI"	357	5124	5400	5290	0	2	30	1	0	0	0	5	0	1	2	0	0	0	0	0	0	0	32	0	2	0	0	0	0	0	7	3	0	0	0	1	0	2	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	3	0	1	14	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	358	"AWI"	358	5159	5423	5312	0	3	27	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	13	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	6	11	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	359	"AWI"	359	5195	5446	5333	0	2	39	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	24	0	8	0	0	0	0	0	8	10	0	0	0	0	0	1	0	2	0	0	0	0	0	59	103	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	4	0	1	16	5	0
23934	41589	"Iffigsee"	46.38679	7.40589	360	"AWI"	360	5228	5468	5354	110	5	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	361	"AWI"	361	5256	5492	5374	0	2	38	0	0	0	0	4	0	3	0	0	0	0	0	0	0	1	25	0	4	0	0	0	0	0	7	5	0	0	0	0	0	3	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	8	0	0	0	0	0	2	2	0	0	0	1	0	2	21	6	0
23934	41589	"Iffigsee"	46.38679	7.40589	362	"AWI"	362	5283	5519	5397	0	2	0	0	1	0	0	4	0	2	1	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	1	16	3	1
23934	41589	"Iffigsee"	46.38679	7.40589	363	"AWI"	363	5307	5546	5421	0	5	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	26	0	3	0	0	0	0	0	2	3	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	2	0	1	0	2	17	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	364	"AWI"	364	5326	5579	5445	0	3	0	0	1	0	0	2	0	7	3	0	0	1	0	0	0	1	37	0	7	0	0	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	2	2	33	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	365	"AWI"	365	5344	5615	5468	0	5	0	0	1	0	0	6	0	6	1	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	6	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1	25	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	366	"AWI"	366	5365	5648	5493	0	1	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	0	3	3	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	2	0	0	0	4	22	3	0
23934	41589	"Iffigsee"	46.38679	7.40589	367	"AWI"	367	5425	5675	5536	0	1	18	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	20	0	4	0	0	0	0	0	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	1	2	11	1	0
23934	41589	"Iffigsee"	46.38679	7.40589	368	"AWI"	368	5478	5701	5577	0	2	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	1	34	1	1	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	23	1	0
23934	41589	"Iffigsee"	46.38679	7.40589	369	"AWI"	369	5515	5727	5607	111	6	31	1	1	0	0	4	0	3	0	0	0	0	0	0	0	0	28	0	3	0	0	0	0	0	2	3	0	0	0	1	0	1	0	4	0	0	0	0	0	0	121	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	24	6	0
23934	41589	"Iffigsee"	46.38679	7.40589	370	"AWI"	370	5541	5759	5638	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	38	0	1	0	0	0	0	0	2	3	0	1	0	0	0	3	0	3	0	0	0	0	0	0	139	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	2	1	19	3	0
23934	41589	"Iffigsee"	46.38679	7.40589	371	"AWI"	371	5565	5801	5676	0	4	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	41	0	3	0	0	0	0	0	7	9	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	2	0	0	0	1	0	2	26	3	0
23934	41589	"Iffigsee"	46.38679	7.40589	372	"AWI"	372	5590	5845	5715	0	2	0	0	0	0	2	6	0	5	1	0	0	0	0	0	0	0	24	0	3	0	0	0	1	0	6	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	4	30	5	0
23934	41589	"Iffigsee"	46.38679	7.40589	373	"AWI"	373	5612	5888	5753	0	2	0	0	0	0	2	4	0	9	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	9	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	4	24	8	0
23934	41589	"Iffigsee"	46.38679	7.40589	374	"AWI"	374	5636	5941	5791	0	2	29	0	1	0	1	7	0	6	1	0	0	0	0	0	0	0	27	0	3	0	0	0	0	0	6	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	3	39	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	375	"AWI"	375	5658	5995	5830	0	3	23	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	1	6	0	0	0	0	0	3	0	4	0	0	0	0	0	0	135	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	2	27	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	376	"AWI"	376	5679	6048	5870	179	4	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	34	0	5	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	1	12	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	377	"AWI"	377	5697	6102	5909	0	2	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	2	26	2	0
23934	41589	"Iffigsee"	46.38679	7.40589	378	"AWI"	378	5712	6163	5949	0	6	30	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	28	4	0
23934	41589	"Iffigsee"	46.38679	7.40589	379	"AWI"	379	5732	6219	5987	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	35	0	5	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	1	1	1	22	0	0
23934	41589	"Iffigsee"	46.38679	7.40589	380	"AWI"	380	5774	6223	6008	0	3	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	24	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	27	1	0
23934	41589	"Iffigsee"	46.38679	7.40589	381	"AWI"	381	5817	6227	6028	0	6	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	29	0	5	0	0	0	0	0	2	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	3	26	3	1
23934	41589	"Iffigsee"	46.38679	7.40589	382	"AWI"	382	5856	6231	6049	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	4	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	7	0	0	0	0	1	0	2	0	0	0	0	0	2	36	3	0
23934	41589	"Iffigsee"	46.38679	7.40589	383	"AWI"	383	5896	6235	6070	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	43	0	2	0	0	0	0	0	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	2	0	1	0	7	31	5	0
23934	41589	"Iffigsee"	46.38679	7.40589	384	"AWI"	384	5933	6240	6090	0	2	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	40	0	3	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	3	35	0	0
