"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23840	41323	"Moles Chamber"	51.13944	-3.83278	16	"AWI"	16	-86	133	8	5	0	1	0	0	0	1	3	0	0	0	1	17	0	20	38	0	0	0	0	0	0	0	4	0	0	0	3	0	301	0	0	6	3	24	8	0	3	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	24	"AWI"	24	-74	219	38	15	0	1	0	0	0	4	2	1	0	0	2	39	0	5	135	0	0	1	0	0	0	0	0	0	1	3	2	0	226	0	0	9	0	0	6	0	2	1	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	32	"AWI"	32	-57	288	68	1	0	1	0	0	0	2	0	0	0	0	3	23	0	24	59	0	0	3	0	0	0	0	3	0	0	3	4	0	251	0	0	7	8	24	10	0	4	1	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	40	"AWI"	40	-22	313	106	9	0	1	0	0	0	1	0	0	0	0	2	30	0	2	66	0	1	0	0	1	0	0	0	0	0	3	4	0	298	0	0	10	2	0	10	0	1	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	56	"AWI"	56	8	392	178	2	0	1	0	0	0	0	1	0	0	0	1	28	0	7	63	0	0	2	0	0	0	0	1	0	0	3	5	0	314	0	0	14	9	19	3	0	0	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	64	"AWI"	64	38	431	211	6	0	3	0	0	0	8	10	0	0	0	0	20	0	11	44	0	0	0	0	0	0	0	2	0	0	0	1	0	333	0	0	7	3	15	14	0	6	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	72	"AWI"	72	69	452	247	11	0	2	0	0	0	5	1	0	0	0	3	15	0	16	40	0	0	0	0	1	0	0	0	0	0	1	3	0	325	0	0	7	11	0	3	0	0	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	80	"AWI"	80	90	481	284	10	1	3	0	0	0	0	0	0	0	0	2	21	0	11	56	0	0	3	0	0	0	0	4	0	0	0	1	0	304	0	0	10	4	0	4	0	11	6	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	88	"AWI"	88	109	519	317	6	0	0	0	0	0	3	2	0	0	0	3	26	0	7	60	0	0	0	0	3	0	0	0	0	0	0	4	0	293	0	2	11	7	0	3	0	0	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	96	"AWI"	96	154	544	350	4	0	8	0	0	0	5	1	0	1	0	0	29	0	12	31	0	2	0	0	0	0	0	7	0	0	1	1	0	331	0	0	15	1	0	4	0	13	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	104	"AWI"	104	195	560	386	6	0	0	0	1	0	0	1	0	0	0	2	3	0	9	0	0	1	2	0	0	0	0	3	0	0	0	3	0	319	0	0	15	42	0	14	0	1	0	0	0	0	1	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	112	"AWI"	112	225	580	423	2	0	0	0	0	0	2	4	0	0	0	0	6	0	3	0	0	1	0	0	0	0	0	14	0	0	0	0	0	96	0	0	7	3	0	0	0	1	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	120	"AWI"	120	243	613	459	8	0	0	0	1	0	3	0	0	0	0	0	44	0	3	137	0	2	0	0	2	0	0	0	0	0	0	2	0	210	0	0	10	8	0	8	0	1	0	1	0	0	0	2	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	128	"AWI"	128	323	619	489	8	0	2	0	0	0	3	0	0	2	0	1	10	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	178	0	0	9	2	0	5	11	7	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	136	"AWI"	136	392	632	519	7	0	1	0	0	0	6	0	0	0	0	1	16	0	41	0	0	0	4	0	1	0	0	3	0	0	0	1	0	268	0	3	12	17	0	8	0	3	0	0	0	0	0	2	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	144	"AWI"	144	449	646	549	5	0	12	0	2	0	9	0	0	0	0	1	16	0	5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	19	11	0	17	0	5	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	152	"AWI"	152	491	670	579	8	0	1	0	0	0	3	3	0	0	0	1	5	0	54	16	0	0	1	0	0	0	0	5	0	0	0	2	0	338	0	0	12	15	0	6	0	0	0	1	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	160	"AWI"	160	545	690	606	7	1	12	0	1	0	7	1	0	2	0	0	15	0	8	0	0	0	0	0	2	0	0	8	0	0	0	0	0	251	0	0	9	13	0	10	0	7	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	168	"AWI"	168	564	737	640	7	0	0	0	0	0	4	0	0	0	0	0	8	0	18	0	0	1	1	0	0	0	0	18	0	0	0	3	0	251	0	0	6	2	0	1	0	0	0	0	0	0	0	0	2
