"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23840	41323	"Moles Chamber"	51.13944	-3.83278	176	"AWI"	176	574	803	667	13	1	7	0	1	0	4	11	0	0	0	1	38	0	7	31	0	0	0	0	0	0	0	18	0	0	0	0	0	269	0	0	2	12	0	16	0	6	2	0	0	0	1	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	184	"AWI"	184	589	844	690	4	0	0	0	0	0	5	0	0	1	0	0	13	0	3	54	2	0	0	0	1	0	0	1	0	1	1	0	0	284	0	0	20	6	0	4	0	0	0	1	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	192	"AWI"	192	604	866	712	17	0	5	0	1	0	11	26	2	1	0	1	44	0	10	32	0	0	0	0	0	0	0	16	0	0	0	0	0	255	0	0	0	7	0	9	14	1	8	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	200	"AWI"	200	615	900	734	8	0	1	0	0	0	3	2	0	0	0	1	32	0	21	142	0	1	3	0	2	0	0	2	0	0	3	3	0	174	0	0	16	7	0	15	0	2	3	0	0	0	0	3	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	208	"AWI"	208	624	944	756	21	0	6	0	6	0	13	11	0	0	0	0	49	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	240	0	0	12	8	43	14	0	9	15	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	216	"AWI"	216	652	969	781	12	0	0	0	0	0	4	0	1	0	0	3	30	0	21	0	0	1	0	0	0	0	0	5	0	0	1	0	0	265	0	0	22	28	0	9	10	2	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	224	"AWI"	224	674	990	807	6	0	0	0	0	0	11	16	0	0	0	2	17	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	473	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	232	"AWI"	232	689	1027	831	0	0	0	0	1	0	4	1	0	0	0	1	9	0	10	104	0	0	0	0	0	0	0	8	0	0	0	2	0	77	0	0	35	3	0	1	0	1	0	0	0	0	0	0	1
23840	41323	"Moles Chamber"	51.13944	-3.83278	240	"AWI"	240	700	1065	856	22	0	7	0	0	0	18	8	0	0	0	0	32	0	16	16	3	0	0	0	0	0	0	2	0	0	0	0	0	247	0	0	9	3	0	24	0	11	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	248	"AWI"	248	734	1087	880	1	0	0	0	3	0	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	2	0	1	1	2	0	82	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	256	"AWI"	256	761	1103	904	24	0	3	0	3	0	18	13	0	22	0	0	20	0	14	10	0	0	1	0	0	0	0	0	0	0	0	0	0	195	0	0	15	16	0	4	0	4	0	0	0	0	0	2	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	264	"AWI"	264	782	1132	927	8	2	0	0	1	0	16	2	0	0	0	3	16	0	27	0	0	4	5	0	0	0	0	109	0	3	2	0	0	165	0	0	30	6	0	1	0	2	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	272	"AWI"	272	797	1171	951	4	0	0	0	4	0	14	3	0	1	0	0	10	0	9	7	0	0	0	0	0	0	0	1	0	0	1	0	0	103	0	0	17	13	0	16	30	16	4	1	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	280	"AWI"	280	812	1226	971	2	0	0	0	3	0	3	0	1	0	0	4	20	0	22	0	0	2	0	0	0	0	0	0	0	0	0	1	0	108	0	0	28	20	0	62	0	2	3	0	0	0	0	3	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	288	"AWI"	288	824	1310	989	6	0	2	0	0	0	10	5	0	0	0	2	14	0	19	0	0	0	1	0	0	0	0	7	0	0	0	0	0	120	0	0	10	16	0	112	0	29	4	2	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	296	"AWI"	296	833	1407	1007	3	0	0	0	4	0	5	1	0	0	0	7	18	0	30	0	0	1	0	0	1	0	0	1	0	0	0	0	0	199	0	0	40	23	0	10	0	12	3	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	304	"AWI"	304	957	1494	1100	10	0	5	0	0	0	12	1	0	0	0	16	19	0	8	0	0	0	2	0	1	0	0	1	0	0	0	1	0	149	0	0	9	10	65	25	0	57	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	312	"AWI"	312	1160	1582	1271	5	0	0	0	0	0	4	0	0	0	0	2	25	0	7	0	0	1	0	1	3	0	0	0	0	2	0	1	0	149	0	0	33	5	0	15	0	92	58	2	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	314	"AWI"	314	1210	1598	1317	1	0	1	0	0	0	0	1	1	0	27	6	9	0	21	0	0	0	0	0	0	0	0	3	0	0	1	1	0	249	0	0	36	14	0	3	0	6	0	2	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	316	"AWI"	316	1257	1620	1365	7	0	0	0	0	0	3	1	1	0	0	5	25	0	19	23	2	2	0	0	0	0	0	1	0	0	1	3	0	247	0	0	29	10	0	4	0	12	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	318	"AWI"	318	1299	1643	1413	4	0	0	0	1	0	3	0	0	0	0	4	21	2	18	0	0	5	3	0	0	0	0	3	0	2	0	0	0	258	0	0	49	7	0	6	0	13	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	320	"AWI"	320	1333	1670	1462	12	1	0	0	0	0	7	3	0	0	0	0	45	1	4	0	4	0	3	0	1	0	0	0	0	0	0	1	0	250	0	0	47	2	52	14	0	25	7	0	0	0	1	4	1
23840	41323	"Moles Chamber"	51.13944	-3.83278	322	"AWI"	322	1362	1705	1510	6	0	0	0	0	0	8	2	0	1	0	4	26	0	9	23	0	1	2	0	0	1	2	0	0	0	1	1	0	273	0	1	37	1	0	4	0	10	0	0	0	1	1	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	324	"AWI"	324	1391	1738	1554	3	0	0	0	1	0	3	2	0	0	0	3	20	0	20	23	0	0	0	0	0	0	0	0	0	2	0	1	0	282	0	0	50	3	0	1	0	4	0	0	0	1	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	326	"AWI"	326	1418	1775	1598	0	0	0	0	2	0	0	0	0	0	0	11	26	0	17	32	0	3	1	0	0	0	1	0	0	0	0	6	0	241	0	0	27	9	0	3	0	1	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	328	"AWI"	328	1447	1811	1642	34	0	3	1	0	0	22	0	0	1	0	2	54	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	188	0	1	34	29	0	3	0	42	0	0	0	0	0	1	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	330	"AWI"	330	1477	1862	1685	2	0	0	0	0	0	1	0	0	0	0	6	21	0	29	33	0	2	1	0	0	0	2	0	0	0	0	3	0	237	0	0	34	8	0	2	0	0	1	0	0	0	0	4	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	332	"AWI"	332	1707	2055	1897	16	1	0	1	0	0	8	0	0	0	0	1	65	0	15	11	0	1	0	0	0	0	3	0	0	0	0	1	0	199	0	1	101	4	0	4	0	1	0	1	1	0	0	2	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	334	"AWI"	334	1929	2255	2110	12	1	1	0	0	0	7	4	0	0	0	4	63	0	7	18	0	0	0	0	0	0	5	0	0	0	0	2	0	111	1	0	193	5	0	0	0	19	0	4	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	336	"AWI"	336	2131	2458	2324	34	1	2	0	0	0	3	4	0	0	0	2	72	0	5	10	0	0	1	0	1	0	0	0	0	0	0	0	0	115	0	0	122	3	0	3	0	65	0	0	0	0	0	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	338	"AWI"	338	2312	2666	2535	12	0	0	1	0	0	4	0	0	0	0	3	60	0	9	0	0	0	0	0	1	3	1	0	0	0	0	1	0	138	1	0	139	7	0	1	0	56	2	2	0	1	0	2	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	340	"AWI"	340	2488	2885	2747	12	4	0	0	0	0	11	1	0	2	0	1	67	0	14	21	0	0	0	3	1	0	0	0	0	0	1	0	0	111	0	0	130	2	0	0	0	48	0	2	0	1	2	2	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	342	"AWI"	342	2656	3114	2958	11	0	1	0	0	0	7	0	0	0	0	1	71	0	18	21	0	0	0	1	0	0	0	0	0	0	0	0	0	145	0	0	138	3	11	0	0	42	1	0	2	0	1	0	0
23840	41323	"Moles Chamber"	51.13944	-3.83278	344	"AWI"	344	2824	3343	3169	24	0	2	0	0	0	27	0	0	2	0	3	77	0	13	17	0	0	0	0	0	0	0	2	0	0	3	0	0	122	0	0	45	32	0	3	0	71	0	0	0	0	1	1	1
