"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	4	"AWI"	4	-64	185	51	6	0	1	0	0	0	1	0	0	0	0	1	0	23	0	1	0	0	0	0	0	0	7	5	0	0	0	0	1	61	0	18	1	0	7	0	0	0	3	0	0	0	6	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	12	"AWI"	12	4	526	240	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	57	0	11	1	1	9	0	0	0	1	0	0	0	3	0	0	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	20	"AWI"	20	51	727	406	3	0	2	2	0	0	1	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	71	0	10	0	0	6	0	0	0	2	0	0	0	0	0	0	4
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	28	"AWI"	28	299	949	628	0	0	0	2	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	5	4	0	0	0	0	1	50	0	8	0	0	3	0	0	0	2	0	0	0	1	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	36	"AWI"	36	493	1102	806	0	0	0	3	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	5	1	0	0	0	0	1	64	0	15	0	0	4	0	0	0	0	0	0	0	2	0	0	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	44	"AWI"	44	739	1204	970	0	1	0	1	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0	85	1	17	0	0	0	0	0	0	7	0	0	0	4	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	52	"AWI"	52	952	1269	1151	3	0	0	4	0	0	0	0	0	0	0	6	0	28	1	0	0	0	1	0	0	0	7	6	0	0	0	0	1	69	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	60	"AWI"	60	1189	1474	1314	5	0	0	1	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	57	0	11	0	1	4	0	0	0	2	0	0	0	3	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	68	"AWI"	68	1295	1966	1554	9	0	0	1	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	12	3	0	0	0	0	3	143	0	19	0	1	4	0	0	0	2	0	0	0	5	0	1	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	76	"AWI"	76	1485	2209	1794	0	0	1	3	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	64	0	3	0	0	4	0	0	0	0	0	1	0	2	1	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	84	"AWI"	84	1815	2366	2055	5	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	4	3	0	0	0	0	2	85	0	23	0	2	2	0	0	0	6	0	0	0	0	0	0	4
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	92	"AWI"	92	2131	2511	2327	9	1	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	6	1	0	1	0	0	0	36	0	13	0	0	1	0	0	0	4	0	0	0	1	0	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	96	"AWI"	96	2168	2611	2388	0	0	0	1	0	0	1	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	64	0	13	0	0	0	0	0	0	3	0	0	0	2	0	0	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	104	"AWI"	104	2266	2825	2526	10	1	0	2	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	128	0	6	0	0	7	0	0	0	2	0	0	0	0	0	1	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	108	"AWI"	108	2321	2888	2588	5	0	0	0	0	0	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	0	6	3	0	0	0	0	1	76	0	24	0	0	3	0	0	0	0	0	0	0	1	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	116	"AWI"	116	2484	2993	2732	12	0	0	2	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	4	5	0	0	0	0	1	85	0	13	1	0	2	0	0	0	3	0	0	0	0	0	0	6
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	124	"AWI"	124	2628	3084	2871	14	0	0	2	0	0	1	0	0	0	0	4	0	25	0	0	0	0	0	0	0	0	1	6	0	0	0	0	2	127	0	22	0	3	7	0	0	0	1	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	132	"AWI"	132	2809	3181	3015	12	0	0	1	0	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	4	0	0	0	0	1	99	0	22	0	1	4	0	0	0	1	0	0	0	1	0	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	140	"AWI"	140	3014	3317	3166	6	0	2	2	0	0	4	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	5	5	0	0	0	0	2	118	0	19	0	0	8	0	0	0	4	0	1	0	1	0	2	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	148	"AWI"	148	3183	3438	3308	11	0	0	1	0	0	1	0	1	0	0	4	0	14	1	0	0	0	0	0	0	0	4	5	0	0	0	0	1	122	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	156	"AWI"	156	3372	3726	3538	4	0	0	3	0	0	3	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	72	0	13	1	0	0	0	0	0	1	0	1	0	0	0	0	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	164	"AWI"	164	3541	4167	3793	12	0	0	3	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	115	0	22	0	0	3	0	0	0	1	0	0	0	0	0	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	172	"AWI"	172	3731	4450	4048	4	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	58	0	6	1	1	1	0	0	0	1	0	0	0	0	0	1	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	180	"AWI"	180	3942	4606	4252	26	0	0	4	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	3	3	2	0	0	0	1	180	0	20	0	0	1	0	0	0	5	0	0	0	0	1	5	8
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	188	"AWI"	188	4368	4724	4538	13	0	1	2	0	0	1	1	0	0	0	3	0	26	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	164	0	19	1	0	1	0	0	0	1	0	0	0	0	1	1	7
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	196	"AWI"	196	4505	4888	4698	12	0	2	1	0	0	2	0	0	0	0	3	0	20	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	141	0	21	0	0	1	0	0	0	0	0	0	0	0	0	2	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	200	"AWI"	200	4533	4978	4759	14	0	1	1	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	1	0	0	3	5	0	0	0	0	1	100	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	204	"AWI"	204	4614	5024	4831	9	0	0	1	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	53	0	14	0	0	1	0	0	0	1	0	0	0	0	1	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	212	"AWI"	212	4750	5192	4964	9	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	54	0	7	0	1	0	0	0	2	0	0	1	0	0	0	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	220	"AWI"	220	4931	5274	5103	12	1	0	4	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	73	0	10	1	0	0	0	0	0	2	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	228	"AWI"	228	5086	5393	5225	10	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	55	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	2
