"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	236	"AWI"	236	5205	5490	5362	12	1	0	3	0	0	0	0	0	0	0	2	0	16	0	0	0	1	0	1	0	0	1	4	0	0	0	0	0	95	0	15	0	0	2	0	0	0	2	0	1	0	0	0	1	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	244	"AWI"	244	5337	5570	5498	16	0	0	2	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	97	0	7	0	1	2	0	0	0	1	0	3	0	0	0	1	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	252	"AWI"	252	5466	5742	5620	16	0	1	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	10	3	0	0	0	0	0	110	0	16	0	2	2	0	0	0	1	0	0	0	0	0	2	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	260	"AWI"	260	5582	5860	5731	13	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	89	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	268	"AWI"	268	5717	5969	5838	8	0	2	0	0	0	0	1	0	0	0	1	0	12	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	102	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	276	"AWI"	276	5802	6071	5938	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	26	0	0	0	1	0	6	0	0	0	0	0	0	44	0	5	1	1	1	0	0	0	3	0	0	0	0	0	2	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	284	"AWI"	284	5887	6155	6031	20	0	1	1	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	101	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	292	"AWI"	292	5989	6283	6148	19	1	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	78	0	12	0	0	3	0	0	0	1	0	1	0	0	0	1	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	300	"AWI"	300	6060	6745	6318	13	0	2	1	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	76	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	308	"AWI"	308	6245	6858	6506	24	0	0	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	124	0	8	0	1	1	0	0	0	2	0	0	0	0	0	2	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	316	"AWI"	316	6601	6952	6742	18	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	51	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	324	"AWI"	324	6977	7238	7113	18	0	1	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	115	0	9	0	1	0	0	0	0	1	0	0	0	0	0	3	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	332	"AWI"	332	7241	7590	7498	11	0	1	0	0	0	0	0	0	0	0	2	0	13	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	99	0	13	0	1	0	0	0	0	2	0	1	0	0	0	1	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	340	"AWI"	340	7361	7669	7541	15	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	63	0	7	0	0	0	0	0	0	1	0	0	0	0	0	1	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	348	"AWI"	348	7436	7725	7583	20	1	0	0	0	0	1	0	0	0	0	4	0	16	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	151	0	20	0	0	1	0	0	0	0	0	0	0	0	0	3	7
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	356	"AWI"	356	7555	7800	7636	11	0	0	0	0	0	0	0	0	0	0	1	1	10	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	123	0	13	0	0	0	0	0	0	1	0	0	0	0	0	1	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	364	"AWI"	364	7675	7868	7747	15	0	1	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	103	0	17	0	0	1	0	0	0	1	0	1	0	0	0	1	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	372	"AWI"	372	7781	8024	7924	15	0	0	0	0	0	0	0	0	0	0	1	1	17	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	113	0	28	0	1	2	0	0	0	0	0	0	0	0	0	1	4
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	380	"AWI"	380	7831	8334	8111	17	0	2	2	0	0	0	0	0	0	0	2	0	18	0	0	15	1	0	0	0	0	4	10	0	0	0	0	0	169	0	46	0	1	0	0	0	0	1	0	1	1	0	0	2	7
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	388	"AWI"	388	8196	8416	8347	7	1	1	1	0	0	1	0	0	0	1	0	1	7	0	0	0	0	0	0	0	0	3	8	0	0	2	0	0	105	0	24	0	0	2	0	0	0	1	0	0	0	0	0	3	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	396	"AWI"	396	8329	8705	8512	17	1	0	1	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	143	0	34	0	0	1	0	0	0	0	0	1	0	0	0	2	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	400	"AWI"	400	8372	8897	8587	13	0	0	2	0	0	0	0	0	0	0	1	2	18	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	131	0	42	0	0	1	0	0	0	1	0	1	0	0	0	1	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	404	"AWI"	404	8505	8923	8684	6	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	47	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	412	"AWI"	412	8693	9069	8908	8	2	0	3	0	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	30	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	420	"AWI"	420	8846	9477	9142	0	0	1	2	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	40	0	0	2	0	0	0	3	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	428	"AWI"	428	9442	9682	9541	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	11	0	0	2	0	0	0	2	0	0	0	0	0	1	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	436	"AWI"	436	9722	10037	9912	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	13	0	0	2	0	0	0	4	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	444	"AWI"	444	10016	10359	10211	0	3	1	3	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	18	0	27	1	0	5	0	0	0	2	0	1	0	0	0	0	2
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	448	"AWI"	448	10200	10480	10329	0	1	0	3	0	0	1	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	22	0	0	5	0	0	0	11	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	456	"AWI"	456	10454	11424	10866	0	1	0	6	0	0	4	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	9	0	1	0	12	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	460	"AWI"	460	10514	12090	11179	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	6	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	464	"AWI"	464	11525	12353	11879	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	1
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	468	"AWI"	468	12426	12698	12597	0	3	1	19	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	472	"AWI"	472	12847	13203	13041	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	476	"AWI"	476	13120	13411	13253	0	3	0	48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	484	"AWI"	484	13260	13985	13571	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	492	"AWI"	492	13365	14422	13771	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
