"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16660	26442	"Kirchbichl"	47.51111	12.09028	150	"AWI"	150	4382	5425	4974	18.2567726737338	0	0	0.117785630153121	1.76678445229682	0	1.53121319199058	0	0	0.471142520612485	0	0	0	0	0	0	0	9.18727915194346	1.06007067137809	0	0	0	0	0	19.434628975265	0.588928150765607	0.706713780918728	0	0	0	0	0	0	0	0	0	0	40.2826855123675	1.88457008244994	0	0	0	0.706713780918728	0.235571260306243	0	0	0.353356890459364	0	0	0.117785630153121	0	0	0	0.117785630153121	0.117785630153121	2.12014134275618	0.94228504122497	0
16660	26442	"Kirchbichl"	47.51111	12.09028	160	"AWI"	160	4514	5494	5083	20.9486166007905	0.131752305665349	0	0.263504611330698	1.31752305665349	0.131752305665349	1.71277997364954	0	0	0.527009222661397	0	0	0.131752305665349	0	0	0	0	7.37812911725955	2.76679841897233	0	0	0	0	0	10.935441370224	0.395256916996047	0.658761528326746	0	0	0	0	0	0	0	0	0	0	45.1910408432148	3.03030303030303	0	0	0	0.131752305665349	0.527009222661397	0	0	0	0	0.263504611330698	0.131752305665349	0.131752305665349	0	0	0	0	1.97628458498024	1.05401844532279	0.263504611330698
16660	26442	"Kirchbichl"	47.51111	12.09028	170	"AWI"	170	4660	5572	5186	23.4848484848485	0	0	0.151515151515152	1.96969696969697	0	3.03030303030303	0	0	0.303030303030303	0.151515151515152	0.151515151515152	0.151515151515152	0	0.151515151515152	0	0	6.51515151515152	3.33333333333333	0	0	0	0	0	11.2121212121212	0.303030303030303	0.151515151515152	0	0	0	0	0	0	0	0	0	0	42.2727272727273	0	0	0	0	0	0.909090909090909	0	0	0	0	1.21212121212121	0	0	0	0	0	0	3.18181818181818	1.36363636363636	0
16660	26442	"Kirchbichl"	47.51111	12.09028	180	"AWI"	180	4807	5650	5291	21.5759849906191	0.375234521575985	0	0.75046904315197	1.50093808630394	0	6.00375234521576	0	0	0.938086303939963	0	0	0	0	0.187617260787992	0	0.187617260787992	5.81613508442777	3.56472795497186	0	0	0	0	0	7.5046904315197	0.75046904315197	0.375234521575985	0	0	0	0	0	0	0	0	0	0	32.2701688555347	0	0	10.6941838649156	0	0	1.87617260787993	0	0	0	0	1.50093808630394	0.187617260787992	0	0	0	0	0	3.37711069418387	0.562851782363977	0
16660	26442	"Kirchbichl"	47.51111	12.09028	190	"AWI"	190	4955	5726	5395	35.0374064837905	0	0	0.249376558603491	0	0	0.748129675810474	0	0	1.24688279301746	0	0	0	0	0	0	0	6.60847880299252	1.62094763092269	0	0	0	0	0	0.249376558603491	0	0.124688279301746	0	0	0	0	0	0	0	0	0	0	47.1321695760599	0	0	0	0	0	0.748129675810474	0	0	0	0	0.124688279301746	0	0	0	0	0	0.124688279301746	3.49127182044888	2.36907730673317	0.124688279301746
16660	26442	"Kirchbichl"	47.51111	12.09028	200	"AWI"	200	5113	5797	5501	3.87196695921528	0.0516262261228704	78.471863706763	0.0516262261228704	0	0	0.309757356737222	0	0	0	0	0	0	0	0	0	0	1.60041300980898	0.619514713474445	0	0	0	0	0	0.567888487351575	0	0.103252452245741	0	0	0	0	0	0	0	0	0	0	10.6350025813113	0	0	1.03252452245741	0	0.516262261228704	0.0516262261228704	0	0	0	0	0.0516262261228704	0.154878678368611	0	0	0	0.0516262261228704	0	1.23902942694889	0.619514713474445	0
16660	26442	"Kirchbichl"	47.51111	12.09028	210	"AWI"	210	5274	5862	5599	29.3478260869565	0	0	0	1.35869565217391	0	0.36231884057971	0	0	0.0905797101449275	0	0	0	0	0.271739130434783	0	0	8.60507246376812	7.06521739130435	0	0	0	0	0	1.08695652173913	1.17753623188406	0.634057971014493	0	0	0	0.0905797101449275	0	0	0	0	0	0	39.945652173913	2.08333333333333	0	0	0	1.99275362318841	0.271739130434783	0.36231884057971	0	0	0.271739130434783	0.0905797101449275	0.0905797101449275	0	0	0	0	0	0.634057971014493	3.80434782608696	0.36231884057971
16660	26442	"Kirchbichl"	47.51111	12.09028	220	"AWI"	220	5445	5928	5694	14.2245989304813	0	0	0.53475935828877	0.748663101604278	0.106951871657754	1.60427807486631	0	0	0.427807486631016	0	0.106951871657754	0	0	0.106951871657754	0	0	7.16577540106952	3.9572192513369	0	0	0	0	0	0.427807486631016	1.49732620320856	0.427807486631016	0	0	0	0	0	0	0	0	0	0	58.9304812834225	0	0	3.85026737967914	0	0.53475935828877	1.28342245989305	0	0	0	0.427807486631016	0.53475935828877	0.106951871657754	0	0	0	0	0	0.855614973262032	2.03208556149733	0.106951871657754
16660	26442	"Kirchbichl"	47.51111	12.09028	230	"AWI"	230	5525	6083	5797	4.36046511627907	0.0968992248062016	12.8875968992248	0.0968992248062016	0.290697674418605	0.0968992248062016	0.387596899224806	0	0	0.290697674418605	0	0	0	0	0	0	0	6.97674418604651	1.16279069767442	0	0	0	0	0	0.0968992248062016	0	0.872093023255814	0	0	0.0968992248062016	0	0	0	0	0	0	0	66.8604651162791	0	0	1.25968992248062	0	0	0.387596899224806	0	0	0	0	0.193798449612403	0.0968992248062016	0	0	0	0.0968992248062016	0	1.93798449612403	1.45348837209302	0
16660	26442	"Kirchbichl"	47.51111	12.09028	240	"AWI"	240	5608	6204	5900	1.75	0.25	0	0.125	0.75	0	0	0	0	0.875	0	0	0	0	0.125	0	0	12	8.25	0	0	0	0	0	0.375	2.875	0.75	0	0	0	0	0	0	0	0	0	0	61.5	0	0	2.75	0	0	1.75	0	0	0	0.125	0.125	0	0.125	0	0	0	0	2.875	2.625	0
