"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26518	"Schwemm"	47.65811	12.299518	0	"AWI"	0	-101	69	-21	3.13695485845448	0	5.89135424636572	0.0765110941086457	1.75975516449885	0	0.153022188217291	0	0	1.68324407039021	0	0.153022188217291	0	0	0.0765110941086457	0	0	0.0765110941086457	0.0765110941086457	6.80948737566947	39.6327467482785	0	0	1.53022188217292	0	6.57995409334353	0	0.306044376434583	0	0	0	0.612088752869166	0	0	0	0	0	14.5371078806427	0	0	9.18133129303749	0	0	2.6778882938026	0	0	0	0.229533282325937	2.83091048201989	0.918133129303749	0	0	0	0.459066564651875	0	0.0765110941086457	0.306044376434583	0.153022188217291	0.0765110941086457
16674	26518	"Schwemm"	47.65811	12.299518	10	"AWI"	10	-9	847	248	3.27868852459016	0.182149362477231	6.43594414086217	0.121432908318154	1.21432908318154	0	0.182149362477231	0	0	1.82149362477231	0	0.0607164541590771	0	0	0	0	0.42501517911354	0.121432908318154	0	8.25743776563449	36.0655737704918	0	0	1.76077717061324	0.182149362477231	10.6253794778385	0	0.242865816636308	0	0	0.0607164541590771	0.242865816636308	0	0.0607164541590771	0.0607164541590771	0	0.303582270795386	11.778992106861	0	0	8.7431693989071	0	0	4.18943533697632	0	0	1.15361262902247	0.0607164541590771	1.39647844565877	0.182149362477231	0	0	0	0.121432908318154	0	0	0.242865816636308	0.42501517911354	0
16674	26518	"Schwemm"	47.65811	12.299518	20	"AWI"	20	124	1356	559	6.93069306930693	0.247524752475248	8.16831683168317	0.165016501650165	1.07260726072607	0	0.0825082508250825	0	0	1.98019801980198	0	0.0825082508250825	0	0	0	0	0.0825082508250825	0.0825082508250825	0	11.8811881188119	8.003300330033	0	0	5.52805280528053	0	24.5874587458746	0	0.33003300330033	0	0	0.0825082508250825	0.412541254125412	0	0	0	0	0.825082508250825	18.0693069306931	0	0	6.6006600660066	0	0	3.96039603960396	0	0	0	0.165016501650165	0.33003300330033	0	0	0	0	0	0	0	0.33003300330033	0	0
16674	26518	"Schwemm"	47.65811	12.299518	30	"AWI"	30	262	1778	866	5.42299349240781	0.0723065798987708	9.03832248734635	0.144613159797542	0.93998553868402	0	0.216919739696312	0	0	1.44613159797542	0.0723065798987708	0.0723065798987708	0.0723065798987708	0	0	0	0.144613159797542	0	0	14.6059291395517	11.7136659436009	0	0	4.04916847433116	0	21.1135213304411	0	0.216919739696312	0	0	0	0.216919739696312	0	0.0723065798987708	0	0.0723065798987708	0.289226319595083	13.0874909616775	0	0	7.88141720896602	0	0	5.27838033261027	0	0	1.30151843817787	0.0723065798987708	0.867678958785249	0.578452639190166	0	0	0	0	0	0.216919739696312	0.506146059291396	0.216919739696312	0
16674	26518	"Schwemm"	47.65811	12.299518	40	"AWI"	40	459	2095	1191	8.13008130081301	0	12.4390243902439	0	1.30081300813008	0	0.16260162601626	0	0	3.2520325203252	0.0813008130081301	0.16260162601626	0	0.0813008130081301	0	0	0.0813008130081301	0	0	4.22764227642276	5.28455284552846	0	0	5.52845528455285	0	33.1707317073171	0	0.650406504065041	0	0	0	0.16260162601626	0	0.0813008130081301	0	0	1.38211382113821	15.5284552845528	0	0	0	0	0	5.60975609756098	0	0	0.894308943089431	0	0.40650406504065	0.48780487804878	0	0	0	0	0	0	0.813008130081301	0.0813008130081301	0
16674	26518	"Schwemm"	47.65811	12.299518	50	"AWI"	50	717	2360	1516	9.53307392996109	0	0	0	0	0	0.0972762645914397	0	0	6.51750972762646	0	0	0	0	0	0	0.0972762645914397	0.0972762645914397	0	7.1011673151751	0.972762645914397	0	0	3.01556420233463	0	46.4980544747082	0	0.875486381322957	0	0	0.0972762645914397	0.0972762645914397	0	0	0	0	2.82101167315175	15.3696498054475	0	0	0	0	0	4.47470817120623	0	0	0	0	0	0.194552529182879	0	0	0	0	0	0.486381322957198	1.55642023346304	0.0972762645914397	0
16674	26518	"Schwemm"	47.65811	12.299518	60	"AWI"	60	977	2646	1820	12.7962085308057	0.28436018957346	15.0710900473934	0	0	0	0	0	0	6.16113744075829	0	0	0	0	0	0	0	0.0947867298578199	0	8.24644549763033	2.27488151658768	0	0	0	0	32.8909952606635	0	1.13744075829384	0.18957345971564	0	0	0.0947867298578199	0	0	0	0.0947867298578199	1.4218009478673	10.8056872037915	0	0	0	0	0	4.64454976303318	0	0	0	0	0	0.28436018957346	0	0	0	0	0.0947867298578199	0.0947867298578199	2.93838862559242	0.37914691943128	0
16674	26518	"Schwemm"	47.65811	12.299518	70	"AWI"	70	1256	2861	2134	10.8843537414966	0.170068027210884	12.3299319727891	0	0.170068027210884	0	0.170068027210884	0	0	2.97619047619048	0	0	0	0	0	0	0	0	0	5.86734693877551	1.02040816326531	0	0	1.19047619047619	0	46.0034013605442	0	1.10544217687075	0	0	0	0.0850340136054422	0	0	0	0	0.76530612244898	12.1598639455782	0	0	0	0	0	3.65646258503401	0	0	0	0	0.170068027210884	0.255102040816327	0	0	0	0	0	0.340136054421769	0.680272108843537	0	0
16674	26518	"Schwemm"	47.65811	12.299518	80	"AWI"	80	1632	3013	2455	10.5263157894737	0.0862812769628991	12.855910267472	0	0.172562553925798	0	0	0	0	2.76100086281277	0	0	0	0	0	0	0	0	0	6.21225194132873	1.29421915444349	0	0	1.29421915444349	0	47.5409836065574	0	0.345125107851596	0	0	0	0	0	0	0	0.0862812769628991	0.862812769628991	11.3891285591027	0	0	0	0	0	3.45125107851596	0	0	0	0.0862812769628991	0.172562553925798	0.172562553925798	0	0	0	0	0	0.0862812769628991	0.431406384814495	0.172562553925798	0
16674	26518	"Schwemm"	47.65811	12.299518	90	"AWI"	90	2062	3179	2749	6.63811563169165	0	13.8115631691649	0.107066381156317	0.107066381156317	0	0.107066381156317	0	0	9.74304068522484	0	0.107066381156317	0	0	0	0	0	0	0	10.5995717344754	1.07066381156317	0	0	0	0	41.3276231263383	0	1.39186295503212	0	0	0	0	0	0	0	0	0.214132762312634	7.06638115631692	0	0	0	0	0	4.60385438972163	0	0	0	0	0.214132762312634	0	0	0	0	0	0	0.107066381156317	2.56959314775161	0.214132762312634	0
