"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	378	"AWI"	378	1515	1868	1659	0	0	43.859649122807	1.05263157894737	0	0	0.350877192982456	0	0	1.75438596491228	0	0	0	0	0.701754385964912	0	0	0	0	0	0	2.80701754385965	0	0	14.0350877192982	0	0	0	0	3.15789473684211	0	0	0	0.350877192982456	0	0	0	0	0	0.701754385964912	0	0.350877192982456	0.701754385964912	0	0.350877192982456	0.701754385964912	3.85964912280702	9.82456140350877	0	0	0	0.701754385964912	0.701754385964912	9.47368421052632	0	0	0.350877192982456	0	0	0	2.45614035087719	0	0	0	0.350877192982456	0	0	0	1.05263157894737	0	0	0	0	0	0.350877192982456
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	95	"AWI"	95	197	569	392	0	0	3.65296803652968	0.45662100456621	0	0	1.36986301369863	0	0	1.36986301369863	0	0	0	0	0	0	0	10.0456621004566	0	0	0	2.28310502283105	0	0	18.7214611872146	0	0	0	0	0.45662100456621	0	0	0	0	0	0.45662100456621	0	0.91324200913242	0	0	0	0.45662100456621	0	0	0	1.82648401826484	3.19634703196347	32.4200913242009	0	0	0.45662100456621	0.45662100456621	0.45662100456621	11.4155251141553	0	0	2.28310502283105	0	0.91324200913242	0	5.02283105022831	0	0	0	0.91324200913242	0	0	0	0	0	0	0	0	0	0.45662100456621
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	100	"AWI"	100	223	587	415	0	0	1.82648401826484	1.36986301369863	0	0	0	0	0	0.91324200913242	0	0	0	0	0.91324200913242	0	0	21.4611872146119	0	0	0	1.36986301369863	0	0	15.0684931506849	0	0	0	0	0.91324200913242	0	0	0	0.45662100456621	0	0	0	0.91324200913242	0	0.45662100456621	0	0.45662100456621	0	0	0	0	3.19634703196347	35.1598173515982	0	0	0	0	0	10.5022831050228	0	0.45662100456621	0	0	1.36986301369863	0	1.82648401826484	0	0	0	1.36986301369863	0	0	0	0	0	0	0	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	105	"AWI"	105	254	599	440	0.478468899521531	0	4.78468899521531	0	0	0	0	0	0	0.956937799043062	0	0	0	0	1.91387559808612	0	0	23.9234449760766	0	0	0	0.956937799043062	0.478468899521531	0	15.7894736842105	1.43540669856459	0	0	0	0.478468899521531	0.478468899521531	0	0	0	0	0	0	2.39234449760766	0.956937799043062	0	0	1.91387559808612	0	0	0	0.478468899521531	2.39234449760766	25.8373205741627	0	0	0.478468899521531	0	0	8.61244019138756	0	0	0	0	0	0	1.91387559808612	0	0	0	0.956937799043062	0	0.478468899521531	0	0	0.956937799043062	0.478468899521531	0.478468899521531	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	110	"AWI"	110	273	619	463	0	0	4.21686746987952	1.20481927710843	0	0.602409638554217	0.602409638554217	0	3.01204819277108	0	0	0.602409638554217	0	0	1.80722891566265	0	0	15.0602409638554	0	0	0	0.602409638554217	0	0	10.8433734939759	0	0	0	0	1.20481927710843	0.602409638554217	0	0	0	0	0	0	1.80722891566265	0.602409638554217	0	0	0	0	0	0	0	3.01204819277108	30.1204819277108	0	0	0	0.602409638554217	0	16.2650602409639	0	0	0	0	0.602409638554217	0	3.6144578313253	0	0	0	0	0	0	0	0	1.80722891566265	0.602409638554217	0	0.602409638554217	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	115	"AWI"	115	303	640	485	0.921658986175115	0	5.99078341013825	1.38248847926267	0	0.921658986175115	0	0.460829493087558	0	3.2258064516129	0	0.460829493087558	0	0	0	0	0	10.5990783410138	0	0	0	3.2258064516129	0.460829493087558	0	5.99078341013825	2.76497695852535	0	0	0	1.38248847926267	0	0	0	0.460829493087558	0	1.38248847926267	0	1.38248847926267	0.921658986175115	0.460829493087558	0	0	0	0	0.460829493087558	0.921658986175115	0	34.5622119815668	0	0	0	0.460829493087558	0	13.8248847926267	0	0	0	0	0.460829493087558	0	0.921658986175115	1.38248847926267	0	0	1.38248847926267	0	0	0	0	2.76497695852535	0	0	0	0	0.460829493087558
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	120	"AWI"	120	343	651	508	0	0	7.02702702702703	0.540540540540541	0	0	0.540540540540541	0	0	1.62162162162162	0	0	0	0	0.540540540540541	0	0	5.40540540540541	0	0	0	2.7027027027027	2.7027027027027	0	7.02702702702703	1.62162162162162	0	0	0	1.62162162162162	0	0	0	0	0	0.540540540540541	0	1.08108108108108	0.540540540540541	0	0	3.78378378378378	0	0	0	1.08108108108108	4.86486486486486	32.972972972973	0	0	0	0	0.540540540540541	18.9189189189189	0	0	0	0	0	0	0.540540540540541	0	0	0	2.16216216216216	0	0	0.540540540540541	0	1.08108108108108	0	0	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	125	"AWI"	125	369	667	531	0	0	7.32758620689655	1.29310344827586	0	0	0	0	0	0.862068965517241	0	0.431034482758621	0	0	1.72413793103448	0	0	10.3448275862069	0	0	0	2.58620689655172	0	0	17.6724137931034	0	0	0	0	1.29310344827586	0	0	0	0	0	0.862068965517241	0	0.862068965517241	0.862068965517241	0	0	5.60344827586207	0	0	0	0.431034482758621	1.72413793103448	25	0	0	0	0	0.431034482758621	15.948275862069	0	0	0.431034482758621	0	0	0	0.862068965517241	0	0	0	0.862068965517241	0	0.431034482758621	0	0	1.29310344827586	0	0.862068965517241	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	130	"AWI"	130	396	692	554	0	0	5.38116591928251	0	0	0	0	0	0	0	0	0	0	0	2.69058295964126	0	0	8.07174887892377	0	0	0	0.896860986547085	0.448430493273543	0	18.3856502242152	0	0	0	0	0.896860986547085	0	0	0	0.896860986547085	0	0.448430493273543	0	0.896860986547085	0.896860986547085	0.448430493273543	0	1.34529147982063	0	0	0	0.448430493273543	1.79372197309417	35.4260089686099	0	0	0	0.448430493273543	0	14.7982062780269	0	0.896860986547085	0.448430493273543	0	0	0	1.34529147982063	0	0	0	0.896860986547085	0.448430493273543	0	0	0	1.34529147982063	0	0	0	0	0
16105	24871	"Tourbière de Nay"	47.31056	-1.53417	135	"AWI"	135	450	703	573	0	0	8.10810810810811	3.6036036036036	0	0	0.45045045045045	0	0	0.45045045045045	0	0	0	0	0.45045045045045	0	0	5.40540540540541	0	0	0	4.5045045045045	0	0	9.00900900900901	1.8018018018018	0	0	0	1.8018018018018	0	0	0	0.45045045045045	0	0.45045045045045	0	1.35135135135135	0	0.45045045045045	0	2.25225225225225	0	0	0	0	3.15315315315315	26.1261261261261	0	0	0	1.35135135135135	0	24.7747747747748	0	0	0	0	0	0	1.8018018018018	0	0	0	0.900900900900901	0	0	0	0	0	0.45045045045045	0.45045045045045	0	0	0.45045045045045
