"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Myrica"	"Olea"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
14486	22685	"Foula"	60.133532	-2.085412	0.5	"AWI"	0.5	-85.5	100.5	-11.5	10	2.5	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	5	20	0	0	0	10	0	0	0	0	0	0	0	0	0	5	15	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0
14486	22685	"Foula"	60.133532	-2.085412	1.5	"AWI"	1.5	-75.5	110.5	0	0	13.6363636363636	0	0	0	4.54545454545455	0	0	27.2727272727273	0	0	0	0	0	0	4.54545454545455	0	4.54545454545455	22.7272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6363636363636	0	0	0	0	0	0	0	0	0	0	4.54545454545455	0	4.54545454545455	0
14486	22685	"Foula"	60.133532	-2.085412	2.5	"AWI"	2.5	-66.5	122	11.5	3.125	6.25	0	0	0	3.125	0	0	9.375	0	3.125	0	0	0	0	0	0	0	40.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	6.25	0	0	3.125	0	0	0	0	0
14486	22685	"Foula"	60.133532	-2.085412	4.5	"AWI"	4.5	-52	157.5	32.5	2.63157894736842	2.63157894736842	0	0	0	0	0	0	18.4210526315789	0	0	0	0	0	0	0	0	0	39.4736842105263	0	0	0	10.5263157894737	2.63157894736842	0	0	2.63157894736842	0	0	0	0	0	2.63157894736842	15.7894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63157894736842
14486	22685	"Foula"	60.133532	-2.085412	6.5	"AWI"	6.5	-32.5	181	56	1.61290322580645	0	1.61290322580645	0	0	1.61290322580645	0	0	8.06451612903226	0	0	0	0	0	0	1.61290322580645	0	0	74.1935483870968	0	0	0	0	0	0	0	0	3.2258064516129	0	0	0	0	0	8.06451612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14486	22685	"Foula"	60.133532	-2.085412	8.5	"AWI"	8.5	-17	204.5	81	0	1.69491525423729	0	0	0	1.69491525423729	0	0	5.08474576271187	0	0	0	0	0	0	0	0	1.69491525423729	77.9661016949153	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69491525423729	6.77966101694915	0	0	0	0	0	1.69491525423729	0	0	0	0	0	0	0	1.69491525423729
14486	22685	"Foula"	60.133532	-2.085412	10.5	"AWI"	10.5	-1	234.5	105.5	0	0.847457627118644	0	0	0	0	0	0	2.54237288135593	0	0	0	0	0	0	0	0	0	90.6779661016949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69491525423729	0	0	0	0	0	4.23728813559322	0	0	0	0	0	0	0	0
14486	22685	"Foula"	60.133532	-2.085412	12.5	"AWI"	12.5	20.5	250.5	131.5	0	1.88679245283019	1.88679245283019	0	0	0	0	0	8.49056603773585	0	0	0	0	0	0	0.943396226415094	0	0	78.3018867924528	0	0	0	0	0	0	0	0	0.943396226415094	0.943396226415094	0	0	0	0	5.66037735849057	0	0	0	0	0	0.943396226415094	0	0	0	0	0	0	0	0
14486	22685	"Foula"	60.133532	-2.085412	14.5	"AWI"	14.5	37	277	156	0	1.52671755725191	0	0	0	0	0	0	5.34351145038168	0	0	0	0	0	0	0	0.763358778625954	0	79.3893129770992	0	0	0	0.763358778625954	0	0.763358778625954	0	0	0	0	0	0	0	0	4.58015267175572	0	0.763358778625954	0	0	0	5.34351145038168	0	0	0	0	0	0	0	0.763358778625954
14486	22685	"Foula"	60.133532	-2.085412	16.5	"AWI"	16.5	59.5	296	180	0	2.04081632653061	0.680272108843537	0	0.680272108843537	0.680272108843537	0	0	4.08163265306122	0	0.680272108843537	0	0	0	0	0	0	1.36054421768707	80.2721088435374	0	0	0	0	0	1.36054421768707	0	0	2.04081632653061	0	0	0.680272108843537	0	0	2.72108843537415	0	0	0	0	0	2.72108843537415	0	0	0	0	0	0	0	0
