"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
9591	14110	"Kelly's Lough"	52.958352	-6.426246	360	"AWI"	360	6596	7395	7074	0	40	0	0	3	0	0	33	0	0	0	0	0	0	265	0	4	0	0	0	3	0	0	78	0	0	0	0	0	0	0	0	0	192	0	0	0	0	80	0	0	0	0	1	0	0	0	0	0	1	68	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	365	"AWI"	365	6979	7444	7231	0	41	0	0	1	0	0	27	0	0	0	0	1	0	244	0	0	0	0	0	1	0	0	61	0	0	0	0	0	0	0	0	0	239	0	0	0	0	80	0	0	0	0	8	0	0	0	0	0	1	78	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	370	"AWI"	370	7252	7565	7393	0	29	1	0	3	1	0	21	0	0	0	0	0	0	311	0	1	0	0	0	2	0	0	61	0	0	0	1	0	0	0	0	0	182.5	0	0	0	0	87	0	0	0	0	8	0	0	0	1	0	0	49	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	375	"AWI"	375	7356	7948	7588	0	17	0	1	0	0	0	31	0	0	0	0	0	0	289	0	2	0	0	0	2	0	0	74	0	0	0	0	1	0	0	0	0	176	0	0	0	0	70	0	0	0	0	5	0	0	1	0	0	0	65	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	380	"AWI"	380	7398	8465	7764	0	5	0	1	1	0	0	56	0	0	0	0	0	0	290	0	4	0	0	0	0	0	0	120	0	0	2	0	0	0	0	0	0	142.5	0	0	0	0	82	0	4	1	0	7	0	0	0	0	0	0	45	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	385	"AWI"	385	7575	8587	8012	0	2	0	0	1	0	0	40	0	0	0	0	0	0	257	0	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	0	207	0	0	0	0	79	0	0	0	0	3	0	0	0	0	0	0	49	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	390	"AWI"	390	7662	8857	8246	0	2	0	1	0	0	0	34	0	0	0	0	0	0	257	0	2	0	0	0	0	0	0	58	0	1	2	0	0	0	0	0	0	219	0	0	0	0	86	0	0	0	0	10	0	0	0	0	0	0	64	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	395	"AWI"	395	7885	8950	8471	0	2	0	0	0	0	0	76	0	0	0	0	0	0	219	0	5	0	0	0	1	0	0	76	0	0	0	0	0	0	0	0	0	186	0	0	0	0	65	0	0	0	0	6	0	0	0	0	0	0	52	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	400	"AWI"	400	8008	9142	8709	0	2	0	1	1	0	0	48	0	0	1	0	0	0	208	0	1	0	0	0	1	0	0	70	0	0	0	0	0	0	0	0	0	178	0	0	0	0	65	0	0	0	0	5	0	0	0	0	0	0	40	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	405	"AWI"	405	8537	9202	8915	0	0	0	0	1	0	0	40	0	0	0	0	0	0	289	0	3	0	0	0	0	0	0	85	0	0	1	0	0	0	0	0	0	207	0	0	0	0	75	0	0	0	0	8	0	0	0	0	0	0	73	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	410	"AWI"	410	8875	9358	9132	0	2	0	0	2	1	0	61	0	0	0	0	0	0	368	0	3	0	0	0	0	0	0	88	0	1	1	1	0	0	0	0	0	144	0	0	0	0	95	0	4	0	0	4	0	0	0	0	0	0	82	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	415	"AWI"	415	9006	9466	9234	0	1	1	1	3	0	0	22	0	0	0	0	0	0	292	0	3	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	176.5	0	0	0	0	113	0	0	0	0	7	0	0	0	0	0	0	80	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	420	"AWI"	420	9056	9687	9325	0	0	0	1	2	0	0	46	0	0	0	0	0	0	385	0	4	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	141.5	0	0	0	0	125	0	4	0	0	10	0	0	0	0	0	0	98	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	425	"AWI"	425	9139	9766	9428	0	0	1	1	0	0	0	17	0	0	0	0	0	0	275	0	1	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	100.5	0	0	0	0	128	0	0	0	0	6	0	0	0	0	0	0	68	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	430	"AWI"	430	9189	9905	9521	0	0	0	0	2	0	0	35	0	0	0	0	1	0	408	0	3	0	0	0	0	0	0	65	0	1	0	0	0	0	0	0	0	78	0	0	0	0	124	0	0	0	0	16	0	0	0	0	0	0	97	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	435	"AWI"	435	9289	9970	9630	0	0	1	1	1	0	0	25	0	0	0	0	1	0	347	0	1	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	57.5	0	0	0	0	107	0	0	0	0	13	0	0	0	0	0	0	104	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	440	"AWI"	440	9355	10087	9734	0	1	0	0	2	0	0	41	0	0	0	0	1	0	332	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	89.5	0	0	0	0	80	0	0	0	0	7	0	0	0	0	0	0	68	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	445	"AWI"	445	9495	10129	9834	0	0	0	0	3	0	0	19	0	0	0	0	0	0	379	0	2	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	49.5	0	0	0	0	64	0	0	0	0	16	0	0	0	0	0	0	49	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	450	"AWI"	450	9575	10203	9943	0	0	0	0	0	0	0	30	0	0	0	0	1	0	458	0	8	0	0	0	0	0	0	102	0	0	1	0	0	0	0	0	0	63	0	0	0	0	73	0	0	1	0	11	0	0	0	0	0	0	84	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	455	"AWI"	455	9776	10261	10042	0	0	1	0	0	0	0	35	0	0	0	0	0	0	437	0	7	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	62.5	0	0	0	0	59	0	0	0	0	12	0	0	0	0	0	0	82	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	460	"AWI"	460	9910	10361	10158	0	0	0	0	0	0	0	31	0	0	0	0	0	0	442	0	5	0	0	0	0	0	0	76	0	1	0	1	0	0	0	0	0	44	0	0	0	0	17	0	0	0	0	16	0	0	0	0	0	0	13	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	465	"AWI"	465	10020	10526	10288	0	0	1	0	0	0	0	25	0	0	0	0	0	0	424	0	1	0	0	0	0	0	0	67	0	1	2	0	0	0	0	0	0	59	0	0	0	0	11	0	0	0	0	17	0	0	0	0	0	0	2	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	470	"AWI"	470	10074	10813	10424	0	0	1	0	0	0	0	44	0	0	0	0	1	0	386	0	2	0	0	0	0	0	0	78	0	1	0	1	0	0	0	0	0	47	0	0	0	0	4	0	0	0	0	37	0	0	0	0	0	0	2	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	475	"AWI"	475	10316	10895	10584	0	0	1	0	0	1	0	179	0	0	0	0	1	0	35	0	19	0	0	0	0	1	0	128	0	16	0	1	0	0	0	0	0	20.5	0	0	0	0	7	0	0	0	0	91	0	0	0	0	0	0	0	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	480	"AWI"	480	10439	11051	10752	0	0	1	0	0	0	0	113	0	0	0	0	1	0	69	0	15	9	0	0	0	0	0	101	0	41	0	1	0	0	0	0	0	11.5	0	0	0	0	2	0	0	0	0	74	0	0	0	0	0	0	0	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	485	"AWI"	485	10708	11134	10878	0	0	1	4	0	0	0	131	0	0	0	0	0	0	29	0	14	14	0	0	0	0	0	150	0	139	1	3	0	0	0	0	0	11.5	0	0	0	0	1	0	0	0	15	48	0	0	0	0	2	0	0	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	490	"AWI"	490	10781	11370	11017	0	0	0	3	0	15	0	32	0	0	0	0	5	0	59	0	154	0	0	0	0	0	0	222	0	6	1	8	0	0	0	0	0	32.5	0	0	0	0	1	0	0	5	122	23	0	0	0	0	0	0	0	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	495	"AWI"	495	10847	11540	11130	0	0	0	2	0	2	0	7	0	0	0	0	2	1	15	0	24	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	500	"AWI"	500	10884	11810	11227	0	1	3	3	0	8	0	12	0	0	0	0	2	0	28	0	36	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	8	0	0	0	0	4	0	0	0
