"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Ligustrum"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
26066	45219	"Malham Tarn"	54.09639	-2.16361	82	"AWI"	82	1597	2053	1824	5.99369085173502	0.315457413249211	0.630914826498423	0	0	0	1.89274447949527	0.630914826498423	0	0.315457413249211	0	0	12.3028391167192	0	66.8769716088328	0	0	0	0	0.630914826498423	0	0	0	0	0	0	0	0.315457413249211	0	0.630914826498423	0	0	0	0	9.14826498422713	0	0	0	0	0	0	0	0	0	0	0	0	0.315457413249211	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	90	"AWI"	90	1755	2181	1990	13.0864197530864	0.246913580246914	0	0	0	0	3.45679012345679	0	0	0	0	0	20.7407407407407	0	27.6543209876543	0	0	0	0	0.246913580246914	0.246913580246914	0	3.95061728395062	0	0	0	0	0	0	0.493827160493827	0	20	0	0	8.64197530864197	0	0	0.246913580246914	0	0	0	0	0	0	0.246913580246914	0	0	0.740740740740741	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	98	"AWI"	98	2001	2272	2138	12.3076923076923	0	0	0	0.256410256410256	0	7.43589743589744	0	0	0	0	0	18.2051282051282	0	28.7179487179487	0	0	0	0	0	1.53846153846154	0	3.84615384615385	0	0	0	0	0	0	0	0	16.1538461538462	0	0	10.2564102564103	0	0	0.256410256410256	0	0.256410256410256	0	0	0	0	0.256410256410256	0	0	0.512820512820513	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	106	"AWI"	106	2111	2404	2255	16.0493827160494	0.246913580246914	0	0	0.246913580246914	0	5.4320987654321	0	0	0.246913580246914	0	0	27.4074074074074	0	34.0740740740741	0	0	0	0	0.246913580246914	0.740740740740741	0	5.18518518518519	0	0	0	0	0	0	0.493827160493827	0	0	0	0	8.14814814814815	0	0	0	0	0.493827160493827	0	0	0	0	0	0.246913580246914	0	0.740740740740741	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	114	"AWI"	114	2200	2516	2362	17.6678445229682	0	0	0	0.353356890459364	0	11.660777385159	0	0	0	0	0	38.5159010600707	0	10.6007067137809	0	0	0	0	0.353356890459364	1.41342756183746	0	0	0	0	0	0	0.706713780918728	0	1.06007067137809	0	0	0	0	14.4876325088339	1.41342756183746	0	0	0	0	0	0	0	0	0	0	0	1.76678445229682	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	122	"AWI"	122	2302	2611	2464	17.0068027210884	0.340136054421769	0.340136054421769	0	0	0	4.76190476190476	0	0	0	0	0	42.8571428571429	0	15.3061224489796	0	0	0	0	0.340136054421769	1.02040816326531	0	0	0	0	0	0	0	0	0.340136054421769	0	0	0	0	15.3061224489796	0	0	0	0	0	0	0	0	0	0	0	0	2.04081632653061	0	0.340136054421769
26066	45219	"Malham Tarn"	54.09639	-2.16361	130	"AWI"	130	2407	2685	2577	14.6964856230032	0.319488817891374	0.319488817891374	0	0.319488817891374	0	7.3482428115016	0	0	0.638977635782748	0	0	31.9488817891374	0	18.2108626198083	0	0	0	0	0.638977635782748	1.59744408945687	0	4.79233226837061	0	0	0	0	0.319488817891374	0	1.59744408945687	0	0	0	0	15.3354632587859	0	0	0.319488817891374	0	0	0	0	0	0	0	0	0.319488817891374	1.2779552715655	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	134	"AWI"	134	2472	2734	2631	59.1352859135286	0	0	0.139470013947001	0	0	4.18410041841004	0	0	0	0	0	16.0390516039052	0	8.64714086471409	0	0	0.139470013947001	0	0	0.418410041841004	0	3.06834030683403	0	0	0	0	0	0	0	0	0	0	0	6.55509065550907	0	0	0	0	0	0	0	0	0	0	0	0	1.67364016736402	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	138	"AWI"	138	2530	2788	2681	22.7390180878553	0	0	0	0	0	11.8863049095607	0	0	0	0	0	22.7390180878553	0	22.7390180878553	0	0	0	0	0.516795865633075	2.32558139534884	0	0	0	0	0.516795865633075	0	0	0	0.258397932816538	0	0	0	0	13.4366925064599	0	0	0.258397932816538	0	0	0	0	0	0	0	0	0.516795865633075	2.0671834625323	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	142	"AWI"	142	2592	2837	2729	24.6418338108883	0	0	0.286532951289398	0	0	7.16332378223496	0	0	0	0	0	40.1146131805158	0	8.02292263610315	0	0	0	0.286532951289398	0.286532951289398	1.43266475644699	0	4.29799426934097	0	0.286532951289398	0.286532951289398	0	0	0	0	0	0	0	0	10.8882521489971	0	0	0	0	0	0	0	0	0	0	0	0.573065902578797	1.43266475644699	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	146	"AWI"	146	2663	2884	2777	16.6666666666667	0.757575757575758	0	0.378787878787879	0.378787878787879	0	6.06060606060606	0	0	0	0	0	32.5757575757576	0	24.6212121212121	0	0	0	0	0.378787878787879	1.89393939393939	0	0	0	0	0	0	0	0	1.13636363636364	0	0	0	0	13.6363636363636	0	0	0	0	0.757575757575758	0	0	0	0	0	0	0.378787878787879	0.378787878787879	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	150	"AWI"	150	2737	2922	2829	13.0879345603272	0	0	0	0	0	2.65848670756646	0	0	0	0	0	22.6993865030675	0	25.1533742331288	17.3824130879346	0	0	0	0.204498977505113	1.22699386503067	0	5.31697341513292	0	0	0	0	0	0	0.204498977505113	0	0	0.204498977505113	0	10.2249488752556	0	0	0	0	0	0	0	0	0	0	0	0	1.6359918200409	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	154	"AWI"	154	2800	2980	2880	17.9640718562874	0.29940119760479	0	0	0	0	6.2874251497006	0	0	0	0	0	39.5209580838323	0	18.562874251497	0	0	0	0	0	2.39520958083832	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5748502994012	0	0	0	0	0	0	0	0	0	0	0	0.29940119760479	2.09580838323353	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	158	"AWI"	158	2833	3050	2932	28.0412371134021	0	0	0	0	0	6.80412371134021	0	0	0	0	0	22.680412371134	0	17.319587628866	14.8453608247423	0	0	0	0	0.824742268041237	0	0	0	0	0	0	0	0	0	0	0	0.206185567010309	0	8.04123711340206	0	0	0	0	0.206185567010309	0	0	0	0	0	0	0.206185567010309	0.824742268041237	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	162	"AWI"	162	2869	3113	2982	26.984126984127	0.317460317460317	0	0	0	0	5.71428571428571	0.317460317460317	0	0	0	0	36.8253968253968	0.317460317460317	9.20634920634921	0	0	0	0	0	0.952380952380952	0.634920634920635	4.76190476190476	0	0	0	0	0	0	0.317460317460317	0	0	0	0	12.0634920634921	0	0	0.317460317460317	0	0	0	0	0	0	0	0	0	1.26984126984127	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	170	"AWI"	170	2950	3220	3089	23.5897435897436	0	0	0.256410256410256	0	0	3.07692307692308	0	0	0	0	0	27.6923076923077	0	13.3333333333333	0	0	0	0	0.256410256410256	2.05128205128205	0	2.30769230769231	0	0	0	0	0	0	0.256410256410256	0	11.2820512820513	0	0	14.1025641025641	0	0	0	0	0.256410256410256	0	0	0	0	0	0	0.256410256410256	1.28205128205128	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	178	"AWI"	178	3073	3295	3192	26.7295597484277	0.628930817610063	0	0	0.314465408805031	0	6.28930817610063	0	0	0	0	0	33.6477987421384	0	8.17610062893082	0	0	0	0	0	1.25786163522013	0	3.77358490566038	0	0	0	0	0	0	0.943396226415094	0	0	0	0	17.2955974842767	0	0	0	0	0	0	0	0	0	0	0	0	0.943396226415094	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	186	"AWI"	186	3188	3373	3284	28.9752650176678	0	0	0	0	0	5.65371024734982	0	0	0	0	0	37.1024734982332	0	3.886925795053	0	0	0	0	0	0.353356890459364	0	3.886925795053	0	0	0	0	0	0	0.353356890459364	0	0	0	0	18.7279151943463	0	0	0	0	0	0	0	0	0	0	0	0	1.06007067137809	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	194	"AWI"	194	3257	3453	3359	25.1082251082251	0.432900432900433	0	0	0	0	6.49350649350649	0.432900432900433	0	0.432900432900433	0	0	45.4545454545455	0	6.06060606060606	0	0	0	0	0	0.432900432900433	0	0	0	0	0	0	0	0	0.432900432900433	0	0	0	0	13.4199134199134	0	0	0	0	0.432900432900433	0	0	0	0	0	0	0	0.865800865800866	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	202	"AWI"	202	3332	3516	3430	20.5479452054795	0.342465753424658	0	0	0.342465753424658	0	5.82191780821918	0.342465753424658	0	0	0	0	33.2191780821918	0	2.3972602739726	0	0	0	0	0	0.342465753424658	0	0	0	0	0	0	0.342465753424658	0	1.36986301369863	0	15.7534246575342	0	0	17.4657534246575	0	0	0.342465753424658	0	0	0	0	0	0	0	0	0.342465753424658	1.02739726027397	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	210	"AWI"	210	3427	3582	3502	30.5732484076433	0	0	0	0	0	7.00636942675159	0	0	0	0	0	40.1273885350318	0	3.18471337579618	0	0	0	0	0	1.27388535031847	0	0	0	0	0	0	0	0	0.318471337579618	0	0	0	0	14.968152866242	0	0	0	0	0.318471337579618	0	0	0	0	0.318471337579618	0	0	1.91082802547771	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	218	"AWI"	218	3491	3668	3571	25.2873563218391	0	0.28735632183908	0	0	0	4.31034482758621	0	0.28735632183908	0	0	0	37.3563218390805	0	3.44827586206897	0	0	0	0	0	0.862068965517241	0	6.03448275862069	0	0	0	0	0	0	0.28735632183908	0	11.2068965517241	0	0	8.62068965517241	0	0	0	0	0	0	0	0	0	0	0	0	2.01149425287356	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	226	"AWI"	226	3539	3765	3640	22.5609756097561	0.304878048780488	0	0	0	0	2.74390243902439	0	0	0	0	0	41.7682926829268	0	0.304878048780488	0	0	0	0	0	1.21951219512195	0	5.79268292682927	0	0	0	0	0	0	0	0	12.8048780487805	0	0	10.3658536585366	0	0	0	0	0	0	0	0	0	0	0	0.609756097560976	1.52439024390244	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	234	"AWI"	234	3595	3846	3711	28.8184438040346	0	0	0	0	0	5.47550432276657	0	0	0	0	0	32.2766570605187	0	16.4265129682997	0	0	0	0	0	0.864553314121038	0	0	0	0	0	0	0	0	0.288184438040346	0	0	0	0.288184438040346	14.1210374639769	0	0	0	0	0	0.288184438040346	0	0	0	0	0	0	1.15273775216138	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	242	"AWI"	242	3659	3919	3783	30.0632911392405	0	0	0	0	0	6.9620253164557	0	0	0	0	0	33.2278481012658	0	3.48101265822785	0	0	0	0	0	3.16455696202532	0	3.16455696202532	0	0	0	0	0	0	0.316455696202532	0	0	0	0	17.7215189873418	0	0	0	0	0.949367088607595	0	0	0	0	0	0	0.316455696202532	0.632911392405063	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	250	"AWI"	250	3724	3992	3856	25.8064516129032	0	0	0	0	0	5.01792114695341	0	0	0	0	0	36.9175627240143	0	4.6594982078853	0	0	0	0	0	1.7921146953405	0	5.73476702508961	0	0.3584229390681	0	0	0	0	1.4336917562724	0	0	0	0	15.7706093189964	0	0	0	0	0.3584229390681	0	0	0	0	0	0	0	2.1505376344086	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	258	"AWI"	258	3813	4040	3921	23.7037037037037	0	0	0	0	0	4.44444444444444	0	0	0.740740740740741	0	0	42.2222222222222	0	2.22222222222222	0	0	0.37037037037037	0	0	0.37037037037037	0	0	0	0.37037037037037	0	0	0	0	1.48148148148148	0	0	0	0	21.4814814814815	0	0	0	0	0	0	0	0	0	0	0	0.37037037037037	2.22222222222222	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	266	"AWI"	266	3901	4100	3990	24.4827586206897	0.344827586206897	0	0	0	0	4.82758620689655	0	0	0	0	0	37.9310344827586	0	4.82758620689655	0	0	0	0	0	0.689655172413793	0	3.44827586206897	0	0	0	0	0	0	0.344827586206897	0	0	0	0	21.3793103448276	0	0	0	0	0	0	0	0.344827586206897	0	0	0	0.344827586206897	1.03448275862069	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	274	"AWI"	274	3955	4199	4069	18.4818481848185	0	0	0	0	0	3.96039603960396	0.33003300330033	0	0	0	0	32.3432343234323	0	6.93069306930693	0	0	0	0	0	1.65016501650165	0	12.8712871287129	0	0	0	0	0	0	1.98019801980198	0	0	0	0	18.4818481848185	0	0	0	0	0.66006600660066	0	0	0	0	0	0	0.33003300330033	1.98019801980198	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	282	"AWI"	282	4020	4275	4146	20.2572347266881	0	0	0	0	0	8.36012861736334	0	0	0	0	0	33.4405144694534	0	10.2893890675241	0	0	0	0	0	0.321543408360129	0	5.14469453376206	0	0	0	0	0	0	0.643086816720257	0	0	0	0	18.0064308681672	0	0	0	0	0	0	0	0	0.321543408360129	0	0	0.643086816720257	2.57234726688103	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	290	"AWI"	290	4090	4346	4222	20.5992509363296	0	0	0	0	0	2.99625468164794	0	0	0	0	0	41.1985018726592	0	4.8689138576779	0	0	0	0	0.749063670411985	0.749063670411985	0	0	0	0	0	0	0	0	0.374531835205993	0	0	0	0	26.2172284644195	0	0	0	0	0	0	0	0	0	0	0	0	2.24719101123596	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	298	"AWI"	298	4174	4391	4301	15.8914728682171	0.387596899224806	0	0	0	0	8.13953488372093	0	0	0	0	0	48.4496124031008	0	2.71317829457364	0	0	0	0	0	0.775193798449612	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0	0	18.2170542635659	0	0	0	0	0	0	0	0	0.387596899224806	0	0	0	4.26356589147287	0	0
