"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Ulmus"
3179	4135	"Kalven"	56.53516	14.55571	395	"AWI"	395	11002	11824	11425	0.127551020408163	0	0	0.892857142857143	0	84.1836734693878	0	0	0	0	0.127551020408163	1.27551020408163	0	0	0	1.4030612244898	0	0	5.35714285714286	0	2.55102040816327	0.127551020408163	0	0.255102040816327	0	0.127551020408163	0.510204081632653	2.16836734693878	0	0.892857142857143
3179	4135	"Kalven"	56.53516	14.55571	400	"AWI"	400	11249	12046	11660	0	0.149476831091181	0	0.896860986547085	0	80.5680119581465	0	0	0	0	0	1.04633781763827	0	0	0	2.84005979073244	0	0	6.42750373692078	0	4.33482810164425	0.149476831091181	0	0.149476831091181	0	0.298953662182362	0.149476831091181	2.98953662182362	0	0
3179	4135	"Kalven"	56.53516	14.55571	405	"AWI"	405	11501	12263	11893	0	0.26246719160105	0.131233595800525	1.44356955380577	0	39.8950131233596	0	0	0	0	0	2.23097112860892	0	17.0603674540682	0	5.249343832021	0	0	18.1102362204724	0	9.44881889763779	0.26246719160105	0	0.26246719160105	0	0.26246719160105	1.96850393700787	3.41207349081365	0	0
3179	4135	"Kalven"	56.53516	14.55571	410	"AWI"	410	11752	12474	12128	0	0.682128240109141	0	5.72987721691678	0	50.3410641200546	0	0.136425648021828	0	0.136425648021828	0	3.81991814461119	0	0	0	2.45566166439291	0	0	13.6425648021828	0	18.6903137789905	0	0	0.272851296043656	0	0.136425648021828	1.09140518417462	2.59208731241473	0.272851296043656	0
3179	4135	"Kalven"	56.53516	14.55571	415	"AWI"	415	12011	12686	12359	0	1.83098591549296	0	12.9577464788732	0	47.0422535211268	0	0.140845070422535	0	0.140845070422535	0	4.36619718309859	0	0	0	3.23943661971831	0	0	11.2676056338028	0	12.2535211267606	0.28169014084507	0	0.140845070422535	0	0.28169014084507	1.83098591549296	3.80281690140845	0.422535211267606	0
3179	4135	"Kalven"	56.53516	14.55571	420	"AWI"	420	12254	12921	12595	0	1.97461212976023	0.141043723554302	9.30888575458392	0	46.8265162200282	0	0	0	0.141043723554302	0	3.80818053596615	0	0	0	3.94922425952045	0	0	13.3991537376587	0	13.540197461213	0	0	0.141043723554302	0	0.141043723554302	2.53878702397743	3.10296191819464	0.987306064880113	0
3179	4135	"Kalven"	56.53516	14.55571	425	"AWI"	425	12497	13156	12831	0	0.706214689265537	0.282485875706215	1.9774011299435	0	45.7627118644068	0	0	0	0	0	2.40112994350282	0	9.18079096045198	0	3.67231638418079	0	0.282485875706215	22.8813559322034	0.141242937853107	6.92090395480226	0	0	0.423728813559322	0	0.141242937853107	1.8361581920904	3.24858757062147	0.141242937853107	0
3179	4135	"Kalven"	56.53516	14.55571	430	"AWI"	430	12741	13387	13066	0	0.865800865800866	0.144300144300144	3.75180375180375	0	48.4848484848485	0	0.144300144300144	0	0	0.144300144300144	2.74170274170274	0	0	0	3.31890331890332	0	0	24.6753246753247	0	8.08080808080808	0.144300144300144	0.144300144300144	0.288600288600289	0	0.288600288600289	1.2987012987013	4.90620490620491	0.577200577200577	0
3179	4135	"Kalven"	56.53516	14.55571	433	"AWI"	433	12888	13521	13208	0	0.429184549356223	0.286123032904149	3.86266094420601	0	50.6437768240343	0	0	0	0	0	4.14878397711016	0	0	0	3.00429184549356	0	0	25.3218884120172	0	5.15021459227468	0.286123032904149	0	0.286123032904149	0	0	1.85979971387697	4.57796852646638	0.143061516452074	0
3179	4135	"Kalven"	56.53516	14.55571	435	"AWI"	435	12992	13622	13301	0	0.831024930747922	0.138504155124654	3.8781163434903	0	54.1551246537396	0	0.138504155124654	0	0	0.277008310249307	3.601108033241	0	0	0	2.63157894736842	0	0	20.7756232686981	0	6.64819944598338	0	0	0.415512465373961	0	0.415512465373961	1.38504155124654	4.01662049861496	0.692520775623269	0
