"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
3142	4086	"Hawks Tor"	50.540892	-4.612328	1	"AWI"	1	746	6143	3754	0	0	0	0	0	0	29.7297297297297	0	0	0	0.540540540540541	0.540540540540541	54.5945945945946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16216216216216	0	12.4324324324324	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	3	"AWI"	3	863	6213	3843	0	0	0.675675675675676	0	0	0	29.7297297297297	1.35135135135135	0	0	0	2.02702702702703	49.3243243243243	0	0	0.675675675675676	0	0	1.35135135135135	0	1.35135135135135	0	0	0	0	0	0	2.7027027027027	0	10.8108108108108	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	5	"AWI"	5	964	6273	3947	0	0	1.5625	0	0	0	23.4375	0.78125	0	0	0	0	60.15625	0	0	0	0	0	1.5625	0	0	0	0	0	0	0	0	5.46875	0	7.03125	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	7	"AWI"	7	1078	6369	4031	0	0	0.306748466257669	0	0	0	2.14723926380368	0.306748466257669	0	0	0	0.306748466257669	92.9447852760736	0	0	0	0	0	0.613496932515337	0	0	0	0	0	0	0	0	0.306748466257669	0	3.06748466257669	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	9	"AWI"	9	1203	6454	4127	0	0	0	0	0	0	1.44665461121157	0	0	0	0	0	84.629294755877	0	0	0.180831826401447	0	0	0.180831826401447	0	0.361663652802893	0	0.180831826401447	0	0	0	0	0.54249547920434	11.754068716094	0.723327305605787	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	11	"AWI"	11	1296	6548	4218	0	0	0.21505376344086	0	0	0	0.860215053763441	0.21505376344086	0	0	0	0.21505376344086	92.4731182795699	0	0	0	0	0	0.21505376344086	0	0	0	0.21505376344086	0	0	0	0	0.645161290322581	4.94623655913978	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	13	"AWI"	13	1439	6611	4315	0	0	0	0	0	0	1.93236714975845	0	0	0	0	0	90.5797101449275	0	0	0	0	0	0.241545893719807	0	0	0	0	0	0	0	0	0	7.0048309178744	0.241545893719807	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	15	"AWI"	15	1530	6661	4405	0	0	0	0	0	0	5.40540540540541	0.337837837837838	0	0	0	0.337837837837838	84.7972972972973	0	0	0	0	0	0.337837837837838	0	0	0	0	0	0	0	0.337837837837838	0	7.09459459459459	1.35135135135135	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	17	"AWI"	17	1608	6736	4497	0	0	0.555555555555556	0	0	0	3.05555555555556	0	0	0	0	0	85	0	0	0	0	0	1.66666666666667	0	0	0	0.277777777777778	0	0	0	0	0.277777777777778	7.22222222222222	1.94444444444444	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	19	"AWI"	19	1694	6815	4585	0	0.214132762312634	0	0	0	0	1.49892933618844	0	0	0	0	0.428265524625268	85.8672376873662	0	0	0	0	0	0.428265524625268	0	0	0	0.428265524625268	0	0	0	0	0.214132762312634	8.77944325481799	2.14132762312634	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	21	"AWI"	21	1813	6891	4681	0	0	0	0	0	0	0.21505376344086	0.21505376344086	0	0	0	0.21505376344086	70.752688172043	0	0	0	0	0	0.860215053763441	0	0	0	0	0	0	0	0	0	27.0967741935484	0.645161290322581	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	23	"AWI"	23	1936	6979	4773	0	0	0.260416666666667	0	0	0	1.82291666666667	0.260416666666667	0.260416666666667	0	0	0	83.8541666666667	0	0	0	0	0	0.78125	0	0	0	0.260416666666667	0	0	0	0	0.520833333333333	10.4166666666667	1.5625	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	25	"AWI"	25	2063	7067	4856	0	0	0.373134328358209	0	0	0	8.02238805970149	0	0	0	0	0.373134328358209	77.4253731343284	0	0	0	0	0	0.186567164179104	0	0	0	0.186567164179104	0	0	0.186567164179104	0	0.186567164179104	11.9402985074627	1.11940298507463	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	27	"AWI"	27	2172	7159	4943	0	0	0.333333333333333	0	0	0	5.33333333333333	0	0	0	0	0.333333333333333	77	3.33333333333333	0	0	0	0	0	0	1.33333333333333	0	1	0	0	0	0.333333333333333	0	10.6666666666667	0.333333333333333	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	29	"AWI"	29	2297	7270	5043	0	0	0.561797752808989	0	0	0	4.49438202247191	0.561797752808989	0	0	0	0	77.5280898876404	0	0	0	0	0	0	0	2.24719101123596	0	1.12359550561798	0	0	0	0	0.561797752808989	10.1123595505618	2.80898876404494	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	31	"AWI"	31	2405	7351	5133	0	0	0	0	0	0	6.35838150289017	0	0	0	0	0	82.9479768786127	0	0	0	0	0	0.289017341040462	0	0	0	0.867052023121387	0	0	0	0.289017341040462	0	6.35838150289017	2.89017341040462	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	33	"AWI"	33	2529	7415	5228	0	0	0.393700787401575	0	0	0	9.84251968503937	0.78740157480315	0	0	0.393700787401575	0	66.1417322834646	0	0	0	0	0	0.78740157480315	0	0	0	1.18110236220472	0	0	0	0	0	17.3228346456693	3.1496062992126	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	35	"AWI"	35	2659	7463	5324	0	0	0.304878048780488	0	1.52439024390244	0	4.26829268292683	0	0	0	0	0	74.6951219512195	2.13414634146341	0	0	0	0	0.304878048780488	0	0	0	0.304878048780488	0	0	0	0.304878048780488	0.304878048780488	14.3292682926829	1.52439024390244	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	37	"AWI"	37	2776	7516	5427	0	0	0.37037037037037	0	0	0	1.85185185185185	0	0	0	0	0	84.8148148148148	0	0	0	0	0	0.37037037037037	0	0	0	0	0	0	0	0	0	10.3703703703704	2.22222222222222	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	39	"AWI"	39	2907	7579	5523	0	0	0.917431192660551	0	1.8348623853211	0	9.1743119266055	0	0	0	0	0.458715596330275	72.4770642201835	0	0	0	0	0	0.458715596330275	0	0	0	0.917431192660551	0	0	0	0	0.917431192660551	9.63302752293578	3.21100917431193	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	41	"AWI"	41	3025	7654	5618	0	0	0.251256281407035	0	1.00502512562814	0	4.77386934673367	0	0	0	0	0	77.3869346733668	0	0	0	0	0	0	0	0	0	1.00502512562814	0	0	0	0	0.50251256281407	11.3065326633166	3.76884422110553	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	43	"AWI"	43	3120	7724	5707	0	0	1.11731843575419	0	2.79329608938547	0	3.91061452513966	0.558659217877095	0	0	0	0.558659217877095	76.536312849162	0	0	0	0	0	0	0	1.11731843575419	0	0.558659217877095	0	0	0	0	0	12.2905027932961	0.558659217877095	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	45	"AWI"	45	3275	7771	5805	0	0	3	0	4	0	1	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	9	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	47	"AWI"	47	3393	7864	5913	0	0	0	0	1.18343195266272	0	3.84615384615385	0	0	0	0	0	93.491124260355	0	0	0	0	0	0.29585798816568	0	0	0	0.591715976331361	0	0	0	0	0	0	0.591715976331361	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	49	"AWI"	49	3499	7930	6014	0	0	0	0	0	0	2.03488372093023	0	0	0	0	0.290697674418605	95.6395348837209	0	0	0.290697674418605	0	0	0	0	0	0	1.16279069767442	0	0	0	0	0	0.581395348837209	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	51	"AWI"	51	3644	7997	6107	0	0	0.78125	0	0	0	3.90625	0	0	0	0	0	76.5625	6.25	0	0	0	0	8.59375	0	0	0	1.5625	0	0	0	1.5625	0	0	0.78125	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	53	"AWI"	53	3795	8062	6204	0	0	5.83333333333333	0	0	0	4.16666666666667	0.833333333333333	0.833333333333333	0	0	0.833333333333333	54.1666666666667	9.16666666666667	0	1.66666666666667	0	0	10	0	2.5	0	1.66666666666667	0	0	0	0.833333333333333	0.833333333333333	5	1.66666666666667	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	55	"AWI"	55	3933	8121	6296	0	0	4.20168067226891	0	0	0	18.4873949579832	0	0	0	0	0	17.6470588235294	31.9327731092437	0	0.840336134453782	0	0	8.40336134453782	0	0	0	2.52100840336134	0	0	0	0.840336134453782	0	12.6050420168067	2.52100840336134	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	57	"AWI"	57	4043	8187	6393	0	0	0.858369098712446	0	0	0	6.86695278969957	0	0	0	0	0.429184549356223	27.8969957081545	30.4721030042918	0	0	0	0	3.86266094420601	0	1.71673819742489	0	3.43347639484979	0	0	0	0	0	23.175965665236	1.28755364806867	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	59	"AWI"	59	4148	8268	6497	0	0.460829493087558	0.460829493087558	0	0	0	17.9723502304147	0	0	0	0	0.921658986175115	23.5023041474654	27.1889400921659	0	0.460829493087558	0	0	3.2258064516129	0	0	0	10.5990783410138	0	0	0	0.460829493087558	0	11.5207373271889	3.2258064516129	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	61	"AWI"	61	4266	8346	6601	0	0	0.72992700729927	0.364963503649635	0	0	38.6861313868613	0	0	0	0	3.64963503649635	8.39416058394161	31.7518248175182	0	0	0	0	0	0	0	0	2.91970802919708	0	0	0	0	0	8.39416058394161	5.10948905109489	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	63	"AWI"	63	4399	8401	6700	0	0.122100122100122	0.244200244200244	0	0	0	56.043956043956	0	0	0	0	19.2918192918193	18.3150183150183	1.34310134310134	0	0	0	0	0	0	0	0	1.83150183150183	0	0	0	0.610500610500611	0	0.732600732600733	1.46520146520147	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	65	"AWI"	65	4502	8456	6793	0	0	0.175746924428822	0	0	0	58.8752196836555	0	0	0	0	17.3989455184534	18.2776801405975	0.878734622144113	0	0	0	0	0	0	0	0	0.878734622144113	0	0	0	1.23022847100176	0	0	2.28471001757469	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	67	"AWI"	67	4606	8536	6889	0	1.05263157894737	0.350877192982456	0.175438596491228	0	0	35.0877192982456	0	0	0	0	29.8245614035088	16.3157894736842	6.14035087719298	0	0.175438596491228	0	0	0	0	0	0	1.57894736842105	0	0	0	5.96491228070175	0	1.05263157894737	1.92982456140351	0	0.350877192982456
3142	4086	"Hawks Tor"	50.540892	-4.612328	69	"AWI"	69	4691	8640	6988	0	7.84313725490196	0.980392156862745	0	0	0	37.2549019607843	0	0	0	0	30.8823529411765	4.41176470588235	0	0	0.490196078431373	0	0	0	0	0	0	1.47058823529412	0	0	0	14.2156862745098	0	0	0.490196078431373	0.490196078431373	1.47058823529412
3142	4086	"Hawks Tor"	50.540892	-4.612328	71	"AWI"	71	4817	8713	7084	0	10.2150537634409	0	0	0	0	31.7204301075269	0	0	0	0	39.7849462365591	7.52688172043011	0	0	0	0	0	0	0	0	0	1.0752688172043	0	0	0	9.67741935483871	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	73	"AWI"	73	4937	8762	7176	0	8.71794871794872	0	0	0	0	15.3846153846154	0	0	0	0	50.7692307692308	6.15384615384615	0	0	0	0	0	0	0	0	0	1.02564102564103	0	0	0	15.8974358974359	0	0	0	0.512820512820513	1.53846153846154
3142	4086	"Hawks Tor"	50.540892	-4.612328	75	"AWI"	75	5056	8811	7278	0	4.8780487804878	0	0	0	0	21.1382113821138	0	0	0	0	39.8373983739837	10.5691056910569	0	0	0.813008130081301	0.813008130081301	0	0	0	0	0	0.813008130081301	0	0	0	17.8861788617886	0	0	0	0	3.2520325203252
3142	4086	"Hawks Tor"	50.540892	-4.612328	77	"AWI"	77	5193	8872	7376	0	12.6436781609195	0	0	0	0	16.0919540229885	0	0	0	0	46.551724137931	6.89655172413793	0	0	0.574712643678161	1.14942528735632	0	0	0	0	0	0	0	0	0	14.9425287356322	0	0	0.574712643678161	0	0.574712643678161
3142	4086	"Hawks Tor"	50.540892	-4.612328	79	"AWI"	79	5307	8944	7478	0	0.234192037470726	0.702576112412178	0	0	0	63.4660421545668	0	0	0	0	6.08899297423888	3.98126463700234	12.6463700234192	0	0	0	0	0	0	0	0	3.27868852459016	0	0	0	1.17096018735363	0	3.27868852459016	4.91803278688525	0	0.234192037470726
3142	4086	"Hawks Tor"	50.540892	-4.612328	81	"AWI"	81	5443	9020	7570	0	22.3140495867769	1.65289256198347	0	0	0	17.3553719008264	0	0	0	0	40.495867768595	4.95867768595041	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09090909090909	0	2.47933884297521	0	0	1.65289256198347
3142	4086	"Hawks Tor"	50.540892	-4.612328	83	"AWI"	83	5569	9067	7662	0	8.05369127516778	0	0	0	0	16.1073825503356	0	0	0	0	42.2818791946309	14.0939597315436	0	0	0.671140939597315	0	0	0	0	0	0	1.34228187919463	0	0	0	16.1073825503356	0	0	0	0	1.34228187919463
3142	4086	"Hawks Tor"	50.540892	-4.612328	85	"AWI"	85	5690	9127	7764	0	12.3809523809524	0	0.952380952380952	0	0	14.2857142857143	0	0	0	0	32.3809523809524	23.8095238095238	0	0	1.9047619047619	1.9047619047619	0	0	0	0	0	0	0	0	0	10.4761904761905	0	0	0.952380952380952	0	0.952380952380952
3142	4086	"Hawks Tor"	50.540892	-4.612328	87	"AWI"	87	5786	9202	7869	0	12.3595505617978	0	0	0	0	7.86516853932584	0	0	0	0	52.8089887640449	11.2359550561798	0	0	0	0	0	0	0	0	0	1.12359550561798	0	0	0	14.6067415730337	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	89	"AWI"	89	5885	9292	7962	0	7.61904761904762	0	0	0	0	16.6666666666667	0	0	0	0	49.047619047619	9.04761904761905	0	0	0.952380952380952	0	0	0	0	0	0	0.476190476190476	0	0	0	14.7619047619048	0	0	0.476190476190476	0.476190476190476	0.476190476190476
3142	4086	"Hawks Tor"	50.540892	-4.612328	91	"AWI"	91	6036	9368	8054	0	9.86547085201794	0	0	0	0	15.2466367713004	0	0	0	0	47.9820627802691	8.96860986547085	0	0	0	0	0	0	0	0	0	0.896860986547085	0	0	0	13.4529147982063	0	0	0.448430493273543	0	3.1390134529148
3142	4086	"Hawks Tor"	50.540892	-4.612328	92	"AWI"	92	6100	9389	8097	0	9.42408376963351	0.523560209424084	0	0	0	25.130890052356	0	0	0	0	31.413612565445	16.2303664921466	0	0	0.523560209424084	0	0	0	0	0	0	0.523560209424084	0	0	0	12.0418848167539	0	1.57068062827225	0.523560209424084	0.523560209424084	1.57068062827225
3142	4086	"Hawks Tor"	50.540892	-4.612328	93	"AWI"	93	6170	9412	8145	0	4.64135021097046	0	0	0	0	23.6286919831224	0	0	0	0	33.7552742616034	18.5654008438819	0	0	0.421940928270042	0	0	0	0.421940928270042	0	0	0.421940928270042	0	0	0	12.2362869198312	0	4.21940928270042	0	0	1.68776371308017
3142	4086	"Hawks Tor"	50.540892	-4.612328	94	"AWI"	94	6224	9431	8194	0	7.82122905027933	0	0	0	0	17.3184357541899	0	0	0	0	31.8435754189944	13.9664804469274	0	0	0	0	0	0	0	0	0	1.67597765363128	0	0	0	19.5530726256983	0	4.46927374301676	0	0.558659217877095	2.79329608938547
3142	4086	"Hawks Tor"	50.540892	-4.612328	95	"AWI"	95	6295	9458	8241	0	8.21917808219178	0	0	0	0	18.4931506849315	0	0	0	0	33.5616438356164	11.6438356164384	0	0	0	0.684931506849315	0	0	0	0	0	0	0	0	0	21.2328767123288	0	3.42465753424658	0	0.684931506849315	2.05479452054794
