"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15732	24143	"Úpské rašelinište"	50.736004	15.70752	0	"AWI"	0	-144	27	-64	0	0	58	5	0	4	0	124	1	0	0	14	18	0	8	3	0	1	0	7	33	85	0	44	0	0	9	0	0	0	0	3	3	0	0	0	1
15732	24143	"Úpské rašelinište"	50.736004	15.70752	10	"AWI"	10	119	816	406	12	3	27	1	1	10	0	33	0	0	0	6	6	0	74	0	0	1	0	7	13	132	0	34	1	0	26	0	0	0	0	11	2	0	1	0	1
15732	24143	"Úpské rašelinište"	50.736004	15.70752	20	"AWI"	20	533	1372	946	76	1	27	2	1	11	0	21	0	0	0	4	2	5	80	0	0	2	13	7	47	102	0	23	0	1	14	1	0	4	0	3	0	1	3	2	0
15732	24143	"Úpské rašelinište"	50.736004	15.70752	50	"AWI"	50	2105	2576	2321	23	0	12	1	0	1	0	11	0	0	0	0	1	0	28	0	0	0	0	0	15	54	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0
15732	24143	"Úpské rašelinište"	50.736004	15.70752	40	"AWI"	40	1806	2170	1990	38	2	37	1	2	9	0	0	1	0	1	3	21	0	134	0	1	1	2	13	20	56	0	18	0	0	34	1	0	0	1	2	1	1	2	1	0
15732	24143	"Úpské rašelinište"	50.736004	15.70752	60	"AWI"	60	2385	2900	2632	19	0	15	1	0	8	0	13	0	0	0	0	1	0	106	0	0	0	17	5	18	64	0	23	0	0	14	0	0	0	2	1	0	1	1	0	0
15732	24143	"Úpské rašelinište"	50.736004	15.70752	70	"AWI"	70	2744	3174	2924	55	0	35	1	0	5	0	29	1	1	0	7	6	14	101	0	0	0	0	29	39	112	0	18	0	0	19	0	0	0	0	9	0	0	0	2	0
15732	24143	"Úpské rašelinište"	50.736004	15.70752	80	"AWI"	80	3279	3676	3508	48	1	39	2	2	7	0	31	0	2	0	11	18	0	76	0	2	0	0	10	43	72	0	0	0	0	15	0	1	0	1	2	0	1	2	2	0
