"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16148	24959	"La Borie"	45.24056	2.75028	215	"AWI"	215	8773	9693	9193	0	0	0	0	0	0	0	0.4739336492891	0	9.95260663507109	0	0	0	0	0	0	0	0	64.4549763033175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947867298578199	0	0	0	0	0.4739336492891	0	0	15.6398104265403	0	0	0	0	0	0	0.4739336492891	0	0	0	0	0	0	0	0	7.58293838862559	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	405	"AWI"	405	11670	14059	12770	0	0	0	9.09090909090909	0	0	0	9.09090909090909	0	0	0	0	0	0	0	0	0	0	0	0	1.51515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.2727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03030303030303	0	0	0	0	0	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	185	"AWI"	185	7405	8856	8297	0	0.515463917525773	0	0	0	0	0	0	0	10.3092783505155	0	0	0	0	0	0	0	0	65.4639175257732	0	0.515463917525773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515463917525773	0	0	0	0	0	0	0	0	2.06185567010309	0	0	0	0	1.03092783505155	0	0	15.979381443299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60824742268041	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	205	"AWI"	205	8661	9343	9015	0	0	0	0	0	0	0	0	0	5.62770562770563	0	0	0	0	0	0	0	0	70.995670995671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865800865800866	0	0	0	0	0	0	0	14.7186147186147	0	0	0	0	0	0	0.865800865800866	0.432900432900433	0	0	0	0	0	0	0	6.49350649350649	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	450	"AWI"	450	12440	14992	13614	0	0	0	14.2857142857143	0	3.57142857142857	0	35.7142857142857	0	0	0	0	0	0	0	0	0	0	0	0	14.2857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	380	"AWI"	380	11263	13517	12310	0	0	0	10.1449275362319	0	0	0	49.2753623188406	0	0	0	0	0	0	0	0	0	0	1.44927536231884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.231884057971	0	0	0	0	0	0	0	1.44927536231884	0	0	0	0	0	0	1.44927536231884	0	0	0	0	0	0	0	0	0	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	190	"AWI"	190	7674	9007	8534	0	0	0	0	0	0.529100529100529	0	0	0	5.29100529100529	0	0	0	0	0	0	0	0	66.1375661375661	0	0.529100529100529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11640211640212	0	0	0	0	0	0	0	18.5185185185185	0	0	0	0	0	0	1.05820105820106	0.529100529100529	0	0	0	0	0	0	0	5.29100529100529	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	155	"AWI"	155	5683	7975	6911	0	0	0.578034682080925	0	0	0	0	0	0	12.1387283236994	0	0	0	0	0	0	0	0	45.6647398843931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15606936416185	0	0	0	0	0	0	0	0	0	0	2.89017341040462	0	0	0	0	0	0	0	24.2774566473988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73410404624277	11.5606936416185	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	210	"AWI"	210	8701	9575	9097	0	0	0	0.480769230769231	0	0.480769230769231	0	0	0	6.25	0	0	0	0	0	0	0	0	63.4615384615385	0	0.961538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88461538461538	0	0	0	0	0	0	0	12.9807692307692	0	0	0	0	0	0	0.480769230769231	0.480769230769231	0	0	0	0	0	0	0	11.5384615384615	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	420	"AWI"	420	11908	14367	13055	1.53846153846154	0	0	7.69230769230769	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4.61538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53846153846154	64.6153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
